RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,01139,Olin Browne,6.99,92,1316,+0.24
2,0,01823,Larry Mize,7.04,46,653,+0.37
3,0,01381,Fred Funk,7.26,92,1268,+0.17
4,0,01724,Jeff Maggert,8.13,85,1046,+0.26
5,0,21470,Daisuke Maruyama,8.27,91,1101,+0.21
6,0,08385,Omar Uresti,8.53,70,821,+0.24
7,0,23135,Tim Clark,8.63,78,904,+0.15
8,0,06621,Joe Durant,8.97,126,1405,+0.17
9,0,20472,Alex Cejka,9.54,121,1268,+0.13
10,0,20766,Padraig Harrington,9.77,52,532,+0.12
11,0,02214,Kirk Triplett,9.81,74,754,+0.18
12,0,23983,Luke Donald,9.89,65,657,+0.25
13,0,06012,Greg Kraft,9.91,101,1019,+0.24
14,0,01219,John Cook,9.95,87,874,+0.20
15,0,22293,Heath Slocum,9.98,124,1243,+0.23
16,0,06643,Paul Goydos,10.00,100,1000,+0.21
17,0,20099,Doug Barron,10.02,102,1018,+0.14
18,0,06595,Kevin Sutherland,10.10,135,1336,+0.10
19,0,01945,Kenny Perry,10.14,88,868,+0.10
20,0,06350,Bob May,10.22,88,861,+0.09
21,0,01388,Robert Gamez,10.28,132,1284,+0.33
22,0,11011,Mike Sposa,10.36,94,907,+0.27
23,0,28780,Nicholas Thompson,10.49,133,1268,+0.15
24,0,10505,Shane Bertsch,10.51,149,1418,+0.19
24,0,21753,Brian Davis,10.51,132,1256,+0.17
26,0,01619,Skip Kendall,10.56,100,947,+0.20
27,0,22405,Justin Rose,10.65,135,1268,+0.07
28,0,02101,Joey Sindelar,10.67,125,1171,+0.19
29,0,20378,Mathias Grönberg,10.70,133,1243,+0.11
30,0,10809,Jim Furyk,10.78,109,1011,+0.09
31,0,06527,Steve Stricker,10.79,81,751,+0.12
32,0,20498,Briny Baird,10.81,116,1073,+0.04
33,0,23048,Eric Axley,10.82,134,1239,+0.04
34,0,20121,Todd Fischer,10.90,150,1376,+0.06
35,0,20691,Greg Owen,10.91,108,990,+0.07
36,0,06034,Marco Dawson,10.96,133,1213,+0.01
37,0,20382,Stephen Leaney,10.97,128,1167,+0.14
38,0,01132,Mark Brooks,10.98,130,1184,+0.18
39,0,20634,Peter Lonard,11.03,105,952,+0.22
39,0,24912,Will MacKenzie,11.03,135,1224,+0.10
41,0,02223,Bob Tway,11.04,114,1033,+0.15
42,0,10733,Kent Jones,11.05,149,1348,+0.07
43,0,08075,Jerry Kelly,11.25,144,1280,+0.22
44,0,10860,Justin Leonard,11.28,112,993,+0.20
45,0,01313,Steve Elkington,11.31,77,681,+0.09
46,0,20127,Chris Riley,11.43,124,1085,+0.28
47,0,23541,Ben Crane,11.47,109,950,+0.14
48,0,24781,Hunter Mahan,11.48,150,1307,+0.22
49,0,01928,Corey Pavin,11.57,103,890,+0.16
50,0,26596,Ryan Moore,11.62,99,852,+0.09
51,0,01887,Mark O'Meara,11.64,71,610,+0.14
52,0,21407,Arjun Atwal,11.65,154,1322,+0.12
52,0,24140,Sean O'Hair,11.65,137,1176,+0.11
54,0,09011,David Duval,11.68,93,796,+0.13
54,0,01766,Billy Mayfair,11.68,137,1173,+0.08
56,0,07223,Brian Bateman,11.71,106,905,+0.11
56,0,21878,Mark Wilson,11.71,124,1059,+0.13
58,0,20105,Jeff Gove,11.73,142,1211,E
58,0,24138,Ian Poulter,11.73,69,588,+0.04
60,0,08537,J.P. Hayes,11.86,91,767,+0.22
61,0,02246,Duffy Waldorf,12.00,150,1250,+0.05
62,0,12823,Carlos Franco,12.01,144,1199,+0.09
63,0,20631,David McKenzie,12.03,134,1114,+0.20
64,0,25842,Jon Mills,12.04,111,922,+0.23
65,0,01035,Tommy Armour III,12.06,102,846,+0.12
65,0,01685,J.L. Lewis,12.06,96,796,+0.17
65,0,21949,Joe Ogilvie,12.06,150,1244,+0.05
68,0,23349,Charles Warren,12.11,145,1197,+0.04
69,0,02239,Scott Verplank,12.17,125,1027,+0.18
70,0,01024,Billy Andrade,12.18,115,944,E
71,0,01142,Bart Bryant,12.26,127,1036,+0.11
72,0,23788,D.J. Trahan,12.32,151,1226,+0.25
73,0,22548,Patrick Sheehan,12.34,172,1394,+0.12
74,0,24980,Scott Gutschewski,12.38,88,711,+0.20
75,0,27943,Matt Hansen,12.40,114,919,+0.09
76,0,10885,Robert Allenby,12.44,106,852,+0.03
76,0,24507,Jason Bohn,12.44,170,1367,+0.16
76,0,22621,Ben Curtis,12.44,125,1005,+0.20
76,0,01941,Tom Pernice Jr.,12.44,166,1334,+0.18
80,0,24925,Jonathan Byrd,12.46,107,859,+0.02
80,0,11032,Frank Lickliter II,12.46,168,1348,+0.09
80,0,25240,D.A. Points,12.46,139,1116,+0.25
83,0,21646,David Branshaw,12.47,170,1363,+0.22
84,0,01706,Davis Love III,12.53,112,894,-0.01
85,0,26360,Bubba Dickerson,12.56,168,1338,+0.25
86,0,02104,Jeff Sluman,12.58,159,1264,+0.08
87,0,07457,Steve Flesch,12.60,195,1548,+0.15
87,0,26420,Richard Johnson,12.60,161,1278,+0.20
89,0,12660,Jesper Parnevik,12.61,144,1142,+0.05
90,0,21959,Ted Purdy,12.62,157,1244,+0.08
90,0,08375,Paul Stankowski,12.62,123,975,+0.08
92,0,01577,Lee Janzen,12.64,135,1068,+0.11
93,0,08123,Jeff Brehaut,12.65,169,1336,+0.07
94,0,01599,Steve Jones,12.68,138,1088,+0.07
95,0,10423,Mike Weir,12.71,122,960,+0.07
96,0,12645,Brent Geiberger,12.86,174,1353,+0.08
96,0,20548,Hidemichi Tanaka,12.86,131,1019,+0.22
98,0,20645,John Senden,12.93,157,1214,+0.01
99,0,01666,Bernhard Langer,12.95,119,919,+0.12
99,0,25345,Carl Pettersson,12.95,147,1135,+0.18
101,0,25900,Lucas Glover,12.96,165,1273,+0.11
101,0,02206,David Toms,12.96,113,872,+0.09
101,0,20812,Tjaart van der Walt,12.96,103,795,+0.10
104,0,02106,Chris Smith,12.97,121,933,+0.16
105,0,22913,John Rollins,13.03,158,1213,+0.10
106,0,12602,Dean Wilson,13.08,191,1460,+0.12
107,0,06004,Stephen Ames,13.11,88,671,+0.05
107,0,01707,Steve Lowery,13.11,166,1266,+0.11
109,0,20574,Mathew Goggin,13.12,121,922,+0.17
110,0,24024,Zach Johnson,13.14,143,1088,+0.16
111,0,21350,Ryuji Imada,13.26,181,1365,+0.11
112,0,23320,Ryan Palmer,13.29,176,1324,+0.23
113,0,23718,Nathan Green,13.32,182,1366,+0.13
114,0,21731,Freddie Jacobson,13.41,105,783,+0.06
115,0,01677,Tom Lehman,13.42,97,723,+0.13
116,0,19846,Brian Gay,13.44,200,1488,+0.12
117,0,19913,Ron Whittaker,13.53,149,1101,+0.23
118,0,06251,Chris DiMarco,13.54,125,923,+0.04
119,0,24924,Bill Haas,13.55,181,1336,+0.08
120,0,06575,Dudley Hart,13.57,155,1142,+0.13
121,0,01810,Phil Mickelson,13.65,101,740,-0.05
122,0,01948,Tim Petrovic,13.70,174,1270,+0.13
123,0,01161,Mark Calcavecchia,13.75,161,1171,+0.09
124,0,10565,Ian Leggatt,13.79,146,1059,+0.11
125,0,07013,Wes Short Jr.,13.81,178,1289,+0.30
126,0,06197,Michael Allen,13.88,163,1174,+0.07
127,0,27095,Nick Watney,13.90,184,1324,+0.11
128,0,23614,Rich Beem,13.93,138,991,+0.18
128,0,12680,Shigeki Maruyama,13.93,171,1228,+0.13
130,0,22046,Geoff Ogilvy,13.95,106,760,+0.24
131,0,21209,Sergio Garcia,14.01,81,578,+0.11
132,0,23673,Michael Connell,14.05,94,669,+0.17
133,0,27120,Troy Matteson,14.06,198,1408,+0.10
134,0,23325,Vaughn Taylor,14.11,158,1120,+0.11
135,0,02110,Jerry Smith,14.12,181,1282,+0.19
136,0,19881,Robert Damron,14.27,181,1268,+0.13
137,0,11123,Chris Couch,14.29,145,1015,+0.12
138,0,20850,Daniel Chopra,14.35,206,1436,-0.02
139,0,20628,Arron Oberholser,14.41,135,937,+0.13
140,0,27770,Camilo Villegas,14.43,175,1213,+0.07
141,0,12760,Danny Ellis,14.45,129,893,+0.11
142,0,01226,Fred Couples,14.50,77,531,+0.09
143,0,20572,Rod Pampling,14.56,142,975,+0.22
144,0,23621,Rory Sabbatini,14.57,144,988,+0.12
145,0,07867,Woody Austin,14.67,202,1377,+0.15
146,0,22946,Henrik Bjornstad,14.69,195,1327,+0.14
147,0,19824,Craig Barlow,14.74,138,936,+0.14
148,0,20608,David Howell,14.75,64,434,+0.30
149,0,12782,Tim Herron,14.79,138,933,+0.09
150,0,23616,Ryan Hietala,14.82,122,823,+0.10
150,0,06373,José María Olazábal,14.82,87,587,+0.08
152,0,23353,J.J. Henry,14.86,176,1184,+0.05
152,0,20094,Jonathan Kaye,14.86,191,1285,+0.09
154,0,12662,Thomas Levet,15.01,103,686,+0.22
155,0,24358,Robert Garrigus,15.03,174,1158,+0.06
156,0,23322,Brett Wetterich,15.05,163,1083,+0.15
157,0,21805,Harrison Frazar,15.16,184,1214,+0.11
158,0,24357,K.J. Choi,15.21,174,1144,+0.13
159,0,20229,Stewart Cink,15.27,157,1028,+0.07
159,0,12755,Vance Veazey,15.27,126,825,+0.06
161,0,07749,Brett Quigley,15.30,211,1379,+0.04
162,0,08835,Kris Cox,15.34,173,1128,+0.10
163,0,20157,Retief Goosen,15.42,99,642,+0.02
164,0,24502,Adam Scott,15.43,112,726,+0.08
164,0,06567,Vijay Singh,15.43,190,1231,E
166,0,01249,John Daly,15.45,93,602,+0.13
167,0,22892,Jason Gore,15.54,174,1120,+0.04
168,0,06522,Ernie Els,15.57,104,668,+0.05
169,0,27141,J.B. Holmes,15.58,146,937,+0.23
170,0,01042,Paul Azinger,15.61,185,1185,+0.14
