RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,01810,Phil Mickelson,-.050
2,0,20850,Daniel Chopra,-.019
3,0,01706,Davis Love III,-.009
4,0,01024,Billy Andrade,E
4,0,20105,Jeff Gove,E
4,0,06567,Vijay Singh,E
7,0,20645,John Senden,+.006
8,0,06034,Marco Dawson,+.008
9,0,22378,Trevor Immelman,+.011
10,0,24925,Jonathan Byrd,+.019
11,0,20157,Retief Goosen,+.020
12,0,08793,Tiger Woods,+.023
13,0,10885,Robert Allenby,+.028
14,0,01320,Bob Estes,+.034
15,0,23623,Bo Van Pelt,+.038
16,0,06251,Chris DiMarco,+.040
16,0,22892,Jason Gore,+.040
18,0,23349,Charles Warren,+.041
19,0,20498,Briny Baird,+.043
19,0,24138,Ian Poulter,+.043
19,0,07749,Brett Quigley,+.043
22,0,06004,Stephen Ames,+.045
22,0,23048,Eric Axley,+.045
24,0,21949,Joe Ogilvie,+.047
24,0,02246,Duffy Waldorf,+.047
26,0,06522,Ernie Els,+.048
27,0,12660,Jesper Parnevik,+.049
28,0,23353,J.J. Henry,+.051
29,0,21731,Freddie Jacobson,+.057
30,0,20121,Todd Fischer,+.060
31,0,24358,Robert Garrigus,+.063
31,0,12755,Vance Veazey,+.063
33,0,06197,Michael Allen,+.067
33,0,22405,Justin Rose,+.067
35,0,01761,Len Mattiace,+.068
36,0,20229,Stewart Cink,+.070
37,0,08123,Jeff Brehaut,+.071
38,0,01599,Steve Jones,+.072
38,0,06515,Shaun Micheel,+.072
38,0,24361,Pat Perez,+.072
41,0,12716,Charley Hoffman,+.074
41,0,10733,Kent Jones,+.074
41,0,20691,Greg Owen,+.074
41,0,27770,Camilo Villegas,+.074
41,0,10423,Mike Weir,+.074
46,0,25804,Bubba Watson,+.077
47,0,12645,Brent Geiberger,+.080
47,0,01766,Billy Mayfair,+.080
47,0,06373,José María Olazábal,+.080
47,0,24502,Adam Scott,+.080
51,0,08375,Paul Stankowski,+.081
52,0,02104,Jeff Sluman,+.082
53,0,24924,Bill Haas,+.083
53,0,21959,Ted Purdy,+.083
55,0,01161,Mark Calcavecchia,+.087
55,0,12782,Tim Herron,+.087
57,0,27943,Matt Hansen,+.088
57,0,02206,David Toms,+.088
57,0,25632,Jimmy Walker,+.088
60,0,11032,Frank Lickliter II,+.089
61,0,12823,Carlos Franco,+.090
62,0,01226,Fred Couples,+.091
62,0,01313,Steve Elkington,+.091
62,0,06350,Bob May,+.091
62,0,26596,Ryan Moore,+.091
66,0,10809,Jim Furyk,+.092
67,0,20094,Jonathan Kaye,+.094
68,0,27120,Troy Matteson,+.096
69,0,20812,Tjaart van der Walt,+.097
70,0,23616,Ryan Hietala,+.098
71,0,22913,John Rollins,+.101
72,0,01945,Kenny Perry,+.102
73,0,08835,Kris Cox,+.104
73,0,24912,Will MacKenzie,+.104
73,0,06595,Kevin Sutherland,+.104
76,0,01707,Steve Lowery,+.108
77,0,12760,Danny Ellis,+.109
77,0,25900,Lucas Glover,+.109
77,0,24140,Sean O'Hair,+.109
77,0,23497,Tag Ridings,+.109
81,0,01142,Bart Bryant,+.110
81,0,12510,Chad Campbell,+.110
81,0,21350,Ryuji Imada,+.110
81,0,10565,Ian Leggatt,+.110
85,0,21209,Sergio Garcia,+.111
85,0,01577,Lee Janzen,+.111
87,0,07223,Brian Bateman,+.113
87,0,20378,Mathias Grönberg,+.113
89,0,21805,Harrison Frazar,+.114
89,0,23325,Vaughn Taylor,+.114
89,0,27095,Nick Watney,+.114
92,0,20766,Padraig Harrington,+.115
93,0,22548,Patrick Sheehan,+.116
94,0,21407,Arjun Atwal,+.117
95,0,01035,Tommy Armour III,+.118
95,0,01666,Bernhard Langer,+.118
95,0,23621,Rory Sabbatini,+.118
98,0,19846,Brian Gay,+.120
98,0,12602,Dean Wilson,+.120
100,0,01553,John Huston,+.121
101,0,23409,James Driscoll,+.123
101,0,06527,Steve Stricker,+.123
103,0,11123,Chris Couch,+.124
103,0,21961,Charles Howell III,+.124
105,0,24357,K.J. Choi,+.126
105,0,23718,Nathan Green,+.126
105,0,20628,Arron Oberholser,+.126
105,0,28475,Jeff Overton,+.126
105,0,01948,Tim Petrovic,+.126
110,0,01249,John Daly,+.129
110,0,09011,David Duval,+.129
110,0,06575,Dudley Hart,+.129
110,0,21878,Mark Wilson,+.129
114,0,20472,Alex Cejka,+.132
115,0,19881,Robert Damron,+.133
116,0,01677,Tom Lehman,+.134
117,0,12680,Shigeki Maruyama,+.135
118,0,20099,Doug Barron,+.137
119,0,19824,Craig Barlow,+.138
119,0,22946,Henrik Bjornstad,+.138
119,0,23541,Ben Crane,+.138
122,0,01042,Paul Azinger,+.141
122,0,20382,Stephen Leaney,+.141
122,0,01887,Mark O'Meara,+.141
125,0,21660,Jason Schultz,+.145
126,0,23322,Brett Wetterich,+.147
127,0,07457,Steve Flesch,+.149
127,0,02223,Bob Tway,+.149
129,0,28780,Nicholas Thompson,+.150
130,0,07867,Woody Austin,+.153
131,0,22371,Aaron Baddeley,+.154
131,0,20593,Greg Chalmers,+.154
