RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
1,0,46441,Robby Shelton,258,Valspar,4,14
2,0,33204,Shane Lowry,256,Farmers,4,6
3,0,47806,Raul Pereda,236,THE CJ CUP,1,7
4,0,34466,Peter Malnati,223,Houston Open,4,7
5,0,28775,Nate Lashley,217,Rocket Mortgage,1,11
6,0,31323,Gary Woodland,216,RBC Canadian,2,11
7,0,32367,Jorge Campillo,213,Houston Open,2,14
8,0,39977,Max Homa,213,Wells Fargo,4,1
9,0,34587,Chan Kim,209,Black Desert,1,13
10,0,30926,Chris Kirk,205,FedEx St. Jude,1,14
11,0,32070,Rafael Campos,205,Mexico Open,2,17
12,0,54591,Ben Griffin,204,Black Desert,2,13
13,0,34046,Jordan Spieth,199,Valero,1,16
14,0,47988,Nick Hardy,199,THE CJ CUP,1,13
15,0,30852,Ryo Ishikawa,198,ZOZO CHAMPIONSHIP,2,17
16,0,59866,Nick Dunlap,197,Cognizant Classic,2,7
17,0,23108,Matt Kuchar,196,John Deere,1,18
18,0,48887,Matt Wallace,195,RBC Canadian,1,18
19,0,25198,Francesco Molinari,194,U.S. Open,2,9
19,0,49960,Sepp Straka,194,U.S. Open,2,9
21,0,36326,David Lipsky,193,Sony Open,2,13
22,0,46646,Antoine Rozner,190,Genesis Scottish Open,3,7
23,0,25900,Lucas Glover,189,Wyndham,2,12
23,0,60067,Joe Highsmith,189,Wyndham,2,12
25,0,52372,Cameron Champ,188,Black Desert,1,13
26,0,39997,Corey Conners,184,BMW Championship,2,5
27,0,47483,Will Zalatoris,184,Genesis,2,14
28,0,34255,Joseph Bramlett,182,Sony Open,2,6
29,0,55708,Hayden Buckley,178,3M Open,2,17
30,0,54421,Garrick Higgo,174,Houston Open,3,10
31,0,46405,Sebastian Soderberg,173,PGA Championship,2,8
32,0,46414,Aaron Rai,171,THE PLAYERS,3,14
33,0,46046,Scottie Scheffler,167,PGA Championship,1,1
34,0,32839,Hideki Matsuyama,165,Farmers,2,8
35,0,40026,Daniel Berger,158,WM Phoenix Open,1,2
36,0,51696,Rico Hoey,156,Valspar,2,14
37,0,32791,K.H. Lee,154,Sony Open,3,12
38,0,47993,Denny McCarthy,152,Travelers,1,14
39,0,45522,Christiaan Bezuidenhout,151,RBC Heritage,4,16
40,0,39546,Keith Mitchell,151,Valspar,3,18
41,0,25493,Nick Taylor,150,FedEx St. Jude,2,9
42,0,48084,Wesley Bryan,150,3M Open,3,14
43,0,38991,Alejandro Tosti,149,Wyndham,2,11
44,0,35506,Mackenzie Hughes,148,Procore,2,4
45,0,45523,Thriston Lawrence,147,Myrtle Beach,1,2
46,0,26476,Chez Reavie,145,Wyndham,2,2
47,0,32640,Troy Merritt,144,Procore,2,6
48,0,29420,Billy Horschel,143,Wyndham,1,2
49,0,57366,Cameron Young,142,Travelers,3,3
50,0,39975,Michael Kim,142,The RSM Classic,1,1
51,0,29908,C.T. Pan,142,Sanderson Farms,1,11
52,0,51349,Nico Echavarria,140,Farmers,2,14
53,0,31202,William McGirt,135,ISCO Championship,2,17
54,0,56630,Akshay Bhatia,134,Houston Open,1,5
55,0,50525,Collin Morikawa,133,the Memorial,1,2
56,0,29289,S.Y. Noh,133,ISCO Championship,2,18
57,0,30163,Henrik Norlander,133,John Deere,1,6
58,0,36884,Ben Kohles,130,Black Desert,1,17
59,0,40058,Zac Blair,129,Wyndham,3,17
59,0,56987,Jeong Weon Ko,129,ISCO Championship,1,7
61,0,66743,Luke Clanton,129,Wyndham,3,13
62,0,27936,Martin Laird,128,THE CJ CUP,3,3
63,0,47983,Chad Ramey,127,Shriners Children's Open,4,11
64,0,45157,Cam Davis,125,RBC Heritage,4,1
65,0,29936,Ryan Fox,124,THE PLAYERS,1,17
66,0,28089,Jason Day,124,AT&T Pebble Beach,3,11
67,0,37455,Si Woo Kim,123,Genesis,3,8
68,0,29725,Tony Finau,121,the Memorial,2,11
69,0,48867,Matti Schmid,121,Procore,2,16
70,0,56149,Wilson Furr,120,Houston Open,1,5
71,0,47591,Eric Cole,120,Valspar,3,14
72,0,33653,Thomas Detry,119,Genesis Scottish Open,1,4
73,0,40250,Taylor Pendrith,118,FedEx St. Jude,4,1
74,0,52514,Trace Crowe,115,Houston Open,1,10
75,0,26596,Ryan Moore,113,Cognizant Classic,1,13
76,0,29970,Dylan Frittelli,112,John Deere,4,6
77,0,33399,Adam Hadwin,111,PGA Championship,4,13
78,0,46464,Jordan Smith,111,PGA Championship,4,13
79,0,55454,Carl Yuan,111,RBC Canadian,1,1
80,0,34076,Joel Dahmen,110,The RSM Classic,4,13
81,0,60004,Jacob Bridgeman,110,Rocket Mortgage,3,8
82,0,52374,Brandon Wu,109,AT&T Pebble Beach,3,11
83,0,23320,Ryan Palmer,109,Procore,1,5
84,0,24980,Scott Gutschewski,108,Valero,2,14
85,0,59440,Ricky Castillo,106,Valspar,2,9
86,0,39327,Ben Silverman,103,Cognizant Classic,4,3
87,0,63807,Neal Shipley,102,Rocket Mortgage,1,1
88,0,31646,Emiliano Grillo,102,PGA Championship,2,13
89,0,50497,Adrien Dumont de Chassart,101,Valero,1,11
90,0,32757,Patton Kizzire,101,Myrtle Beach,4,1
91,0,47079,Harrison Endycott,100,THE CJ CUP,4,9
92,0,37378,Min Woo Lee,98,Cognizant Classic,1,13
93,0,50188,S.H. Kim,94,Shriners Children's Open,4,6
94,0,35310,Lanto Griffin,93,Valero,1,2
95,0,59143,Mac Meissner,93,Rocket Mortgage,2,4
96,0,51977,Max Greyserman,91,Wyndham,4,13
97,0,58989,Brandon Berry,90,Myrtle Beach,1,4
98,0,34021,Bud Cauley,88,Shriners Children's Open,1,6
99,0,36801,Mark Hubbard,87,Charles Schwab,3,9
100,0,28259,Sangmoon Bae,83,Procore,3,13
101,0,24024,Zach Johnson,82,Rocket Mortgage,4,14
102,0,54783,Dylan Wu,81,Mexico Open,4,6
103,0,51287,Ryo Hisatsune,80,RBC Canadian,1,10
104,0,66190,Steve Bogdanoff,80,Wyndham,2,10
105,0,33486,Roger Sloan,79,Rocket Mortgage,1,14
106,0,46340,Alex Smalley,78,Sanderson Farms,4,2
107,0,46442,Maverick McNealy,78,WM Phoenix Open,1,13
108,0,34360,Patrick Reed,77,PGA Championship,3,18
109,0,22371,Aaron Baddeley,76,Black Desert,2,18
110,0,46717,Viktor Hovland,76,PGA Championship,2,4
111,0,40115,Adam Svensson,75,AT&T Pebble Beach,3,14
112,0,55893,Sam Stevens,73,The RSM Classic,3,16
113,0,32448,James Hahn,71,Houston Open,3,16
114,0,55789,Taylor Montgomery,70,Farmers,3,15
115,0,48119,Ben Taylor,67,ISCO Championship,1,1
116,0,59836,Pierceson Coody,66,Wyndham,2,6
117,0,55460,Sam Choi,59,Procore,2,15
118,0,58168,Davis Thompson,57,Rocket Mortgage,1,7
119,0,37250,Romain Langasque,56,Genesis Scottish Open,1,3
120,0,28252,Seamus Power,55,Travelers,3,7
121,0,50484,Hayden Springer,55,John Deere,1,17
122,0,27139,David Skinns,54,THE CJ CUP,2,6
123,0,47959,Bryson DeChambeau,51,PGA Championship,1,7
124,0,35891,Cameron Smith,45,PGA Championship,3,7
125,0,29535,Brice Garnett,44,Sanderson Farms,4,14
126,0,35879,Kelly Kraft,43,Black Desert,1,6
127,0,37278,Nicholas Lindheim,43,Valspar,2,16
128,0,47888,Taiga Semikawa,42,THE CJ CUP,4,6
129,0,60767,Blaine Hale Jr.,42,Mexico Open,2,12
129,0,51634,Sahith Theegala,42,Genesis Scottish Open,1,5
131,0,47663,Kevin Dougherty,41,Procore,1,8
132,0,57362,Austin Eckroat,39,Mexico Open,4,7
133,0,51894,Vince Whaley,39,Valspar,3,1
134,0,30927,Brendon Todd,37,Procore,2,6
135,0,49947,Taylor Moore,36,ZOZO CHAMPIONSHIP,1,18
136,0,34098,Russell Henley,36,TOUR Championship,4,18
137,0,56762,Will Gordon,35,The RSM Classic,3,1
138,0,27214,Kevin Streelman,35,Cognizant Classic,2,18
139,0,34374,Erik Barnes,35,Farmers,3,14
140,0,52096,Adri Arnaus,34,Genesis Scottish Open,1,16
141,0,40098,Matt Fitzpatrick,34,Genesis Scottish Open,3,3
142,0,54628,Lee Hodges,34,John Deere,4,13
143,0,47347,Adam Schenk,34,Shriners Children's Open,1,16
144,0,33413,Ben Martin,33,Valero,2,4
145,0,34563,Chesson Hadley,33,John Deere,1,6
146,0,57900,Chandler Phillips,32,Houston Open,3,11
147,0,34363,Tyrrell Hatton,32,Sentry,2,18
148,0,40162,Justin Lower,32,Wyndham,1,15
149,0,56555,Myles Creighton,32,RBC Canadian,4,2
150,0,35461,Beau Hossler,32,ZOZO CHAMPIONSHIP,3,5
151,0,29221,Webb Simpson,31,RBC Heritage,2,9
152,0,47504,Sam Burns,31,the Memorial,3,5
152,0,46879,Naoyuki Kataoka,31,ZOZO CHAMPIONSHIP,3,17
152,0,46035,Callum Shinkwin,31,Genesis Scottish Open,2,5
155,0,27974,Sung Kang,31,THE CJ CUP,3,14
156,0,37212,Paul Barjon,31,Black Desert,2,3
157,0,52375,Doug Ghim,31,Houston Open,2,6
158,0,35617,Martin Trainer,30,Sony Open,2,14
159,0,52666,Sami Valimaki,30,Genesis Scottish Open,2,16
160,0,48117,Kurt Kitayama,30,RBC Heritage,3,5
161,0,59409,Ashton McCulloch,29,U.S. Open,1,5
162,0,33448,Justin Thomas,29,PGA Championship,3,14
163,0,29478,Kevin Kisner,29,ISCO Championship,2,8
164,0,22405,Justin Rose,29,THE PLAYERS,1,1
165,0,57364,Michael Thorbjornsen,29,Sanderson Farms,1,10
166,0,52513,Carson Young,29,Rocket Mortgage,2,12
167,0,59141,Matt McCarty,29,Black Desert,3,7
168,0,45609,Tyler Duncan,28,Sony Open,4,18
169,0,52686,Rasmus Hojgaard,28,Genesis Scottish Open,1,10
169,0,27141,J.B. Holmes,28,Procore,4,5
171,0,33974,Dean Burmester,28,PGA Championship,1,11
172,0,06527,Steve Stricker,28,THE PLAYERS,2,2
173,0,24502,Adam Scott,27,U.S. Open,1,4
174,0,51890,Greyson Sigg,27,Procore,2,18
175,0,48081,Xander Schauffele,27,RBC Heritage,2,9
176,0,27349,Alex Noren,27,FedEx St. Jude,3,2
177,0,55182,Tom Kim,27,the Memorial,2,10
178,0,27649,Brandt Snedeker,27,THE CJ CUP,2,16
179,0,54788,Chandler Blanchet,26,Black Desert,1,1
180,0,57975,Harry Hall,26,Myrtle Beach,2,15
181,0,49303,Anders Albertson,26,Myrtle Beach,3,8
181,0,39971,Sungjae Im,26,Genesis Scottish Open,1,2
183,0,59283,George Kneiser,26,Wyndham,2,4
184,0,33408,Tyson Alexander,25,Shriners Children's Open,1,13
184,0,59497,Jake Lane,25,RBC Canadian,1,15
186,0,28420,Ryan Brehm,25,Myrtle Beach,1,12
186,0,20229,Stewart Cink,25,Wyndham,1,6
188,0,30957,Max Kieffer,25,Genesis Scottish Open,3,9
189,0,32333,Kevin Tway,25,Wells Fargo,4,16
190,0,52955,Ludvig Ãberg,25,Travelers,2,4
191,0,39262,Alvaro Ortiz,25,Mexico Open,1,18
192,0,51734,Nicolo Galletti,25,Shriners Children's Open,2,3
193,0,47679,Victor Perez,24,the Memorial,2,17
194,0,12716,Charley Hoffman,24,Farmers,1,7
194,0,51600,Jimmy Stanger,24,Mexico Open,4,6
196,0,46113,Ryan McCormick,24,Myrtle Beach,2,10
197,0,47102,David Micheluzzi,24,ISCO Championship,2,10
198,0,34256,Andrew Putnam,23,Genesis Scottish Open,1,17
199,0,40006,Erik van Rooyen,23,Mexico Open,1,12
200,0,48632,Yuto Katsuragawa,23,ZOZO CHAMPIONSHIP,3,5
201,0,54576,Patrick Fishburn,23,Rocket Mortgage,1,14
202,0,48153,Matthieu Pavon,23,PGA Championship,1,6
203,0,33199,Matteo Manassero,22,U.S. Open,2,6
203,0,46628,Jeremy Wells,22,PGA Championship,2,17
205,0,60895,Kris Kim,22,THE CJ CUP,1,9
206,0,28237,Rory McIlroy,22,U.S. Open,1,5
206,0,36699,Patrick Rodgers,22,Travelers,2,4
206,0,30692,Scott Stallings,22,WM Phoenix Open,1,3
209,0,65880,Gunnar Broin,22,U.S. Open,2,8
210,0,55074,Sebastian Friedrichsen,22,ISCO Championship,1,15
211,0,46435,Austin Cook,22,Valspar,2,1
212,0,49771,J.T. Poston,22,RBC Heritage,1,4
213,0,27644,Brian Harman,22,WM Phoenix Open,1,1
214,0,34431,Robert Streb,22,3M Open,1,11
215,0,25818,Scott Piercy,22,Shriners Children's Open,1,15
216,0,48052,Max Rottluff,21,ISCO Championship,4,6
217,0,66290,Miles Russell,21,Rocket Mortgage,2,11
218,0,51735,Evan Bowser,21,PGA Championship,1,14
219,0,34099,Harris English,21,Shriners Children's Open,4,16
220,0,55509,Hurly Long,21,Genesis Scottish Open,1,9
221,0,36824,Paul Peterson,21,The RSM Classic,1,3
222,0,59095,Chris Gotterup,21,Rocket Mortgage,3,4
223,0,55623,Kaito Onishi,21,ZOZO CHAMPIONSHIP,3,17
224,0,28114,Dawie van der Walt,21,Houston Open,2,8
225,0,33968,ThorbjÃ¸rn Olesen,20,Valero,3,6
226,0,48640,Johannes Veerman,20,ISCO Championship,3,8
227,0,35449,Adam Long,20,Houston Open,1,1
228,0,58551,Marc-Olivier Plasse,20,RBC Canadian,1,11
