RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
1,0,01307,Joel Edwards,28
1,0,08537,J.P. Hayes,28
1,0,21961,Charles Howell III,28
1,0,23034,Brent Schwarzrock,28
5,0,12652,Cameron Beckman,29
5,0,06522,Ernie Els,29
5,0,20043,Edward Fryatt,29
5,0,12782,Tim Herron,29
5,0,01577,Lee Janzen,29
5,0,01810,Phil Mickelson,29
5,0,01926,Steve Pate,29
5,0,20474,Phillip Price,29
5,0,20127,Chris Riley,29
5,0,02033,Dave Rummells,29
5,0,02133,Craig Stadler,29
5,0,02214,Kirk Triplett,29
5,0,10423,Mike Weir,29
18,0,01035,Tommy Armour III,30
18,0,19824,Craig Barlow,30
18,0,07003,David Berganio Jr.,30
18,0,01098,Jay Don Blake,30
18,0,08123,Jeff Brehaut,30
18,0,24925,Jonathan Byrd,30
18,0,12510,Chad Campbell,30
18,0,20400,Michael Campbell,30
18,0,20593,Greg Chalmers,30
18,0,01185,Brandel Chamblee,30
18,0,01249,John Daly,30
18,0,06251,Chris DiMarco,30
18,0,09011,David Duval,30
18,0,23125,Brad Elder,30
18,0,01320,Bob Estes,30
18,0,07457,Steve Flesch,30
18,0,01378,David Frost,30
18,0,21209,Sergio Garcia,30
18,0,12645,Brent Geiberger,30
18,0,23353,J.J. Henry,30
18,0,01514,Eduardo Herrera,30
18,0,01527,Scott Hoch,30
18,0,01553,John Huston,30
18,0,10565,Ian Leggatt,30
18,0,01677,Tom Lehman,30
18,0,01685,J.L. Lewis,30
18,0,20634,Peter Lonard,30
18,0,01707,Steve Lowery,30
18,0,01761,Len Mattiace,30
18,0,10585,Scott McCarron,30
18,0,08339,Spike McRoy,30
18,0,01797,Rocco Mediate,30
18,0,06515,Shaun Micheel,30
18,0,10457,Frank Nobilo,30
18,0,22046,Geoff Ogilvy,30
18,0,12660,Jesper Parnevik,30
18,0,01927,Dennis Paulson,30
18,0,24361,Pat Perez,30
18,0,01941,Tom Pernice Jr.,30
18,0,02131,Mike Springer,30
18,0,08375,Paul Stankowski,30
18,0,02170,Hal Sutton,30
18,0,20548,Hidemichi Tanaka,30
18,0,12663,Phil Tataurangi,30
18,0,02206,David Toms,30
18,0,02239,Scott Verplank,30
18,0,02267,D.A. Weibring,30
18,0,20436,Garrett Willis,30
66,0,21633,Steve Allan,31
66,0,01014,Fulton Allem,31
66,0,10885,Robert Allenby,31
66,0,06004,Stephen Ames,31
66,0,01024,Billy Andrade,31
66,0,20098,Stuart Appleby,31
66,0,01042,Paul Azinger,31
66,0,07721,Pat Bates,31
66,0,23614,Rich Beem,31
66,0,20029,Notah Begay III,31
66,0,10944,Thomas Bjørn,31
66,0,01132,Mark Brooks,31
66,0,01142,Bart Bryant,31
66,0,06809,Bob Burns,31
66,0,01161,Mark Calcavecchia,31
66,0,07569,Mark Carnevale,31
66,0,01175,Jim Carter,31
66,0,20229,Stewart Cink,31
66,0,12388,Michael Clark II,31
66,0,12826,Paul Claxton,31
66,0,01219,John Cook,31
66,0,01226,Fred Couples,31
66,0,23541,Ben Crane,31
66,0,19881,Robert Damron,31
66,0,08931,Glen Day,31
66,0,01282,Trevor Dodds,31
66,0,23983,Luke Donald,31
