RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,28237,Rory McIlroy,16,2,1,7,2017410
2,0,25834,Daniel Summerhays,15,0,4,11,2017370
3,0,40058,Zac Blair,14,0,1,2,2017050
4,0,34466,Peter Malnati,13,0,2,14,2017400
5,0,23983,Luke Donald,12,0,2,3,2017170
5,0,33399,Adam Hadwin,12,0,4,16,2017060
5,0,22405,Justin Rose,12,1,3,8,2017470
8,0,22371,Aaron Baddeley,11,1,3,7,2017010
8,0,24358,Robert Garrigus,11,0,1,7,2017150
8,0,27644,Brian Harman,11,3,2,17,2017440
8,0,24912,Will MacKenzie,11,11,2,6,2017310
8,0,26329,Louis Oosthuizen,11,3,4,14,2017210
8,0,06527,Steve Stricker,11,0,1,10,2017320
14,0,28420,Ryan Brehm,10,2,1,2,2017010
14,0,12510,Chad Campbell,10,0,2,14,2017380
14,0,32102,Rickie Fowler,10,1,4,14,2017190
14,0,25900,Lucas Glover,10,4,2,6,2017210
14,0,26300,Matt Jones,10,0,1,17,2017380
14,0,27974,Sung Kang,10,0,1,10,2017310
14,0,29289,S.Y. Noh,10,0,1,9,2017030
14,0,24140,Sean O'Hair,10,1,2,11,2017310
14,0,24361,Pat Perez,10,4,3,16,2017060
14,0,28132,Tyrone Van Aswegen,10,2,2,13,2017070
24,0,28093,Miguel Angel Carballo,9,1,4,8,2017030
24,0,12716,Charley Hoffman,9,2,4,16,2017330
24,0,26851,Marc Leishman,9,0,3,3,2017180
24,0,46601,Trey Mullinax,9,2,2,16,2017200
24,0,29908,C.T. Pan,9,4,1,14,2017130
24,0,22056,Cameron Percy,9,0,1,6,2017380
24,0,48081,Xander Schauffele,9,1,1,15,2017050
24,0,33418,Shawn Stefani,9,0,4,2,2017390
24,0,21528,Henrik Stenson,9,0,4,17,2017200
24,0,27963,Chris Stroud,9,0,1,4,2017380
24,0,31560,Brian Stuard,9,0,3,7,2017250
35,0,48084,Wesley Bryan,8,1,3,6,2017180
