RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,25396,Kevin Na,22.75,53,233
2,0,33448,Justin Thomas,21.48,58,270
3,0,34046,Jordan Spieth,21.40,52,243
4,0,46970,Jon Rahm,21.34,51,239
5,0,22371,Aaron Baddeley,21.32,42,197
6,0,23621,Rory Sabbatini,20.44,37,181
7,0,27129,Luke List,19.88,68,342
8,0,46550,Brandon Hagy,19.81,63,318
9,0,29461,Jamie Lovemark,19.68,61,310
10,0,28089,Jason Day,19.48,45,231
11,0,30944,Jason Kokrak,19.03,55,289
12,0,27141,J.B. Holmes,19.00,53,279
13,0,48822,Sebastián Muñoz,18.97,33,174
14,0,29720,Andres Gonzales,18.88,47,249
15,0,29221,Webb Simpson,18.37,45,245
16,0,32448,James Hahn,18.08,47,260
17,0,49771,J.T. Poston,18.06,54,299
18,0,26331,Charl Schwartzel,18.00,36,200
19,0,28252,Seamus Power,17.78,56,315
20,0,34409,David Lingmerth,17.70,40,226
21,0,34213,Grayson Murray,17.52,58,331
22,0,30925,Dustin Johnson,17.32,40,231
23,0,29725,Tony Finau,17.19,60,349
24,0,22405,Justin Rose,17.10,33,193
25,0,24140,Sean O'Hair,17.07,42,246
26,0,28500,Martin Flores,17.03,54,317
27,0,31557,Jim Herman,17.02,32,188
28,0,35450,Patrick Cantlay,16.98,27,159
29,0,34431,Robert Streb,16.94,52,307
30,0,32839,Hideki Matsuyama,16.89,37,219
31,0,31420,Anirban Lahiri,16.83,35,208
32,0,40058,Zac Blair,16.80,42,250
33,0,46443,Brian Campbell,16.77,26,155
34,0,36689,Brooks Koepka,16.73,42,251
35,0,29974,Branden Grace,16.67,30,180
35,0,33204,Shane Lowry,16.67,18,108
35,0,28237,Rory McIlroy,16.67,21,126
38,0,29926,Danny Lee,16.54,43,260
39,0,29478,Kevin Kisner,16.52,37,224
40,0,22986,Søren Kjeldsen,16.50,17,103
41,0,25804,Bubba Watson,16.49,32,194
42,0,28420,Ryan Brehm,16.45,50,304
43,0,48081,Xander Schauffele,16.36,45,275
44,0,24846,Ricky Barnes,16.21,53,327
44,0,34099,Harris English,16.21,53,327
46,0,23497,Tag Ridings,16.04,34,212
47,0,25720,Chad Collins,15.89,34,214
48,0,32200,Roberto Castro,15.85,26,164
48,0,29289,S.Y. Noh,15.85,52,328
50,0,28679,Fabián Gómez,15.82,28,177
51,0,33120,Mark Anderson,15.70,27,172
52,0,32102,Rickie Fowler,15.68,29,185
53,0,20229,Stewart Cink,15.67,50,319
54,0,39954,Cody Gribble,15.61,42,269
55,0,37454,Whee Kim,15.59,41,263
56,0,29518,Brendan Steele,15.55,37,238
57,0,34466,Peter Malnati,15.54,39,251
58,0,34360,Patrick Reed,15.53,50,322
59,0,12716,Charley Hoffman,15.52,54,348
60,0,26851,Marc Leishman,15.49,44,284
61,0,26289,Boo Weekley,15.48,26,168
62,0,46601,Trey Mullinax,15.43,50,324
63,0,26300,Matt Jones,15.31,32,209
64,0,24361,Pat Perez,15.30,41,268
65,0,32366,Kevin Chappell,15.27,40,262
66,0,27436,Graham DeLaet,15.18,34,224
67,0,24358,Robert Garrigus,15.14,33,218
67,0,39975,Michael Kim,15.14,43,284
69,0,28307,Matt Every,15.09,40,265
69,0,24502,Adam Scott,15.09,24,159
71,0,27974,Sung Kang,15.08,49,325
71,0,29223,Sam Saunders,15.08,30,199
71,0,23325,Vaughn Taylor,15.08,30,199
74,0,31323,Gary Woodland,15.06,39,259
75,0,46501,Ollie Schniederjans,15.05,56,372
76,0,25686,Jason Dufner,14.98,37,247
77,0,24781,Hunter Mahan,14.90,31,208
78,0,29479,Scott Brown,14.89,39,262
79,0,27064,Jhonattan Vegas,14.86,44,296
80,0,27649,Brandt Snedeker,14.81,20,135
80,0,25349,Tim Wilkinson,14.81,24,162
82,0,33461,Morgan Hoffmann,14.80,45,304
83,0,21961,Charles Howell III,14.71,40,272
84,0,24357,K.J. Choi,14.62,25,171
85,0,28093,Miguel Angel Carballo,14.61,26,178
86,0,34264,Hudson Swafford,14.60,40,274
87,0,33419,Cameron Tringale,14.57,37,254
88,0,25632,Jimmy Walker,14.50,29,200
89,0,35891,Cameron Smith,14.44,40,277
90,0,25364,Paul Casey,14.41,32,222
91,0,26476,Chez Reavie,14.35,31,216
92,0,24924,Bill Haas,14.34,37,258
92,0,29222,Billy Hurley III,14.34,36,251
94,0,22046,Geoff Ogilvy,14.23,34,239
95,0,26951,Johnson Wagner,14.22,29,204
96,0,25572,Graeme McDowell,14.18,20,141
97,0,25493,Nick Taylor,14.14,42,297
98,0,35506,Mackenzie Hughes,14.05,52,370
99,0,34174,John Huh,14.02,38,271
