RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
72,0,01468,Gary Hallberg,53.01,88,166,+58.00
73,0,01143,Brad Bryant,52.53,83,158,+42.00
74,0,01157,Tom Byrum,52.42,65,124,+61.00
74,0,01783,Mark McCumber,52.42,65,124,+22.00
76,0,01284,Mike Donald,52.41,98,187,+60.00
77,0,01385,Jim Gallagher Jr.,52.35,78,149,+42.00
78,0,01249,John Daly,52.27,69,132,+29.00
79,0,06575,Dudley Hart,52.25,93,178,+54.00
80,0,01846,Jodie Mudd,52.21,59,113,+43.00
81,0,01142,Bart Bryant,52.08,50,96,+36.00
82,0,01887,Mark O'Meara,52.07,63,121,+47.00
83,0,01418,Bill Glasson,52.04,51,98,+32.00
84,0,02225,Howard Twitty,51.97,79,152,+49.00
85,0,01553,John Huston,51.96,93,179,+68.00
86,0,01723,Andrew Magee,51.88,83,160,+46.00
87,0,01569,Peter Jacobsen,51.77,73,141,+44.00
88,0,01203,Russ Cochran,51.76,88,170,+50.00
89,0,08537,J.P. Hayes,51.56,66,128,+61.00
90,0,01533,P.H. Horgan III,51.54,67,130,+46.00
91,0,01219,John Cook,51.52,51,99,+27.00
92,0,01639,Kenny Knox,51.50,86,167,+71.00
93,0,01139,Olin Browne,51.45,71,138,+55.00
94,0,01489,Steve Hart,51.37,75,146,+62.00
95,0,01435,Wayne Grady,51.28,60,117,+49.00
96,0,01374,Robin Freeman,51.01,76,149,+59.00
97,0,02206,David Toms,50.87,88,173,+63.00
98,0,02201,Jim Thorpe,50.86,59,116,+45.00
99,0,06751,Chris Tucker,50.65,78,154,+62.00
100,0,02090,Tom Sieckmann,50.57,88,174,+47.00
101,0,01042,Paul Azinger,50.44,57,113,+26.00
102,0,01185,Brandel Chamblee,50.41,62,123,+36.00
103,0,01320,Bob Estes,50.36,69,137,+47.00
104,0,06332,Neal Lancaster,50.00,99,198,+66.00
104,0,02159,Curtis Strange,50.00,46,92,+18.00
106,0,01926,Steve Pate,49.71,85,171,+52.00
107,0,02242,Lanny Wadkins,49.64,68,137,+54.00
108,0,02214,Kirk Triplett,49.61,64,129,+68.00
109,0,01996,Mike Reid,49.59,60,121,+51.00
110,0,02313,Bruce Zabriski,49.53,53,107,+34.00
111,0,01458,Jerry Haas,49.35,38,77,+32.00
112,0,01891,David Ogrin,49.28,68,138,+56.00
113,0,06034,Marco Dawson,49.17,59,120,+48.00
114,0,01388,Robert Gamez,49.09,81,165,+68.00
115,0,01755,Dick Mast,48.91,67,137,+49.00
116,0,02224,Greg Twiggs,48.81,41,84,+31.00
117,0,02279,Mark Wiebe,48.80,61,125,+58.00
118,0,01023,Jerry Anderson,48.72,76,156,+78.00
119,0,06128,Steve Lamontagne,48.57,68,140,+56.00
120,0,02298,Jim Woodward,48.36,59,122,+52.00
121,0,02041,Bill Sander,48.35,44,91,+29.00
122,0,02190,Doug Tewell,48.25,55,114,+40.00
123,0,02111,Mike Smith,48.11,89,185,+67.00
124,0,01060,Dave Barr,48.09,63,131,+41.00
124,0,01550,Ed Humenik,48.09,88,183,+72.00
126,0,01381,Fred Funk,48.07,87,181,+72.00
127,0,01701,Bob Lohr,48.00,72,150,+67.00
128,0,01677,Tom Lehman,47.89,68,142,+40.00
129,0,02246,Duffy Waldorf,47.86,67,140,+46.00
130,0,02322,Richard Zokol,47.83,55,115,+41.00
131,0,02133,Craig Stadler,47.71,52,109,+29.00
132,0,02101,Joey Sindelar,47.54,87,183,+62.00
133,0,01549,Mike Hulbert,47.40,73,154,+61.00
134,0,01682,Wayne Levi,47.29,61,129,+54.00
135,0,02095,Larry Silveira,47.19,42,89,+36.00
136,0,01181,Jon Chaffee,47.12,49,104,+47.00
137,0,01040,Emlyn Aubrey,47.06,64,136,+53.00
138,0,01559,Hale Irwin,47.01,55,117,+36.00
139,0,02100,Tim Simpson,46.99,39,83,+34.00
140,0,01934,Dave Peege,46.96,54,115,+55.00
140,0,06132,Sonny Skinner,46.96,54,115,+55.00
142,0,01748,Doug Martin,46.91,76,162,+73.00
143,0,01706,Davis Love III,46.67,77,165,+37.00
144,0,01313,Steve Elkington,46.62,62,133,+42.00
145,0,01035,Tommy Armour III,46.38,64,138,+57.00
146,0,06124,Patrick Burke,46.21,61,132,+48.00
147,0,01214,Frank Conner,45.88,78,170,+78.00
148,0,01945,Kenny Perry,45.86,61,133,+55.00
149,0,01239,Michael Cunning,45.83,77,168,+90.00
150,0,01837,Gil Morgan,45.71,64,140,+41.00
151,0,01958,Dan Pohl,45.68,37,81,+28.00
152,0,02170,Hal Sutton,45.60,57,125,+60.00
153,0,02067,Ted Schulz,45.56,82,180,+70.00
154,0,06150,Carl Cooper,45.31,58,128,+60.00
155,0,01971,Dillard Pruitt,45.10,69,153,+74.00
156,0,01196,Brian Claar,45.06,73,162,+67.00
157,0,02099,Scott Simpson,44.95,49,109,+43.00
158,0,02131,Mike Springer,44.30,66,149,+56.00
159,0,01943,Chris Perry,44.29,62,140,+70.00
160,0,01006,John Adams,44.24,73,165,+57.00
161,0,01469,Dan Halldorson,44.22,65,147,+53.00
162,0,08277,Greg Lesher,44.19,57,129,+60.00
163,0,01522,Lon Hinkle,44.09,41,93,+47.00
164,0,01168,David Canipe,44.00,66,150,+77.00
165,0,06122,Greg Hickman,43.80,53,121,+55.00
166,0,02002,John Riegger,43.70,52,119,+68.00
167,0,06599,John Elliott,43.68,38,87,+31.00
168,0,06048,Dicky Thompson,43.59,51,117,+52.00
169,0,02195,Leonard Thompson,43.51,57,131,+60.00
170,0,07569,Mark Carnevale,42.86,51,119,+46.00
171,0,01361,Dan Forsman,42.55,60,141,+47.00
172,0,01797,Rocco Mediate,41.80,51,122,+41.00
173,0,01049,Ian Baker-Finch,41.74,48,115,+39.00
174,0,01475,Donnie Hammond,41.59,47,113,+43.00
175,0,01307,Joel Edwards,41.43,29,70,+25.00
175,0,02303,Robert Wrenn,41.43,58,140,+56.00
177,0,01096,Phil Blackmar,41.41,53,128,+49.00
178,0,06044,Scott Gump,41.07,69,168,+62.00
179,0,01978,Fran Quinn,40.82,40,98,+51.00
180,0,02185,Lance Ten Broeck,40.33,73,181,+90.00
181,0,01725,John Mahaffey,39.06,50,128,+64.00
182,0,06072,Greg Whisman,38.14,37,97,+39.00
183,0,01690,Bruce Lietzke,36.71,29,79,+30.00
