RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,10117,Bob Heintz,18
2,0,01475,Donnie Hammond,15
3,0,21805,Harrison Frazar,13
4,0,24980,Scott Gutschewski,12
4,0,02239,Scott Verplank,12
6,0,01682,Wayne Levi,10
6,0,08385,Omar Uresti,10
8,0,20229,Stewart Cink,9
8,0,01418,Bill Glasson,9
8,0,24604,Hunter Haas,9
8,0,23322,Brett Wetterich,9
12,0,24227,Justin Bolli,8
12,0,10809,Jim Furyk,8
12,0,08993,Franklin Langham,8
12,0,27466,Spencer Levin,8
12,0,25345,Carl Pettersson,8
12,0,06595,Kevin Sutherland,8
12,0,20160,Charlie Wi,8
19,0,01035,Tommy Armour III,7
19,0,08931,Glen Day,7
21,0,01282,Trevor Dodds,6
21,0,21350,Ryuji Imada,6
21,0,12680,Shigeki Maruyama,6
21,0,08635,Colin Montgomerie,6
21,0,23497,Tag Ridings,6
21,0,02214,Kirk Triplett,6
27,0,01320,Bob Estes,5
27,0,21806,Paul Gow,5
27,0,22378,Trevor Immelman,5
27,0,26950,John Morgan,5
27,0,01928,Corey Pavin,5
27,0,02010,Loren Roberts,5
27,0,22548,Patrick Sheehan,5
27,0,06567,Vijay Singh,5
27,0,21528,Henrik Stenson,5
27,0,06527,Steve Stricker,5
27,0,20548,Hidemichi Tanaka,5
27,0,02223,Bob Tway,5
27,0,23623,Bo Van Pelt,5
27,0,21878,Mark Wilson,5
41,0,21633,Steve Allan,4
41,0,01024,Billy Andrade,4
41,0,07867,Woody Austin,4
41,0,20498,Briny Baird,4
41,0,12652,Cameron Beckman,4
41,0,28220,Colby Beckstrom,4
41,0,07363,Craig Bowden,4
41,0,08123,Jeff Brehaut,4
41,0,01142,Bart Bryant,4
41,0,06809,Bob Burns,4
41,0,24925,Jonathan Byrd,4
41,0,01157,Tom Byrum,4
41,0,01219,John Cook,4
41,0,21753,Brian Davis,4
41,0,06034,Marco Dawson,4
41,0,12760,Danny Ellis,4
41,0,01323,Brad Fabel,4
41,0,27573,Gavin Flint,4
41,0,01361,Dan Forsman,4
41,0,25741,Nick Gilliam,4
41,0,06575,Dudley Hart,4
41,0,27702,Matt Hendrix,4
41,0,23353,J.J. Henry,4
41,0,25234,Jason Knutzon,4
41,0,06016,Brad Lardon,4
41,0,11032,Frank Lickliter II,4
41,0,01707,Steve Lowery,4
41,0,25572,Graeme McDowell,4
41,0,01797,Rocco Mediate,4
41,0,06515,Shaun Micheel,4
41,0,20095,Carl Paulson,4
41,0,01941,Tom Pernice Jr.,4
41,0,01948,Tim Petrovic,4
41,0,07749,Brett Quigley,4
41,0,25847,Rob Rashell,4
41,0,10649,Tom Scherrer,4
41,0,02101,Joey Sindelar,4
41,0,22293,Heath Slocum,4
41,0,02104,Jeff Sluman,4
41,0,21951,Joey Snyder III,4
41,0,12309,Bob Sowards,4
41,0,26808,Tadahiro Takayama,4
41,0,26287,Roland Thatcher,4
41,0,12454,Mario Tiziani,4
41,0,23788,D.J. Trahan,4
41,0,20812,Tjaart van der Walt,4
41,0,23349,Charles Warren,4
41,0,08793,Tiger Woods,4
89,0,22371,Aaron Baddeley,3
89,0,01161,Mark Calcavecchia,3
89,0,12510,Chad Campbell,3
89,0,01175,Jim Carter,3
89,0,23688,Scott Drummond,3
89,0,01326,Nick Faldo,3
89,0,01329,Brad Faxon,3
89,0,27561,Nick Flanagan,3
89,0,20378,Mathias Grönberg,3
89,0,20766,Padraig Harrington,3
89,0,23580,Tetsuji Hiratsuka,3
89,0,01810,Phil Mickelson,3
89,0,24138,Ian Poulter,3
89,0,21959,Ted Purdy,3
89,0,01975,Tom Purtzer,3
89,0,28486,Michael Putnam,3
89,0,28373,Lloyd Saltman,3
89,0,24502,Adam Scott,3
89,0,02256,Tom Watson,3
89,0,20396,Lee Westwood,3
109,0,01078,Jim Benepe,2
109,0,07003,David Berganio Jr.,2
109,0,24505,Brett Boner,2
109,0,12388,Michael Clark II,2
109,0,28088,Matt Davidson,2
109,0,06036,Scott Dunlap,2
109,0,01381,Fred Funk,2
109,0,01385,Jim Gallagher Jr.,2
109,0,01408,Kelly Gibson,2
109,0,01473,Todd Hamilton,2
109,0,06617,Brian Henninger,2
109,0,24247,Keith Huber,2
109,0,06573,Brandt Jobe,2
109,0,24024,Zach Johnson,2
109,0,10733,Kent Jones,2
109,0,20382,Stephen Leaney,2
109,0,01706,Davis Love III,2
109,0,24781,Hunter Mahan,2
109,0,26596,Ryan Moore,2
109,0,07235,John Morse,2
109,0,06140,Sean Murphy,2
109,0,24140,Sean O'Hair,2
109,0,10912,Craig Perks,2
109,0,02206,David Toms,2
109,0,02242,Lanny Wadkins,2
109,0,02246,Duffy Waldorf,2
109,0,27424,Michelle Wie,2
109,0,12602,Dean Wilson,2
109,0,22363,Don Yrene,2
