RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,08793,Tiger Woods,75.15,974,1296,-0.37
2,0,06621,Joe Durant,72.34,1224,1692,-0.23
3,0,01945,Kenny Perry,71.86,983,1368,-0.27
4,0,01943,Chris Perry,71.20,1320,1854,-0.28
5,0,01226,Fred Couples,71.13,845,1188,-0.28
6,0,06567,Vijay Singh,71.09,1126,1584,-0.27
7,0,08545,Glen Hnatiuk,70.80,1147,1620,-0.23
8,0,07457,Steve Flesch,70.75,1490,2106,-0.30
9,0,09011,David Duval,70.46,799,1134,-0.30
10,0,01677,Tom Lehman,70.26,822,1170,-0.23
11,0,02206,David Toms,70.16,1326,1890,-0.27
12,0,01219,John Cook,70.14,1111,1584,-0.22
13,0,06350,Bob May,70.11,1098,1566,-0.25
14,0,01938,David Peoples,69.81,1244,1782,-0.25
15,0,02170,Hal Sutton,69.73,1092,1566,-0.27
16,0,02214,Kirk Triplett,69.71,1167,1674,-0.28
17,0,02239,Scott Verplank,69.60,1303,1872,-0.27
18,0,02246,Duffy Waldorf,69.41,937,1350,-0.25
19,0,06036,Scott Dunlap,69.34,1298,1872,-0.26
20,0,01408,Kelly Gibson,69.31,1023,1476,-0.20
21,0,01185,Brandel Chamblee,69.29,873,1260,-0.25
21,0,20574,Mathew Goggin,69.29,1110,1602,-0.24
23,0,06251,Chris DiMarco,69.25,1396,2016,-0.29
23,0,06575,Dudley Hart,69.25,885,1278,-0.24
25,0,01771,Blaine McCallister,69.18,1295,1872,-0.26
26,0,01307,Joel Edwards,69.14,1232,1782,-0.24
27,0,20229,Stewart Cink,69.11,1132,1638,-0.28
28,0,01381,Fred Funk,69.00,1329,1926,-0.24
28,0,01706,Davis Love III,69.00,1093,1584,-0.31
30,0,02223,Bob Tway,68.97,1080,1566,-0.25
31,0,01161,Mark Calcavecchia,68.94,1092,1584,-0.27
32,0,02245,Grant Waite,68.89,1054,1530,-0.28
33,0,01527,Scott Hoch,68.86,1289,1872,-0.27
34,0,20593,Greg Chalmers,68.72,1138,1656,-0.29
34,0,01313,Steve Elkington,68.72,668,972,-0.22
36,0,01418,Bill Glasson,68.58,1148,1674,-0.28
37,0,01139,Olin Browne,68.52,1221,1782,-0.23
38,0,06595,Kevin Sutherland,68.50,1159,1692,-0.26
39,0,10423,Mike Weir,68.48,1134,1656,-0.29
40,0,01724,Jeff Maggert,68.45,961,1404,-0.23
41,0,01685,J.L. Lewis,68.30,1254,1836,-0.26
42,0,01388,Robert Gamez,68.27,934,1368,-0.25
43,0,01707,Steve Lowery,68.06,1274,1872,-0.29
43,0,01810,Phil Mickelson,68.06,931,1368,-0.35
45,0,10809,Jim Furyk,68.01,1114,1638,-0.27
46,0,01968,Nick Price,67.96,734,1080,-0.28
47,0,06012,Greg Kraft,67.92,1296,1908,-0.25
48,0,10649,Tom Scherrer,67.90,1210,1782,-0.25
49,0,06004,Stephen Ames,67.89,1161,1710,-0.28
50,0,01975,Tom Purtzer,67.86,684,1008,-0.21
51,0,02104,Jeff Sluman,67.81,1306,1926,-0.28
