RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,01677,Tom Lehman,25.57,1780158,6961000
2,0,01810,Phil Mickelson,25.04,1697799,6781000
3,0,08793,Tiger Woods,23.70,790594,3336000
4,0,01226,Fred Couples,21.37,1248693,5843000
5,0,06527,Steve Stricker,19.75,1383738,7006000
6,0,01887,Mark O'Meara,18.77,1255749,6691000
7,0,19991,Peter Hedblom,17.50,54250,310000
7,0,07269,Greg Turner,17.50,54250,310000
9,0,01326,Nick Faldo,17.30,942620,5449000
10,0,01329,Brad Faxon,16.81,1055050,6277000
11,0,01706,Davis Love III,16.71,1211138,7249000
12,0,01132,Mark Brooks,16.10,1429396,8878000
13,0,08635,Colin Montgomerie,15.42,421011,2731000
14,0,01876,Greg Norman,15.29,891236,5827000
15,0,06522,Ernie Els,15.10,906944,6007000
16,0,06575,Dudley Hart,14.43,422197,2925000
17,0,02256,Tom Watson,14.41,761237,5283000
18,0,09011,David Duval,13.61,977078,7177000
19,0,01527,Scott Hoch,13.02,1039564,7983000
20,0,01945,Kenny Perry,12.66,925078,7308000
21,0,01928,Corey Pavin,12.17,851320,6997000
22,0,06613,Tommy Tolles,11.83,871588,7366000
23,0,06567,Vijay Singh,11.39,855139,7510000
24,0,01116,Michael Bradley,10.77,820825,7623000
25,0,10860,Justin Leonard,10.73,943140,8788000
26,0,01219,John Cook,10.62,831259,7830000
27,0,01599,Steve Jones,10.55,810644,7681000
28,0,01724,Jeff Maggert,10.39,804954,7744000
29,0,12461,Paul McGinley,10.13,31387,310000
30,0,02010,Loren Roberts,9.86,725230,7357000
31,0,01783,Mark McCumber,9.83,487225,4954000
32,0,02294,Willie Wood,9.75,255158,2617000
33,0,02246,Duffy Waldorf,9.41,604381,6426000
34,0,01381,Fred Funk,9.18,814333,8874000
35,0,10457,Frank Nobilo,8.79,262291,2983000
35,0,02267,D.A. Weibring,8.79,436275,4961000
37,0,01355,Raymond Floyd,8.76,67800,774000
37,0,10809,Jim Furyk,8.76,738949,8437000
39,0,01968,Nick Price,8.60,402467,4682000
40,0,01313,Steve Elkington,7.99,459637,5755000
41,0,01797,Rocco Mediate,7.82,475255,6077000
42,0,20766,Padraig Harrington,7.75,24025,310000
42,0,20858,Michael Welch,7.75,24025,310000
44,0,20229,Stewart Cink,7.73,108710,1406000
45,0,02146,Payne Stewart,7.48,537293,7186000
46,0,02104,Jeff Sluman,7.47,650127,8707000
47,0,12680,Shigeki Maruyama,7.35,50587,688000
48,0,01161,Mark Calcavecchia,7.27,628850,8653000
48,0,02223,Bob Tway,7.27,529456,7285000
50,0,06791,Mark Wurtz,7.24,13040,180000
51,0,02321,Fuzzy Zoeller,7.15,347629,4862000
52,0,12660,Jesper Parnevik,7.10,389266,5483000
53,0,01457,Jay Haas,7.07,523018,7393000
54,0,01577,Lee Janzen,6.96,540916,7771000
55,0,02023,Clarence Rose,6.95,461898,6642000
56,0,01553,John Huston,6.93,506173,7308000
57,0,01040,Emlyn Aubrey,6.82,296005,4338000
58,0,01891,David Ogrin,6.71,537224,8010000
59,0,01920,Craig Parry,6.58,454203,6907000
60,0,01975,Tom Purtzer,6.08,396443,6525000
61,0,02133,Craig Stadler,6.04,336819,5573000
62,0,19919,Carl Mason,5.94,18406,310000
63,0,10962,Bradley Hughes,5.89,74420,1264000
64,0,08633,Per-Ulrik Johansson,5.85,79100,1352000
65,0,08375,Paul Stankowski,5.76,390574,6784000
66,0,19825,Darren Clarke,5.69,41850,735000
66,0,01378,David Frost,5.69,382947,6736000
68,0,07867,Woody Austin,5.59,539397,9652000
69,0,01024,Billy Andrade,5.51,433156,7857000
70,0,01346,Ed Fiori,5.43,261292,4815000
71,0,12782,Tim Herron,5.41,475670,8788000
72,0,01560,David Ishii,5.37,11605,216000
73,0,20154,Guy Hill,5.33,24000,450000
74,0,06643,Paul Goydos,5.29,438111,8289000
75,0,10585,Scott McCarron,5.23,404328,7731000
76,0,01837,Gil Morgan,5.12,259776,5074000
77,0,01633,Tom Kite,5.09,319326,6277000
78,0,01864,Larry Nelson,5.08,305082,6001000
79,0,02214,Kirk Triplett,5.06,321714,6354000
80,0,01201,Lennie Clements,4.98,325166,6523000
81,0,06012,Greg Kraft,4.95,331708,6703000
82,0,20104,Ken Duke,4.94,8900,180000
83,0,01723,Andrew Magee,4.87,332503,6822000
84,0,02099,Scott Simpson,4.86,309647,6367000
85,0,01203,Russ Cochran,4.84,330183,6820000
86,0,01823,Larry Mize,4.81,317467,6597000
87,0,01098,Jay Don Blake,4.78,347328,7270000
88,0,08191,Paul Broadhurst,4.76,14763,310000
88,0,19965,Peter Mitchell,4.76,14763,310000
90,0,01510,Nolan Henke,4.67,302725,6478000
91,0,01331,Rick Fehr,4.64,273186,5886000
92,0,01353,Bruce Fleisher,4.60,143380,3114000
93,0,01766,Billy Mayfair,4.39,357653,8140000
94,0,07235,John Morse,4.35,322089,7398000
95,0,20472,Alex Cejka,4.27,134960,3163000
96,0,01796,Mark McNulty,4.24,31387,740000
96,0,02245,Grant Waite,4.24,302287,7128000
98,0,08075,Jerry Kelly,4.20,336748,8019000
99,0,06124,Patrick Burke,4.12,265082,6433000
100,0,01736,Roger Maltbie,4.11,48800,1188000
101,0,08931,Glen Day,4.09,298130,7288000
102,0,01682,Wayne Levi,4.06,194998,4806000
103,0,01385,Jim Gallagher Jr.,3.99,277739,6957000
104,0,01093,Ronnie Black,3.97,247319,6228000
105,0,01943,Chris Perry,3.94,184170,4680000
105,0,02077,Nobuo Serizawa,3.94,8520,216000
107,0,14269,Eamonn Darcy,3.92,12157,310000
107,0,02020,Eduardo Romero,3.92,12157,310000
109,0,01388,Robert Gamez,3.81,249227,6534000
110,0,01006,John Adams,3.77,257839,6838000
111,0,01185,Brandel Chamblee,3.70,233264,6307000
112,0,02101,Joey Sindelar,3.68,275531,7486000
113,0,01905,Joe Ozaki,3.66,227762,6217000
114,0,10569,Mike Brisky,3.62,260359,7189000
115,0,20856,Klas Eriksson,3.58,11082,310000
116,0,01042,Paul Azinger,3.57,232040,6502000
117,0,06214,Guy Boros,3.53,283358,8037000
117,0,06034,Marco Dawson,3.53,261660,7405000
119,0,02115,Taylor Smith,3.50,221517,6336000
120,0,20548,Hidemichi Tanaka,3.48,38999,1120000
121,0,01323,Brad Fabel,3.45,228667,6633000
122,0,01408,Kelly Gibson,3.43,307227,8957000
123,0,01307,Joel Edwards,3.42,248450,7270000
