RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,33410,Andrew Landry,37' 8",53298,118,4441.500,+6.00
2,0,12716,Charley Hoffman,38' 0",128088,281,10674.000,+25.00
2,0,29221,Webb Simpson,38' 0",94799,208,7899.917,+7.00
4,0,22892,Jason Gore,39' 2",103507,220,8625.583,+27.00
5,0,10213,Dicky Pride,39' 9",65874,138,5489.500,+18.00
6,0,29974,Branden Grace,40' 2",88139,183,7344.917,+2.00
6,0,27649,Brandt Snedeker,40' 2",140237,291,11686.417,+10.00
8,0,25900,Lucas Glover,40' 3",102315,212,8526.250,+13.00
9,0,25240,D.A. Points,40' 5",74654,154,6221.167,+12.00
9,0,25804,Bubba Watson,40' 5",110991,229,9249.250,+3.00
11,0,30925,Dustin Johnson,40' 6",130316,268,10859.667,+5.00
12,0,29745,Tyler Aldridge,40' 9",142426,291,11868.833,+30.00
12,0,34098,Russell Henley,40' 9",120871,247,10072.583,+25.00
12,0,30944,Jason Kokrak,40' 9",152080,311,12673.333,+18.00
15,0,26329,Louis Oosthuizen,40' 11",77536,158,6461.333,+14.00
15,0,26289,Boo Weekley,40' 11",109468,223,9122.333,+21.00
17,0,20472,Alex Cejka,41' 1",83743,170,6978.583,+22.00
17,0,08075,Jerry Kelly,41' 1",84738,172,7061.500,+16.00
19,0,28114,Dawie van der Walt,41' 3",114737,232,9561.417,+50.00
20,0,23983,Luke Donald,41' 4",121966,246,10163.833,+22.00
21,0,20104,Ken Duke,41' 5",86468,174,7205.667,+23.00
21,0,27214,Kevin Streelman,41' 5",114279,230,9523.250,+16.00
23,0,28237,Rory McIlroy,41' 6",85600,172,7133.333,-18.00
23,0,23320,Ryan Palmer,41' 6",143356,288,11946.333,+13.00
25,0,26476,Chez Reavie,41' 7",117249,235,9770.750,+30.00
26,0,26758,David Hearn,41' 8",126405,253,10533.750,+46.00
26,0,33204,Shane Lowry,41' 8",66955,134,5579.583,+21.00
26,0,31560,Brian Stuard,41' 8",88420,177,7368.333,+22.00
26,0,25632,Jimmy Walker,41' 8",178621,357,14885.083,+3.00
30,0,27129,Luke List,41' 9",160911,321,13409.250,-9.00
31,0,24846,Ricky Barnes,41' 10",174290,347,14524.167,+28.00
31,0,23325,Vaughn Taylor,41' 10",117450,234,9787.500,+14.00
33,0,31416,Derek Fathauer,42' 0",188504,374,15708.667,+43.00
33,0,25396,Kevin Na,42' 0",132486,263,11040.500,+19.00
35,0,35300,Andrew Loupe,42' 1",169662,336,14138.500,+28.00
35,0,35451,Scott Pinckney,42' 1",132393,262,11032.750,+25.00
37,0,45526,Abraham Ancer,42' 2",67335,133,5611.250,+22.00
38,0,35532,Tom Hoge,42' 3",140487,277,11707.250,+31.00
38,0,29461,Jamie Lovemark,42' 3",168161,332,14013.417,+9.00
38,0,32839,Hideki Matsuyama,42' 3",108422,214,9035.167,+17.00
38,0,26331,Charl Schwartzel,42' 3",120149,237,10012.417,+20.00
38,0,30692,Scott Stallings,42' 3",143435,283,11952.917,+21.00
43,0,25493,Nick Taylor,42' 4",135727,267,11310.583,+40.00
44,0,25686,Jason Dufner,42' 6",146378,287,12198.167,+18.00
44,0,32102,Rickie Fowler,42' 6",125942,247,10495.167,+1.00
44,0,36699,Patrick Rodgers,42' 6",152586,299,12715.500,+27.00
47,0,32200,Roberto Castro,42' 7",133423,261,11118.583,+25.00
47,0,46440,Smylie Kaufman,42' 7",172306,337,14358.833,+23.00
47,0,24502,Adam Scott,42' 7",112841,221,9403.417,+7.00
50,0,02206,David Toms,42' 8",84494,165,7041.167,+14.00
51,0,24358,Robert Garrigus,42' 9",122712,239,10226.000,+21.00
51,0,22046,Geoff Ogilvy,42' 9",95857,187,7988.083,+13.00
51,0,29476,Kyle Reifers,42' 9",163661,319,13638.417,+43.00
54,0,29725,Tony Finau,42' 10",190326,370,15860.500,+18.00
55,0,20691,Greg Owen,43' 0",147472,286,12289.333,+41.00
56,0,40058,Zac Blair,43' 2",120752,233,10062.667,+44.00
