RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,01457,Jay Haas,27.22,490,18
2,0,06527,Steve Stricker,27.38,219,8
3,0,20127,Chris Riley,27.53,468,17
4,0,12602,Dean Wilson,27.54,358,13
5,0,20566,Kaname Yokoo,27.60,138,5
6,0,10107,Deane Pappas,27.62,359,13
7,0,24925,Jonathan Byrd,27.71,582,21
7,0,10585,Scott McCarron,27.71,388,14
9,0,12388,Michael Clark II,27.80,139,5
9,0,02002,John Riegger,27.80,278,10
11,0,22046,Geoff Ogilvy,27.87,418,15
12,0,22913,John Rollins,27.88,446,16
13,0,01619,Skip Kendall,27.92,670,24
14,0,10423,Mike Weir,27.94,503,18
15,0,01329,Brad Faxon,27.95,587,21
16,0,20099,Doug Barron,28.00,336,12
16,0,23541,Ben Crane,28.00,532,19
16,0,01553,John Huston,28.00,448,16
19,0,20098,Stuart Appleby,28.06,477,17
19,0,06643,Paul Goydos,28.06,477,17
19,0,01706,Davis Love III,28.06,505,18
19,0,22548,Patrick Sheehan,28.06,505,18
23,0,26950,John Morgan,28.09,309,11
24,0,02010,Loren Roberts,28.10,562,20
24,0,24502,Adam Scott,28.10,281,10
26,0,20121,Todd Fischer,28.13,422,15
27,0,23656,Jason Caron,28.14,197,7
27,0,08537,J.P. Hayes,28.14,394,14
29,0,22621,Ben Curtis,28.15,366,13
29,0,01941,Tom Pernice Jr.,28.15,563,20
31,0,10733,Kent Jones,28.17,338,12
32,0,20029,Notah Begay III,28.20,423,15
32,0,20573,Scott Laycock,28.20,282,10
32,0,11011,Mike Sposa,28.20,282,10
35,0,10213,Dicky Pride,28.23,367,13
36,0,20593,Greg Chalmers,28.24,480,17
36,0,06251,Chris DiMarco,28.24,593,21
38,0,08375,Paul Stankowski,28.25,339,12
38,0,25450,Ty Tryon,28.25,113,4
40,0,01378,David Frost,28.27,424,15
41,0,01361,Dan Forsman,28.29,594,21
41,0,25345,Carl Pettersson,28.29,396,14
43,0,21878,Mark Wilson,28.30,283,10
44,0,06617,Brian Henninger,28.36,312,11
45,0,06004,Stephen Ames,28.37,539,19
46,0,07101,Dave Stockton Jr.,28.38,227,8
47,0,20572,Rod Pampling,28.40,426,15
47,0,06567,Vijay Singh,28.40,710,25
49,0,01249,John Daly,28.43,199,7
50,0,01388,Robert Gamez,28.44,711,25
50,0,08633,Per-Ulrik Johansson,28.44,455,16
52,0,01132,Mark Brooks,28.50,399,14
53,0,12782,Tim Herron,28.52,599,21
54,0,20628,Arron Oberholser,28.53,428,15
55,0,08931,Glen Day,28.55,571,20
56,0,21806,Paul Gow,28.56,257,9
56,0,01928,Corey Pavin,28.56,514,18
58,0,23983,Luke Donald,28.59,486,17
59,0,08337,Mike Heinen,28.60,429,15
60,0,23552,Hank Kuehne,28.62,372,13
61,0,12662,Thomas Levet,28.63,458,16
61,0,20663,Brenden Pappas,28.63,544,19
63,0,20229,Stewart Cink,28.64,630,22
64,0,10809,Jim Furyk,28.67,688,24
64,0,19846,Brian Gay,28.67,430,15
64,0,01766,Billy Mayfair,28.67,602,21
67,0,19881,Robert Damron,28.69,459,16
67,0,06575,Dudley Hart,28.69,373,13
69,0,22293,Heath Slocum,28.72,517,18
70,0,23135,Tim Clark,28.73,431,15
70,0,02239,Scott Verplank,28.73,632,22
72,0,06332,Neal Lancaster,28.75,575,20
73,0,22371,Aaron Baddeley,28.80,432,15
74,0,10860,Justin Leonard,28.81,461,16
75,0,22892,Jason Gore,28.83,346,12
75,0,01938,David Peoples,28.83,519,18
75,0,07749,Brett Quigley,28.83,519,18
78,0,21633,Steve Allan,28.86,202,7
