RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
1,0,21209,Sergio Garcia,61
1,0,24490,George McNeill,61
3,0,12510,Chad Campbell,62
3,0,23135,Tim Clark,62
3,0,33461,Morgan Hoffmann,62
3,0,30852,Ryo Ishikawa,62
3,0,24024,Zach Johnson,62
3,0,33122,Russell Knox,62
3,0,33413,Ben Martin,62
10,0,32366,Kevin Chappell,63
10,0,20229,Stewart Cink,63
10,0,23541,Ben Crane,63
10,0,23409,James Driscoll,63
10,0,29740,Brad Fritsch,63
10,0,29420,Billy Horschel,63
10,0,30925,Dustin Johnson,63
10,0,27408,Martin Kaymer,63
10,0,34409,David Lingmerth,63
10,0,29461,Jamie Lovemark,63
10,0,28237,Rory McIlroy,63
10,0,01810,Phil Mickelson,63
10,0,23800,Bryce Molder,63
10,0,26596,Ryan Moore,63
10,0,28475,Jeff Overton,63
10,0,23320,Ryan Palmer,63
10,0,24138,Ian Poulter,63
10,0,34360,Patrick Reed,63
10,0,24459,Richard Sterne,63
10,0,30927,Brendon Todd,63
10,0,27770,Camilo Villegas,63
10,0,25632,Jimmy Walker,63
32,0,23048,Eric Axley,64
32,0,32334,Charlie Beljan,64
32,0,24507,Jason Bohn,64
32,0,20848,Ángel Cabrera,64
32,0,32200,Roberto Castro,64
32,0,01249,John Daly,64
32,0,28089,Jason Day,64
32,0,23638,Brendon de Jonge,64
32,0,06621,Joe Durant,64
32,0,06643,Paul Goydos,64
32,0,35539,Luke Guthrie,64
32,0,24924,Bill Haas,64
32,0,34098,Russell Henley,64
32,0,25444,Justin Hicks,64
32,0,12716,Charley Hoffman,64
32,0,21731,Freddie Jacobson,64
32,0,30926,Chris Kirk,64
32,0,29478,Kevin Kisner,64
32,0,23108,Matt Kuchar,64
32,0,34261,Scott Langley,64
32,0,26851,Marc Leishman,64
32,0,01724,Jeff Maggert,64
32,0,27120,Troy Matteson,64
32,0,25572,Graeme McDowell,64
32,0,31202,William McGirt,64
32,0,25396,Kevin Na,64
32,0,26329,Louis Oosthuizen,64
32,0,01948,Tim Petrovic,64
32,0,28486,Michael Putnam,64
32,0,26331,Charl Schwartzel,64
32,0,20645,John Senden,64
32,0,29221,Webb Simpson,64
32,0,33418,Shawn Stefani,64
32,0,27214,Kevin Streelman,64
32,0,06527,Steve Stricker,64
32,0,25834,Daniel Summerhays,64
32,0,29425,Andrew Svoboda,64
32,0,33448,Justin Thomas,64
32,0,33419,Cameron Tringale,64
32,0,27095,Nick Watney,64
32,0,25804,Bubba Watson,64
32,0,34265,Will Wilcox,64
74,0,06004,Stephen Ames,65
74,0,33120,Mark Anderson,65
74,0,20098,Stuart Appleby,65
74,0,22371,Aaron Baddeley,65
74,0,33141,Keegan Bradley,65
74,0,26949,Josh Broadaway,65
74,0,29479,Scott Brown,65
74,0,24925,Jonathan Byrd,65
74,0,25364,Paul Casey,65
74,0,20593,Greg Chalmers,65
74,0,24357,K.J. Choi,65
74,0,28455,Will Claxton,65
74,0,25720,Chad Collins,65
74,0,46435,Austin Cook,65
74,0,21753,Brian Davis,65
74,0,08931,Glen Day,65
74,0,27436,Graham DeLaet,65
74,0,25369,Jamie Donaldson,65
74,0,20104,Ken Duke,65
74,0,06522,Ernie Els,65
74,0,34099,Harris English,65
74,0,28307,Matt Every,65
74,0,28500,Martin Flores,65
74,0,10809,Jim Furyk,65
74,0,30750,Tommy Gainey,65
74,0,24399,Scott Gardiner,65
74,0,24358,Robert Garrigus,65
74,0,20157,Retief Goosen,65
74,0,34563,Chesson Hadley,65
74,0,32448,James Hahn,65
74,0,22792,Peter Hanson,65
74,0,27644,Brian Harman,65
74,0,23353,J.J. Henry,65
74,0,21961,Charles Howell III,65
74,0,26300,Matt Jones,65
74,0,08075,Jerry Kelly,65
74,0,36689,Brooks Koepka,65
74,0,30944,Jason Kokrak,65
74,0,29926,Danny Lee,65
74,0,35139,Richard Lee,65
74,0,10860,Justin Leonard,65
74,0,35300,Andrew Loupe,65
74,0,01706,Davis Love III,65
74,0,33204,Shane Lowry,65
74,0,24912,Will MacKenzie,65
74,0,24781,Hunter Mahan,65
74,0,28158,Steve Marino,65
74,0,27933,John Merrick,65
74,0,29289,S.Y. Noh,65
74,0,22046,Geoff Ogilvy,65
74,0,40250,Taylor Pendrith,65
74,0,25345,Carl Pettersson,65
74,0,25818,Scott Piercy,65
74,0,31193,Jim Renner,65
74,0,22913,John Rollins,65
74,0,22405,Justin Rose,65
74,0,23621,Rory Sabbatini,65
74,0,24502,Adam Scott,65
74,0,06567,Vijay Singh,65
74,0,22293,Heath Slocum,65
74,0,27649,Brandt Snedeker,65
74,0,21528,Henrik Stenson,65
74,0,34431,Robert Streb,65
74,0,27963,Chris Stroud,65
74,0,31560,Brian Stuard,65
74,0,21498,Hideto Tanihara,65
74,0,02206,David Toms,65
74,0,23623,Bo Van Pelt,65
74,0,27064,Jhonattan Vegas,65
74,0,26951,Johnson Wagner,65
74,0,29454,Bernd Wiesberger,65
74,0,31323,Gary Woodland,65
146,0,10885,Robert Allenby,66
146,0,23540,Jason Allred,66
146,0,30978,Kiradech Aphibarnrat,66
146,0,28259,Sangmoon Bae,66
146,0,24846,Ricky Barnes,66
146,0,10944,Thomas Bjørn,66
146,0,25274,Steven Bowditch,66
146,0,20850,Daniel Chopra,66
146,0,24494,Erik Compton,66
146,0,34076,Joel Dahmen,66
146,0,23983,Luke Donald,66
146,0,28339,Victor Dubuisson,66
146,0,25686,Jason Dufner,66
146,0,09011,David Duval,66
146,0,25191,Gonzalo Fernandez-Castaño,66
146,0,32102,Rickie Fowler,66
146,0,29535,Brice Garnett,66
146,0,19846,Brian Gay,66
146,0,28679,Fabián Gómez,66
146,0,22892,Jason Gore,66
146,0,20766,Padraig Harrington,66
146,0,26758,David Hearn,66
