RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
78,0,10733,Kent Jones,30.11,361,1199
79,0,20436,Garrett Willis,30.07,264,878
80,0,20029,Notah Begay III,30.06,266,885
81,0,23338,David Gossett,30.03,342,1139
82,0,07721,Pat Bates,29.99,332,1107
83,0,01938,David Peoples,29.98,391,1304
84,0,20566,Kaname Yokoo,29.92,231,772
85,0,01042,Paul Azinger,29.91,210,702
85,0,20095,Carl Paulson,29.91,285,953
87,0,01219,John Cook,29.82,291,976
88,0,06004,Stephen Ames,29.76,294,988
89,0,20634,Peter Lonard,29.68,322,1085
90,0,12645,Brent Geiberger,29.66,328,1106
91,0,23623,Bo Van Pelt,29.65,268,904
92,0,20498,Briny Baird,29.62,388,1310
93,0,10107,Deane Pappas,29.61,286,966
94,0,01307,Joel Edwards,29.59,366,1237
95,0,01927,Dennis Paulson,29.56,300,1015
96,0,12753,David Morland IV,29.53,194,657
97,0,01457,Jay Haas,29.52,266,901
97,0,20548,Hidemichi Tanaka,29.52,361,1223
99,0,01723,Andrew Magee,29.47,295,1001
100,0,08633,Per-Ulrik Johansson,29.45,303,1029
101,0,02101,Joey Sindelar,29.44,373,1267
102,0,01098,Jay Don Blake,29.37,356,1212
102,0,12510,Chad Campbell,29.37,398,1355
104,0,01941,Tom Pernice Jr.,29.34,338,1152
105,0,08075,Jerry Kelly,29.33,332,1132
106,0,20645,John Senden,29.26,333,1138
107,0,02106,Chris Smith,29.23,361,1235
108,0,06809,Bob Burns,29.11,331,1137
109,0,08931,Glen Day,29.05,362,1246
110,0,01761,Len Mattiace,29.02,350,1206
111,0,19824,Craig Barlow,29.00,201,693
112,0,06617,Brian Henninger,28.99,225,776
113,0,06012,Greg Kraft,28.84,274,950
113,0,02002,John Riegger,28.84,302,1047
115,0,01920,Craig Parry,28.83,235,815
116,0,06643,Paul Goydos,28.80,218,757
117,0,01928,Corey Pavin,28.75,224,779
118,0,12823,Carlos Franco,28.71,368,1282
119,0,26289,Boo Weekley,28.70,194,676
120,0,01142,Bart Bryant,28.69,237,826
121,0,07223,Brian Bateman,28.68,308,1074
122,0,20094,Jonathan Kaye,28.65,265,925
123,0,10201,Matt Gogel,28.64,248,866
123,0,02010,Loren Roberts,28.64,313,1093
125,0,23108,Matt Kuchar,28.60,264,923
126,0,12660,Jesper Parnevik,28.59,265,927
127,0,10457,Frank Nobilo,28.53,313,1097
128,0,01374,Robin Freeman,28.51,252,884
129,0,01948,Tim Petrovic,28.49,298,1046
130,0,01185,Brandel Chamblee,28.46,282,991
130,0,01320,Bob Estes,28.46,298,1047
132,0,23125,Brad Elder,28.42,239,841
133,0,02104,Jeff Sluman,28.40,413,1454
134,0,20043,Edward Fryatt,28.38,296,1043
135,0,07867,Woody Austin,28.36,314,1107
136,0,19958,Miguel Angel Jiménez,28.34,178,628
137,0,06078,Esteban Toledo,28.33,323,1140
138,0,01175,Jim Carter,28.24,303,1073
139,0,01378,David Frost,28.08,285,1015
140,0,12388,Michael Clark II,28.07,315,1122
141,0,06332,Neal Lancaster,28.04,314,1120
142,0,06350,Bob May,28.02,306,1092
143,0,06573,Brandt Jobe,28.01,326,1164
144,0,01926,Steve Pate,27.98,209,747
145,0,02245,Grant Waite,27.89,316,1133
146,0,01313,Steve Elkington,27.76,234,843
147,0,08123,Jeff Brehaut,27.66,291,1052
148,0,23983,Luke Donald,27.63,349,1263
148,0,06515,Shaun Micheel,27.63,342,1238
150,0,10425,Jay Williamson,27.61,296,1072
151,0,21949,Joe Ogilvie,27.53,147,534
152,0,07003,David Berganio Jr.,27.52,268,974
153,0,20502,Michael Long,27.49,235,855
154,0,22293,Heath Slocum,27.44,295,1075
155,0,01666,Bernhard Langer,27.43,158,576
156,0,08553,Lee Porter,27.42,272,992
157,0,02223,Bob Tway,27.39,318,1161
158,0,01132,Mark Brooks,27.36,287,1049
159,0,08545,Glen Hnatiuk,27.28,317,1162
160,0,01035,Tommy Armour III,27.26,256,939
161,0,01599,Steve Jones,27.21,200,735
162,0,01887,Mark O'Meara,27.13,194,715
163,0,06197,Michael Allen,27.10,219,808
164,0,01724,Jeff Maggert,27.08,247,912
164,0,10649,Tom Scherrer,27.08,300,1108
166,0,12826,Paul Claxton,27.06,259,957
167,0,19817,Michael Muehr,27.05,214,791
168,0,10809,Jim Furyk,27.03,289,1069
169,0,01766,Billy Mayfair,27.00,297,1100
170,0,23177,Kenneth Staton,26.92,333,1237
171,0,24937,Jess Daley,26.89,235,874
172,0,08993,Franklin Langham,26.80,208,776
173,0,21806,Paul Gow,26.76,300,1121
174,0,11011,Mike Sposa,26.74,338,1264
175,0,10213,Dicky Pride,26.73,166,621
176,0,19972,José Coceres,26.72,140,524
176,0,01203,Russ Cochran,26.72,210,786
178,0,01157,Tom Byrum,26.62,243,913
179,0,01569,Peter Jacobsen,26.57,212,798
180,0,20663,Brenden Pappas,26.45,187,707
181,0,02257,Brian Watts,26.35,156,592
182,0,20105,Jeff Gove,26.34,281,1067
183,0,02110,Jerry Smith,26.33,252,957
184,0,01771,Blaine McCallister,26.20,235,897
185,0,01549,Mike Hulbert,26.17,151,577
186,0,02099,Scott Simpson,26.03,171,657
187,0,21259,Jason Hill,25.91,178,687
188,0,01514,Eduardo Herrera,25.87,163,630
189,0,06621,Joe Durant,25.70,266,1035
190,0,06595,Kevin Sutherland,25.65,276,1076
191,0,08339,Spike McRoy,25.50,204,800
192,0,23353,J.J. Henry,25.17,335,1331
193,0,10962,Bradley Hughes,25.14,184,732
194,0,06315,Pete Jordan,25.11,219,872
195,0,06498,Matt Peterson,24.97,241,965
196,0,01014,Fulton Allem,24.65,177,718
197,0,08535,Gary Nicklaus,24.50,182,743
198,0,01677,Tom Lehman,24.42,210,860
199,0,02170,Hal Sutton,24.40,205,840
200,0,06036,Scott Dunlap,24.38,206,845
201,0,02322,Richard Zokol,24.37,135,554
202,0,06016,Brad Lardon,23.82,161,676
