RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
83,0,02214,Kirk Triplett,1.594,2267,1422
86,0,01226,Fred Couples,1.595,1723,1080
87,0,10809,Jim Furyk,1.596,2442,1530
88,0,01766,Billy Mayfair,1.597,2702,1692
88,0,06613,Tommy Tolles,1.597,1840,1152
90,0,19881,Robert Damron,1.598,2358,1476
90,0,23983,Luke Donald,1.598,2992,1872
92,0,01185,Brandel Chamblee,1.599,2418,1512
92,0,08931,Glen Day,1.599,2965,1854
92,0,06643,Paul Goydos,1.599,1900,1188
92,0,08375,Paul Stankowski,1.599,2821,1764
96,0,10885,Robert Allenby,1.601,2738,1710
96,0,23125,Brad Elder,1.601,2133,1332
96,0,10201,Matt Gogel,1.601,2190,1368
96,0,07749,Brett Quigley,1.601,2651,1656
100,0,07721,Pat Bates,1.602,2624,1638
101,0,22913,John Rollins,1.604,3465,2160
101,0,02099,Scott Simpson,1.604,1761,1098
103,0,01553,John Huston,1.605,2774,1728
103,0,10107,Deane Pappas,1.605,2543,1584
103,0,08553,Lee Porter,1.605,2543,1584
103,0,02257,Brian Watts,1.605,1560,972
107,0,12753,David Morland IV,1.606,1677,1044
107,0,21949,Joe Ogilvie,1.606,1445,900
107,0,11011,Mike Sposa,1.606,3151,1962
107,0,06595,Kevin Sutherland,1.606,2602,1620
111,0,07867,Woody Austin,1.607,2864,1782
111,0,21805,Harrison Frazar,1.607,2546,1584
113,0,01157,Tom Byrum,1.608,2229,1386
113,0,01941,Tom Pernice Jr.,1.608,2865,1782
113,0,20645,John Senden,1.608,2692,1674
116,0,21633,Steve Allan,1.609,2635,1638
116,0,01569,Peter Jacobsen,1.609,1941,1206
116,0,12663,Phil Tataurangi,1.609,2433,1512
116,0,10425,Jay Williamson,1.609,2636,1638
120,0,08881,Tripp Isenhour,1.610,1971,1224
121,0,01132,Mark Brooks,1.611,2696,1674
121,0,20043,Edward Fryatt,1.611,2668,1656
121,0,01549,Mike Hulbert,1.611,1537,954
124,0,01361,Dan Forsman,1.612,2351,1458
125,0,08633,Per-Ulrik Johansson,1.613,2526,1566
125,0,08993,Franklin Langham,1.613,2003,1242
125,0,02104,Jeff Sluman,1.613,3396,2106
125,0,02106,Chris Smith,1.613,2903,1800
129,0,12652,Cameron Beckman,1.614,2469,1530
129,0,10733,Kent Jones,1.614,2992,1854
129,0,10565,Ian Leggatt,1.614,2701,1674
132,0,23614,Rich Beem,1.615,2762,1710
132,0,07457,Steve Flesch,1.615,3052,1890
132,0,01381,Fred Funk,1.615,3081,1908
132,0,06617,Brian Henninger,1.615,1919,1188
132,0,10457,Frank Nobilo,1.615,2733,1692
132,0,02110,Jerry Smith,1.615,2529,1566
138,0,06197,Michael Allen,1.616,2152,1332
138,0,01938,David Peoples,1.616,3054,1890
140,0,01707,Steve Lowery,1.617,2677,1656
140,0,01927,Dennis Paulson,1.617,2532,1566
140,0,02170,Hal Sutton,1.617,2125,1314
143,0,24937,Jess Daley,1.618,2214,1368
143,0,02133,Craig Stadler,1.618,1981,1224
143,0,20548,Hidemichi Tanaka,1.618,2970,1836
143,0,02245,Grant Waite,1.618,2796,1728
147,0,20498,Briny Baird,1.619,3148,1944
147,0,19824,Craig Barlow,1.619,1690,1044
147,0,01685,J.L. Lewis,1.619,2856,1764
147,0,19817,Michael Muehr,1.619,2069,1278
147,0,20095,Carl Paulson,1.619,2389,1476
152,0,12826,Paul Claxton,1.620,2421,1494
153,0,10649,Tom Scherrer,1.621,2772,1710
154,0,20574,Mathew Goggin,1.622,1869,1152
154,0,01475,Donnie Hammond,1.622,1752,1080
156,0,22293,Heath Slocum,1.623,2687,1656
157,0,12388,Michael Clark II,1.624,2777,1710
158,0,08545,Glen Hnatiuk,1.625,2721,1674
158,0,06350,Bob May,1.625,2604,1602
160,0,12645,Brent Geiberger,1.626,2693,1656
161,0,06315,Pete Jordan,1.627,2285,1404
162,0,01203,Russ Cochran,1.629,1964,1206
162,0,12823,Carlos Franco,1.629,3078,1890
162,0,01677,Tom Lehman,1.629,2052,1260
162,0,20436,Garrett Willis,1.629,2287,1404
166,0,21961,Charles Howell III,1.630,3286,2016
166,0,02322,Richard Zokol,1.630,1496,918
168,0,20029,Notah Begay III,1.631,2172,1332
168,0,08123,Jeff Brehaut,1.631,2554,1566
170,0,12510,Chad Campbell,1.632,3202,1962
171,0,01035,Tommy Armour III,1.633,2381,1458
171,0,01945,Kenny Perry,1.633,2792,1710
173,0,07223,Brian Bateman,1.634,2677,1638
174,0,20105,Jeff Gove,1.635,2620,1602
174,0,23621,Rory Sabbatini,1.635,1884,1152
176,0,02101,Joey Sindelar,1.637,3005,1836
177,0,01142,Bart Bryant,1.638,1946,1188
177,0,06573,Brandt Jobe,1.638,2771,1692
177,0,06498,Matt Peterson,1.638,2358,1440
180,0,01514,Eduardo Herrera,1.639,1741,1062
181,0,23338,David Gossett,1.640,2745,1674
182,0,20502,Michael Long,1.643,2100,1278
183,0,01374,Robin Freeman,1.644,2219,1350
184,0,21806,Paul Gow,1.645,2842,1728
185,0,07003,David Berganio Jr.,1.646,2341,1422
186,0,01771,Blaine McCallister,1.648,2225,1350
186,0,06515,Shaun Micheel,1.648,2877,1746
188,0,08339,Spike McRoy,1.649,1989,1206
188,0,23322,Brett Wetterich,1.649,2582,1566
190,0,01926,Steve Pate,1.653,1785,1080
191,0,10213,Dicky Pride,1.654,1518,918
192,0,01014,Fulton Allem,1.655,1906,1152
192,0,23623,Bo Van Pelt,1.655,2323,1404
194,0,08535,Gary Nicklaus,1.657,1969,1188
194,0,20663,Brenden Pappas,1.657,1849,1116
196,0,23177,Kenneth Staton,1.660,3047,1836
197,0,23353,J.J. Henry,1.662,3231,1944
198,0,21259,Jason Hill,1.679,1783,1062
199,0,26289,Boo Weekley,1.684,1728,1026
200,0,06036,Scott Dunlap,1.688,2188,1296
200,0,06016,Brad Lardon,1.688,1793,1062
202,0,10962,Bradley Hughes,1.692,1827,1080
