RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,06527,Steve Stricker,1.473,1670,1134
2,0,20157,Retief Goosen,1.476,1435,972
2,0,01968,Nick Price,1.476,1754,1188
4,0,06522,Ernie Els,1.479,1651,1116
5,0,01666,Bernhard Langer,1.483,1441,972
6,0,20127,Chris Riley,1.484,2672,1800
7,0,01928,Corey Pavin,1.496,2047,1368
8,0,01887,Mark O'Meara,1.501,1783,1188
9,0,01527,Scott Hoch,1.504,1895,1260
10,0,01706,Davis Love III,1.507,2360,1566
11,0,01313,Steve Elkington,1.508,2144,1422
12,0,01810,Phil Mickelson,1.512,2559,1692
13,0,09011,David Duval,1.513,2042,1350
13,0,21209,Sergio Garcia,1.513,1961,1296
15,0,10860,Justin Leonard,1.514,2561,1692
15,0,02239,Scott Verplank,1.514,2480,1638
17,0,12680,Shigeki Maruyama,1.516,2374,1566
18,0,02246,Duffy Waldorf,1.517,2375,1566
19,0,20098,Stuart Appleby,1.521,2573,1692
20,0,01161,Mark Calcavecchia,1.522,2164,1422
20,0,06078,Esteban Toledo,1.522,2794,1836
22,0,02206,David Toms,1.523,2796,1836
23,0,06373,José María Olazábal,1.525,1757,1152
23,0,02010,Loren Roberts,1.525,2553,1674
25,0,06004,Stephen Ames,1.527,2391,1566
25,0,10912,Craig Perks,1.527,2392,1566
27,0,06251,Chris DiMarco,1.528,2916,1908
28,0,10117,Bob Heintz,1.532,1875,1224
28,0,08075,Jerry Kelly,1.532,2703,1764
28,0,20634,Peter Lonard,1.532,2565,1674
31,0,01797,Rocco Mediate,1.533,2070,1350
32,0,01599,Steve Jones,1.535,1879,1224
33,0,01329,Brad Faxon,1.537,2352,1530
33,0,06332,Neal Lancaster,1.537,2794,1818
35,0,08793,Tiger Woods,1.538,1882,1224
36,0,01175,Jim Carter,1.539,2715,1764
37,0,01024,Billy Andrade,1.540,2661,1728
38,0,19972,José Coceres,1.541,1415,918
39,0,20229,Stewart Cink,1.542,2442,1584
40,0,10585,Scott McCarron,1.543,2721,1764
41,0,19958,Miguel Angel Jiménez,1.544,1612,1044
41,0,01724,Jeff Maggert,1.544,2306,1494
41,0,01761,Len Mattiace,1.544,2945,1908
44,0,23541,Ben Crane,1.547,2478,1602
44,0,01249,John Daly,1.547,1699,1098
46,0,02223,Bob Tway,1.548,2758,1782
47,0,20094,Jonathan Kaye,1.549,2259,1458
48,0,24357,K.J. Choi,1.550,2483,1602
49,0,23108,Matt Kuchar,1.551,2290,1476
50,0,12660,Jesper Parnevik,1.552,2347,1512
51,0,01577,Lee Janzen,1.554,2685,1728
52,0,01619,Skip Kendall,1.557,2830,1818
53,0,01320,Bob Estes,1.558,2440,1566
54,0,23135,Tim Clark,1.560,2050,1314
55,0,20572,Rod Pampling,1.563,2644,1692
56,0,10423,Mike Weir,1.565,2592,1656
57,0,06575,Dudley Hart,1.571,2375,1512
57,0,24361,Pat Perez,1.571,2460,1566
59,0,23800,Bryce Molder,1.573,1784,1134
60,0,01219,John Cook,1.575,2325,1476
61,0,24925,Jonathan Byrd,1.577,2669,1692
61,0,01457,Jay Haas,1.577,2242,1422
61,0,08537,J.P. Hayes,1.577,2157,1368
61,0,01920,Craig Parry,1.577,1959,1242
65,0,01723,Andrew Magee,1.578,2500,1584
66,0,19846,Brian Gay,1.579,3269,2070
67,0,06567,Vijay Singh,1.580,2730,1728
68,0,01139,Olin Browne,1.581,2959,1872
68,0,20593,Greg Chalmers,1.581,2590,1638
68,0,23903,Stephen Gangluff,1.581,2134,1350
68,0,20566,Kaname Yokoo,1.581,2049,1296
72,0,02002,John Riegger,1.583,2450,1548
73,0,22046,Geoff Ogilvy,1.586,2455,1548
74,0,01098,Jay Don Blake,1.589,3003,1890
74,0,11032,Frank Lickliter II,1.589,2546,1602
74,0,01948,Tim Petrovic,1.589,2546,1602
77,0,06621,Joe Durant,1.590,2462,1548
77,0,01378,David Frost,1.590,2575,1620
79,0,01042,Paul Azinger,1.591,1804,1134
79,0,01388,Robert Gamez,1.591,1976,1242
79,0,12782,Tim Herron,1.591,2836,1782
82,0,01307,Joel Edwards,1.592,2894,1818
83,0,06809,Bob Burns,1.594,2754,1728
83,0,06012,Greg Kraft,1.594,2410,1512
