RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,25364,Paul Casey,90.67,772,700
2,0,20157,Retief Goosen,90.14,943,850
3,0,23983,Luke Donald,89.88,939,844
4,0,21961,Charles Howell III,89.85,1625,1460
5,0,19846,Brian Gay,89.83,1465,1316
6,0,20593,Greg Chalmers,89.52,1555,1392
7,0,10809,Jim Furyk,89.43,1079,965
8,0,26882,Michael Sim,89.41,963,861
9,0,24024,Zach Johnson,89.36,1335,1193
10,0,10585,Scott McCarron,89.24,1505,1343
11,0,01313,Steve Elkington,89.13,1076,959
12,0,25345,Carl Pettersson,89.11,1479,1318
13,0,12602,Dean Wilson,89.10,844,752
14,0,26300,Matt Jones,89.09,1457,1298
15,0,01619,Skip Kendall,89.04,885,788
16,0,24361,Pat Perez,89.02,1503,1338
17,0,25720,Chad Collins,88.99,1344,1196
18,0,20127,Chris Riley,88.91,1145,1018
19,0,08375,Paul Stankowski,88.74,968,859
20,0,29910,Blake Adams,88.73,1357,1204
21,0,23108,Matt Kuchar,88.69,1353,1200
22,0,06522,Ernie Els,88.67,997,884
23,0,26420,Richard Johnson,88.60,1324,1173
24,0,07749,Brett Quigley,88.59,1630,1444
25,0,06527,Steve Stricker,88.52,1002,887
26,0,30946,Alex Prugh,88.51,1479,1309
27,0,29221,Webb Simpson,88.47,1665,1473
28,0,23409,James Driscoll,88.45,1359,1202
29,0,23718,Nathan Green,88.43,1478,1307
30,0,24138,Ian Poulter,88.38,628,555
31,0,26596,Ryan Moore,88.35,1116,986
32,0,06515,Shaun Micheel,88.33,960,848
33,0,20498,Briny Baird,88.30,1462,1291
34,0,23353,J.J. Henry,88.28,1467,1295
34,0,21350,Ryuji Imada,88.28,1536,1356
34,0,22046,Geoff Ogilvy,88.28,896,791
37,0,22378,Trevor Immelman,88.26,792,699
38,0,25190,Jeff Quinney,88.24,1462,1290
39,0,27466,Spencer Levin,88.21,1824,1609
40,0,32640,Troy Merritt,88.20,1390,1226
