RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,06527,Steve Stricker,+.286,119,+34.00
2,0,29221,Webb Simpson,+.312,154,+48.00
3,0,19970,Robert Karlsson,+.342,120,+41.00
4,0,01810,Phil Mickelson,+.344,160,+55.00
5,0,23983,Luke Donald,+.353,119,+42.00
6,0,24924,Bill Haas,+.358,165,+59.00
7,0,23108,Matt Kuchar,+.360,150,+54.00
8,0,25396,Kevin Na,+.376,213,+80.00
9,0,27936,Martin Laird,+.379,140,+53.00
10,0,24024,Zach Johnson,+.380,142,+54.00
11,0,28089,Jason Day,+.382,131,+50.00
12,0,10860,Justin Leonard,+.383,167,+64.00
13,0,24846,Ricky Barnes,+.387,155,+60.00
14,0,23800,Bryce Molder,+.390,146,+57.00
15,0,12602,Dean Wilson,+.395,162,+64.00
16,0,27466,Spencer Levin,+.398,216,+86.00
16,0,21878,Mark Wilson,+.398,181,+72.00
18,0,20766,Padraig Harrington,+.400,115,+46.00
19,0,21209,Sergio Garcia,+.404,114,+46.00
20,0,24663,Y.E. Yang,+.405,131,+53.00
21,0,21731,Freddie Jacobson,+.406,155,+63.00
22,0,10505,Shane Bertsch,+.411,124,+51.00
22,0,01313,Steve Elkington,+.411,90,+37.00
24,0,27649,Brandt Snedeker,+.412,182,+75.00
25,0,23541,Ben Crane,+.414,140,+58.00
26,0,25686,Jason Dufner,+.415,130,+54.00
26,0,08075,Jerry Kelly,+.415,159,+66.00
28,0,22621,Ben Curtis,+.417,132,+55.00
28,0,21961,Charles Howell III,+.417,187,+78.00
30,0,10885,Robert Allenby,+.418,158,+66.00
31,0,29910,Blake Adams,+.421,209,+88.00
32,0,31323,Gary Woodland,+.423,194,+82.00
33,0,26596,Ryan Moore,+.429,161,+69.00
34,0,20157,Retief Goosen,+.430,121,+52.00
34,0,10585,Scott McCarron,+.430,172,+74.00
34,0,22046,Geoff Ogilvy,+.430,151,+65.00
37,0,20593,Greg Chalmers,+.431,197,+85.00
38,0,24357,K.J. Choi,+.432,148,+64.00
38,0,22348,Nick O'Hern,+.432,146,+63.00
40,0,27214,Kevin Streelman,+.435,184,+80.00
41,0,23638,Brendon de Jonge,+.436,188,+82.00
42,0,22378,Trevor Immelman,+.438,128,+56.00
43,0,12510,Chad Campbell,+.440,168,+74.00
43,0,01948,Tim Petrovic,+.440,184,+81.00
45,0,24361,Pat Perez,+.442,172,+76.00
45,0,02206,David Toms,+.442,120,+53.00
47,0,24925,Jonathan Byrd,+.444,171,+76.00
47,0,32102,Rickie Fowler,+.444,169,+75.00
49,0,23621,Rory Sabbatini,+.445,146,+65.00
50,0,06573,Brandt Jobe,+.446,157,+70.00
51,0,24781,Hunter Mahan,+.447,161,+72.00
52,0,23320,Ryan Palmer,+.449,167,+75.00
53,0,24138,Ian Poulter,+.453,95,+43.00
54,0,26331,Charl Schwartzel,+.454,97,+44.00
55,0,06004,Stephen Ames,+.455,123,+56.00
56,0,26668,Marc Turnesa,+.457,127,+58.00
56,0,27095,Nick Watney,+.457,140,+64.00
58,0,25240,D.A. Points,+.461,178,+82.00
59,0,22961,David Mathis,+.462,156,+72.00
