RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,01320,Bob Estes,17,1
2,0,29725,Tony Finau,16,16
2,0,21961,Charles Howell III,16,5
4,0,06251,Chris DiMarco,14,0
4,0,01527,Scott Hoch,14,0
4,0,27129,Luke List,14,4
4,0,26951,Johnson Wagner,14,4
4,0,08793,Tiger Woods,14,5
9,0,23638,Brendon de Jonge,13,3
9,0,21805,Harrison Frazar,13,0
9,0,30926,Chris Kirk,13,6
9,0,29926,Danny Lee,13,13
9,0,01706,Davis Love III,13,3
9,0,32839,Hideki Matsuyama,13,7
9,0,25818,Scott Piercy,13,7
9,0,29221,Webb Simpson,13,8
17,0,20498,Briny Baird,12,0
17,0,06621,Joe Durant,12,0
17,0,29420,Billy Horschel,12,12
17,0,12680,Shigeki Maruyama,12,0
17,0,24140,Sean O'Hair,12,3
17,0,01887,Mark O'Meara,12,0
17,0,01948,Tim Petrovic,12,0
17,0,20127,Chris Riley,12,0
17,0,06595,Kevin Sutherland,12,0
17,0,33448,Justin Thomas,12,12
17,0,02206,David Toms,12,0
28,0,07223,Brian Bateman,11,0
28,0,25274,Steven Bowditch,11,1
28,0,24925,Jonathan Byrd,11,5
28,0,23541,Ben Crane,11,5
28,0,28089,Jason Day,11,6
28,0,01306,David Edwards,11,0
28,0,10809,Jim Furyk,11,4
28,0,08537,J.P. Hayes,11,0
28,0,08075,Jerry Kelly,11,4
28,0,01666,Bernhard Langer,11,1
28,0,01690,Bruce Lietzke,11,0
28,0,29461,Jamie Lovemark,11,4
28,0,01783,Mark McCumber,11,0
28,0,28237,Rory McIlroy,11,7
28,0,01925,Jerry Pate,11,0
28,0,01945,Kenny Perry,11,0
28,0,20645,John Senden,11,3
28,0,02239,Scott Verplank,11,0
46,0,07867,Woody Austin,10,0
46,0,12510,Chad Campbell,10,3
46,0,01226,Fred Couples,10,0
46,0,21753,Brian Davis,10,2
46,0,07457,Steve Flesch,10,0
46,0,12823,Carlos Franco,10,0
46,0,01378,David Frost,10,0
46,0,01381,Fred Funk,10,0
46,0,01388,Robert Gamez,10,0
46,0,25900,Lucas Glover,10,5
46,0,20157,Retief Goosen,10,2
46,0,24924,Bill Haas,10,4
46,0,24024,Zach Johnson,10,5
46,0,36689,Brooks Koepka,10,10
46,0,23108,Matt Kuchar,10,4
46,0,01797,Rocco Mediate,10,0
46,0,26596,Ryan Moore,10,3
46,0,01928,Corey Pavin,10,0
46,0,01938,David Peoples,10,0
46,0,24361,Pat Perez,10,5
46,0,01941,Tom Pernice Jr.,10,0
46,0,25345,Carl Pettersson,10,1
46,0,01996,Mike Reid,10,0
46,0,02010,Loren Roberts,10,0
46,0,02049,Gene Sauers,10,0
46,0,02090,Tom Sieckmann,10,0
46,0,02101,Joey Sindelar,10,0
46,0,02106,Chris Smith,10,0
46,0,27649,Brandt Snedeker,10,7
46,0,27214,Kevin Streelman,10,7
46,0,27064,Jhonattan Vegas,10,5
46,0,02245,Grant Waite,10,0
46,0,47128,Richy Werenski,10,10
79,0,01024,Billy Andrade,9,0
79,0,20098,Stuart Appleby,9,2
79,0,01035,Tommy Armour III,9,0
79,0,22371,Aaron Baddeley,9,2
79,0,12652,Cameron Beckman,9,1
79,0,20029,Notah Begay III,9,0
79,0,01142,Bart Bryant,9,0
79,0,01143,Brad Bryant,9,0
79,0,01161,Mark Calcavecchia,9,0
79,0,34021,Bud Cauley,9,5
79,0,24357,K.J. Choi,9,5
79,0,20229,Stewart Cink,9,8
79,0,01201,Lennie Clements,9,0
79,0,25686,Jason Dufner,9,6
79,0,06522,Ernie Els,9,1
79,0,32102,Rickie Fowler,9,5
79,0,21209,Sergio Garcia,9,3
79,0,19846,Brian Gay,9,7
79,0,06643,Paul Goydos,9,0
79,0,01457,Jay Haas,9,0
79,0,27644,Brian Harman,9,7
79,0,20766,Padraig Harrington,9,2
79,0,34098,Russell Henley,9,9
79,0,12716,Charley Hoffman,9,4
79,0,01553,John Huston,9,0
79,0,01677,Tom Lehman,9,0
79,0,10860,Justin Leonard,9,0
79,0,28158,Steve Marino,9,3
79,0,33413,Ben Martin,9,9
79,0,27120,Troy Matteson,9,1
79,0,01771,Blaine McCallister,9,0
79,0,01810,Phil Mickelson,9,7
79,0,25198,Francesco Molinari,9,6
79,0,01837,Gil Morgan,9,0
79,0,25396,Kevin Na,9,5
79,0,30163,Henrik Norlander,9,3
79,0,01876,Greg Norman,9,0
79,0,12660,Jesper Parnevik,9,0
79,0,22056,Cameron Percy,9,6
79,0,01943,Chris Perry,9,0
79,0,22405,Justin Rose,9,8
79,0,48081,Xander Schauffele,9,5
79,0,22293,Heath Slocum,9,3
79,0,02104,Jeff Sluman,9,0
79,0,35891,Cameron Smith,9,9
79,0,06527,Steve Stricker,9,3
79,0,02170,Hal Sutton,9,0
79,0,28780,Nicholas Thompson,9,0
79,0,30927,Brendon Todd,9,0
79,0,02214,Kirk Triplett,9,0
79,0,02223,Bob Tway,9,0
79,0,10423,Mike Weir,9,2
79,0,21878,Mark Wilson,9,2
132,0,01006,John Adams,8,0
132,0,10885,Robert Allenby,8,1
132,0,01042,Paul Azinger,8,0
132,0,01049,Ian Baker-Finch,8,0
132,0,01068,Andy Bean,8,0
132,0,20070,Matt Bettencourt,8,0
