RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,47806,Raul Pereda,26.67,80,3
2,0,59866,Nick Dunlap,26.85,349,13
3,0,34098,Russell Henley,26.89,484,18
3,0,39971,Sungjae Im,26.89,511,19
5,0,30163,Henrik Norlander,27.07,379,14
6,0,55454,Carl Yuan,27.13,217,8
7,0,47993,Denny McCarthy,27.30,546,20
8,0,47504,Sam Burns,27.35,465,17
9,0,40250,Taylor Pendrith,27.50,440,16
9,0,27330,Josh Teater,27.50,110,4
11,0,51766,Wyndham Clark,27.57,386,14
12,0,32757,Patton Kizzire,27.60,276,10
12,0,36326,David Lipsky,27.60,276,10
14,0,52374,Brandon Wu,27.64,387,14
15,0,56630,Akshay Bhatia,27.67,498,18
16,0,50525,Collin Morikawa,27.68,526,19
17,0,51894,Vince Whaley,27.79,389,14
18,0,55789,Taylor Montgomery,27.80,278,10
19,0,45522,Christiaan Bezuidenhout,27.82,473,17
20,0,22405,Justin Rose,27.83,334,12
21,0,50188,S.H. Kim,27.86,613,22
22,0,60004,Jacob Bridgeman,27.87,418,15
23,0,47591,Eric Cole,27.91,614,22
24,0,34374,Erik Barnes,28.00,196,7
24,0,28089,Jason Day,28.00,448,16
24,0,32640,Troy Merritt,28.00,308,11
27,0,34099,Harris English,28.10,590,21
27,0,48081,Xander Schauffele,28.10,562,20
29,0,24502,Adam Scott,28.12,478,17
30,0,33653,Thomas Detry,28.13,422,15
30,0,51977,Max Greyserman,28.13,450,16
32,0,46442,Maverick McNealy,28.14,591,21
33,0,30926,Chris Kirk,28.18,479,17
34,0,28252,Seamus Power,28.19,592,21
35,0,49771,J.T. Poston,28.21,536,19
36,0,28237,Rory McIlroy,28.24,480,17
36,0,39327,Ben Silverman,28.24,480,17
38,0,57362,Austin Eckroat,28.25,565,20
39,0,35461,Beau Hossler,28.28,509,18
40,0,29420,Billy Horschel,28.29,481,17
41,0,36799,Stephan Jaeger,28.31,453,16
42,0,52955,Ludvig Ãberg,28.33,510,18
42,0,52372,Cameron Champ,28.33,170,6
42,0,29478,Kevin Kisner,28.33,170,6
45,0,35450,Patrick Cantlay,28.38,454,16
45,0,29535,Brice Garnett,28.38,227,8
47,0,55708,Hayden Buckley,28.40,284,10
47,0,60767,Blaine Hale Jr.,28.40,142,5
47,0,35617,Martin Trainer,28.40,142,5
50,0,57975,Harry Hall,28.41,483,17
51,0,12716,Charley Hoffman,28.43,398,14
51,0,37455,Si Woo Kim,28.43,597,21
53,0,46046,Scottie Scheffler,28.44,512,18
53,0,49960,Sepp Straka,28.44,455,16
55,0,58168,Davis Thompson,28.45,569,20
56,0,30911,Tommy Fleetwood,28.47,484,17
57,0,33141,Keegan Bradley,28.50,513,18
57,0,31646,Emiliano Grillo,28.50,570,20
57,0,24024,Zach Johnson,28.50,228,8
57,0,59143,Mac Meissner,28.50,399,14
57,0,48119,Ben Taylor,28.50,171,6
62,0,47347,Adam Schenk,28.53,485,17
63,0,51634,Sahith Theegala,28.55,628,22
64,0,40098,Matt Fitzpatrick,28.56,457,16
64,0,39977,Max Homa,28.56,514,18
64,0,27349,Alex Noren,28.56,457,16
64,0,48699,Callum Tarren,28.56,257,9
68,0,51890,Greyson Sigg,28.58,343,12
69,0,32102,Rickie Fowler,28.59,486,17
70,0,40162,Justin Lower,28.60,572,20
70,0,48319,Tom Whitney,28.60,286,10
72,0,46717,Viktor Hovland,28.62,372,13
73,0,22371,Aaron Baddeley,28.64,401,14
73,0,49947,Taylor Moore,28.64,630,22
75,0,33204,Shane Lowry,28.65,487,17
76,0,32839,Hideki Matsuyama,28.67,516,18
76,0,51997,Andrew Novak,28.67,516,18
76,0,27649,Brandt Snedeker,28.67,172,6
76,0,32333,Kevin Tway,28.67,344,12
80,0,52514,Trace Crowe,28.69,373,13
81,0,57366,Cameron Young,28.70,574,20
82,0,54591,Ben Griffin,28.71,689,24
82,0,57900,Chandler Phillips,28.71,488,17
84,0,55182,Tom Kim,28.72,517,18
84,0,48117,Kurt Kitayama,28.72,517,18
86,0,33486,Roger Sloan,28.73,316,11
87,0,33948,Byeong Hun An,28.76,489,17
88,0,35532,Tom Hoge,28.78,662,23
88,0,46113,Ryan McCormick,28.78,259,9
88,0,52666,Sami Valimaki,28.78,259,9
91,0,34046,Jordan Spieth,28.79,403,14
92,0,37378,Min Woo Lee,28.80,432,15
92,0,36871,Matt NeSmith,28.80,288,10
94,0,45157,Cam Davis,28.82,490,17
94,0,51696,Rico Hoey,28.82,490,17
96,0,52215,Robert MacIntyre,28.85,375,13
96,0,47483,Will Zalatoris,28.85,375,13
98,0,54421,Garrick Higgo,28.86,404,14
98,0,48153,Matthieu Pavon,28.86,404,14
100,0,39324,J.J. Spaun,28.87,433,15
101,0,48084,Wesley Bryan,28.88,231,8
101,0,52513,Carson Young,28.88,462,16
103,0,29221,Webb Simpson,28.90,289,10
104,0,27129,Luke List,28.92,376,13
105,0,31323,Gary Woodland,28.93,434,15
106,0,35506,Mackenzie Hughes,28.95,637,22
106,0,55893,Sam Stevens,28.95,637,22
108,0,37212,Paul Barjon,29.00,87,3
108,0,59442,Parker Coody,29.00,261,9
108,0,29725,Tony Finau,29.00,551,19
108,0,25900,Lucas Glover,29.00,580,20
108,0,38991,Alejandro Tosti,29.00,290,10
113,0,27644,Brian Harman,29.05,610,21
114,0,51287,Ryo Hisatsune,29.06,465,16
114,0,54628,Lee Hodges,29.06,523,18
114,0,39546,Keith Mitchell,29.06,465,16
114,0,34256,Andrew Putnam,29.06,465,16
118,0,40026,Daniel Berger,29.07,407,14
119,0,23108,Matt Kuchar,29.08,378,13
119,0,28775,Nate Lashley,29.08,349,12
119,0,32791,K.H. Lee,29.08,378,13
119,0,34466,Peter Malnati,29.08,349,12
123,0,46340,Alex Smalley,29.09,320,11
123,0,40115,Adam Svensson,29.09,669,23
123,0,30927,Brendon Todd,29.09,640,22
126,0,47420,Jake Knapp,29.12,495,17
126,0,25493,Nick Taylor,29.12,495,17
128,0,27064,Jhonattan Vegas,29.13,437,15
129,0,36699,Patrick Rodgers,29.14,641,22
130,0,50484,Hayden Springer,29.15,379,13
131,0,39997,Corey Conners,29.18,642,22
132,0,32367,Jorge Campillo,29.20,292,10
132,0,33448,Justin Thomas,29.20,438,15
134,0,46441,Robby Shelton,29.21,409,14
135,0,40006,Erik van Rooyen,29.24,497,17
136,0,33408,Tyson Alexander,29.25,351,12
136,0,51349,Nico Echavarria,29.25,468,16
136,0,33399,Adam Hadwin,29.25,468,16
136,0,26596,Ryan Moore,29.25,351,12
140,0,34587,Chan Kim,29.31,469,16
141,0,47983,Chad Ramey,29.33,440,15
141,0,26476,Chez Reavie,29.33,264,9
143,0,48887,Matt Wallace,29.38,382,13
144,0,59836,Pierceson Coody,29.40,441,15
144,0,29908,C.T. Pan,29.40,294,10
144,0,54783,Dylan Wu,29.40,441,15
147,0,59095,Chris Gotterup,29.42,353,12
147,0,27214,Kevin Streelman,29.42,353,12
149,0,56149,Wilson Furr,29.43,206,7
150,0,34255,Joseph Bramlett,29.44,471,16
151,0,32366,Kevin Chappell,29.45,324,11
152,0,45609,Tyler Duncan,29.55,325,11
153,0,60067,Joe Highsmith,29.58,355,12
154,0,40058,Zac Blair,29.60,444,15
154,0,34021,Bud Cauley,29.60,296,10
154,0,47679,Victor Perez,29.60,444,15
154,0,27139,David Skinns,29.60,444,15
158,0,47995,Davis Riley,29.62,385,13
159,0,54576,Patrick Fishburn,29.67,356,12
160,0,36884,Ben Kohles,29.69,475,16
161,0,46414,Aaron Rai,29.70,594,20
162,0,39975,Michael Kim,29.71,416,14
163,0,37275,Sam Ryder,29.75,357,12
164,0,36801,Mark Hubbard,29.78,685,23
165,0,28420,Ryan Brehm,29.80,149,5
166,0,32070,Rafael Campos,29.86,209,7
167,0,50497,Adrien Dumont de Chassart,29.92,359,12
168,0,52453,Nicolai HÃ¸jgaard,30.00,360,12
168,0,27936,Martin Laird,30.00,390,13
168,0,50095,Austin Smotherman,30.00,360,12
171,0,29936,Ryan Fox,30.06,481,16
172,0,34563,Chesson Hadley,30.10,301,10
173,0,34076,Joel Dahmen,30.11,542,18
173,0,52375,Doug Ghim,30.11,572,19
175,0,27770,Camilo Villegas,30.20,151,5
176,0,33968,ThorbjÃ¸rn Olesen,30.22,272,9
177,0,45242,Kevin Yu,30.23,393,13
178,0,51070,Vincent Norrman,30.29,212,7
178,0,48867,Matti Schmid,30.29,424,14
180,0,35310,Lanto Griffin,30.50,488,16
181,0,47988,Nick Hardy,30.53,519,17
182,0,23320,Ryan Palmer,30.83,185,6
183,0,47663,Kevin Dougherty,30.88,247,8
184,0,50493,Justin Suh,30.91,340,11
