RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,02256,Tom Watson,97.2,972,10
2,0,01706,Davis Love III,120.0,1440,12
3,0,20095,Carl Paulson,120.5,1566,13
4,0,01161,Mark Calcavecchia,123.6,1854,15
5,0,06567,Vijay Singh,124.6,1620,13
6,0,01156,Curt Byrum,126.0,1008,8
7,0,01968,Nick Price,133.7,936,7
8,0,01006,John Adams,140.4,1404,10
9,0,08385,Omar Uresti,141.0,1692,12
10,0,01510,Nolan Henke,143.8,1438,10
11,0,02106,Chris Smith,144.0,1440,10
11,0,02170,Hal Sutton,144.0,1584,11
13,0,08931,Glen Day,145.6,1602,11
14,0,06577,John Wilson,145.8,1458,10
15,0,01408,Kelly Gibson,146.6,2052,14
16,0,01226,Fred Couples,148.5,1188,8
17,0,02186,Brian Tennyson,150.0,1350,9
18,0,02246,Duffy Waldorf,150.8,1206,8
19,0,01905,Joe Ozaki,153.0,1224,8
20,0,10585,Scott McCarron,154.8,1548,10
21,0,10203,Bryan Gorman,155.3,1242,8
22,0,20051,Joe Acosta Jr.,159.8,1278,8
23,0,06036,Scott Dunlap,160.0,1440,9
24,0,10649,Tom Scherrer,160.2,1602,10
25,0,01035,Tommy Armour III,160.5,963,6
26,0,10809,Jim Furyk,163.6,1800,11
26,0,01707,Steve Lowery,163.6,1800,11
28,0,02133,Craig Stadler,166.8,1001,6
29,0,06332,Neal Lancaster,166.9,1836,11
30,0,01068,Andy Bean,168.8,1350,8
30,0,01388,Robert Gamez,168.8,1350,8
32,0,19883,Joe Daley,173.3,1386,8
33,0,02101,Joey Sindelar,174.0,1566,9
33,0,02146,Payne Stewart,174.0,1566,9
35,0,01175,Jim Carter,175.1,1926,11
36,0,08375,Paul Stankowski,182.6,1278,7
37,0,06599,John Elliott,183.6,918,5
37,0,01876,Greg Norman,183.6,918,5
39,0,01599,Steve Jones,186.8,1494,8
40,0,01385,Jim Gallagher Jr.,187.7,1314,7
40,0,01823,Larry Mize,187.7,1314,7
42,0,01307,Joel Edwards,188.0,1692,9
43,0,09011,David Duval,191.0,1337,7
44,0,02131,Mike Springer,191.3,1530,8
45,0,01261,Jay Delsing,193.5,1548,8
46,0,01014,Fulton Allem,194.4,972,5
47,0,01864,Larry Nelson,195.4,1368,7
47,0,02115,Taylor Smith,195.4,1368,7
49,0,12626,Joey Gullion,195.8,1566,8
50,0,01133,Billy Ray Brown,198.0,1386,7
50,0,01810,Phil Mickelson,198.0,1386,7
52,0,12782,Tim Herron,200.0,1800,9
53,0,01326,Nick Faldo,201.6,1008,5
54,0,12660,Jesper Parnevik,204.0,1224,6
55,0,01724,Jeff Maggert,204.8,1638,8
56,0,06012,Greg Kraft,208.3,1458,7
57,0,08337,Mike Heinen,213.8,1710,8
57,0,06613,Tommy Tolles,213.8,1710,8
59,0,06124,Patrick Burke,216.0,1296,6
59,0,01334,Keith Fergus,216.0,1512,7
59,0,06643,Paul Goydos,216.0,1512,7
59,0,01527,Scott Hoch,216.0,1728,8
59,0,01553,John Huston,216.0,1512,7
59,0,11032,Frank Lickliter II,216.0,1512,7
65,0,02279,Mark Wiebe,222.0,1332,6
66,0,02242,Lanny Wadkins,223.2,1116,5
67,0,01116,Michael Bradley,223.7,1566,7
68,0,02008,Lee Rinker,225.0,1800,8
69,0,01723,Andrew Magee,228.0,1368,6
70,0,01374,Robin Freeman,229.5,1836,8
70,0,01783,Mark McCumber,229.5,918,4
70,0,01891,David Ogrin,229.5,1836,8
73,0,01313,Steve Elkington,230.4,1152,5
74,0,07867,Woody Austin,234.0,2106,9
74,0,01098,Jay Don Blake,234.0,1638,7
74,0,01200,Keith Clearwater,234.0,1404,6
74,0,08075,Jerry Kelly,234.0,1638,7
78,0,02241,Bobby Wadkins,236.1,1653,7
79,0,07101,Dave Stockton Jr.,236.6,1656,7
80,0,01677,Tom Lehman,237.0,1422,6
81,0,02321,Fuzzy Zoeller,238.5,954,4
82,0,06214,Guy Boros,239.1,1674,7
83,0,02223,Bob Tway,240.0,1440,6
84,0,02135,Mike Standly,241.5,1449,6
85,0,10213,Dicky Pride,243.0,1458,6
86,0,01306,David Edwards,246.0,1476,6
86,0,01329,Brad Faxon,246.0,1476,6
88,0,06617,Brian Henninger,252.0,1512,6
89,0,02023,Clarence Rose,255.0,1530,6
90,0,01682,Wayne Levi,255.6,1278,5
91,0,01249,John Daly,259.2,1296,5
92,0,01040,Emlyn Aubrey,261.0,1044,4
92,0,01060,Dave Barr,261.0,1044,4
92,0,06034,Marco Dawson,261.0,1566,6
92,0,01604,Steve Jurgensen,261.0,1566,6
92,0,01958,Dan Pohl,261.0,1044,4
97,0,02171,Mike Swartz,262.8,1314,5
97,0,02214,Kirk Triplett,262.8,1314,5
99,0,01331,Rick Fehr,266.4,1332,5
100,0,01219,John Cook,267.0,1602,6
101,0,06657,Steve Rintoul,270.0,1350,5
101,0,10215,Charlie Rymer,270.0,1620,6
103,0,01771,Blaine McCallister,273.0,1638,6
104,0,01837,Gil Morgan,274.5,1098,4
105,0,01766,Billy Mayfair,279.0,1674,6
106,0,01096,Phil Blackmar,282.0,1692,6
107,0,06522,Ernie Els,292.5,1170,4
107,0,01487,Jeff Hart,292.5,1170,4
109,0,06527,Steve Stricker,295.2,1476,5
110,0,01203,Russ Cochran,298.8,1494,5
111,0,02167,Mike Sullivan,306.0,1530,5
112,0,01323,Brad Fabel,309.6,1548,5
113,0,01607,Brian Kamm,313.2,1566,5
114,0,02099,Scott Simpson,315.0,1260,4
115,0,02104,Jeff Sluman,317.7,1906,6
116,0,01378,David Frost,319.5,1278,4
117,0,07087,Hugh Royer III,327.6,1638,5
118,0,06315,Pete Jordan,328.5,1314,4
119,0,01971,Dillard Pruitt,333.0,1332,4
120,0,02245,Grant Waite,337.5,1350,4
121,0,01139,Olin Browne,338.4,1692,5
121,0,01549,Mike Hulbert,338.4,1692,5
123,0,20098,Stuart Appleby,342.0,1710,5
123,0,01157,Tom Byrum,342.0,1368,4
125,0,01142,Bart Bryant,346.5,1386,4
126,0,19913,Ron Whittaker,348.0,1044,3
127,0,06066,Gary Rusnak,351.0,1404,4
128,0,01444,Ken Green,361.0,1444,4
129,0,10860,Justin Leonard,363.6,1818,5
130,0,01928,Corey Pavin,364.5,1458,4
130,0,01945,Kenny Perry,364.5,1458,4
132,0,01475,Donnie Hammond,366.0,1098,3
133,0,02218,Ted Tryba,370.8,1854,5
134,0,01414,Bob Gilder,382.5,1530,4
134,0,01761,Len Mattiace,382.5,1530,4
136,0,20259,Hisayuki Sasaki,384.0,1152,3
137,0,06595,Kevin Sutherland,385.2,1926,5
138,0,01569,Peter Jacobsen,385.7,1157,3
139,0,01361,Dan Forsman,390.0,1170,3
140,0,01457,Jay Haas,400.5,1602,4
140,0,02206,David Toms,400.5,1602,4
142,0,01701,Bob Lohr,405.0,1620,4
143,0,01943,Chris Perry,408.0,1224,3
144,0,01072,Chip Beck,414.0,1656,4
144,0,01603,Jeff Julian,414.0,1242,3
144,0,08993,Franklin Langham,414.0,1656,4
144,0,01797,Rocco Mediate,414.0,1242,3
148,0,01185,Brandel Chamblee,420.0,1260,3
149,0,06044,Scott Gump,436.5,1746,4
150,0,01132,Mark Brooks,454.5,1818,4
151,0,02226,Tray Tyner,459.0,918,2
152,0,10425,Jay Williamson,462.0,1386,3
153,0,01196,Brian Claar,468.0,1872,4
153,0,02049,Gene Sauers,468.0,1404,3
155,0,12781,Scott Medlin,477.0,954,2
156,0,01887,Mark O'Meara,480.0,1440,3
157,0,08547,John Maginnes,486.0,1458,3
158,0,02201,Jim Thorpe,495.0,990,2
159,0,01975,Tom Purtzer,498.0,1494,3
160,0,01143,Brad Bryant,499.7,1499,3
161,0,06064,Jeff Gallagher,504.0,1512,3
162,0,01093,Ronnie Black,510.0,1530,3
163,0,06090,Jim McGovern,522.0,1566,3
164,0,01235,Ben Crenshaw,531.0,1062,2
165,0,01577,Lee Janzen,552.0,1656,3
166,0,07235,John Morse,564.0,1692,3
167,0,01320,Bob Estes,576.0,1152,2
167,0,01435,Wayne Grady,576.0,1152,2
169,0,01725,John Mahaffey,585.0,1170,2
170,0,02303,Robert Wrenn,648.0,1296,2
171,0,10505,Shane Bertsch,657.0,1314,2
172,0,01042,Paul Azinger,693.0,1386,2
173,0,01557,John Inman,711.0,1422,2
173,0,02159,Curtis Strange,711.0,1422,2
175,0,06140,Sean Murphy,729.0,1458,2
175,0,02010,Loren Roberts,729.0,1458,2
177,0,01201,Lennie Clements,747.0,1494,2
178,0,02267,D.A. Weibring,954.0,954,1
179,0,01381,Fred Funk,972.0,1944,2
180,0,20505,Lucas Parsons,1008.0,1008,1
180,0,01938,David Peoples,1008.0,1008,1
182,0,01960,Don Pooley,1134.0,1134,1
183,0,01633,Tom Kite,1242.0,1242,1
184,0,01996,Mike Reid,1296.0,1296,1
185,0,01920,Craig Parry,1458.0,1458,1
186,0,10569,Mike Brisky,1494.0,1494,1
187,0,01024,Billy Andrade,1566.0,1566,1
188,0,07267,Allen Doyle,1584.0,1584,1
189,0,01748,Doug Martin,1656.0,1656,1
