RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,01226,Fred Couples,1.79,285,159
2,0,01887,Mark O'Meara,1.72,338,197
3,0,01677,Tom Lehman,1.70,290,171
4,0,01527,Scott Hoch,1.59,364,229
4,0,12660,Jesper Parnevik,1.59,261,164
6,0,01706,Davis Love III,1.57,320,204
7,0,01331,Rick Fehr,1.56,267,171
8,0,02146,Payne Stewart,1.52,337,222
9,0,09011,David Duval,1.51,311,206
10,0,06567,Vijay Singh,1.50,353,235
10,0,02104,Jeff Sluman,1.50,374,250
12,0,01201,Lennie Clements,1.48,296,200
13,0,01116,Michael Bradley,1.47,333,226
13,0,01810,Phil Mickelson,1.47,292,199
15,0,01837,Gil Morgan,1.46,243,167
15,0,06613,Tommy Tolles,1.46,370,253
17,0,01864,Larry Nelson,1.45,308,213
18,0,01457,Jay Haas,1.44,328,227
19,0,01891,David Ogrin,1.43,382,267
20,0,01098,Jay Don Blake,1.42,329,232
20,0,01219,John Cook,1.42,321,226
20,0,01329,Brad Faxon,1.42,336,236
23,0,01161,Mark Calcavecchia,1.41,401,284
23,0,08931,Glen Day,1.41,344,244
23,0,01326,Nick Faldo,1.41,218,155
26,0,01928,Corey Pavin,1.40,278,198
27,0,01797,Rocco Mediate,1.39,243,175
28,0,01943,Chris Perry,1.38,240,174
29,0,01968,Nick Price,1.36,181,133
29,0,01975,Tom Purtzer,1.36,303,223
31,0,10860,Justin Leonard,1.35,369,273
31,0,02010,Loren Roberts,1.35,280,207
33,0,07867,Woody Austin,1.34,431,322
33,0,06522,Ernie Els,1.34,246,183
33,0,01724,Jeff Maggert,1.34,357,266
36,0,01381,Fred Funk,1.33,378,284
36,0,02223,Bob Tway,1.33,271,203
38,0,01042,Paul Azinger,1.32,288,219
38,0,01313,Steve Elkington,1.32,214,162
38,0,01945,Kenny Perry,1.32,308,234
41,0,01577,Lee Janzen,1.31,365,278
42,0,06527,Steve Stricker,1.30,318,244
42,0,02214,Kirk Triplett,1.30,267,206
42,0,02256,Tom Watson,1.30,207,159
42,0,02321,Fuzzy Zoeller,1.30,190,146
46,0,01093,Ronnie Black,1.29,304,235
46,0,06034,Marco Dawson,1.29,338,263
46,0,01553,John Huston,1.29,326,253
46,0,01748,Doug Martin,1.29,305,237
46,0,01876,Greg Norman,1.29,207,161
46,0,02101,Joey Sindelar,1.29,298,231
52,0,01132,Mark Brooks,1.28,377,295
52,0,01323,Brad Fabel,1.28,306,240
54,0,01014,Fulton Allem,1.27,186,146
54,0,02023,Clarence Rose,1.27,284,223
56,0,01203,Russ Cochran,1.26,298,236
