RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,21961,Charles Howell III,36.9,193,523,+1.04
2,0,25720,Chad Collins,37.0,141,381,+1.28
2,0,22913,John Rollins,37.0,126,341,+0.87
4,0,23548,Bill Lunde,37.2,125,336,+2.40
5,0,23800,Bryce Molder,37.5,136,363,+1.62
6,0,20593,Greg Chalmers,38.6,175,453,+0.57
7,0,01948,Tim Petrovic,38.7,160,413,+1.63
8,0,21731,Freddie Jacobson,39.9,150,376,+1.87
8,0,26301,James Nitties,39.9,141,353,+2.06
10,0,25818,Scott Piercy,40.0,181,452,+1.82
11,0,20848,Ángel Cabrera,40.3,124,308,+1.13
12,0,22371,Aaron Baddeley,40.7,187,459,+0.48
12,0,02206,David Toms,40.7,111,273,+1.71
12,0,02239,Scott Verplank,40.7,96,236,+2.08
15,0,27613,David Lutterus,40.8,130,319,+1.69
15,0,20127,Chris Riley,40.8,107,262,+2.34
15,0,25632,Jimmy Walker,40.8,176,431,+1.25
18,0,27120,Troy Matteson,40.9,162,396,+0.62
19,0,23621,Rory Sabbatini,41.1,144,350,+1.74
20,0,24358,Robert Garrigus,41.2,135,328,+1.70
21,0,24138,Ian Poulter,41.9,70,167,+0.86
22,0,20105,Jeff Gove,42.0,89,212,+1.57
23,0,06522,Ernie Els,42.1,131,311,E
23,0,08537,J.P. Hayes,42.1,136,323,+1.10
25,0,01320,Bob Estes,42.3,152,359,+1.78
26,0,24490,George McNeill,42.5,174,409,+0.92
27,0,27330,Josh Teater,42.7,180,422,+3.17
28,0,23409,James Driscoll,42.8,172,402,+1.80
28,0,32102,Rickie Fowler,42.8,171,400,+1.81
30,0,12716,Charley Hoffman,43.2,152,352,+0.79
31,0,27214,Kevin Streelman,43.4,154,355,+2.47
32,0,06643,Paul Goydos,43.5,117,269,+1.79
33,0,12510,Chad Campbell,43.6,140,321,+2.14
34,0,24781,Hunter Mahan,43.8,127,290,+1.18
35,0,26851,Marc Leishman,43.9,176,401,+1.14
35,0,23307,Roger Tambellini,43.9,127,289,+2.28
37,0,10885,Robert Allenby,44.0,128,291,+1.72
37,0,27936,Martin Laird,44.0,183,416,+1.15
39,0,20850,Daniel Chopra,44.3,178,402,+1.40
40,0,01161,Mark Calcavecchia,44.5,81,182,+2.10
40,0,27095,Nick Watney,44.5,157,353,+1.02
42,0,28158,Steve Marino,44.6,144,323,+1.25
42,0,22056,Cameron Percy,44.6,140,314,+1.07
44,0,24846,Ricky Barnes,44.7,200,447,+0.75
44,0,23623,Bo Van Pelt,44.7,187,418,+1.28
46,0,24357,K.J. Choi,44.8,124,277,+1.61
46,0,06621,Joe Durant,44.8,82,183,+2.44
48,0,01313,Steve Elkington,44.9,110,245,+1.27
48,0,01707,Steve Lowery,44.9,118,263,+1.78
48,0,01797,Rocco Mediate,44.9,111,247,+1.80
51,0,01766,Billy Mayfair,45.3,120,265,+1.83
51,0,10423,Mike Weir,45.3,115,254,+1.22
53,0,01619,Skip Kendall,45.4,83,183,+2.77
54,0,23541,Ben Crane,45.5,122,268,+1.15
54,0,27933,John Merrick,45.5,181,398,+2.38
54,0,32640,Troy Merritt,45.5,185,407,+2.70
57,0,21209,Sergio Garcia,45.7,85,186,+0.94
57,0,24024,Zach Johnson,45.7,133,291,+1.20
57,0,21878,Mark Wilson,45.7,144,315,+1.67
60,0,12755,Vance Veazey,45.8,121,264,+2.31
60,0,20160,Charlie Wi,45.8,193,421,+1.09
62,0,23638,Brendon de Jonge,45.9,185,403,+1.51
62,0,25686,Jason Dufner,45.9,133,290,+1.58
64,0,12782,Tim Herron,46.0,192,417,+1.41
64,0,06514,Kevin Johnson,46.0,104,226,+2.50
64,0,28237,Rory McIlroy,46.0,93,202,-0.11
67,0,07363,Craig Bowden,46.1,77,167,+1.43
67,0,21753,Brian Davis,46.1,171,371,+2.46
69,0,28087,Kris Blanks,46.2,147,318,+2.11
69,0,26881,Jarrod Lyle,46.2,98,212,+1.43
71,0,22946,Henrik Bjornstad,46.4,123,265,+2.52
72,0,21949,Joe Ogilvie,46.5,210,452,+1.71
73,0,08725,Tom Gillis,46.6,176,378,+2.16
74,0,06251,Chris DiMarco,46.7,143,306,+1.12
74,0,25892,Steve Wheatcroft,46.7,122,261,+2.70
74,0,26392,Chris Wilson,46.7,127,272,+2.13
77,0,12705,Cliff Kresge,46.9,84,179,+2.02
77,0,24140,Sean O'Hair,46.9,150,320,+1.07
77,0,20691,Greg Owen,46.9,149,318,+3.22
80,0,25562,Andres Romero,47.2,186,394,+1.77
80,0,31560,Brian Stuard,47.2,158,335,+2.09
82,0,27797,Derek Lamely,47.3,181,383,+1.49
82,0,28620,Aron Price,47.3,125,264,+2.32
82,0,22293,Heath Slocum,47.3,134,283,+1.49
85,0,06567,Vijay Singh,47.4,137,289,+0.51
85,0,26951,Johnson Wagner,47.4,170,359,+2.12
87,0,28089,Jason Day,47.5,182,383,+1.81
87,0,28780,Nicholas Thompson,47.5,172,362,+2.85
89,0,20686,Jeev Milkha Singh,47.6,128,269,+1.09
90,0,22046,Geoff Ogilvy,47.7,136,285,+1.69
90,0,12714,Chris Tidland,47.7,154,323,+1.23
92,0,12652,Cameron Beckman,47.8,139,291,+1.65
93,0,01249,John Daly,47.9,136,284,+2.72
94,0,10585,Scott McCarron,48.0,176,367,+1.02
94,0,23788,D.J. Trahan,48.0,199,415,+0.65
96,0,27436,Graham DeLaet,48.1,165,343,+0.30
96,0,30925,Dustin Johnson,48.1,175,364,+1.14
96,0,10425,Jay Williamson,48.1,117,243,+1.88
99,0,01577,Lee Janzen,48.2,173,359,+1.68
100,0,27963,Chris Stroud,48.3,171,354,+1.58
101,0,28307,Matt Every,48.6,121,249,+1.82
102,0,29285,Brent Delahoussaye,48.7,97,199,+3.20
102,0,28475,Jeff Overton,48.7,204,419,+0.93
102,0,26289,Boo Weekley,48.7,150,308,+1.80
105,0,23320,Ryan Palmer,48.9,198,405,+2.02
105,0,23325,Vaughn Taylor,48.9,158,323,+2.09
107,0,24361,Pat Perez,49.0,178,363,+1.52
108,0,20070,Matt Bettencourt,49.1,185,377,+1.57
109,0,29910,Blake Adams,49.2,162,329,+1.85
109,0,06012,Greg Kraft,49.2,97,197,+3.51
109,0,27649,Brandt Snedeker,49.2,177,360,+1.41
112,0,01706,Davis Love III,49.3,145,294,+1.59
113,0,23613,Rich Barcelo,49.4,166,336,+1.87
113,0,20645,John Senden,49.4,191,387,+1.52
113,0,24663,Y.E. Yang,49.4,134,271,+1.79
116,0,26420,Richard Johnson,49.5,136,275,+3.46
116,0,26695,Michael Letzig,49.5,180,364,+1.72
118,0,33419,Cameron Tringale,49.6,117,236,+2.14
119,0,23718,Nathan Green,49.8,207,416,+1.40
119,0,26679,Kevin Stadler,49.8,165,331,+2.06
121,0,25900,Lucas Glover,50.0,142,284,+0.92
121,0,26596,Ryan Moore,50.0,131,262,+2.29
121,0,25190,Jeff Quinney,50.0,159,318,+1.82
124,0,20229,Stewart Cink,50.2,157,313,+0.13
124,0,01724,Jeff Maggert,50.2,136,271,+2.57
124,0,20663,Brenden Pappas,50.2,162,323,+2.10
127,0,28500,Martin Flores,50.4,213,423,+2.07
127,0,27141,J.B. Holmes,50.4,257,510,+0.62
127,0,25240,D.A. Points,50.4,190,377,+1.42
130,0,25804,Bubba Watson,50.5,187,370,-0.11
131,0,24925,Jonathan Byrd,50.6,204,403,+0.39
131,0,08075,Jerry Kelly,50.6,171,338,+0.94
131,0,27060,John Mallinger,50.6,124,245,+4.35
134,0,23349,Charles Warren,50.7,116,229,+1.81
135,0,26300,Matt Jones,50.8,224,441,+0.58
136,0,06004,Stephen Ames,51.0,158,310,+1.90
136,0,20498,Briny Baird,51.0,182,357,+1.48
138,0,23983,Luke Donald,51.3,142,277,+0.63
138,0,24502,Adam Scott,51.3,138,269,+0.87
140,0,07867,Woody Austin,51.4,188,366,+1.60
140,0,23135,Tim Clark,51.4,125,243,+0.24
142,0,10809,Jim Furyk,51.5,120,233,+1.33
142,0,32617,Jerod Turner,51.5,102,198,+2.75
142,0,08385,Omar Uresti,51.5,101,196,+3.17
145,0,20574,Mathew Goggin,51.6,177,343,+2.94
146,0,20378,Mathias Grönberg,51.7,123,238,+1.30
146,0,24912,Will MacKenzie,51.7,154,298,+1.10
146,0,25396,Kevin Na,51.7,178,344,+1.01
149,0,01941,Tom Pernice Jr.,51.8,131,253,+1.53
150,0,10860,Justin Leonard,52.1,160,307,+2.19
150,0,26287,Roland Thatcher,52.1,183,351,+2.35
152,0,06515,Shaun Micheel,52.2,130,249,+2.15
153,0,24507,Jason Bohn,52.4,167,319,+1.50
154,0,20766,Padraig Harrington,52.5,134,255,+0.90
154,0,21350,Ryuji Imada,52.5,210,400,+1.81
154,0,23322,Brett Wetterich,52.5,149,284,+0.87
157,0,23353,J.J. Henry,52.6,183,348,+0.38
157,0,22405,Justin Rose,52.6,170,323,+1.47
159,0,20472,Alex Cejka,52.8,140,265,+2.21
160,0,19846,Brian Gay,52.9,155,293,+1.74
161,0,25345,Carl Pettersson,53.0,219,413,+0.55
161,0,06595,Kevin Sutherland,53.0,179,338,+1.12
163,0,24924,Bill Haas,53.1,189,356,+1.16
163,0,26882,Michael Sim,53.1,137,258,+1.46
165,0,22378,Trevor Immelman,53.3,112,210,+1.52
166,0,01116,Michael Bradley,53.6,186,347,+0.48
167,0,21959,Ted Purdy,53.7,197,367,+2.44
167,0,27770,Camilo Villegas,53.7,160,298,+1.63
169,0,01329,Brad Faxon,54.3,140,258,+3.36
170,0,11123,Chris Couch,54.6,143,262,+0.70
171,0,23673,Michael Connell,55.2,206,373,+1.65
172,0,06527,Steve Stricker,55.3,131,237,+0.46
173,0,01945,Kenny Perry,55.4,129,233,+1.63
173,0,29221,Webb Simpson,55.4,263,475,+1.41
175,0,07457,Steve Flesch,55.6,164,295,+2.07
176,0,30946,Alex Prugh,55.8,250,448,+1.72
177,0,25364,Paul Casey,56.6,129,228,+0.31
177,0,27466,Spencer Levin,56.6,249,440,+2.09
179,0,22621,Ben Curtis,56.8,150,264,+1.80
180,0,01810,Phil Mickelson,56.9,205,360,+1.02
181,0,24227,Justin Bolli,57.2,107,187,+3.74
182,0,22122,Andrew McLardy,58.4,128,219,+2.11
183,0,20157,Retief Goosen,59.0,141,239,+0.99
183,0,08375,Paul Stankowski,59.0,135,229,+1.78
185,0,23108,Matt Kuchar,59.4,192,323,+1.41
185,0,07749,Brett Quigley,59.4,263,443,+1.41
