RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
104,0,12714,Chris Tidland,14.47,136,940,+0.05
105,0,31560,Brian Stuard,14.59,142,973,+0.10
106,0,20127,Chris Riley,14.66,128,873,+0.10
107,0,24781,Hunter Mahan,14.67,136,927,+0.06
108,0,01313,Steve Elkington,14.69,119,810,+0.04
109,0,01329,Brad Faxon,14.70,97,660,+0.25
110,0,01707,Steve Lowery,14.72,112,761,+0.14
111,0,30946,Alex Prugh,14.78,162,1096,+0.01
112,0,26287,Roland Thatcher,14.82,138,931,+0.07
113,0,27770,Camilo Villegas,14.86,115,774,+0.03
114,0,24925,Jonathan Byrd,14.88,168,1129,+0.07
115,0,26301,James Nitties,14.90,166,1114,+0.11
116,0,20105,Jeff Gove,14.92,91,610,+0.33
117,0,23718,Nathan Green,14.95,167,1117,+0.21
118,0,23623,Bo Van Pelt,15.08,182,1207,+0.06
119,0,32102,Rickie Fowler,15.11,173,1145,+0.01
119,0,20691,Greg Owen,15.11,128,847,+0.19
121,0,26392,Chris Wilson,15.21,108,710,+0.08
122,0,20160,Charlie Wi,15.22,187,1229,+0.09
123,0,01161,Mark Calcavecchia,15.28,70,458,+0.17
124,0,06012,Greg Kraft,15.33,82,535,+0.27
125,0,20229,Stewart Cink,15.40,138,896,+0.04
126,0,12652,Cameron Beckman,15.44,126,816,+0.17
127,0,12716,Charley Hoffman,15.58,165,1059,+0.11
128,0,33419,Cameron Tringale,15.59,97,622,+0.06
129,0,24502,Adam Scott,15.60,112,718,-0.01
130,0,24140,Sean O'Hair,15.61,141,903,+0.01
131,0,10885,Robert Allenby,15.62,132,845,-0.02
132,0,27330,Josh Teater,15.71,198,1260,+0.18
133,0,08537,J.P. Hayes,15.73,148,941,+0.14
134,0,27214,Kevin Streelman,15.75,174,1105,+0.09
135,0,26300,Matt Jones,15.76,173,1098,+0.08
136,0,01948,Tim Petrovic,15.77,205,1300,+0.13
137,0,23322,Brett Wetterich,15.83,116,733,-0.06
138,0,28158,Steve Marino,15.96,139,871,+0.10
139,0,20070,Matt Bettencourt,16.04,153,954,+0.07
140,0,20686,Jeev Milkha Singh,16.11,115,714,+0.08
141,0,23983,Luke Donald,16.14,117,725,+0.03
142,0,01810,Phil Mickelson,16.22,126,777,-0.06
143,0,24846,Ricky Barnes,16.27,184,1131,+0.04
143,0,28237,Rory McIlroy,16.27,90,553,+0.12
145,0,06567,Vijay Singh,16.31,128,785,+0.06
146,0,20766,Padraig Harrington,16.33,98,600,-0.02
147,0,12755,Vance Veazey,16.34,107,655,+0.20
148,0,22913,John Rollins,16.44,171,1040,+0.04
149,0,23307,Roger Tambellini,16.47,140,850,+0.14
150,0,01577,Lee Janzen,16.48,158,959,+0.10
151,0,21731,Freddie Jacobson,16.51,176,1066,+0.10
152,0,23788,D.J. Trahan,16.67,188,1128,-0.01
153,0,01320,Bob Estes,16.80,163,970,-0.05
154,0,27141,J.B. Holmes,16.88,202,1197,+0.08
155,0,23621,Rory Sabbatini,16.90,157,929,-0.01
155,0,25804,Bubba Watson,16.90,155,917,+0.01
157,0,20663,Brenden Pappas,17.07,128,750,+0.08
158,0,23613,Rich Barcelo,17.31,135,780,+0.22
159,0,32640,Troy Merritt,17.44,184,1055,+0.10
160,0,27095,Nick Watney,17.50,168,960,-0.01
161,0,28475,Jeff Overton,17.53,170,970,+0.08
162,0,21949,Joe Ogilvie,17.56,207,1179,+0.07
163,0,23320,Ryan Palmer,17.57,171,973,+0.02
164,0,24138,Ian Poulter,17.63,82,465,+0.22
165,0,28089,Jason Day,17.64,172,975,+0.04
166,0,27936,Martin Laird,17.65,192,1088,+0.05
167,0,22056,Cameron Percy,17.71,144,813,+0.01
168,0,25720,Chad Collins,17.72,183,1033,+0.14
169,0,23548,Bill Lunde,17.93,165,920,+0.10
170,0,06522,Ernie Els,18.11,138,762,-0.03
170,0,28500,Martin Flores,18.11,157,867,+0.08
172,0,25562,Andres Romero,18.12,179,988,+0.12
173,0,27120,Troy Matteson,18.23,198,1086,+0.08
174,0,22046,Geoff Ogilvy,18.29,126,689,-0.02
175,0,30925,Dustin Johnson,18.35,158,861,+0.07
176,0,26851,Marc Leishman,18.64,184,987,+0.09
177,0,12782,Tim Herron,18.69,177,947,+0.12
178,0,23409,James Driscoll,18.76,191,1018,+0.02
179,0,27797,Derek Lamely,18.79,164,873,+0.16
180,0,01249,John Daly,18.87,120,636,+0.03
181,0,23800,Bryce Molder,19.02,191,1004,+0.02
182,0,25818,Scott Piercy,19.20,212,1104,+0.09
183,0,27613,David Lutterus,19.30,148,767,+0.12
183,0,10423,Mike Weir,19.30,105,544,+0.23
185,0,22371,Aaron Baddeley,19.31,231,1196,+0.05
186,0,20593,Greg Chalmers,19.62,235,1198,+0.10
187,0,24358,Robert Garrigus,19.88,166,835,+0.13
188,0,20850,Daniel Chopra,20.02,182,909,+0.04
189,0,24490,George McNeill,20.13,193,959,+0.04
190,0,21961,Charles Howell III,21.09,259,1228,-0.03
191,0,20848,Ángel Cabrera,21.83,153,701,-0.04
192,0,25632,Jimmy Walker,23.83,224,940,-0.01
