RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,20436,Garrett Willis,8.23,81,984,+0.15
2,0,19846,Brian Gay,9.44,108,1144,+0.03
3,0,08385,Omar Uresti,9.57,81,846,+0.02
4,0,24227,Justin Bolli,9.72,56,576,+0.09
5,0,23108,Matt Kuchar,9.82,102,1039,-0.04
6,0,22621,Ben Curtis,10.04,92,916,+0.11
7,0,12602,Dean Wilson,10.15,66,650,-0.05
8,0,10809,Jim Furyk,10.32,86,833,E
9,0,06621,Joe Durant,10.39,82,789,+0.12
10,0,20572,Rod Pampling,10.43,101,968,+0.12
11,0,20472,Alex Cejka,10.53,98,931,+0.11
12,0,08075,Jerry Kelly,10.58,121,1144,+0.18
13,0,07363,Craig Bowden,10.68,71,665,+0.21
14,0,23135,Tim Clark,10.69,101,945,+0.13
15,0,01619,Skip Kendall,10.91,74,678,+0.19
16,0,01945,Kenny Perry,11.00,86,782,+0.15
17,0,22122,Andrew McLardy,11.20,68,607,+0.01
18,0,27466,Spencer Levin,11.21,152,1356,E
19,0,08375,Paul Stankowski,11.32,83,733,+0.04
20,0,07457,Steve Flesch,11.36,101,889,-0.05
21,0,27060,John Mallinger,11.50,103,896,+0.02
21,0,25190,Jeff Quinney,11.50,127,1104,+0.07
23,0,06595,Kevin Sutherland,11.52,124,1076,E
24,0,22293,Heath Slocum,11.58,118,1019,+0.04
25,0,26420,Richard Johnson,11.66,118,1012,+0.12
26,0,11123,Chris Couch,11.75,96,817,+0.09
27,0,07749,Brett Quigley,11.80,142,1203,+0.04
28,0,23349,Charles Warren,12.02,91,757,+0.16
29,0,06004,Stephen Ames,12.03,115,956,+0.08
30,0,10860,Justin Leonard,12.19,122,1001,+0.08
31,0,07867,Woody Austin,12.24,140,1144,+0.03
32,0,20157,Retief Goosen,12.33,90,730,-0.06
33,0,23541,Ben Crane,12.34,113,916,+0.03
34,0,28620,Aron Price,12.43,107,861,+0.15
35,0,06643,Paul Goydos,12.47,114,914,+0.11
36,0,09011,David Duval,12.48,94,753,-0.01
37,0,24024,Zach Johnson,12.62,132,1046,+0.14
37,0,25345,Carl Pettersson,12.62,144,1141,+0.16
39,0,24912,Will MacKenzie,12.63,119,942,+0.17
40,0,27302,Garth Mulroy,12.65,73,577,+0.18
41,0,22405,Justin Rose,12.67,122,963,-0.09
42,0,23673,Michael Connell,12.68,135,1065,+0.13
43,0,01724,Jeff Maggert,12.71,111,873,+0.14
44,0,01706,Davis Love III,12.73,116,911,+0.06
45,0,23325,Vaughn Taylor,12.74,139,1091,+0.08
46,0,02239,Scott Verplank,12.77,99,775,+0.09
47,0,08725,Tom Gillis,12.80,160,1250,+0.08
48,0,06514,Kevin Johnson,12.82,86,671,+0.23
48,0,21878,Mark Wilson,12.82,141,1100,+0.11
50,0,20098,Stuart Appleby,12.83,155,1208,-0.05
51,0,24924,Bill Haas,12.84,133,1036,-0.03
51,0,06527,Steve Stricker,12.84,100,779,-0.08
53,0,01797,Rocco Mediate,12.86,108,840,+0.24
53,0,24361,Pat Perez,12.86,148,1151,+0.20
53,0,26882,Michael Sim,12.86,94,731,+0.01
56,0,26596,Ryan Moore,12.88,109,846,-0.05
57,0,20574,Mathew Goggin,12.89,135,1047,+0.16
58,0,23638,Brendon de Jonge,12.95,162,1251,+0.09
59,0,01766,Billy Mayfair,12.96,117,903,E
60,0,06251,Chris DiMarco,12.98,139,1071,+0.04
61,0,21959,Ted Purdy,13.03,132,1013,+0.10
62,0,01941,Tom Pernice Jr.,13.13,105,800,+0.11
63,0,12705,Cliff Kresge,13.20,82,621,-0.05
64,0,24507,Jason Bohn,13.23,134,1013,+0.19
65,0,21350,Ryuji Imada,13.26,153,1154,+0.05
66,0,26695,Michael Letzig,13.34,147,1102,+0.12
67,0,32617,Jerod Turner,13.35,73,547,+0.25
68,0,10585,Scott McCarron,13.40,153,1142,+0.08
69,0,12510,Chad Campbell,13.43,151,1124,+0.11
70,0,29910,Blake Adams,13.44,139,1034,+0.06
71,0,29285,Brent Delahoussaye,13.45,87,647,+0.07
72,0,20378,Mathias Grönberg,13.46,93,691,+0.14
72,0,23353,J.J. Henry,13.46,146,1085,+0.05
74,0,26679,Kevin Stadler,13.52,134,991,+0.09
75,0,25892,Steve Wheatcroft,13.53,107,791,+0.14
76,0,24357,K.J. Choi,13.54,114,842,+0.04
77,0,20645,John Senden,13.55,163,1203,+0.04
78,0,22946,Henrik Bjornstad,13.56,110,811,+0.10
79,0,25364,Paul Casey,13.68,84,614,E
80,0,29221,Webb Simpson,13.70,173,1263,+0.05
80,0,26289,Boo Weekley,13.70,141,1029,+0.16
82,0,24663,Y.E. Yang,13.72,111,809,+0.01
83,0,25900,Lucas Glover,13.73,112,816,+0.05
83,0,02206,David Toms,13.73,133,969,+0.07
83,0,10425,Jay Williamson,13.73,116,845,+0.16
86,0,28087,Kris Blanks,13.77,141,1024,+0.11
87,0,27649,Brandt Snedeker,13.88,143,1030,+0.10
88,0,06515,Shaun Micheel,13.92,102,733,+0.06
89,0,27963,Chris Stroud,13.94,138,990,+0.01
90,0,25396,Kevin Na,13.98,146,1044,+0.05
91,0,28780,Nicholas Thompson,13.99,148,1058,+0.07
92,0,26881,Jarrod Lyle,14.08,89,632,-0.02
93,0,21753,Brian Davis,14.09,174,1235,+0.10
94,0,25240,D.A. Points,14.10,154,1092,+0.07
95,0,27933,John Merrick,14.12,180,1275,+0.14
96,0,20498,Briny Baird,14.18,154,1086,+0.10
97,0,25686,Jason Dufner,14.21,136,957,+0.13
97,0,22378,Trevor Immelman,14.21,83,584,-0.05
99,0,26951,Johnson Wagner,14.24,145,1018,+0.10
100,0,27436,Graham DeLaet,14.29,149,1043,+0.06
101,0,01116,Michael Bradley,14.33,134,935,+0.14
101,0,28307,Matt Every,14.33,100,698,+0.10
103,0,21209,Sergio Garcia,14.43,71,492,+0.01
