RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,27129,Luke List,14
2,0,24140,Sean O'Hair,12
3,0,32839,Hideki Matsuyama,11
4,0,24924,Bill Haas,10
4,0,24361,Pat Perez,10
6,0,27644,Brian Harman,9
6,0,12716,Charley Hoffman,9
6,0,22056,Cameron Percy,9
6,0,22405,Justin Rose,9
6,0,33448,Justin Thomas,9
11,0,12510,Chad Campbell,8
11,0,34174,John Huh,8
11,0,26851,Marc Leishman,8
11,0,30163,Henrik Norlander,8
11,0,46970,Jon Rahm,8
11,0,26476,Chez Reavie,8
11,0,25349,Tim Wilkinson,8
18,0,40026,Daniel Berger,7
18,0,24357,K.J. Choi,7
18,0,25686,Jason Dufner,7
18,0,32102,Rickie Fowler,7
18,0,24358,Robert Garrigus,7
18,0,29420,Billy Horschel,7
18,0,21961,Charles Howell III,7
18,0,39975,Michael Kim,7
18,0,29461,Jamie Lovemark,7
18,0,28237,Rory McIlroy,7
18,0,01810,Phil Mickelson,7
18,0,22046,Geoff Ogilvy,7
18,0,25240,D.A. Points,7
18,0,29223,Sam Saunders,7
18,0,46501,Ollie Schniederjans,7
18,0,29221,Webb Simpson,7
18,0,33419,Cameron Tringale,7
18,0,47128,Richy Werenski,7
36,0,48084,Wesley Bryan,6
36,0,29725,Tony Finau,6
36,0,27896,Ross Fisher,6
36,0,10809,Jim Furyk,6
36,0,25900,Lucas Glover,6
36,0,30925,Dustin Johnson,6
36,0,36689,Brooks Koepka,6
36,0,30944,Jason Kokrak,6
36,0,27936,Martin Laird,6
36,0,26596,Ryan Moore,6
36,0,34213,Grayson Murray,6
36,0,23497,Tag Ridings,6
36,0,48081,Xander Schauffele,6
36,0,34046,Jordan Spieth,6
36,0,33418,Shawn Stefani,6
36,0,34431,Robert Streb,6
36,0,27770,Camilo Villegas,6
53,0,33948,Byeong Hun An,5
53,0,35545,Blayne Barber,5
53,0,24846,Ricky Barnes,5
53,0,40058,Zac Blair,5
53,0,25364,Paul Casey,5
53,0,34021,Bud Cauley,5
53,0,20229,Stewart Cink,5
53,0,27436,Graham DeLaet,5
53,0,21209,Sergio Garcia,5
53,0,19846,Brian Gay,5
53,0,29720,Andres Gonzales,5
53,0,29974,Branden Grace,5
53,0,31646,Emiliano Grillo,5
53,0,34563,Chesson Hadley,5
53,0,33399,Adam Hadwin,5
53,0,46550,Brandon Hagy,5
53,0,34098,Russell Henley,5
53,0,23353,J.J. Henry,5
53,0,31557,Jim Herman,5
53,0,33461,Morgan Hoffmann,5
53,0,35506,Mackenzie Hughes,5
53,0,29222,Billy Hurley III,5
