RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,33448,Justin Thomas,19
2,0,46970,Jon Rahm,16
3,0,24925,Jonathan Byrd,13
4,0,24846,Ricky Barnes,12
5,0,30191,Julián Etulain,11
5,0,36689,Brooks Koepka,11
5,0,34046,Jordan Spieth,11
8,0,29720,Andres Gonzales,10
8,0,26289,Boo Weekley,10
10,0,25900,Lucas Glover,8
10,0,24924,Bill Haas,8
10,0,01810,Phil Mickelson,8
10,0,10213,Dicky Pride,8
10,0,25892,Steve Wheatcroft,8
15,0,28420,Ryan Brehm,7
15,0,48081,Xander Schauffele,7
15,0,02206,David Toms,7
18,0,50666,Matt Gilchrest,6
18,0,36801,Mark Hubbard,6
18,0,27129,Luke List,6
18,0,24138,Ian Poulter,6
22,0,26499,Rafa Cabrera Bello,5
22,0,32448,James Hahn,5
22,0,49298,Kramer Hickok,5
22,0,29478,Kevin Kisner,5
22,0,48117,Kurt Kitayama,5
22,0,31420,Anirban Lahiri,5
22,0,29461,Jamie Lovemark,5
22,0,24912,Will MacKenzie,5
22,0,24781,Hunter Mahan,5
22,0,20160,Charlie Wi,5
22,0,25349,Tim Wilkinson,5
33,0,10885,Robert Allenby,4
33,0,34255,Joseph Bramlett,4
33,0,47504,Sam Burns,4
33,0,32200,Roberto Castro,4
33,0,34021,Bud Cauley,4
33,0,24357,K.J. Choi,4
33,0,45157,Cam Davis,4
33,0,47959,Bryson DeChambeau,4
33,0,21409,Chris Evans,4
33,0,30736,Oscar Fraustro,4
33,0,47988,Nick Hardy,4
33,0,37092,Hyung-Sung Kim,4
33,0,33904,Grant Leaver,4
33,0,01706,Davis Love III,4
33,0,33204,Shane Lowry,4
33,0,24490,George McNeill,4
33,0,27933,John Merrick,4
33,0,32640,Troy Merritt,4
33,0,39546,Keith Mitchell,4
33,0,34213,Grayson Murray,4
33,0,24140,Sean O'Hair,4
33,0,34709,Eddie Pepperell,4
33,0,26476,Chez Reavie,4
33,0,35891,Cameron Smith,4
57,0,19824,Craig Barlow,3
57,0,51567,Will Cannon,3
57,0,23638,Brendon de Jonge,3
57,0,37338,Zecheng Dou,3
57,0,21209,Sergio Garcia,3
57,0,39954,Cody Gribble,3
57,0,29222,Billy Hurley III,3
57,0,34587,Chan Kim,3
57,0,27936,Martin Laird,3
57,0,34466,Peter Malnati,3
57,0,28237,Rory McIlroy,3
57,0,30163,Henrik Norlander,3
57,0,23788,D.J. Trahan,3
70,0,23778,Brad Adamonis,2
70,0,50757,Hugo Bernard,2
70,0,33141,Keegan Bradley,2
70,0,01116,Michael Bradley,2
70,0,28751,Andrew Dodt,2
70,0,35110,Brett Drewitt,2
70,0,24179,David Drysdale,2
70,0,28307,Matt Every,2
70,0,29725,Tony Finau,2
70,0,32102,Rickie Fowler,2
70,0,01381,Fred Funk,2
70,0,32698,Bobby Gates,2
70,0,22892,Jason Gore,2
70,0,34098,Russell Henley,2
70,0,29420,Billy Horschel,2
70,0,30852,Ryo Ishikawa,2
70,0,46736,Austin James,2
70,0,27899,Rikard Karlberg,2
70,0,29378,Daisuke Kataoka,2
70,0,27408,Martin Kaymer,2
70,0,30711,Colt Knost,2
70,0,30944,Jason Kokrak,2
70,0,23108,Matt Kuchar,2
70,0,24748,WC Liang,2
70,0,31202,William McGirt,2
70,0,45729,Drew Nesbitt,2
70,0,26329,Louis Oosthuizen,2
70,0,25661,Bryn Parry,2
70,0,22732,Brian Rowell,2
70,0,37076,Marcelo Rozo,2
70,0,26331,Charl Schwartzel,2
70,0,29078,Chan Shih-chang,2
70,0,34259,Mark Silvers,2
70,0,02106,Chris Smith,2
70,0,46464,Jordan L Smith,2
70,0,35174,Matthew Southgate,2
70,0,24459,Richard Sterne,2
70,0,47363,Toby Tree,2
