course_id,round_number,par,scoring_average_diff,scoring_diff_tendency,yardage,scoring_average,eagles,birdies,pars,bogeys,double_bogeys
406,4,36,+0.043,ABOVE,3975,36.043,0,109,233,71,17
406,4,72,-0.206,BELOW,7992,71.794,3,186,514,142,17
406,3,36,-0.146,BELOW,3969,35.854,1,109,236,72,11
406,3,36,-0.146,BELOW,3945,35.854,2,95,254,70,11
406,3,72,-0.292,BELOW,7914,71.708,3,204,490,142,22
406,2,36,-0.878,BELOW,3966,35.122,2,104,278,50,6
406,2,36,-1.082,BELOW,3992,34.918,3,114,265,53,5
406,2,72,-1.960,BELOW,7958,70.040,5,218,543,103,11
406,1,36,-0.140,BELOW,4035,35.860,2,86,293,56,12
406,1,36,+0.100,ABOVE,4039,36.100,2,95,267,70,15
406,1,72,-0.040,BELOW,8074,71.960,4,181,560,126,27
513,,35,-0.639,BELOW,3650,34.361,9,531,1632,327,20
513,,35,-0.416,BELOW,3593,34.584,12,536,1604,297,66
513,,70,-1.055,BELOW,7243,68.945,21,1067,3236,624,86
513,4,35,-0.857,BELOW,3599,34.143,4,137,408,77,4
513,4,35,-0.501,BELOW,3495,34.499,7,144,380,78,18
513,4,70,-1.358,BELOW,7094,68.642,11,281,788,155,22
513,3,35,-0.270,BELOW,3580,34.730,2,117,419,83,8
513,3,35,-0.114,BELOW,3514,34.886,1,127,405,74,22
513,3,70,-0.384,BELOW,7094,69.616,3,244,824,157,30
513,2,35,-0.985,BELOW,3588,34.015,2,152,394,77,5
513,2,35,-0.400,BELOW,3527,34.600,2,131,405,78,13
513,2,70,-1.385,BELOW,7115,68.615,4,283,799,155,18
513,1,35,-0.443,BELOW,3604,34.557,1,125,411,90,3
513,1,35,-0.642,BELOW,3532,34.358,2,134,414,67,13
513,1,70,-1.085,BELOW,7136,68.915,3,259,825,157,16
752,,35,-0.970,BELOW,3427,34.030,34,902,2561,426,51
752,,35,-0.082,BELOW,3704,34.918,33,772,2461,641,55
752,,70,-1.052,BELOW,7131,68.948,67,1674,5022,1067,106
752,4,35,-0.743,BELOW,3312,34.257,2,130,388,64,9
752,4,35,+0.106,ABOVE,3659,35.106,1,112,373,100,5
752,4,70,-0.637,BELOW,6971,69.363,3,242,761,164,14
752,3,35,-1.164,BELOW,3325,33.836,6,146,381,61,8
752,3,35,-0.119,BELOW,3622,34.881,9,119,360,103,10
752,3,70,-1.283,BELOW,6947,68.717,15,265,741,164,18
752,2,35,-1.006,BELOW,3314,33.994,15,333,848,156,23
752,2,35,+0.084,ABOVE,3623,35.084,11,272,830,231,24
752,2,70,-0.922,BELOW,6937,69.078,26,605,1678,387,47
752,1,35,-0.951,BELOW,3333,34.049,11,293,944,145,11
752,1,35,-0.309,BELOW,3657,34.691,12,269,898,207,16
752,1,70,-1.260,BELOW,6990,68.740,23,562,1842,352,27
250,,36,-1.034,BELOW,3702,34.966,23,521,1315,253,25
250,,35,-0.063,BELOW,3472,34.937,10,464,1308,278,64
250,,71,-1.097,BELOW,7174,69.903,33,985,2623,531,89
250,4,36,-1.137,BELOW,3645,34.863,1,142,316,52,9
250,4,35,-0.017,BELOW,3500,34.983,2,121,305,73,15
250,4,71,-1.154,BELOW,7145,69.846,3,263,621,125,24
250,3,36,-1.035,BELOW,3694,34.965,4,126,346,57,6
250,3,35,+0.183,ABOVE,3479,35.183,3,105,341,71,13
250,3,71,-0.852,BELOW,7173,70.148,7,231,687,128,19
250,2,36,-0.984,BELOW,3679,35.016,7,126,333,68,5
250,2,35,-0.218,BELOW,3468,34.782,2,121,328,71,15
250,2,71,-1.202,BELOW,7147,69.798,9,247,661,139,20
250,1,36,-0.983,BELOW,3715,35.017,11,127,320,76,5
250,1,35,-0.200,BELOW,3469,34.800,3,117,334,63,21
250,1,71,-1.183,BELOW,7184,69.817,14,244,654,139,26
883,,35,+0.018,ABOVE,3667,35.018,13,800,2631,579,100
883,,36,-0.617,BELOW,3764,35.383,49,964,2456,577,84
883,,71,-0.599,BELOW,7431,70.401,62,1764,5087,1156,184
883,4,35,-0.514,BELOW,3626,34.486,0,142,430,84,10
883,4,36,-0.622,BELOW,3646,35.378,8,147,407,92,11
883,4,71,-1.136,BELOW,7272,69.864,8,289,837,176,21
883,3,35,-0.653,BELOW,3612,34.347,2,129,467,70,7
883,3,36,-0.719,BELOW,3649,35.281,5,176,376,107,9
883,3,71,-1.372,BELOW,7261,69.628,7,305,843,177,16
883,2,35,+0.367,ABOVE,3641,35.367,6,273,836,227,45
883,2,36,-0.314,BELOW,3698,35.686,22,308,802,227,33
883,2,71,+0.053,ABOVE,7339,71.053,28,581,1638,454,78
883,1,35,+0.245,ABOVE,3567,35.245,5,256,898,198,38
883,1,36,-0.864,BELOW,3703,35.136,14,333,871,151,31
883,1,71,-0.619,BELOW,7270,70.381,19,589,1769,349,69
709,,36,+1.244,ABOVE,3539,37.244,5,628,2567,879,118
709,,35,+1.606,ABOVE,3846,36.606,8,479,2687,907,117
709,,71,+2.850,ABOVE,7385,73.850,13,1107,5254,1786,235
709,4,36,+0.313,ABOVE,3539,36.313,1,146,421,135,14
709,4,35,+1.838,ABOVE,3846,36.838,0,77,445,173,24
709,4,71,+2.151,ABOVE,7385,73.151,1,223,866,308,38
709,3,36,-0.449,BELOW,3539,35.551,1,153,467,82,14
709,3,35,+1.889,ABOVE,3846,36.889,1,74,451,171,16
709,3,71,+1.440,ABOVE,7385,72.440,2,227,918,253,30
709,2,36,+1.916,ABOVE,3539,37.916,1,163,833,335,40
709,2,35,+1.442,ABOVE,3846,36.442,2,178,876,276,40
709,2,71,+3.358,ABOVE,7385,74.358,3,341,1709,611,80
709,1,36,+1.929,ABOVE,3539,37.929,2,166,846,327,50
709,1,35,+1.506,ABOVE,3846,36.506,5,150,915,287,37
709,1,71,+3.435,ABOVE,7385,74.435,7,316,1761,614,87
931,,35,-0.255,BELOW,3728,34.745,32,808,2461,563,91
931,,36,-1.265,BELOW,3752,34.735,34,1106,2281,463,73
931,,71,-1.520,BELOW,7480,69.480,66,1914,4742,1026,164
931,4,35,-1.492,BELOW,3669,33.508,2,148,388,39,8
931,4,36,-1.109,BELOW,3740,34.891,3,161,339,69,13
931,4,71,-2.601,BELOW,7409,68.399,5,309,727,108,21
931,3,35,-1.076,BELOW,3610,33.924,7,123,394,56,4
931,3,36,-1.954,BELOW,3757,34.046,5,177,349,48,6
931,3,71,-3.030,BELOW,7367,67.970,12,300,743,104,10
931,2,35,+0.077,ABOVE,3691,35.077,15,282,814,228,45
931,2,36,-1.105,BELOW,3738,34.895,16,373,794,172,30
931,2,71,-1.028,BELOW,7429,69.972,31,655,1608,400,75
931,1,35,+0.275,ABOVE,3757,35.275,8,255,865,240,34
931,1,36,-1.197,BELOW,3790,34.803,10,395,799,174,24
931,1,71,-0.922,BELOW,7547,70.078,18,650,1664,414,58
884,,36,-1.434,BELOW,3691,34.566,49,1058,2422,423,37
884,,36,-1.203,BELOW,3637,34.797,60,1029,2370,471,54
884,,72,-2.637,BELOW,7328,69.363,109,2087,4792,894,91
884,4,36,-0.985,BELOW,3632,35.015,5,158,351,77,11
884,4,36,-0.433,BELOW,3552,35.567,5,137,355,96,8
884,4,72,-1.418,BELOW,7184,70.582,10,295,706,173,19
884,3,36,-1.627,BELOW,3635,34.373,8,155,382,54,4
884,3,36,-1.032,BELOW,3564,34.968,13,137,372,70,9
884,3,72,-2.659,BELOW,7199,69.341,21,292,754,124,13
884,2,36,-1.702,BELOW,3607,34.298,18,383,845,127,10
884,2,36,-1.514,BELOW,3554,34.486,18,391,809,146,18
884,2,72,-3.216,BELOW,7161,68.784,36,774,1654,273,28
884,1,36,-1.283,BELOW,3664,34.717,18,362,844,165,12
884,1,36,-1.302,BELOW,3566,34.698,24,364,834,159,19
884,1,72,-2.585,BELOW,7230,69.415,42,726,1678,324,31
977,,35,-0.471,BELOW,3635,34.529,21,877,2563,603,46
977,,35,-0.778,BELOW,3602,34.222,17,908,2637,519,29
977,,70,-1.249,BELOW,7237,68.751,38,1785,5200,1122,75
977,4,35,-0.148,BELOW,3587,34.852,0,138,411,107,10
977,4,35,-1.406,BELOW,3583,33.594,4,174,418,64,4
977,4,70,-1.554,BELOW,7170,68.446,4,312,829,171,14
977,3,35,-0.931,BELOW,3595,34.069,8,151,417,82,8
977,3,35,-0.365,BELOW,3589,34.635,0,124,451,85,6
977,3,70,-1.296,BELOW,7184,68.704,8,275,868,167,14
977,2,35,-0.373,BELOW,3594,34.627,7,291,851,210,16
977,2,35,-0.648,BELOW,3558,34.352,5,303,865,194,10
977,2,70,-1.021,BELOW,7152,68.979,12,594,1716,404,26
977,1,35,-0.499,BELOW,3591,34.501,6,297,884,204,12
977,1,35,-0.802,BELOW,3550,34.198,8,307,903,176,9
977,1,70,-1.301,BELOW,7141,68.699,14,604,1787,380,21
669,,35,-0.989,BELOW,3574,34.011,26,969,2666,491,30
669,,36,-1.231,BELOW,3715,34.769,27,1089,2571,431,61
669,,71,-2.220,BELOW,7289,68.780,53,2058,5237,922,91
669,4,35,-1.351,BELOW,3615,33.649,6,169,444,71,3
669,4,36,-1.689,BELOW,3668,34.311,3,205,414,62,8
669,4,71,-3.040,BELOW,7283,67.960,9,374,858,133,11
669,3,35,-1.156,BELOW,3563,33.844,4,165,446,72,6
669,3,36,-1.105,BELOW,3625,34.895,5,164,444,71,9
669,3,71,-2.261,BELOW,7188,68.739,9,329,890,143,15
669,2,35,-0.284,BELOW,3490,34.716,3,274,901,201,14
669,2,36,-0.800,BELOW,3636,35.200,6,333,866,162,25
669,2,71,-1.084,BELOW,7126,69.916,9,607,1767,363,39
669,1,35,-1.431,BELOW,3519,33.569,13,361,875,147,7
669,1,36,-1.494,BELOW,3652,34.506,13,387,847,136,19
669,1,71,-2.925,BELOW,7171,68.075,26,748,1722,283,26
876,,36,-0.775,BELOW,3637,35.225,25,896,2656,502,41
876,,36,-0.685,BELOW,3733,35.315,22,907,2602,552,33
876,,72,-1.460,BELOW,7370,70.540,47,1803,5258,1054,74
876,4,36,-0.080,BELOW,3625,35.920,1,116,447,92,10
876,4,36,-0.000,BELOW,3746,36.000,1,114,446,97,6
876,4,72,-0.080,BELOW,7371,71.920,2,230,893,189,16
876,3,36,-1.406,BELOW,3605,34.594,6,156,442,60,2
876,3,36,-1.053,BELOW,3684,34.947,3,150,439,70,4
876,3,72,-2.459,BELOW,7289,69.541,9,306,881,130,6
876,2,36,-1.079,BELOW,3629,34.921,12,343,849,165,16
876,2,36,-0.915,BELOW,3742,35.085,10,337,838,189,9
876,2,72,-1.994,BELOW,7371,70.006,22,680,1687,354,25
876,1,36,-0.506,BELOW,3636,35.494,6,281,918,185,13
876,1,36,-0.609,BELOW,3732,35.391,8,306,879,196,14
876,1,72,-1.115,BELOW,7368,70.885,14,587,1797,381,27
503,,35,-1.171,BELOW,3518,33.829,10,595,1654,237,22
503,,35,-1.200,BELOW,3317,33.800,24,653,1527,276,33
503,,70,-2.371,BELOW,6835,67.629,34,1248,3181,513,55
503,4,35,-1.429,BELOW,3501,33.571,1,162,409,52,6
503,4,35,-1.472,BELOW,3242,33.528,6,177,378,56,9
503,4,70,-2.901,BELOW,6743,67.099,7,339,787,108,15
503,3,35,-1.785,BELOW,3519,33.215,4,169,408,47,1
503,3,35,-1.370,BELOW,3288,33.630,4,178,367,73,7
503,3,70,-3.155,BELOW,6807,66.845,8,347,775,120,8
503,2,35,-1.173,BELOW,3536,33.827,3,154,401,66,6
503,2,35,-0.857,BELOW,3281,34.143,7,143,393,79,7
503,2,70,-2.030,BELOW,6817,67.970,10,297,794,145,13
503,1,35,-0.301,BELOW,3512,34.699,2,110,436,72,9
503,1,35,-1.101,BELOW,3244,33.899,7,155,389,68,10
503,1,70,-1.402,BELOW,6756,68.598,9,265,825,140,19
528,,35,+1.675,ABOVE,3728,36.675,18,502,2492,979,122
528,,35,+1.219,ABOVE,3820,36.219,2,505,2687,840,90
528,,70,+2.894,ABOVE,7548,72.894,20,1007,5179,1819,212
528,4,35,+1.338,ABOVE,3736,36.338,2,85,418,137,21
528,4,35,+0.447,ABOVE,3801,35.447,1,106,427,126,4
528,4,70,+1.785,ABOVE,7537,71.785,3,191,845,263,25
528,3,35,+1.472,ABOVE,3661,36.472,4,91,387,163,18
528,3,35,+1.716,ABOVE,3765,36.716,0,76,415,152,18
528,3,70,+3.188,ABOVE,7426,73.188,4,167,802,315,36
528,2,35,+1.674,ABOVE,3731,36.674,3,180,849,315,42
528,2,35,+1.233,ABOVE,3788,36.233,0,167,919,280,35
528,2,70,+2.907,ABOVE,7519,72.907,3,347,1768,595,77
528,1,35,+1.929,ABOVE,3745,36.929,9,146,838,364,41
528,1,35,+1.333,ABOVE,3824,36.333,1,156,926,282,33
528,1,70,+3.262,ABOVE,7569,73.262,10,302,1764,646,74
023,,36,+0.592,ABOVE,3752,36.592,12,379,1374,428,48
023,,36,+0.912,ABOVE,3817,36.912,9,371,1342,449,69
023,,72,+1.504,ABOVE,7569,73.504,21,750,2716,877,117
023,4,36,+1.347,ABOVE,3717,37.347,1,60,293,99,12
023,4,36,+1.596,ABOVE,3747,37.596,2,56,284,112,11
023,4,72,+2.943,ABOVE,7464,74.943,3,116,577,211,23
023,3,36,+0.500,ABOVE,3700,36.500,4,77,289,87,9
023,3,36,+0.693,ABOVE,3776,36.693,2,91,265,92,15
023,3,72,+1.193,ABOVE,7476,73.193,6,168,554,179,24
023,2,36,+0.357,ABOVE,3670,36.357,2,122,399,116,18
023,2,36,+0.864,ABOVE,3744,36.864,4,114,379,135,25
023,2,72,+1.221,ABOVE,7414,73.221,6,236,778,251,43
023,1,36,+0.356,ABOVE,3752,36.356,5,120,393,126,9
023,1,36,+0.629,ABOVE,3811,36.629,1,110,414,110,18
023,1,72,+0.985,ABOVE,7563,72.985,6,230,807,236,27
874,,35,-0.140,BELOW,3496,34.860,31,789,2486,671,48
874,,35,+0.429,ABOVE,3588,35.429,15,684,2492,777,63
874,,70,+0.289,ABOVE,7084,70.289,46,1473,4978,1448,111
874,4,35,-0.694,BELOW,3426,34.306,3,136,392,86,4
874,4,35,-0.116,BELOW,3547,34.884,1,122,385,110,3
874,4,70,-0.810,BELOW,6973,69.190,4,258,777,196,7
874,3,35,-0.784,BELOW,3447,34.216,10,142,368,94,7
874,3,35,-0.131,BELOW,3583,34.869,4,113,396,104,4
874,3,70,-0.915,BELOW,7030,69.085,14,255,764,198,11
874,2,35,+0.200,ABOVE,3449,35.200,10,238,877,238,18
874,2,35,+0.591,ABOVE,3608,35.591,3,235,838,288,22
874,2,70,+0.791,ABOVE,7057,70.791,13,473,1715,526,40
874,1,35,+0.050,ABOVE,3454,35.050,8,273,849,253,19
874,1,35,+0.756,ABOVE,3573,35.756,7,214,873,275,34
874,1,70,+0.806,ABOVE,7027,70.806,15,487,1722,528,53
021,,35,+0.535,ABOVE,3662,35.535,11,554,2360,625,67
021,,35,+0.288,ABOVE,3627,35.288,0,562,2444,570,45
021,,70,+0.823,ABOVE,7289,70.823,11,1116,4804,1195,112
021,4,35,+1.295,ABOVE,3553,36.295,0,93,386,139,17
021,4,35,+0.958,ABOVE,3517,35.958,0,86,411,130,12
021,4,70,+2.253,ABOVE,7070,72.253,0,179,797,269,29
021,3,35,+0.154,ABOVE,3543,35.154,2,99,433,96,9
021,3,35,-0.661,BELOW,3502,34.339,0,135,426,69,8
021,3,70,-0.507,BELOW,7045,69.493,2,234,859,165,17
021,2,35,+0.317,ABOVE,3563,35.317,3,195,750,192,16
021,2,35,+0.301,ABOVE,3548,35.301,0,185,767,197,9
021,2,70,+0.618,ABOVE,7111,70.618,3,380,1517,389,25
021,1,35,+0.546,ABOVE,3599,35.546,6,167,791,198,25
021,1,35,+0.423,ABOVE,3546,35.423,0,156,840,174,16
021,1,70,+0.969,ABOVE,7145,70.969,6,323,1631,372,41
671,,35,-0.153,BELOW,3724,34.847,14,813,2667,622,61
671,,36,-0.273,BELOW,3885,35.727,24,918,2512,633,88
671,,71,-0.426,BELOW,7609,70.574,38,1731,5179,1255,149
671,4,35,-0.847,BELOW,3674,34.153,1,148,474,74,5
671,4,36,-0.897,BELOW,3870,35.103,6,175,419,89,11
671,4,71,-1.744,BELOW,7544,69.256,7,323,893,163,16
671,3,35,-0.564,BELOW,3632,34.436,7,142,448,98,7
671,3,36,-0.885,BELOW,3868,35.115,3,177,424,84,12
671,3,71,-1.449,BELOW,7500,69.551,10,319,872,182,19
671,2,35,+0.163,ABOVE,3667,35.163,2,259,870,211,29
671,2,36,-0.109,BELOW,3840,35.891,12,288,823,217,33
671,2,71,+0.054,ABOVE,7507,71.054,14,547,1693,428,62
671,1,35,+0.089,ABOVE,3661,35.089,4,264,875,239,20
671,1,36,+0.185,ABOVE,3845,36.185,3,278,846,243,32
671,1,71,+0.274,ABOVE,7506,71.274,7,542,1721,482,52
872,,35,+0.278,ABOVE,3709,35.278,15,418,1525,456,34
872,,36,+0.452,ABOVE,3829,36.452,9,481,1425,450,78
872,,71,+0.730,ABOVE,7538,71.730,24,899,2950,906,112
872,4,35,+0.897,ABOVE,3606,35.897,2,93,370,136,11
872,4,36,+0.279,ABOVE,3827,36.279,6,122,353,110,20
872,4,71,+1.176,ABOVE,7433,72.176,8,215,723,246,31
872,3,35,+1.000,ABOVE,3670,36.000,1,92,373,130,16
872,3,36,+0.838,ABOVE,3810,36.838,1,112,353,124,19
872,3,71,+1.838,ABOVE,7480,72.838,2,204,726,254,35
872,2,35,-0.442,BELOW,3629,34.558,4,125,384,95,4
872,2,36,+0.353,ABOVE,3804,36.353,1,120,368,102,20
872,2,71,-0.089,BELOW,7433,70.911,5,245,752,197,24
872,1,35,-0.337,BELOW,3680,34.663,8,108,398,95,3
872,1,36,+0.337,ABOVE,3804,36.337,1,127,351,114,19
872,1,71,-0.000,BELOW,7484,71.000,9,235,749,209,22
925,,35,-0.144,BELOW,3682,34.856,16,620,2447,513,39
