RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
1,0,25804,Bubba Watson,182.88,6400.65,35
2,0,27141,J.B. Holmes,182.55,6571.63,36
3,0,08793,Tiger Woods,182.17,6011.48,33
4,0,01249,John Daly,180.55,4513.82,25
5,0,24358,Robert Garrigus,179.19,10393.28,58
6,0,23322,Brett Wetterich,178.64,8753.43,49
7,0,01810,Phil Mickelson,177.69,5686.14,32
8,0,11123,Chris Couch,177.48,9583.88,54
9,0,21961,Charles Howell III,176.92,9376.97,53
10,0,27095,Nick Watney,176.77,9368.71,53
11,0,12716,Charley Hoffman,176.32,11460.52,65
12,0,23497,Tag Ridings,176.06,4577.47,26
13,0,25900,Lucas Glover,176.04,9506.35,54
14,0,21209,Sergio Garcia,175.61,7551.13,43
15,0,24980,Scott Gutschewski,175.42,4736.44,27
16,0,21528,Henrik Stenson,175.39,4910.82,28
17,0,29718,Anthony Kim,175.27,9639.63,55
18,0,01706,Davis Love III,174.83,7517.50,43
19,0,24924,Bill Haas,174.46,9246.47,53
20,0,24502,Adam Scott,174.23,7840.24,45
21,0,21805,Harrison Frazar,173.71,7469.50,43
22,0,22892,Jason Gore,173.66,9725.09,56
23,0,22371,Aaron Baddeley,173.05,6748.77,39
24,0,20157,Retief Goosen,172.92,4668.76,27
25,0,23349,Charles Warren,172.87,11409.71,66
26,0,20645,John Senden,172.69,10706.96,62
27,0,06522,Ernie Els,172.59,5695.60,33
28,0,24361,Pat Perez,172.52,6210.82,36
29,0,24490,George McNeill,172.41,9654.76,56
30,0,27120,Troy Matteson,172.31,9477.21,55
31,0,20691,Greg Owen,172.18,7231.40,42
32,0,10885,Robert Allenby,171.96,9113.92,53
33,0,22046,Geoff Ogilvy,171.88,8937.93,52
34,0,29476,Kyle Reifers,171.60,5148.00,30
35,0,20766,Padraig Harrington,171.49,5830.67,34
36,0,23353,J.J. Henry,171.18,8216.70,48
37,0,08375,Paul Stankowski,170.95,4273.77,25
38,0,23320,Ryan Palmer,170.91,9058.35,53
39,0,20850,Daniel Chopra,170.90,11621.53,68
40,0,24925,Jonathan Byrd,170.88,8373.01,49
41,0,24140,Sean O'Hair,170.77,10928.97,64
42,0,27702,Matt Hendrix,170.41,6305.11,37
43,0,26882,Michael Sim,170.32,5450.25,32
44,0,26289,Boo Weekley,170.29,8173.96,48
45,0,22378,Trevor Immelman,170.25,6469.42,38
