RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,23613,Rich Barcelo,3637.5,130951,36
2,0,06034,Marco Dawson,3467.4,117890,34
3,0,10809,Jim Furyk,3453.9,176149,51
4,0,20645,John Senden,3397.4,193652,57
5,0,25900,Lucas Glover,3348.1,157360,47
6,0,08793,Tiger Woods,3343.1,100293,30
7,0,06515,Shaun Micheel,3340.6,150328,45
8,0,06373,José María Olazábal,3321.3,73069,22
9,0,21961,Charles Howell III,3314.6,122639,37
10,0,12714,Chris Tidland,3295.2,131808,40
11,0,07867,Woody Austin,3275.7,189991,58
12,0,25892,Steve Wheatcroft,3275.3,104809,32
13,0,01810,Phil Mickelson,3274.5,68764,21
14,0,22212,Craig Lile,3243.5,145959,45
15,0,01320,Bob Estes,3224.8,170914,53
16,0,08375,Paul Stankowski,3216.9,67555,21
17,0,23638,Brendon de Jonge,3208.4,121918,38
18,0,26882,Michael Sim,3176.4,79411,25
19,0,01577,Lee Janzen,3171.3,95139,30
20,0,24457,Jaco Van Zyl,3169.0,91901,29
21,0,24361,Pat Perez,3166.6,98165,31
22,0,20472,Alex Cejka,3148.3,138524,44
23,0,26679,Kevin Stadler,3142.9,150859,48
24,0,21528,Henrik Stenson,3131.6,72027,23
25,0,26951,Johnson Wagner,3118.0,171488,55
26,0,01948,Tim Petrovic,3117.2,165210,53
27,0,22806,Doug LaBelle II,3103.3,176887,57
28,0,06621,Joe Durant,3092.8,120619,39
29,0,24490,George McNeill,3079.0,141634,46
30,0,12510,Chad Campbell,3076.8,150765,49
31,0,23349,Charles Warren,3065.6,174738,57
32,0,11032,Frank Lickliter II,3042.4,170373,56
33,0,01024,Billy Andrade,3041.1,164217,54
34,0,23621,Rory Sabbatini,3038.7,127627,42
35,0,08931,Glen Day,3029.0,102987,34
36,0,21209,Sergio Garcia,3018.9,108679,36
37,0,01473,Todd Hamilton,3018.1,111671,37
38,0,24924,Bill Haas,3013.6,150678,50
39,0,11123,Chris Couch,3013.1,141618,47
40,0,20127,Chris Riley,3005.2,96167,32
41,0,02036,Jim Rutledge,2997.3,59945,20
42,0,02223,Bob Tway,2995.4,176726,59
43,0,21646,David Branshaw,2994.4,146726,49
44,0,22378,Trevor Immelman,2993.7,86816,29
45,0,20859,Anders Hansen,2991.8,86762,29
46,0,01797,Rocco Mediate,2991.4,164529,55
47,0,22913,John Rollins,2988.1,179288,60
48,0,19972,José Coceres,2986.4,104524,35
49,0,28475,Jeff Overton,2984.3,92514,31
50,0,23933,Michael Boyd,2981.1,104339,35
51,0,23497,Tag Ridings,2978.0,74451,25
52,0,10733,Kent Jones,2975.9,169627,57
53,0,20572,Rod Pampling,2964.4,151184,51
54,0,29718,Anthony Kim,2954.9,135925,46
55,0,24357,K.J. Choi,2954.3,138851,47
56,0,21731,Freddie Jacobson,2953.1,106312,36
57,0,28486,Michael Putnam,2948.9,103211,35
58,0,21350,Ryuji Imada,2948.1,191626,65
59,0,24449,Parker McLachlin,2943.3,108903,37
60,0,12602,Dean Wilson,2942.9,138314,47
61,0,01677,Tom Lehman,2938.7,96978,33
62,0,24138,Ian Poulter,2937.9,91076,31
63,0,21959,Ted Purdy,2934.7,146734,50
64,0,06527,Steve Stricker,2933.4,158404,54
65,0,20382,Stephen Leaney,2929.3,125959,43
66,0,26881,Jarrod Lyle,2926.4,119984,41
67,0,20104,Ken Duke,2921.4,131465,45
68,0,08881,Tripp Isenhour,2914.9,110768,38
69,0,08123,Jeff Brehaut,2912.7,87382,30
70,0,22371,Aaron Baddeley,2894.4,95515,33
70,0,24912,Will MacKenzie,2894.4,170770,59
72,0,20160,Charlie Wi,2893.3,138880,48
73,0,20229,Stewart Cink,2891.5,170598,59
74,0,07457,Steve Flesch,2887.6,138604,48
75,0,02101,Joey Sindelar,2882.4,126826,44
76,0,24502,Adam Scott,2881.0,115241,40
77,0,21753,Brian Davis,2873.3,160905,56
78,0,01142,Bart Bryant,2869.1,131978,46
79,0,01381,Fred Funk,2865.7,111764,39
80,0,10423,Mike Weir,2865.0,94545,33
81,0,02246,Duffy Waldorf,2858.7,100056,35
82,0,20850,Daniel Chopra,2856.5,151394,53
83,0,10213,Dicky Pride,2853.7,114148,40
84,0,24507,Jason Bohn,2851.2,76982,27
85,0,01161,Mark Calcavecchia,2849.8,128241,45
86,0,06004,Stephen Ames,2849.5,113980,40
87,0,27963,Chris Stroud,2847.2,93956,33
88,0,27095,Nick Watney,2842.1,133579,47
89,0,24925,Jonathan Byrd,2840.8,110793,39
90,0,26420,Richard Johnson,2835.3,116246,41
91,0,12716,Charley Hoffman,2832.1,150100,53
92,0,20691,Greg Owen,2830.7,93412,33
93,0,23614,Rich Beem,2828.0,149885,53
94,0,25804,Bubba Watson,2826.6,79145,28
95,0,06251,Chris DiMarco,2824.0,107311,38
96,0,10860,Justin Leonard,2823.9,175080,62
97,0,23353,J.J. Henry,2822.7,112907,40
98,0,23800,Bryce Molder,2820.3,73329,26
99,0,27120,Troy Matteson,2816.9,135210,48
100,0,01157,Tom Byrum,2816.3,70408,25
101,0,01706,Davis Love III,2815.4,106987,38
102,0,12660,Jesper Parnevik,2805.0,129031,46
103,0,23623,Bo Van Pelt,2799.3,173554,62
104,0,22046,Geoff Ogilvy,2792.0,131222,47
105,0,10885,Robert Allenby,2786.9,144919,52
106,0,20098,Stuart Appleby,2783.8,141974,51
107,0,20766,Padraig Harrington,2783.0,83491,30
108,0,20623,Gavin Coles,2780.7,127912,46
109,0,10117,Bob Heintz,2776.9,111075,40
109,0,22293,Heath Slocum,2776.9,191604,69
111,0,22405,Justin Rose,2773.8,88762,32
112,0,01766,Billy Mayfair,2768.5,149501,54
113,0,06567,Vijay Singh,2765.4,138270,50
114,0,19846,Brian Gay,2761.3,196049,71
115,0,02206,David Toms,2759.6,126941,46
116,0,25396,Kevin Na,2753.5,118402,43
117,0,21806,Paul Gow,2751.1,110044,40
118,0,20157,Retief Goosen,2742.6,68565,25
119,0,06643,Paul Goydos,2738.7,95854,35
120,0,23718,Nathan Green,2734.9,166828,61
121,0,01707,Steve Lowery,2731.9,114739,42
122,0,22892,Jason Gore,2726.0,141752,52
123,0,20574,Mathew Goggin,2723.2,149777,55
124,0,23983,Luke Donald,2721.4,100692,37
125,0,12782,Tim Herron,2721.0,146932,54
125,0,01928,Corey Pavin,2721.0,103397,38
127,0,25686,Jason Dufner,2715.4,92324,34
128,0,23320,Ryan Palmer,2709.6,124642,46
129,0,12680,Shigeki Maruyama,2708.7,127310,47
130,0,24781,Hunter Mahan,2707.5,119128,44
131,0,27770,Camilo Villegas,2704.7,108189,40
132,0,26596,Ryan Moore,2700.4,129619,48
133,0,07223,Brian Bateman,2697.9,75540,28
134,0,24290,D.J. Brigman,2697.4,94409,35
135,0,06197,Michael Allen,2695.5,83561,31
136,0,25273,Andrew Buckle,2692.7,134634,50
137,0,07749,Brett Quigley,2683.9,77834,29
138,0,20634,Peter Lonard,2677.9,115150,43
139,0,07547,Craig Kanada,2674.3,155112,58
140,0,25190,Jeff Quinney,2667.3,144032,54
141,0,24980,Scott Gutschewski,2660.2,58525,22
142,0,12652,Cameron Beckman,2658.6,124954,47
143,0,23788,D.J. Trahan,2657.7,116937,44
144,0,02104,Jeff Sluman,2656.3,61094,23
145,0,01724,Jeff Maggert,2651.5,132575,50
146,0,21805,Harrison Frazar,2649.6,98036,37
147,0,23322,Brett Wetterich,2648.4,92694,35
148,0,21949,Joe Ogilvie,2642.9,169147,64
149,0,24140,Sean O'Hair,2638.9,158336,60
150,0,06522,Ernie Els,2636.1,65903,25
151,0,22348,Nick O'Hern,2633.9,102723,39
152,0,26289,Boo Weekley,2628.3,84104,32
153,0,06595,Kevin Sutherland,2627.3,139246,53
154,0,02214,Kirk Triplett,2620.8,133661,51
155,0,01388,Robert Gamez,2614.4,128105,49
156,0,27702,Matt Hendrix,2613.7,78410,30
157,0,02239,Scott Verplank,2606.5,127719,49
158,0,22621,Ben Curtis,2604.9,125037,48
159,0,24024,Zach Johnson,2590.5,126935,49
160,0,01941,Tom Pernice Jr.,2590.2,126921,49
161,0,24358,Robert Garrigus,2590.1,139867,54
162,0,26360,Bubba Dickerson,2585.0,56869,22
163,0,23135,Tim Clark,2580.8,118717,46
164,0,27060,John Mallinger,2578.7,136673,53
165,0,20433,Mark Hensby,2572.8,138929,54
166,0,01132,Mark Brooks,2570.5,66834,26
166,0,20378,Mathias Grönberg,2570.5,136234,53
168,0,19803,Ryan Armour,2567.5,156617,61
169,0,25345,Carl Pettersson,2565.4,174445,68
170,0,12705,Cliff Kresge,2562.5,164002,64
171,0,12195,Tom Johnson,2562.1,105045,41
172,0,28158,Steve Marino,2561.9,120408,47
173,0,19824,Craig Barlow,2559.6,51191,20
174,0,01313,Steve Elkington,2553.6,104699,41
175,0,20498,Briny Baird,2550.5,158128,62
176,0,20628,Arron Oberholser,2550.4,122421,48
177,0,27649,Brandt Snedeker,2546.4,152786,60
178,0,10425,Jay Williamson,2545.5,71275,28
179,0,08075,Jerry Kelly,2540.7,149903,59
180,0,20105,Jeff Gove,2527.3,136475,54
181,0,23108,Matt Kuchar,2512.1,113046,45
182,0,27933,John Merrick,2509.3,120444,48
183,0,21660,Jason Schultz,2503.4,62584,25
184,0,21633,Steve Allan,2499.7,84989,34
185,0,01035,Tommy Armour III,2498.0,109910,44
186,0,07363,Craig Bowden,2495.6,97327,39
187,0,21470,Daisuke Maruyama,2482.6,114198,46
188,0,23048,Eric Axley,2478.8,138814,56
189,0,27141,J.B. Holmes,2452.8,66226,27
190,0,29476,Kyle Reifers,2452.4,53952,22
191,0,01945,Kenny Perry,2415.6,103871,43
192,0,22295,Darron Stiles,2411.9,77180,32
193,0,21878,Mark Wilson,2377.5,140271,59
194,0,08537,J.P. Hayes,2283.1,100457,44
195,0,01249,John Daly,2262.0,47503,21
196,0,23325,Vaughn Taylor,2134.4,106721,50
