RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,01139,Olin Browne,15.58,151,969,+2.85
2,0,01388,Robert Gamez,19.86,194,977,+2.01
3,0,08385,Omar Uresti,20.02,175,874,+1.09
3,0,02239,Scott Verplank,20.02,181,904,+0.50
5,0,19913,Ron Whittaker,20.07,113,563,+2.74
6,0,22348,Nick O'Hern,20.18,199,986,+1.71
7,0,22293,Heath Slocum,20.27,243,1199,+1.56
8,0,26476,Chez Reavie,20.45,254,1242,+1.89
9,0,21753,Brian Davis,20.89,296,1417,+1.49
10,0,01142,Bart Bryant,21.03,196,932,+1.94
11,0,06621,Joe Durant,21.10,231,1095,+1.52
12,0,10733,Kent Jones,21.39,163,762,+1.78
13,0,24024,Zach Johnson,21.63,215,994,+1.49
14,0,01766,Billy Mayfair,21.64,285,1317,+1.16
15,0,20105,Jeff Gove,21.84,133,609,+1.88
16,0,06012,Greg Kraft,22.05,153,694,+2.29
17,0,19846,Brian Gay,22.20,266,1198,+1.47
18,0,10425,Jay Williamson,22.23,247,1111,+2.02
19,0,27060,John Mallinger,22.46,261,1162,+1.34
20,0,06643,Paul Goydos,22.70,212,934,+2.17
21,0,10809,Jim Furyk,22.79,240,1053,+1.13
22,0,01313,Steve Elkington,22.80,231,1013,+0.43
23,0,01473,Todd Hamilton,23.09,236,1022,+1.91
24,0,22806,Doug LaBelle II,23.26,164,705,+0.98
25,0,19803,Ryan Armour,23.33,244,1046,+2.50
26,0,07547,Craig Kanada,23.36,178,762,+2.19
27,0,21878,Mark Wilson,23.37,338,1446,+1.57
28,0,22621,Ben Curtis,23.46,206,878,+0.97
29,0,10505,Shane Bertsch,23.56,294,1248,+1.53
30,0,20645,John Senden,23.73,267,1125,+2.28
31,0,20443,Jin Park,23.75,228,960,+1.32
32,0,12826,Paul Claxton,23.80,164,689,+2.56
33,0,20623,Gavin Coles,23.93,146,610,+0.75
34,0,10585,Scott McCarron,24.00,180,750,+1.11
35,0,22892,Jason Gore,24.06,283,1176,+1.24
36,0,25396,Kevin Na,24.07,304,1263,+0.89
37,0,07867,Woody Austin,24.14,296,1226,+0.41
38,0,06197,Michael Allen,24.19,261,1079,+1.80
39,0,21461,Kenneth Ferrie,24.24,200,825,+1.80
40,0,23614,Rich Beem,24.27,266,1096,+1.39
41,0,27963,Chris Stroud,24.45,223,912,+1.75
42,0,24925,Jonathan Byrd,24.51,261,1065,+1.57
43,0,23541,Ben Crane,24.52,254,1036,+0.55
44,0,02223,Bob Tway,24.59,194,789,+0.62
45,0,12652,Cameron Beckman,24.71,252,1020,+1.71
