RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
46,0,20382,Stephen Leaney,24.72,154,623,+2.40
46,0,22548,Patrick Sheehan,24.72,356,1440,+1.12
48,0,01928,Corey Pavin,24.81,192,774,+2.45
49,0,10860,Justin Leonard,24.93,255,1023,+1.10
50,0,01797,Rocco Mediate,25.05,240,958,+1.63
51,0,08075,Jerry Kelly,25.15,259,1030,+1.16
52,0,20572,Rod Pampling,25.27,237,938,+1.65
52,0,20127,Chris Riley,25.27,139,550,+1.15
54,0,01677,Tom Lehman,25.43,134,527,+1.49
55,0,22913,John Rollins,25.52,280,1097,+1.07
56,0,01948,Tim Petrovic,25.63,287,1120,+1.71
57,0,20498,Briny Baird,25.72,340,1322,+0.82
58,0,25349,Tim Wilkinson,25.74,286,1111,+1.54
59,0,28780,Nicholas Thompson,25.79,343,1330,+1.40
60,0,20160,Charlie Wi,25.84,315,1219,+0.89
61,0,10885,Robert Allenby,25.86,307,1187,+1.14
62,0,24663,Y.E. Yang,25.87,284,1098,+1.87
63,0,02002,John Riegger,26.10,232,889,+1.38
64,0,23108,Matt Kuchar,26.18,255,974,+0.75
65,0,11032,Frank Lickliter II,26.19,362,1382,+1.38
66,0,01320,Bob Estes,26.20,311,1187,+0.32
66,0,08845,Scott Sterling,26.20,267,1019,+0.94
68,0,23353,J.J. Henry,26.23,358,1365,+1.37
69,0,08931,Glen Day,26.29,204,776,+1.57
70,0,01161,Mark Calcavecchia,26.33,198,752,+0.40
70,0,20634,Peter Lonard,26.33,291,1105,+0.69
70,0,01724,Jeff Maggert,26.33,287,1090,+1.92
73,0,27933,John Merrick,26.39,280,1061,+1.25
74,0,02206,David Toms,26.42,205,776,+0.59
75,0,12510,Chad Campbell,26.47,310,1171,+1.29
76,0,23320,Ryan Palmer,26.48,219,827,+0.78
77,0,26596,Ryan Moore,26.50,230,868,+1.91
78,0,10875,Todd Demsey,26.54,259,976,+1.16
79,0,24227,Justin Bolli,26.58,269,1012,+1.75
80,0,23349,Charles Warren,26.71,273,1022,+1.14
81,0,01553,John Huston,26.81,181,675,+1.27
81,0,24781,Hunter Mahan,26.81,267,996,+1.27
83,0,23135,Tim Clark,26.82,272,1014,+0.85
84,0,20574,Mathew Goggin,26.86,304,1132,+0.56
85,0,26679,Kevin Stadler,26.97,270,1001,+0.85
86,0,10649,Tom Scherrer,27.08,163,602,+1.90
87,0,20472,Alex Cejka,27.12,224,826,+1.65
87,0,24361,Pat Perez,27.12,297,1095,+0.84
89,0,26668,Marc Turnesa,27.32,286,1047,+1.15
90,0,23788,D.J. Trahan,27.33,293,1072,+1.88
91,0,28089,Jason Day,27.39,287,1048,+1.57
92,0,21949,Joe Ogilvie,27.47,331,1205,+0.88
93,0,27120,Troy Matteson,27.59,336,1218,+1.01
94,0,25190,Jeff Quinney,27.61,278,1007,+1.87
95,0,01035,Tommy Armour III,27.78,252,907,+1.31
96,0,06595,Kevin Sutherland,27.88,339,1216,+0.97
96,0,23325,Vaughn Taylor,27.88,361,1295,+1.44
98,0,20378,Mathias Grönberg,27.90,303,1086,+1.49
99,0,22582,Kyle Thompson,27.93,219,784,+1.83
100,0,26695,Michael Letzig,27.96,286,1023,+1.01
101,0,28158,Steve Marino,28.00,401,1432,+1.27
102,0,06004,Stephen Ames,28.03,257,917,+0.93
103,0,27561,Nick Flanagan,28.07,309,1101,+1.39
104,0,06090,Jim McGovern,28.09,243,865,+1.44
105,0,10423,Mike Weir,28.11,260,925,+0.31
106,0,27613,David Lutterus,28.36,196,691,+2.45
107,0,01941,Tom Pernice Jr.,28.53,386,1353,+1.45
108,0,08537,J.P. Hayes,28.54,248,869,+1.69
109,0,26289,Boo Weekley,28.60,254,888,+1.46
110,0,12309,Bob Sowards,28.61,204,713,+1.81
111,0,07749,Brett Quigley,28.64,287,1002,+0.70
112,0,23621,Rory Sabbatini,28.65,251,876,+1.20
113,0,06575,Dudley Hart,28.73,266,926,+1.54
114,0,21731,Freddie Jacobson,28.85,255,884,+1.29
115,0,06034,Marco Dawson,28.90,211,730,+1.99
116,0,27936,Martin Laird,28.95,337,1164,+1.39
117,0,23125,Brad Elder,28.96,212,732,+1.37
118,0,24912,Will MacKenzie,28.97,226,780,+2.04
119,0,22371,Aaron Baddeley,28.98,242,835,+0.74
120,0,12660,Jesper Parnevik,29.04,295,1016,+1.53
121,0,25364,Paul Casey,29.07,143,492,+2.17
122,0,21959,Ted Purdy,29.08,237,815,+1.60
123,0,12705,Cliff Kresge,29.10,293,1007,+2.01
124,0,12782,Tim Herron,29.28,349,1192,+1.03
125,0,24357,K.J. Choi,29.31,233,795,+0.64
125,0,01577,Lee Janzen,29.31,301,1027,+1.73
127,0,24140,Sean O'Hair,29.32,275,938,+0.98
128,0,12716,Charley Hoffman,29.33,349,1190,+0.92
129,0,06251,Chris DiMarco,29.40,309,1051,+1.04
130,0,01707,Steve Lowery,29.42,271,921,+1.18
131,0,07457,Steve Flesch,29.65,330,1113,+0.70
132,0,27214,Kevin Streelman,29.72,398,1339,+1.03
133,0,25900,Lucas Glover,29.85,343,1149,+1.46
134,0,25345,Carl Pettersson,29.93,399,1333,+0.85
135,0,26951,Johnson Wagner,29.99,281,937,+1.53
136,0,20104,Ken Duke,30.03,436,1452,+0.99
137,0,27770,Camilo Villegas,30.17,264,875,+0.80
138,0,22046,Geoff Ogilvy,30.25,203,671,+1.28
139,0,27095,Nick Watney,30.29,352,1162,+0.97
140,0,26500,Alejandro Cañizares,30.34,172,567,+1.28
140,0,26420,Richard Johnson,30.34,206,679,+1.36
142,0,24449,Parker McLachlin,30.35,329,1084,+0.36
143,0,01024,Billy Andrade,30.38,257,846,+1.40
143,0,21805,Harrison Frazar,30.38,257,846,+0.19
145,0,23718,Nathan Green,30.48,381,1250,+0.84
146,0,24490,George McNeill,30.56,378,1237,+1.30
147,0,12602,Dean Wilson,30.67,391,1275,+1.33
148,0,20433,Mark Hensby,30.72,270,879,+0.89
149,0,23623,Bo Van Pelt,30.83,399,1294,+0.95
150,0,20766,Padraig Harrington,30.95,134,433,-0.37
151,0,06522,Ernie Els,31.03,153,493,+2.22
151,0,01706,Davis Love III,31.03,278,896,+0.50
153,0,22378,Trevor Immelman,31.05,231,744,+2.08
154,0,24138,Ian Poulter,31.14,156,501,+1.09
155,0,24924,Bill Haas,31.15,386,1239,+0.39
156,0,21633,Steve Allan,31.19,204,654,+0.49
157,0,20157,Retief Goosen,31.21,181,580,+1.88
158,0,01945,Kenny Perry,31.23,396,1268,+1.04
159,0,12823,Carlos Franco,31.26,267,854,+0.75
159,0,29718,Anthony Kim,31.26,282,902,-0.14
161,0,25842,Jon Mills,31.33,334,1066,+1.83
162,0,30750,Tommy Gainey,31.53,198,628,+1.77
163,0,27649,Brandt Snedeker,31.61,294,930,+1.22
164,0,20663,Brenden Pappas,31.74,239,753,-0.17
165,0,21350,Ryuji Imada,31.77,298,938,+1.01
166,0,23778,Brad Adamonis,31.83,331,1040,+1.24
166,0,25720,Chad Collins,31.83,275,864,+1.49
168,0,06527,Steve Stricker,32.03,254,793,+0.87
169,0,24358,Robert Garrigus,32.16,375,1166,+0.53
170,0,12680,Shigeki Maruyama,32.17,184,572,+1.47
171,0,23497,Tag Ridings,32.28,356,1103,+1.29
172,0,20098,Stuart Appleby,32.29,298,923,+0.54
173,0,26631,Cody Freeman,32.31,241,746,+1.20
174,0,23797,Brett Rumford,32.32,265,820,+0.79
175,0,21209,Sergio Garcia,32.43,251,774,+0.52
176,0,23540,Jason Allred,32.49,219,674,+1.87
177,0,23048,Eric Axley,32.50,429,1320,+1.82
177,0,21961,Charles Howell III,32.50,388,1194,+0.39
179,0,06573,Brandt Jobe,32.61,211,647,+0.81
179,0,06567,Vijay Singh,32.61,286,877,-0.24
181,0,09011,David Duval,32.90,176,535,+1.25
182,0,26300,Matt Jones,33.42,380,1137,+1.34
183,0,20229,Stewart Cink,33.68,290,861,+0.48
184,0,01226,Fred Couples,33.91,236,696,+0.68
185,0,25804,Bubba Watson,33.94,373,1099,+0.21
186,0,30925,Dustin Johnson,34.25,375,1095,+0.85
187,0,28475,Jeff Overton,34.35,429,1249,+0.93
188,0,23157,Richard Johnson,34.38,318,925,+0.72
189,0,23409,James Driscoll,34.78,361,1038,+1.33
190,0,25594,Travis Perkins,34.98,191,546,+0.89
191,0,01810,Phil Mickelson,35.34,288,815,+0.59
192,0,25632,Jimmy Walker,36.63,304,830,+1.12
193,0,20850,Daniel Chopra,36.95,347,939,+0.49
194,0,27141,J.B. Holmes,37.19,347,933,+0.84
195,0,24502,Adam Scott,37.42,180,481,+0.56
196,0,25562,Andres Romero,38.07,257,675,+1.28
197,0,20848,Ángel Cabrera,39.07,209,535,+1.48
