RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,01139,Olin Browne,80.42,838,1042
2,0,08385,Omar Uresti,74.85,729,974
3,0,22293,Heath Slocum,73.95,1073,1451
4,0,01142,Bart Bryant,73.87,834,1129
5,0,24024,Zach Johnson,73.73,870,1180
6,0,02239,Scott Verplank,73.57,835,1135
7,0,01388,Robert Gamez,73.36,785,1070
8,0,06621,Joe Durant,73.05,854,1169
9,0,26476,Chez Reavie,72.56,989,1363
10,0,21753,Brian Davis,72.47,1090,1504
11,0,20105,Jeff Gove,72.43,465,642
12,0,22348,Nick O'Hern,72.27,808,1118
13,0,01766,Billy Mayfair,72.16,1037,1437
14,0,19913,Ron Whittaker,72.07,480,666
15,0,20623,Gavin Coles,71.99,460,639
16,0,10733,Kent Jones,71.81,619,862
17,0,19846,Brian Gay,71.74,942,1313
18,0,12826,Paul Claxton,70.96,562,792
19,0,06643,Paul Goydos,70.85,773,1091
20,0,21878,Mark Wilson,70.73,1056,1493
21,0,10505,Shane Bertsch,70.54,941,1334
22,0,01313,Steve Elkington,70.43,824,1170
23,0,19803,Ryan Armour,69.88,805,1152
24,0,10425,Jay Williamson,69.73,857,1229
25,0,06197,Michael Allen,69.45,882,1270
26,0,27060,John Mallinger,69.39,918,1323
27,0,07547,Craig Kanada,69.38,571,823
28,0,10809,Jim Furyk,69.37,915,1319
29,0,01928,Corey Pavin,69.22,623,900
30,0,10585,Scott McCarron,69.20,609,880
31,0,02002,John Riegger,69.09,646,935
32,0,08931,Glen Day,69.02,557,807
33,0,20443,Jin Park,68.79,736,1070
34,0,06012,Greg Kraft,68.71,527,767
35,0,20645,John Senden,68.20,875,1283
36,0,21461,Kenneth Ferrie,68.13,607,891
37,0,22806,Doug LaBelle II,68.06,552,811
38,0,22913,John Rollins,67.94,892,1313
39,0,25396,Kevin Na,67.80,916,1351
40,0,10860,Justin Leonard,67.72,902,1332
41,0,22892,Jason Gore,67.71,885,1307
42,0,12652,Cameron Beckman,67.64,744,1100
42,0,23541,Ben Crane,67.64,811,1199
44,0,02223,Bob Tway,67.34,600,891
45,0,20160,Charlie Wi,67.33,909,1350
46,0,24925,Jonathan Byrd,67.31,799,1187
47,0,22621,Ben Curtis,67.20,715,1064
48,0,23614,Rich Beem,66.93,840,1255
49,0,20382,Stephen Leaney,66.91,457,683
50,0,01724,Jeff Maggert,66.89,800,1196
51,0,01473,Todd Hamilton,66.87,858,1283
52,0,28780,Nicholas Thompson,66.85,996,1490
53,0,25349,Tim Wilkinson,66.72,810,1214
54,0,01948,Tim Petrovic,66.53,825,1240
55,0,20127,Chris Riley,66.50,397,597
56,0,01320,Bob Estes,66.48,815,1226
56,0,22548,Patrick Sheehan,66.48,1073,1614
58,0,27963,Chris Stroud,66.38,693,1044
59,0,08075,Jerry Kelly,66.21,776,1172
60,0,07867,Woody Austin,66.19,975,1473
61,0,20498,Briny Baird,66.03,966,1463
62,0,24781,Hunter Mahan,66.02,785,1189
63,0,08845,Scott Sterling,66.00,763,1156
64,0,20634,Peter Lonard,65.91,808,1226
