RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,24138,Ian Poulter,19' 8",4625.083,235
2,0,01797,Rocco Mediate,23' 1",11182.000,485
3,0,01810,Phil Mickelson,23' 2",9097.583,392
4,0,29718,Anthony Kim,23' 5",9869.667,422
5,0,25345,Carl Pettersson,23' 11",15472.833,646
6,0,20433,Mark Hensby,24' 0",10216.583,426
7,0,21959,Ted Purdy,24' 2",7722.083,320
8,0,11032,Frank Lickliter II,24' 3",16719.583,689
9,0,01226,Fred Couples,24' 4",7127.917,293
10,0,20098,Stuart Appleby,24' 5",9657.000,396
10,0,26500,Alejandro Cañizares,24' 5",6958.667,285
12,0,21209,Sergio Garcia,24' 6",9646.000,394
12,0,01724,Jeff Maggert,24' 6",13417.417,548
14,0,20645,John Senden,24' 7",15113.667,614
15,0,12782,Tim Herron,24' 8",13905.000,564
15,0,24663,Y.E. Yang,24' 8",13966.917,566
17,0,24227,Justin Bolli,24' 9",12433.500,502
17,0,01707,Steve Lowery,24' 9",9894.250,400
19,0,24449,Parker McLachlin,24' 10",10749.583,433
19,0,20663,Brenden Pappas,24' 10",7224.833,291
19,0,26951,Johnson Wagner,24' 10",9920.083,399
22,0,06573,Brandt Jobe,24' 11",5474.250,220
22,0,01945,Kenny Perry,24' 11",12671.000,508
24,0,21461,Kenneth Ferrie,25' 0",10597.167,424
24,0,20378,Mathias Grönberg,25' 0",12984.333,519
24,0,12705,Cliff Kresge,25' 0",10644.917,426
24,0,26679,Kevin Stadler,25' 0",12536.833,502
28,0,27933,John Merrick,25' 1",14182.000,565
29,0,27613,David Lutterus,25' 2",6584.667,262
29,0,08385,Omar Uresti,25' 2",11519.750,457
31,0,06595,Kevin Sutherland,25' 3",14053.167,556
32,0,06251,Chris DiMarco,25' 4",12068.417,476
32,0,06522,Ernie Els,25' 4",7065.250,279
32,0,23157,Richard Johnson,25' 4",10319.583,407
32,0,27060,John Mallinger,25' 4",16154.500,638
32,0,23320,Ryan Palmer,25' 4",7878.667,311
37,0,01035,Tommy Armour III,25' 5",10759.500,423
37,0,20229,Stewart Cink,25' 5",9864.500,388
37,0,28780,Nicholas Thompson,25' 5",16334.583,642
40,0,23135,Tim Clark,25' 6",13485.917,529
40,0,22378,Trevor Immelman,25' 6",9161.833,359
40,0,10860,Justin Leonard,25' 6",15726.000,617
40,0,28158,Steve Marino,25' 6",17811.083,698
40,0,27214,Kevin Streelman,25' 6",15268.917,598
40,0,23325,Vaughn Taylor,25' 6",15217.667,596
46,0,28089,Jason Day,25' 7",12128.083,474
46,0,12823,Carlos Franco,25' 7",9850.417,385
46,0,21731,Freddie Jacobson,25' 7",11186.750,437
46,0,01677,Tom Lehman,25' 7",6160.250,241
46,0,28475,Jeff Overton,25' 7",13596.750,531
46,0,20572,Rod Pampling,25' 7",11470.833,448
52,0,24361,Pat Perez,25' 8",14076.667,548
53,0,25364,Paul Casey,25' 9",7257.167,282
53,0,20574,Mathew Goggin,25' 9",16021.167,623
53,0,06575,Dudley Hart,25' 9",10438.250,406
53,0,01706,Davis Love III,25' 9",10969.250,426
53,0,25594,Travis Perkins,25' 9",5078.167,197
53,0,02002,John Riegger,25' 9",12847.750,499
59,0,26420,Richard Johnson,25' 10",7810.083,302
59,0,08075,Jerry Kelly,25' 10",13673.917,530
59,0,23797,Brett Rumford,25' 10",8040.667,311
59,0,27649,Brandt Snedeker,25' 10",12443.333,482
63,0,01388,Robert Gamez,25' 11",15896.250,614
63,0,23353,J.J. Henry,25' 11",18657.917,719
63,0,22293,Heath Slocum,25' 11",17545.583,676
63,0,02206,David Toms,25' 11",10148.667,392
63,0,27770,Camilo Villegas,25' 11",10619.750,410
63,0,25632,Jimmy Walker,25' 11",8173.500,315
69,0,10885,Robert Allenby,26' 0",17151.583,659
69,0,12826,Paul Claxton,26' 0",8135.667,313
69,0,23409,James Driscoll,26' 0",9935.250,382
69,0,20104,Ken Duke,26' 0",16318.833,627
69,0,06621,Joe Durant,26' 0",16390.750,631
69,0,12716,Charley Hoffman,26' 0",14296.833,550
69,0,01766,Billy Mayfair,26' 0",18202.250,701
69,0,25842,Jon Mills,26' 0",10282.417,395
69,0,26476,Chez Reavie,26' 0",15895.250,611
69,0,12309,Bob Sowards,26' 0",7175.083,276
79,0,23541,Ben Crane,26' 1",15399.250,591
79,0,27120,Troy Matteson,26' 1",14264.833,547
79,0,24140,Sean O'Hair,26' 1",11206.667,430
79,0,22046,Geoff Ogilvy,26' 1",9142.917,351
83,0,21753,Brian Davis,26' 2",19623.500,750
83,0,10809,Jim Furyk,26' 2",14530.417,556
83,0,20157,Retief Goosen,26' 2",7188.417,275
83,0,22913,John Rollins,26' 2",14767.833,565
83,0,27963,Chris Stroud,26' 2",12411.667,474
88,0,21805,Harrison Frazar,26' 3",8763.000,334
88,0,23497,Tag Ridings,26' 3",12661.500,482
88,0,25562,Andres Romero,26' 3",7969.750,304
88,0,10425,Jay Williamson,26' 3",16977.417,647
92,0,26695,Michael Letzig,26' 4",12936.583,492
92,0,26596,Ryan Moore,26' 4",11446.167,434
92,0,23349,Charles Warren,26' 4",13277.833,504
95,0,22621,Ben Curtis,26' 5",12083.750,458
95,0,01313,Steve Elkington,26' 5",16046.083,608
95,0,10585,Scott McCarron,26' 5",9848.250,373
95,0,06567,Vijay Singh,26' 5",12057.417,457
99,0,23718,Nathan Green,26' 6",14940.583,564
99,0,22582,Kyle Thompson,26' 6",9455.667,357
101,0,27561,Nick Flanagan,26' 7",13524.917,508
101,0,22548,Patrick Sheehan,26' 7",19146.167,720
103,0,06004,Stephen Ames,26' 8",13423.083,504
103,0,20498,Briny Baird,26' 8",17520.500,658
103,0,24357,K.J. Choi,26' 8",11104.417,416
103,0,24358,Robert Garrigus,26' 8",13299.167,498
103,0,24912,Will MacKenzie,26' 8",10286.167,386
