RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,06567,Vijay Singh,-.080
2,0,21805,Harrison Frazar,-.055
3,0,20663,Brenden Pappas,-.046
4,0,24502,Adam Scott,-.023
5,0,01313,Steve Elkington,-.016
6,0,20766,Padraig Harrington,-.015
7,0,25804,Bubba Watson,-.012
8,0,29718,Anthony Kim,E
9,0,01810,Phil Mickelson,+.006
10,0,06527,Steve Stricker,+.007
11,0,24924,Bill Haas,+.017
12,0,24449,Parker McLachlin,+.020
13,0,07867,Woody Austin,+.022
14,0,08385,Omar Uresti,+.025
15,0,21209,Sergio Garcia,+.033
16,0,22371,Aaron Baddeley,+.034
17,0,24358,Robert Garrigus,+.035
18,0,07457,Steve Flesch,+.036
18,0,21961,Charles Howell III,+.036
20,0,20098,Stuart Appleby,+.039
20,0,12823,Carlos Franco,+.039
22,0,01161,Mark Calcavecchia,+.042
23,0,01226,Fred Couples,+.044
23,0,01320,Bob Estes,+.044
23,0,30925,Dustin Johnson,+.044
26,0,27214,Kevin Streelman,+.045
27,0,21949,Joe Ogilvie,+.047
28,0,20433,Mark Hensby,+.048
29,0,06573,Brandt Jobe,+.049
30,0,23108,Matt Kuchar,+.050
31,0,23135,Tim Clark,+.051
32,0,10885,Robert Allenby,+.056
33,0,23614,Rich Beem,+.058
34,0,20229,Stewart Cink,+.060
34,0,20104,Ken Duke,+.060
34,0,22913,John Rollins,+.060
37,0,23778,Brad Adamonis,+.063
37,0,20623,Gavin Coles,+.063
37,0,10733,Kent Jones,+.063
37,0,01707,Steve Lowery,+.063
41,0,25345,Carl Pettersson,+.064
42,0,01677,Tom Lehman,+.067
42,0,23320,Ryan Palmer,+.067
44,0,10875,Todd Demsey,+.068
44,0,26420,Richard Johnson,+.068
46,0,24140,Sean O'Hair,+.071
47,0,24024,Zach Johnson,+.074
48,0,21350,Ryuji Imada,+.075
48,0,02223,Bob Tway,+.075
50,0,01706,Davis Love III,+.077
51,0,26300,Matt Jones,+.078
51,0,02206,David Toms,+.078
53,0,11032,Frank Lickliter II,+.079
53,0,24781,Hunter Mahan,+.079
53,0,25594,Travis Perkins,+.079
56,0,26695,Michael Letzig,+.080
57,0,12660,Jesper Parnevik,+.082
57,0,23621,Rory Sabbatini,+.082
59,0,20498,Briny Baird,+.083
60,0,20574,Mathew Goggin,+.086
61,0,20848,Ángel Cabrera,+.087
61,0,10860,Justin Leonard,+.087
63,0,22892,Jason Gore,+.088
63,0,02239,Scott Verplank,+.088
65,0,07749,Brett Quigley,+.090
66,0,09011,David Duval,+.092
67,0,08537,J.P. Hayes,+.093
67,0,26679,Kevin Stadler,+.093
69,0,23541,Ben Crane,+.094
69,0,25396,Kevin Na,+.094
71,0,20850,Daniel Chopra,+.095
71,0,23409,James Driscoll,+.095
71,0,12602,Dean Wilson,+.095
74,0,28475,Jeff Overton,+.096
75,0,21731,Freddie Jacobson,+.098
75,0,08845,Scott Sterling,+.098
77,0,23157,Richard Johnson,+.099
78,0,26596,Ryan Moore,+.100
78,0,20160,Charlie Wi,+.100
80,0,06251,Chris DiMarco,+.101
81,0,20634,Peter Lonard,+.102
81,0,10423,Mike Weir,+.102
83,0,26631,Cody Freeman,+.104
84,0,01945,Kenny Perry,+.105
85,0,06004,Stephen Ames,+.109
85,0,06595,Kevin Sutherland,+.109
87,0,06090,Jim McGovern,+.111
88,0,24138,Ian Poulter,+.113
89,0,06034,Marco Dawson,+.114
89,0,10649,Tom Scherrer,+.114
91,0,12680,Shigeki Maruyama,+.115
91,0,23788,D.J. Trahan,+.115
93,0,24361,Pat Perez,+.116
93,0,23623,Bo Van Pelt,+.116
93,0,25632,Jimmy Walker,+.116
96,0,23797,Brett Rumford,+.117
97,0,12716,Charley Hoffman,+.118
98,0,20378,Mathias Grönberg,+.120
98,0,27141,J.B. Holmes,+.120
98,0,20443,Jin Park,+.120
101,0,27120,Troy Matteson,+.121
102,0,10809,Jim Furyk,+.127
102,0,27933,John Merrick,+.127
104,0,12782,Tim Herron,+.128
105,0,23497,Tag Ridings,+.129
105,0,26668,Marc Turnesa,+.129
107,0,01766,Billy Mayfair,+.130
108,0,21753,Brian Davis,+.132
108,0,28158,Steve Marino,+.132
110,0,22293,Heath Slocum,+.134
111,0,21633,Steve Allan,+.135
111,0,20572,Rod Pampling,+.135
113,0,01035,Tommy Armour III,+.138
113,0,20127,Chris Riley,+.138
115,0,10585,Scott McCarron,+.140
115,0,21878,Mark Wilson,+.140
117,0,25349,Tim Wilkinson,+.144
118,0,19913,Ron Whittaker,+.145
119,0,26500,Alejandro Cañizares,+.146
120,0,01724,Jeff Maggert,+.147
121,0,02002,John Riegger,+.148
121,0,25562,Andres Romero,+.148
123,0,06575,Dudley Hart,+.150
123,0,25190,Jeff Quinney,+.150
125,0,12510,Chad Campbell,+.151
125,0,25900,Lucas Glover,+.151
127,0,23718,Nathan Green,+.154
128,0,27060,John Mallinger,+.157
128,0,24490,George McNeill,+.157
128,0,26951,Johnson Wagner,+.157
131,0,23349,Charles Warren,+.158
132,0,01948,Tim Petrovic,+.159
133,0,22806,Doug LaBelle II,+.160
133,0,22348,Nick O'Hern,+.160
135,0,08931,Glen Day,+.162
135,0,08075,Jerry Kelly,+.162
135,0,01797,Rocco Mediate,+.162
138,0,27561,Nick Flanagan,+.163
139,0,24227,Justin Bolli,+.167
140,0,21959,Ted Purdy,+.168
141,0,27770,Camilo Villegas,+.169
142,0,22548,Patrick Sheehan,+.175
142,0,27649,Brandt Snedeker,+.175
144,0,19846,Brian Gay,+.176
145,0,23048,Eric Axley,+.177
146,0,20472,Alex Cejka,+.179
146,0,23353,J.J. Henry,+.179
148,0,24663,Y.E. Yang,+.180
149,0,24357,K.J. Choi,+.181
150,0,06197,Michael Allen,+.182
150,0,06522,Ernie Els,+.182
150,0,22046,Geoff Ogilvy,+.182
153,0,22621,Ben Curtis,+.183
154,0,23125,Brad Elder,+.184
155,0,01024,Billy Andrade,+.186
155,0,25842,Jon Mills,+.186
155,0,28780,Nicholas Thompson,+.186
158,0,24925,Jonathan Byrd,+.187
158,0,23325,Vaughn Taylor,+.187
160,0,28089,Jason Day,+.192
161,0,01473,Todd Hamilton,+.194
162,0,01142,Bart Bryant,+.195
163,0,01941,Tom Pernice Jr.,+.200
163,0,26476,Chez Reavie,+.200
165,0,01577,Lee Janzen,+.201
166,0,21461,Kenneth Ferrie,+.202
167,0,27936,Martin Laird,+.203
168,0,10505,Shane Bertsch,+.204
169,0,23540,Jason Allred,+.206
170,0,01553,John Huston,+.207
171,0,06621,Joe Durant,+.211
172,0,12652,Cameron Beckman,+.214
173,0,27095,Nick Watney,+.215
174,0,24912,Will MacKenzie,+.219
175,0,12705,Cliff Kresge,+.222
176,0,01388,Robert Gamez,+.223
177,0,20105,Jeff Gove,+.226
178,0,26289,Boo Weekley,+.227
179,0,07547,Craig Kanada,+.236
180,0,20157,Retief Goosen,+.240
180,0,12309,Bob Sowards,+.240
182,0,25364,Paul Casey,+.247
183,0,19803,Ryan Armour,+.250
183,0,25720,Chad Collins,+.250
183,0,27613,David Lutterus,+.250
183,0,20645,John Senden,+.250
183,0,22582,Kyle Thompson,+.250
188,0,27963,Chris Stroud,+.256
189,0,01928,Corey Pavin,+.261
190,0,22378,Trevor Immelman,+.263
191,0,06643,Paul Goydos,+.272
192,0,30750,Tommy Gainey,+.274
193,0,20382,Stephen Leaney,+.284
194,0,01139,Olin Browne,+.286
195,0,06012,Greg Kraft,+.300
196,0,10425,Jay Williamson,+.310
197,0,12826,Paul Claxton,+.375
