RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
1,0,24024,Zach Johnson,87.37,1031,1180
2,0,01766,Billy Mayfair,87.06,1251,1437
3,0,22293,Heath Slocum,87.04,1263,1451
4,0,21753,Brian Davis,86.97,1308,1504
5,0,01139,Olin Browne,86.92,930,1070
5,0,01313,Steve Elkington,86.92,1017,1170
7,0,22348,Nick O'Hern,86.76,970,1118
8,0,01142,Bart Bryant,86.36,975,1129
9,0,02239,Scott Verplank,86.17,978,1135
10,0,07867,Woody Austin,85.81,1264,1473
10,0,20645,John Senden,85.81,1101,1283
12,0,06197,Michael Allen,85.35,1084,1270
13,0,21878,Mark Wilson,85.26,1273,1493
14,0,10585,Scott McCarron,85.11,749,880
15,0,01388,Robert Gamez,85.06,934,1098
15,0,06643,Paul Goydos,85.06,928,1091
17,0,22913,John Rollins,85.00,1116,1313
18,0,10809,Jim Furyk,84.84,1119,1319
19,0,10885,Robert Allenby,84.80,1266,1493
20,0,22892,Jason Gore,84.77,1108,1307
21,0,20160,Charlie Wi,84.59,1142,1350
22,0,23541,Ben Crane,84.57,1014,1199
23,0,20574,Mathew Goggin,84.46,1071,1268
24,0,23349,Charles Warren,84.39,930,1102
25,0,26289,Boo Weekley,84.26,980,1163
26,0,01724,Jeff Maggert,84.20,1007,1196
27,0,24781,Hunter Mahan,84.19,1001,1189
28,0,10505,Shane Bertsch,84.18,1123,1334
29,0,23614,Rich Beem,84.14,1056,1255
30,0,06567,Vijay Singh,83.65,916,1095
31,0,24361,Pat Perez,83.58,1074,1285
32,0,01320,Bob Estes,83.57,1048,1254
33,0,01161,Mark Calcavecchia,83.53,771,923
33,0,23353,J.J. Henry,83.53,1258,1506
33,0,06595,Kevin Sutherland,83.53,1141,1366
36,0,08385,Omar Uresti,83.40,859,1030
37,0,02206,David Toms,83.37,792,950
38,0,25396,Kevin Na,83.35,1126,1351
39,0,10860,Justin Leonard,83.33,1110,1332
40,0,27060,John Mallinger,83.07,1099,1323
41,0,11032,Frank Lickliter II,82.93,1234,1488
42,0,24912,Will MacKenzie,82.69,712,861
43,0,28089,Jason Day,82.49,933,1131
44,0,27120,Troy Matteson,82.48,1078,1307
45,0,12510,Chad Campbell,82.46,1081,1311
45,0,01473,Todd Hamilton,82.46,1058,1283
47,0,23621,Rory Sabbatini,82.40,880,1068
48,0,21209,Sergio Garcia,82.35,807,980
49,0,24925,Jonathan Byrd,82.31,977,1187
49,0,23788,D.J. Trahan,82.31,1075,1306
51,0,06251,Chris DiMarco,82.26,997,1212
52,0,26476,Chez Reavie,82.17,1166,1419
53,0,01797,Rocco Mediate,82.13,997,1214
54,0,10423,Mike Weir,81.97,1000,1220
55,0,06004,Stephen Ames,81.88,940,1148
56,0,27095,Nick Watney,81.83,1099,1343
57,0,26596,Ryan Moore,81.77,821,1004
58,0,01945,Kenny Perry,81.76,1103,1349
59,0,01941,Tom Pernice Jr.,81.62,1181,1447
60,0,06573,Brandt Jobe,81.49,590,724
61,0,23135,Tim Clark,81.45,1014,1245
62,0,25900,Lucas Glover,81.40,1033,1269
63,0,24490,George McNeill,81.37,1101,1353
64,0,07457,Steve Flesch,81.36,1078,1325
65,0,20572,Rod Pampling,81.26,906,1115
66,0,23325,Vaughn Taylor,81.24,1169,1439
67,0,20104,Ken Duke,81.23,1311,1614
68,0,24357,K.J. Choi,81.00,797,984
69,0,12716,Charley Hoffman,80.93,1065,1316
70,0,24358,Robert Garrigus,80.91,1013,1252
71,0,21350,Ryuji Imada,80.81,901,1115
72,0,10875,Todd Demsey,80.79,900,1114
73,0,24663,Y.E. Yang,80.76,1003,1242
74,0,28158,Steve Marino,80.75,1338,1657
75,0,01226,Fred Couples,80.72,674,835
76,0,06621,Joe Durant,80.64,1033,1281
77,0,29718,Anthony Kim,80.49,912,1133
78,0,23718,Nathan Green,80.47,1063,1321
79,0,21961,Charles Howell III,80.45,1115,1386
80,0,25364,Paul Casey,80.39,582,724
80,0,25345,Carl Pettersson,80.39,1234,1535
82,0,24924,Bill Haas,80.32,1106,1377
83,0,08537,J.P. Hayes,80.28,749,933
84,0,19803,Ryan Armour,80.22,969,1208
85,0,24140,Sean O'Hair,80.18,906,1130
86,0,01706,Davis Love III,80.17,873,1089
87,0,20634,Peter Lonard,80.11,1027,1282
87,0,01810,Phil Mickelson,80.11,874,1091
89,0,23497,Tag Ridings,80.10,982,1226
90,0,20229,Stewart Cink,80.07,904,1129
91,0,20766,Padraig Harrington,79.97,559,699
92,0,27770,Camilo Villegas,79.95,873,1092
93,0,22046,Geoff Ogilvy,79.93,713,892
93,0,25804,Bubba Watson,79.93,1083,1355
95,0,21949,Joe Ogilvie,79.61,1113,1398
96,0,22371,Aaron Baddeley,79.43,815,1026
96,0,22378,Trevor Immelman,79.43,753,948
98,0,01707,Steve Lowery,79.38,820,1033
99,0,26695,Michael Letzig,79.36,973,1226
100,0,10425,Jay Williamson,79.34,1064,1341
101,0,23623,Bo Van Pelt,79.33,1117,1408
102,0,10733,Kent Jones,79.28,750,946
103,0,20098,Stuart Appleby,79.18,928,1172
104,0,20433,Mark Hensby,79.01,783,991
105,0,20498,Briny Baird,78.79,1241,1575
106,0,27561,Nick Flanagan,78.74,974,1237
107,0,27649,Brandt Snedeker,78.72,925,1175
108,0,30925,Dustin Johnson,78.67,1007,1280
109,0,20105,Jeff Gove,78.51,548,698
110,0,25190,Jeff Quinney,78.44,953,1215
111,0,02002,John Riegger,78.41,799,1019
112,0,08075,Jerry Kelly,78.34,962,1228
113,0,28780,Nicholas Thompson,78.27,1232,1574
114,0,01553,John Huston,78.25,608,777
115,0,22548,Patrick Sheehan,78.10,1348,1726
116,0,21731,Freddie Jacobson,78.00,851,1091
117,0,26668,Marc Turnesa,77.97,945,1212
118,0,07749,Brett Quigley,77.96,870,1116
119,0,22621,Ben Curtis,77.95,873,1120
119,0,20378,Mathias Grönberg,77.95,944,1211
121,0,08845,Scott Sterling,77.90,966,1240
122,0,24138,Ian Poulter,77.84,534,686
123,0,20850,Daniel Chopra,77.76,902,1160
124,0,19846,Brian Gay,77.75,1108,1425
125,0,24502,Adam Scott,77.70,533,686
126,0,27214,Kevin Streelman,77.69,1233,1587
127,0,06527,Steve Stricker,77.68,783,1008
128,0,27963,Chris Stroud,77.66,876,1128
129,0,01035,Tommy Armour III,77.59,831,1071
130,0,06575,Dudley Hart,77.49,802,1035
131,0,23778,Brad Adamonis,77.46,938,1211
132,0,12602,Dean Wilson,77.40,1175,1518
133,0,12705,Cliff Kresge,77.33,904,1169
134,0,12782,Tim Herron,77.32,1043,1349
135,0,27933,John Merrick,77.16,1054,1366
136,0,01677,Tom Lehman,77.00,549,713
136,0,25349,Tim Wilkinson,77.00,1021,1326
138,0,02223,Bob Tway,76.92,750,975
139,0,24227,Justin Bolli,76.73,933,1216
140,0,27936,Martin Laird,76.57,1046,1366
141,0,06522,Ernie Els,76.50,534,698
141,0,27141,J.B. Holmes,76.50,908,1187
143,0,24449,Parker McLachlin,76.28,936,1227
144,0,12660,Jesper Parnevik,76.26,935,1226
145,0,12652,Cameron Beckman,76.24,924,1212
146,0,23108,Matt Kuchar,76.18,937,1230
147,0,26951,Johnson Wagner,76.17,882,1158
148,0,01948,Tim Petrovic,76.04,1028,1352
149,0,23320,Ryan Palmer,75.96,730,961
150,0,20848,Ángel Cabrera,75.91,545,718
151,0,26679,Kevin Stadler,75.89,954,1257
152,0,08931,Glen Day,75.87,676,891
153,0,01928,Corey Pavin,75.84,725,956
154,0,21461,Kenneth Ferrie,75.77,760,1003
154,0,01577,Lee Janzen,75.77,938,1238
156,0,12823,Carlos Franco,75.71,770,1017
157,0,12826,Paul Claxton,75.68,663,876
157,0,20157,Retief Goosen,75.68,613,810
159,0,25562,Andres Romero,75.67,709,937
160,0,20382,Stephen Leaney,75.64,559,739
161,0,20472,Alex Cejka,75.57,789,1044
162,0,28475,Jeff Overton,75.50,1085,1437
163,0,21805,Harrison Frazar,75.42,767,1017
164,0,07547,Craig Kanada,75.30,683,907
165,0,01024,Billy Andrade,75.15,741,986
166,0,21959,Ted Purdy,75.05,710,946
167,0,20443,Jin Park,75.04,887,1182
168,0,06090,Jim McGovern,74.62,779,1044
169,0,23157,Richard Johnson,74.44,798,1072
170,0,19913,Ron Whittaker,74.27,557,750
171,0,26300,Matt Jones,74.17,982,1324
172,0,20623,Gavin Coles,74.03,556,751
173,0,26631,Cody Freeman,73.91,680,920
174,0,22806,Doug LaBelle II,73.82,671,909
175,0,23797,Brett Rumford,73.70,737,1000
176,0,23048,Eric Axley,73.51,1157,1574
177,0,22582,Kyle Thompson,73.46,717,976
178,0,20663,Brenden Pappas,73.01,671,919
179,0,26420,Richard Johnson,72.93,609,835
180,0,25842,Jon Mills,72.64,961,1323
181,0,10649,Tom Scherrer,72.44,565,780
182,0,23125,Brad Elder,72.42,675,932
183,0,23409,James Driscoll,72.14,852,1181
184,0,23540,Jason Allred,72.03,631,876
185,0,09011,David Duval,71.69,509,710
186,0,21633,Steve Allan,71.57,579,809
187,0,06012,Greg Kraft,70.99,624,879
188,0,12309,Bob Sowards,70.86,603,851
189,0,25720,Chad Collins,70.79,710,1003
190,0,27613,David Lutterus,70.77,581,821
191,0,30750,Tommy Gainey,69.74,583,836
192,0,12680,Shigeki Maruyama,69.41,481,693
193,0,25594,Travis Perkins,69.28,512,739
194,0,25632,Jimmy Walker,68.34,695,1017
195,0,26500,Alejandro Cañizares,68.05,492,723
196,0,06034,Marco Dawson,67.94,604,889
197,0,20127,Chris Riley,67.70,480,709
