RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
120,0,27408,Martin Kaymer,20.00,22,110,-22,+11.00
122,0,20645,John Senden,19.86,29,146,-32,-14.00
123,0,22913,John Rollins,19.59,19,97,-17,-9.00
124,0,23320,Ryan Palmer,19.48,30,154,-32,+2.00
125,0,21731,Freddie Jacobson,19.30,22,114,-25,-15.00
126,0,23621,Rory Sabbatini,19.20,24,125,-23,-4.00
127,0,35139,Richard Lee,19.19,19,99,-19,-20.00
128,0,20848,Ángel Cabrera,19.08,25,131,-25,-1.00
129,0,30750,Tommy Gainey,19.05,20,105,-22,-2.00
130,0,23353,J.J. Henry,18.92,21,111,-18,+3.00
131,0,31557,Jim Herman,18.89,17,90,-18,E
132,0,33122,Russell Knox,18.58,21,113,-27,-15.00
133,0,27933,John Merrick,18.52,25,135,-28,-6.00
134,0,20098,Stuart Appleby,18.48,17,92,-17,-29.00
135,0,29479,Scott Brown,18.47,29,157,-25,-13.00
136,0,19846,Brian Gay,18.46,12,65,-15,-8.00
137,0,24361,Pat Perez,18.18,22,121,-22,-21.00
137,0,02206,David Toms,18.18,10,55,-12,-16.00
139,0,29289,S.Y. Noh,17.99,25,139,-27,-17.00
140,0,31323,Gary Woodland,17.84,33,185,-32,+2.00
141,0,31202,William McGirt,17.73,25,141,-25,-21.00
142,0,28500,Martin Flores,17.65,21,119,-18,-11.00
143,0,20104,Ken Duke,17.59,19,108,-18,-14.00
144,0,26300,Matt Jones,17.27,24,139,-28,+4.00
145,0,24781,Hunter Mahan,17.24,25,145,-25,-12.00
146,0,24663,Y.E. Yang,17.20,16,93,-15,-6.00
147,0,34046,Jordan Spieth,17.12,25,146,-25,-13.00
148,0,34021,Bud Cauley,17.07,14,82,-16,-3.00
149,0,35732,Wes Roach,17.05,15,88,-14,+6.00
150,0,08075,Jerry Kelly,16.67,13,78,-14,-22.00
150,0,32640,Troy Merritt,16.67,10,60,-10,-3.00
152,0,34261,Scott Langley,16.50,17,103,-19,-28.00
152,0,35300,Andrew Loupe,16.50,17,103,-19,+3.00
154,0,27466,Spencer Levin,16.42,11,67,-10,-15.00
155,0,22046,Geoff Ogilvy,16.28,21,129,-24,-22.00
156,0,34409,David Lingmerth,16.04,17,106,-19,-2.00
157,0,01724,Jeff Maggert,15.79,9,57,-9,-6.00
158,0,24925,Jonathan Byrd,15.74,17,108,-16,-9.00
159,0,23983,Luke Donald,15.52,9,58,-10,-17.00
160,0,25349,Tim Wilkinson,15.48,13,84,-12,-34.00
161,0,27141,J.B. Holmes,15.17,27,178,-26,+6.00
162,0,30927,Brendon Todd,15.15,15,99,-18,-40.00
163,0,22378,Trevor Immelman,14.81,16,108,-18,-4.00
164,0,28475,Jeff Overton,14.75,18,122,-19,+3.00
165,0,06522,Ernie Els,14.71,20,136,-20,+1.00
166,0,23541,Ben Crane,14.43,14,97,-16,-2.00
167,0,12510,Chad Campbell,14.29,9,63,-9,-7.00
167,0,26758,David Hearn,14.29,14,98,-12,-34.00
169,0,27963,Chris Stroud,14.17,18,127,-17,-2.00
170,0,21209,Sergio Garcia,14.10,11,78,-9,+3.00
171,0,27556,Ted Potter Jr.,13.95,12,86,-12,-9.00
172,0,10423,Mike Weir,13.56,8,59,-9,-5.00
173,0,20593,Greg Chalmers,12.24,12,98,-12,-12.00
174,0,23135,Tim Clark,12.00,6,50,-5,-24.00
175,0,25720,Chad Collins,11.76,8,68,-9,-8.00
176,0,28092,D.H. Lee,11.11,6,54,-7,-8.00
177,0,10860,Justin Leonard,5.13,2,39,-2,-33.00
