RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,27936,Martin Laird,40.98,50,122,-56,-1.00
2,0,32334,Charlie Beljan,35.48,44,124,-50,+2.00
3,0,25900,Lucas Glover,32.32,32,99,-32,+9.00
4,0,27895,Jonas Blixt,31.34,21,67,-22,+7.00
5,0,20498,Briny Baird,30.88,21,68,-16,-10.00
6,0,25686,Jason Dufner,30.67,23,75,-25,-10.00
7,0,25364,Paul Casey,30.56,22,72,-23,-5.00
8,0,24912,Will MacKenzie,30.53,40,131,-41,+5.00
9,0,34360,Patrick Reed,30.23,39,129,-44,-2.00
10,0,34264,Hudson Swafford,30.10,31,103,-32,+4.00
11,0,24358,Robert Garrigus,29.38,52,177,-47,-6.00
12,0,27330,Josh Teater,29.10,39,134,-37,-4.00
13,0,20157,Retief Goosen,29.09,32,110,-25,-8.00
14,0,32448,James Hahn,28.93,35,121,-38,+3.00
15,0,21528,Henrik Stenson,28.42,27,95,-27,-10.00
16,0,30926,Chris Kirk,28.39,44,155,-48,-14.00
17,0,26679,Kevin Stadler,28.28,41,145,-41,-5.00
18,0,29420,Billy Horschel,27.86,39,140,-44,-3.00
19,0,24502,Adam Scott,27.82,37,133,-40,-12.00
20,0,23108,Matt Kuchar,27.73,33,119,-38,-23.00
21,0,32839,Hideki Matsuyama,27.56,35,127,-38,-22.00
22,0,25804,Bubba Watson,27.54,38,138,-42,E
23,0,27644,Brian Harman,27.45,42,153,-46,-13.00
24,0,23623,Bo Van Pelt,27.18,28,103,-33,-16.00
25,0,27120,Troy Matteson,27.06,23,85,-19,E
26,0,10809,Jim Furyk,27.03,20,74,-19,-42.00
27,0,28486,Michael Putnam,26.98,51,189,-47,+3.00
28,0,27064,Jhonattan Vegas,26.95,38,141,-38,-6.00
29,0,29926,Danny Lee,26.77,34,127,-32,-7.00
30,0,30925,Dustin Johnson,26.42,28,106,-31,-6.00
31,0,33141,Keegan Bradley,26.39,38,144,-35,+4.00
32,0,29478,Kevin Kisner,26.36,29,110,-27,-17.00
33,0,20229,Stewart Cink,26.27,31,118,-35,-13.00
33,0,30852,Ryo Ishikawa,26.27,31,118,-30,-8.00
35,0,24024,Zach Johnson,26.15,34,130,-34,-33.00
36,0,36689,Brooks Koepka,26.14,23,88,-22,E
37,0,28780,Nicholas Thompson,26.13,29,111,-33,-12.00
38,0,34099,Harris English,26.04,44,169,-45,-4.00
39,0,33461,Morgan Hoffmann,25.86,45,174,-42,+5.00
40,0,25345,Carl Pettersson,25.79,41,159,-44,-7.00
41,0,32102,Rickie Fowler,25.69,37,144,-36,-9.00
42,0,26596,Ryan Moore,25.64,30,117,-31,-6.00
43,0,06567,Vijay Singh,25.58,33,129,-33,-23.00
43,0,32333,Kevin Tway,25.58,22,86,-21,-7.00
45,0,37273,Derek Ernst,25.37,34,134,-27,+11.00
45,0,29740,Brad Fritsch,25.37,17,67,-15,-6.00
47,0,29518,Brendan Steele,25.36,35,138,-39,-10.00
48,0,23800,Bryce Molder,25.35,18,71,-19,-29.00
49,0,29425,Andrew Svoboda,25.23,27,107,-26,-16.00
50,0,10885,Robert Allenby,25.00,25,100,-23,+2.00
50,0,22405,Justin Rose,25.00,27,108,-29,-1.00
50,0,28132,Tyrone Van Aswegen,25.00,22,88,-21,+1.00
53,0,27436,Graham DeLaet,24.81,33,133,-29,-11.00
54,0,25274,Steven Bowditch,24.70,41,166,-46,+2.00
55,0,21878,Mark Wilson,24.69,20,81,-18,-3.00
56,0,26851,Marc Leishman,24.65,35,142,-41,-13.00
57,0,34098,Russell Henley,24.64,34,138,-36,-3.00
57,0,27770,Camilo Villegas,24.64,34,138,-35,-2.00
59,0,25444,Justin Hicks,24.60,31,126,-28,-24.00
60,0,26331,Charl Schwartzel,24.59,30,122,-32,-12.00
61,0,28259,Sangmoon Bae,24.44,33,135,-34,-10.00
62,0,07867,Woody Austin,24.39,20,82,-20,-21.00
62,0,25834,Daniel Summerhays,24.39,40,164,-42,-19.00
64,0,29221,Webb Simpson,24.24,32,132,-36,-26.00
64,0,32150,Michael Thompson,24.24,24,99,-24,-16.00
66,0,24490,George McNeill,24.14,28,116,-28,-16.00
67,0,28307,Matt Every,24.07,26,108,-24,-9.00
67,0,26329,Louis Oosthuizen,24.07,13,54,-11,+4.00
69,0,24357,K.J. Choi,24.05,19,79,-20,-20.00
70,0,31193,Jim Renner,24.00,18,75,-16,+1.00
71,0,22293,Heath Slocum,23.94,17,71,-19,-18.00
72,0,28237,Rory McIlroy,23.91,33,138,-36,+2.00
73,0,28089,Jason Day,23.88,16,67,-16,-6.00
74,0,25240,D.A. Points,23.86,21,88,-17,+1.00
75,0,34265,Will Wilcox,23.81,20,84,-24,-4.00
76,0,27095,Nick Watney,23.76,24,101,-25,-10.00
77,0,27649,Brandt Snedeker,23.64,26,110,-27,-16.00
78,0,30944,Jason Kokrak,23.61,34,144,-35,+7.00
79,0,25396,Kevin Na,23.45,34,145,-35,-16.00
80,0,23409,James Driscoll,23.40,22,94,-22,-7.00
81,0,01706,Davis Love III,23.30,24,103,-28,+3.00
82,0,20160,Charlie Wi,23.16,22,95,-23,-12.00
83,0,33418,Shawn Stefani,23.15,25,108,-27,-11.00
84,0,26951,Johnson Wagner,22.99,20,87,-23,-1.00
85,0,24140,Sean O'Hair,22.96,31,135,-31,E
86,0,25562,Andres Romero,22.92,33,144,-36,-2.00
87,0,33413,Ben Martin,22.86,24,105,-21,+1.00
88,0,34431,Robert Streb,22.81,26,114,-28,-4.00
89,0,21961,Charles Howell III,22.80,44,193,-46,-24.00
90,0,31560,Brian Stuard,22.73,25,110,-27,-33.00
91,0,22371,Aaron Baddeley,22.32,25,112,-26,-1.00
92,0,27214,Kevin Streelman,22.31,27,121,-29,-8.00
93,0,24924,Bill Haas,22.22,34,153,-36,-16.00
94,0,12716,Charley Hoffman,22.16,37,167,-38,+6.00
95,0,29461,Jamie Lovemark,22.12,25,113,-23,+1.00
96,0,35541,John Peterson,22.03,26,118,-25,+5.00
97,0,30110,Kyle Stanley,22.01,35,159,-32,+8.00
98,0,21753,Brian Davis,21.85,26,119,-28,-28.00
99,0,34563,Chesson Hadley,21.67,26,120,-26,-4.00
100,0,20396,Lee Westwood,21.65,21,97,-24,+2.00
101,0,25632,Jimmy Walker,21.64,37,171,-38,-2.00
102,0,29535,Brice Garnett,21.60,27,125,-26,-7.00
103,0,33419,Cameron Tringale,21.38,34,159,-35,-34.00
104,0,25191,Gonzalo Fernandez-Castaño,21.37,25,117,-26,+9.00
105,0,24846,Ricky Barnes,21.26,27,127,-32,+1.00
106,0,34174,John Huh,21.10,23,109,-24,-11.00
107,0,24494,Erik Compton,21.01,29,138,-30,+1.00
107,0,30692,Scott Stallings,21.01,25,119,-28,-2.00
109,0,32200,Roberto Castro,20.93,18,86,-18,-12.00
110,0,25572,Graeme McDowell,20.75,11,53,-11,-23.00
111,0,32366,Kevin Chappell,20.63,33,160,-34,-4.00
111,0,35539,Luke Guthrie,20.63,26,126,-25,-16.00
113,0,23638,Brendon de Jonge,20.61,34,165,-35,-2.00
114,0,22621,Ben Curtis,20.55,15,73,-16,-9.00
115,0,26289,Boo Weekley,20.41,20,98,-19,-2.00
116,0,01810,Phil Mickelson,20.35,23,113,-23,-4.00
117,0,26956,Bronson La'Cassie,20.34,12,59,-14,-3.00
118,0,24138,Ian Poulter,20.29,14,69,-14,-14.00
119,0,24507,Jason Bohn,20.22,18,89,-18,-22.00
120,0,29222,Billy Hurley III,20.00,16,80,-17,-27.00
