RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,07267,Allen Doyle,80.81,960,1188
2,0,01381,Fred Funk,79.81,1281,1605
3,0,01823,Larry Mize,79.50,768,966
4,0,01968,Nick Price,79.34,622,784
5,0,10809,Jim Furyk,79.01,1039,1315
6,0,01326,Nick Faldo,78.70,495,629
7,0,01306,David Edwards,78.22,765,978
8,0,02010,Loren Roberts,77.67,866,1115
9,0,07235,John Morse,77.59,997,1285
10,0,01139,Olin Browne,77.22,1088,1409
11,0,01748,Doug Martin,77.02,1096,1423
12,0,01157,Tom Byrum,76.81,1053,1371
13,0,01353,Bruce Fleisher,76.73,653,851
14,0,01014,Fulton Allem,76.71,662,863
15,0,02321,Fuzzy Zoeller,76.62,557,727
16,0,01487,Jeff Hart,76.39,841,1101
17,0,01527,Scott Hoch,75.95,922,1214
18,0,02170,Hal Sutton,75.73,1017,1343
19,0,06044,Scott Gump,75.35,1137,1509
20,0,01724,Jeff Maggert,75.26,937,1245
21,0,08547,John Maginnes,75.05,1059,1411
22,0,01996,Mike Reid,74.93,849,1133
23,0,02226,Tray Tyner,74.73,772,1033
24,0,02214,Kirk Triplett,74.49,917,1231
25,0,06621,Joe Durant,74.47,1018,1367
26,0,01175,Jim Carter,74.33,1019,1371
27,0,01960,Don Pooley,74.25,747,1006
28,0,07363,Craig Bowden,74.22,570,768
29,0,01489,Steve Hart,74.02,715,966
30,0,02023,Clarence Rose,73.97,949,1283
31,0,06643,Paul Goydos,73.78,1030,1396
32,0,01766,Billy Mayfair,73.77,928,1258
33,0,02159,Curtis Strange,73.72,606,822
34,0,01619,Skip Kendall,73.58,1047,1423
35,0,01876,Greg Norman,73.56,484,658
36,0,12826,Paul Claxton,73.21,675,922
37,0,11032,Frank Lickliter II,73.16,867,1185
38,0,02242,Lanny Wadkins,72.84,724,994
39,0,02267,D.A. Weibring,72.83,630,865
40,0,01677,Tom Lehman,72.77,692,951
41,0,01771,Blaine McCallister,72.70,863,1187
42,0,08931,Glen Day,72.52,810,1117
42,0,01457,Jay Haas,72.52,768,1059
44,0,02133,Craig Stadler,72.36,678,937
45,0,01633,Tom Kite,72.32,708,979
46,0,01682,Wayne Levi,72.27,675,934
47,0,01346,Ed Fiori,72.21,504,698
48,0,10860,Justin Leonard,72.07,978,1357
49,0,01323,Brad Fabel,72.03,945,1312
50,0,01797,Rocco Mediate,72.02,803,1115
51,0,06124,Patrick Burke,71.95,654,909
52,0,08553,Lee Porter,71.71,811,1131
53,0,06315,Pete Jordan,71.65,1011,1411
54,0,01219,John Cook,71.63,972,1357
55,0,02256,Tom Watson,71.54,480,671
56,0,01133,Billy Ray Brown,71.50,700,979
57,0,01945,Kenny Perry,71.40,809,1133
58,0,01040,Emlyn Aubrey,71.29,715,1003
59,0,01920,Craig Parry,71.22,688,966
60,0,10837,Kevin Burton,71.21,737,1035
61,0,10569,Mike Brisky,70.90,989,1395
62,0,01331,Rick Fehr,70.88,684,965
63,0,02245,Grant Waite,70.81,1009,1425
64,0,01201,Lennie Clements,70.77,869,1228
65,0,19881,Robert Damron,70.66,949,1343
66,0,02101,Joey Sindelar,70.63,1005,1423
67,0,10213,Dicky Pride,70.59,749,1061
68,0,01928,Corey Pavin,70.58,583,826
69,0,01891,David Ogrin,70.49,946,1342
70,0,02104,Jeff Sluman,70.45,963,1367
71,0,08385,Omar Uresti,70.38,993,1411
72,0,01334,Keith Fergus,70.37,570,810
73,0,10457,Frank Nobilo,70.36,591,840
74,0,10962,Bradley Hughes,70.34,766,1089
75,0,01510,Nolan Henke,70.33,806,1146
76,0,01569,Peter Jacobsen,70.25,855,1217
77,0,06144,John Dowdall,70.15,597,851
78,0,20099,Doug Barron,70.08,1007,1437
79,0,02008,Lee Rinker,70.04,928,1325
80,0,02279,Mark Wiebe,69.88,733,1049
81,0,01313,Steve Elkington,69.61,584,839
82,0,01577,Lee Janzen,69.59,945,1358
83,0,01320,Bob Estes,69.41,667,961
84,0,02223,Bob Tway,69.23,882,1274
85,0,12645,Brent Geiberger,69.16,897,1297
86,0,01418,Bill Glasson,69.09,655,948
87,0,01161,Mark Calcavecchia,69.08,896,1297
87,0,01533,P.H. Horgan III,69.08,860,1245
89,0,09011,David Duval,69.05,908,1315
90,0,01943,Chris Perry,69.01,1011,1465
91,0,02246,Duffy Waldorf,69.00,857,1242
92,0,01475,Donnie Hammond,68.91,656,952
93,0,02049,Gene Sauers,68.83,508,738
94,0,08339,Spike McRoy,68.74,651,947
95,0,06090,Jim McGovern,68.70,854,1243
96,0,20229,Stewart Cink,68.65,948,1381
97,0,08793,Tiger Woods,68.62,739,1077
98,0,01035,Tommy Armour III,68.55,900,1313
99,0,20098,Stuart Appleby,68.53,710,1036
99,0,01042,Paul Azinger,68.53,575,839
101,0,01553,John Huston,68.51,718,1048
102,0,10207,Jimmy Johnston,68.49,813,1187
103,0,12660,Jesper Parnevik,68.47,632,923
104,0,01098,Jay Don Blake,68.35,868,1270
105,0,06214,Guy Boros,68.33,755,1105
106,0,01196,Brian Claar,68.13,560,822
107,0,01132,Mark Brooks,68.12,829,1217
108,0,01723,Andrew Magee,67.89,928,1367
109,0,06595,Kevin Sutherland,67.76,803,1185
110,0,01143,Brad Bryant,67.74,739,1091
111,0,01388,Robert Gamez,67.71,776,1146
111,0,10963,Jimmy Green,67.71,776,1146
111,0,06132,Sonny Skinner,67.71,671,991
114,0,02294,Willie Wood,67.69,813,1201
115,0,06575,Dudley Hart,67.60,728,1077
116,0,01706,Davis Love III,67.58,813,1203
117,0,02007,Larry Rinker,67.45,922,1367
118,0,07003,David Berganio Jr.,67.44,781,1158
119,0,08075,Jerry Kelly,67.40,827,1227
120,0,01810,Phil Mickelson,67.33,678,1007
121,0,10505,Shane Bertsch,67.30,780,1159
121,0,02146,Payne Stewart,67.30,782,1162
123,0,21007,Gabriel Hjertstedt,67.10,673,1003
124,0,01361,Dan Forsman,67.06,786,1172
125,0,06036,Scott Dunlap,66.91,841,1257
126,0,06522,Ernie Els,66.87,543,812
127,0,08375,Paul Stankowski,66.86,926,1385
128,0,01203,Russ Cochran,66.85,964,1442
129,0,08537,J.P. Hayes,66.77,886,1327
130,0,01905,Joe Ozaki,66.67,606,909
131,0,01226,Fred Couples,66.58,494,742
132,0,05466,Jack O'Keefe,66.57,697,1047
133,0,01307,Joel Edwards,66.46,854,1285
134,0,01185,Brandel Chamblee,66.27,733,1106
135,0,06617,Brian Henninger,66.23,712,1075
136,0,12663,Phil Tataurangi,66.16,702,1061
137,0,02218,Ted Tryba,66.09,951,1439
138,0,02135,Mike Standly,66.06,792,1199
139,0,01599,Steve Jones,65.70,680,1035
139,0,01975,Tom Purtzer,65.70,567,863
139,0,06581,David Sutherland,65.70,751,1143
142,0,01707,Steve Lowery,65.58,907,1383
143,0,01024,Billy Andrade,65.51,868,1325
144,0,12782,Tim Herron,65.46,925,1413
145,0,02239,Scott Verplank,65.44,568,868
146,0,01761,Len Mattiace,65.30,975,1493
147,0,07867,Woody Austin,65.27,793,1215
148,0,01378,David Frost,65.21,611,937
149,0,02100,Tim Simpson,65.07,572,879
150,0,01288,Ed Dougherty,64.98,590,908
151,0,02292,Bob Wolcott,64.88,643,991
152,0,01864,Larry Nelson,64.76,487,752
153,0,02099,Scott Simpson,64.70,724,1119
154,0,06012,Greg Kraft,64.69,940,1453
155,0,01374,Robin Freeman,64.54,586,908
156,0,10585,Scott McCarron,64.52,713,1105
157,0,01408,Kelly Gibson,64.30,1086,1689
158,0,06567,Vijay Singh,64.16,709,1105
159,0,01011,Rafael Alarcon,64.10,707,1103
160,0,06613,Tommy Tolles,63.92,760,1189
161,0,01093,Ronnie Black,63.74,756,1186
162,0,12387,Michael Christie,63.68,845,1327
163,0,01717,Sandy Lyle,63.60,540,849
164,0,01926,Steve Pate,63.53,737,1160
165,0,07101,Dave Stockton Jr.,63.41,877,1383
166,0,01329,Brad Faxon,63.34,629,993
167,0,07465,Hideki Kase,63.27,751,1187
168,0,01261,Jay Delsing,63.19,740,1171
169,0,01887,Mark O'Meara,63.17,645,1021
170,0,01385,Jim Gallagher Jr.,63.16,768,1216
171,0,01444,Ken Green,62.96,464,737
172,0,01941,Tom Pernice Jr.,62.78,744,1185
