RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,21731,Freddie Jacobson,11' 4",3012.500,266,69,2"
1,0,28092,D.H. Lee,11' 4",1364.333,120,47,8"
3,0,25572,Graeme McDowell,11' 3",1767.083,157,45,6"
4,0,20593,Greg Chalmers,11' 2",2646.083,237,74,6"
4,0,22621,Ben Curtis,11' 2",2149.500,192,69,4"
4,0,28307,Matt Every,11' 2",2527.000,227,45,3"
7,0,21209,Sergio Garcia,11' 1",1612.583,145,42,5"
7,0,30927,Brendon Todd,11' 1",3294.417,297,53,4"
9,0,32640,Troy Merritt,11' 0",2005.667,183,49,3"
10,0,20098,Stuart Appleby,10' 11",3076.417,282,66,4"
10,0,19846,Brian Gay,10' 11",1968.583,180,44,9"
10,0,25834,Daniel Summerhays,10' 11",3241.500,297,46,5"
10,0,32333,Kevin Tway,10' 11",1482.917,136,65,2"
14,0,23621,Rory Sabbatini,10' 10",2278.167,211,52,6"
14,0,32150,Michael Thompson,10' 10",2319.667,214,76,3"
16,0,12510,Chad Campbell,10' 9",1454.417,135,36,7"
17,0,24357,K.J. Choi,10' 8",2278.333,214,57,2"
17,0,23541,Ben Crane,10' 8",2524.000,236,72,6"
17,0,23983,Luke Donald,10' 8",1595.333,149,57,3"
17,0,22378,Trevor Immelman,10' 8",2043.917,191,59,8"
17,0,29926,Danny Lee,10' 8",2457.083,230,57,7"
22,0,25720,Chad Collins,10' 7",1815.750,171,48,2"
22,0,23108,Matt Kuchar,10' 7",3021.917,285,47,2"
22,0,10860,Justin Leonard,10' 7",1824.333,172,53,3"
22,0,22293,Heath Slocum,10' 7",2089.667,198,39,1"
26,0,29479,Scott Brown,10' 6",2946.750,281,68,1"
26,0,26300,Matt Jones,10' 6",2033.333,194,54,3"
26,0,20645,John Senden,10' 6",2802.917,267,57,2"
26,0,26951,Johnson Wagner,10' 6",1571.833,150,51,3"
26,0,24663,Y.E. Yang,10' 6",1927.750,183,39,7"
31,0,34431,Robert Streb,10' 5",2330.000,223,43,3"
31,0,02206,David Toms,10' 5",1854.750,178,47,5"
31,0,27770,Camilo Villegas,10' 5",3114.250,298,56,1"
34,0,32200,Roberto Castro,10' 4",1735.833,168,52,1"
34,0,06522,Ernie Els,10' 4",2084.167,202,61,7"
34,0,23353,J.J. Henry,10' 4",2251.167,218,71,2"
34,0,33418,Shawn Stefani,10' 4",1857.000,180,61,4"
38,0,32334,Charlie Beljan,10' 3",2312.083,225,56,1"
38,0,27436,Graham DeLaet,10' 3",2329.917,227,53,5"
38,0,34174,John Huh,10' 3",2129.500,207,52,6"
38,0,27933,John Merrick,10' 3",2284.250,223,58,2"
38,0,28475,Jeff Overton,10' 3",2231.417,217,77,2"
38,0,21528,Henrik Stenson,10' 3",1539.667,150,69,3"
44,0,34098,Russell Henley,10' 2",2666.417,262,56,2"
44,0,25444,Justin Hicks,10' 2",2997.250,294,49,3"
44,0,29222,Billy Hurley III,10' 2",2276.333,223,46,3"
44,0,08075,Jerry Kelly,10' 2",2278.167,224,49,1"
44,0,34261,Scott Langley,10' 2",2672.417,263,56,3"
44,0,01724,Jeff Maggert,10' 2",1247.667,123,42,6"
44,0,24138,Ian Poulter,10' 2",1434.000,141,65,8"
44,0,27649,Brandt Snedeker,10' 2",2296.250,225,39,2"
44,0,27963,Chris Stroud,10' 2",2569.917,253,58,3"
53,0,28259,Sangmoon Bae,10' 1",2374.750,236,48,4"
53,0,24846,Ricky Barnes,10' 1",2640.167,261,58,1"
53,0,34021,Bud Cauley,10' 1",1444.083,143,65,2"
53,0,27644,Brian Harman,10' 1",3343.000,332,71,4"
53,0,27408,Martin Kaymer,10' 1",1599.167,159,56,7"
53,0,27466,Spencer Levin,10' 1",1458.750,145,63,3"
53,0,26596,Ryan Moore,10' 1",2262.917,225,50,4"
53,0,25396,Kevin Na,10' 1",2694.750,267,62,3"
53,0,29289,S.Y. Noh,10' 1",2552.083,253,44,4"
53,0,23623,Bo Van Pelt,10' 1",2181.583,217,42,3"
63,0,10809,Jim Furyk,10' 0",2122.000,213,65,2"
63,0,20157,Retief Goosen,10' 0",2549.333,254,73,3"
63,0,35539,Luke Guthrie,10' 0",2650.417,266,45,3"
63,0,24024,Zach Johnson,10' 0",2990.000,299,53,2"
63,0,24490,George McNeill,10' 0",2458.583,245,52,3"
63,0,22046,Geoff Ogilvy,10' 0",2260.667,227,40,4"
63,0,27556,Ted Potter Jr.,10' 0",1663.000,166,41,1
63,0,20396,Lee Westwood,10' 0",1574.167,158,45,4"
71,0,24507,Jason Bohn,9' 11",2247.250,227,44,2"
71,0,26758,David Hearn,9' 11",2724.083,274,37,4"
71,0,31557,Jim Herman,9' 11",1403.250,141,69,5"
71,0,33461,Morgan Hoffmann,9' 11",3066.500,309,44,3"
71,0,24781,Hunter Mahan,9' 11",2435.750,245,55,2"
71,0,06567,Vijay Singh,9' 11",2336.417,235,43,4"
71,0,29518,Brendan Steele,9' 11",2447.083,247,46,3"
