RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,02242,Lanny Wadkins,1.83,154,84
2,0,01235,Ben Crenshaw,1.86,154,83
3,0,01042,Paul Azinger,1.88,179,95
4,0,01226,Fred Couples,1.89,172,91
5,0,01876,Greg Norman,1.93,129,67
6,0,01996,Mike Reid,1.95,193,99
7,0,01527,Scott Hoch,1.96,190,97
8,0,01378,David Frost,1.97,193,98
9,0,01633,Tom Kite,1.99,179,90
10,0,01958,Dan Pohl,2.02,194,96
10,0,02159,Curtis Strange,2.02,198,98
12,0,02099,Scott Simpson,2.04,184,90
13,0,01725,John Mahaffey,2.06,212,103
13,0,02256,Tom Watson,2.06,138,67
15,0,01666,Bernhard Langer,2.09,121,58
16,0,01928,Corey Pavin,2.13,179,84
17,0,02241,Bobby Wadkins,2.14,218,102
18,0,01060,Dave Barr,2.16,203,94
18,0,02223,Bob Tway,2.16,190,88
20,0,01837,Gil Morgan,2.18,109,50
21,0,01355,Raymond Floyd,2.20,143,65
21,0,01823,Larry Mize,2.20,176,80
21,0,02146,Payne Stewart,2.20,213,97
21,0,02267,D.A. Weibring,2.20,191,87
25,0,01783,Mark McCumber,2.21,228,103
26,0,01960,Don Pooley,2.23,205,92
27,0,01288,Ed Dougherty,2.24,188,84
28,0,01457,Jay Haas,2.26,235,104
29,0,01559,Hale Irwin,2.27,159,70
30,0,02100,Tim Simpson,2.28,251,110
30,0,02321,Fuzzy Zoeller,2.28,164,72
32,0,01219,John Cook,2.29,224,98
32,0,01306,David Edwards,2.29,151,66
32,0,01887,Mark O'Meara,2.29,199,87
32,0,02170,Hal Sutton,2.29,206,90
36,0,01998,Jack Renner,2.30,205,89
37,0,01093,Ronnie Black,2.31,222,96
37,0,01161,Mark Calcavecchia,2.31,206,89
37,0,01864,Larry Nelson,2.31,166,72
37,0,01935,Calvin Peete,2.31,148,64
41,0,01305,Danny Edwards,2.32,179,77
42,0,01390,Buddy Gardner,2.33,252,108
43,0,02133,Craig Stadler,2.34,178,76
44,0,01203,Russ Cochran,2.37,261,110
44,0,01436,David Graham,2.37,142,60
44,0,01682,Wayne Levi,2.37,197,83
44,0,01846,Jodie Mudd,2.37,230,97
44,0,02303,Robert Wrenn,2.37,180,76
49,0,01926,Steve Pate,2.38,276,116
49,0,02322,Richard Zokol,2.38,143,60
51,0,01968,Nick Price,2.39,196,82
51,0,02118,J.C. Snead,2.39,208,87
53,0,01200,Keith Clearwater,2.42,285,118
53,0,01706,Davis Love III,2.42,206,85
53,0,02101,Joey Sindelar,2.42,274,113
56,0,01156,Curt Byrum,2.43,270,111
56,0,01690,Bruce Lietzke,2.43,168,69
58,0,01214,Frank Conner,2.44,132,54
58,0,01346,Ed Fiori,2.44,212,87
60,0,01444,Ken Green,2.45,228,93
60,0,02094,Tony Sills,2.45,225,92
60,0,02190,Doug Tewell,2.45,186,76
63,0,02225,Howard Twitty,2.47,232,94
64,0,01072,Chip Beck,2.50,230,92
65,0,01549,Mike Hulbert,2.51,286,114
65,0,01884,Mac O'Grady,2.51,218,87
67,0,01303,Bob Eastwood,2.52,234,93
67,0,02160,Ron Streck,2.52,242,96
69,0,01201,Lennie Clements,2.54,198,78
69,0,01715,Mark Lye,2.54,264,104
69,0,01952,Billy Pierot,2.54,145,57
72,0,01132,Mark Brooks,2.55,237,93
72,0,01150,George Burns,2.55,260,102
72,0,01361,Dan Forsman,2.55,308,121
72,0,01717,Sandy Lyle,2.55,135,53
72,0,02049,Gene Sauers,2.55,265,104
77,0,01975,Tom Purtzer,2.56,238,93
77,0,02196,Robert Thompson,2.56,187,73
79,0,01098,Jay Don Blake,2.57,249,97
79,0,01569,Peter Jacobsen,2.57,216,84
81,0,01418,Bill Glasson,2.58,237,92
81,0,01736,Roger Maltbie,2.58,217,84
81,0,01771,Blaine McCallister,2.58,273,106
84,0,02023,Clarence Rose,2.59,295,114
85,0,01475,Donnie Hammond,2.60,221,85
85,0,02201,Jim Thorpe,2.60,151,58
87,0,01639,Kenny Knox,2.61,282,108
88,0,02033,Dave Rummells,2.62,288,110
88,0,02104,Jeff Sluman,2.62,283,108
90,0,01414,Bob Gilder,2.63,266,101
90,0,02180,Harry Taylor,2.63,213,81
92,0,01006,John Adams,2.64,256,97
92,0,01175,Jim Carter,2.64,259,98
92,0,01723,Andrew Magee,2.64,248,94
92,0,02244,Fred Wadsworth,2.64,275,104
92,0,02294,Willie Wood,2.64,256,97
97,0,01135,Ken Brown,2.65,167,63
97,0,01782,Mike McCullough,2.65,188,71
99,0,01571,Barry Jaeckel,2.66,261,98
100,0,01877,Tim Norris,2.67,246,92
100,0,01943,Chris Perry,2.67,267,100
100,0,02255,Denis Watson,2.67,251,94
103,0,01278,Andy Dillard,2.68,217,81
103,0,01284,Mike Donald,2.68,300,112
103,0,01892,Aki Ohmachi,2.68,209,78
106,0,01755,Dick Mast,2.69,266,99
106,0,02007,Larry Rinker,2.69,253,94
108,0,01129,Bill Britton,2.70,221,82
108,0,01162,Rex Caldwell,2.70,170,63
108,0,01641,Gary Koch,2.70,192,71
111,0,01310,Dave Eichelberger,2.75,261,95
111,0,01313,Steve Elkington,2.75,278,101
111,0,01329,Brad Faxon,2.75,250,91
111,0,02167,Mike Sullivan,2.75,234,85
111,0,02239,Scott Verplank,2.75,234,85
116,0,01468,Gary Hallberg,2.76,259,94
117,0,01168,David Canipe,2.77,233,84
117,0,02010,Loren Roberts,2.77,227,82
119,0,01599,Steve Jones,2.78,256,92
119,0,01871,Mike Nicolette,2.78,142,51
119,0,01984,Sam Randolph,2.78,217,78
119,0,02067,Ted Schulz,2.78,200,72
123,0,01192,T.C. Chen,2.79,148,53
123,0,01648,Billy Kratzert,2.79,240,86
125,0,01157,Tom Byrum,2.80,291,104
125,0,01443,Hubert Green,2.80,199,71
125,0,01469,Dan Halldorson,2.80,244,87
