RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,21753,Brian Davis,6.28,62,987,+0.18
2,0,12826,Paul Claxton,7.07,74,1046,+0.22
3,0,19972,José Coceres,7.69,58,754,+0.21
4,0,02239,Scott Verplank,7.88,79,1002,+0.28
5,0,20623,Gavin Coles,7.97,78,979,+0.10
6,0,20127,Chris Riley,8.04,58,721,+0.33
7,0,01928,Corey Pavin,8.32,80,962,+0.15
8,0,06621,Joe Durant,8.41,88,1046,+0.03
9,0,02214,Kirk Triplett,8.49,57,671,+0.32
10,0,01142,Bart Bryant,8.55,99,1158,+0.20
11,0,08385,Omar Uresti,8.59,96,1117,+0.06
11,0,20812,Tjaart van der Walt,8.59,67,780,+0.12
13,0,19881,Robert Damron,8.64,107,1239,+0.21
14,0,26758,David Hearn,8.71,80,919,+0.11
15,0,01381,Fred Funk,8.88,110,1239,+0.25
16,0,02010,Loren Roberts,8.99,64,712,+0.17
17,0,01766,Billy Mayfair,9.03,136,1506,+0.13
18,0,01226,Fred Couples,9.10,66,725,+0.15
19,0,01677,Tom Lehman,9.28,71,765,+0.23
20,0,01487,Jeff Hart,9.31,79,849,+0.19
21,0,20474,Phillip Price,9.36,95,1015,+0.04
22,0,02101,Joey Sindelar,9.38,136,1450,+0.17
23,0,22295,Darron Stiles,9.52,101,1061,+0.16
24,0,08123,Jeff Brehaut,9.67,90,931,+0.12
24,0,01132,Mark Brooks,9.67,94,972,+0.18
26,0,10425,Jay Williamson,9.74,72,739,+0.11
27,0,01219,John Cook,9.79,90,919,+0.13
28,0,24024,Zach Johnson,10.15,121,1192,+0.17
29,0,12454,Mario Tiziani,10.17,92,905,+0.11
30,0,01388,Robert Gamez,10.20,126,1235,+0.24
31,0,21806,Paul Gow,10.26,106,1033,+0.26
32,0,01797,Rocco Mediate,10.34,99,957,+0.04
33,0,02246,Duffy Waldorf,10.39,113,1088,+0.05
34,0,21949,Joe Ogilvie,10.40,123,1183,+0.11
34,0,23349,Charles Warren,10.40,126,1211,-0.03
36,0,19824,Craig Barlow,10.44,106,1015,+0.06
36,0,20099,Doug Barron,10.44,102,977,+0.08
38,0,10201,Matt Gogel,10.47,111,1060,+0.10
39,0,22621,Ben Curtis,10.57,81,766,+0.20
39,0,24138,Ian Poulter,10.57,59,558,+0.14
41,0,20160,Charlie Wi,10.58,96,907,+0.08
42,0,25847,Rob Rashell,10.59,90,850,+0.26
43,0,23325,Vaughn Taylor,10.63,141,1327,+0.13
44,0,01313,Steve Elkington,10.64,87,818,+0.08
45,0,10733,Kent Jones,10.75,145,1349,+0.14
46,0,01887,Mark O'Meara,10.77,90,836,+0.13
47,0,01320,Bob Estes,10.79,126,1168,+0.10
47,0,10809,Jim Furyk,10.79,119,1103,+0.03
47,0,10962,Bradley Hughes,10.79,78,723,+0.17
47,0,22293,Heath Slocum,10.79,143,1325,-0.01
51,0,01024,Billy Andrade,10.83,122,1127,+0.16
51,0,21951,Joey Snyder III,10.83,148,1367,+0.15
53,0,01127,Danny Briggs,10.85,103,949,+0.21
53,0,10423,Mike Weir,10.85,79,728,+0.14
55,0,02104,Jeff Sluman,10.87,139,1279,+0.10
56,0,08075,Jerry Kelly,10.94,129,1179,+0.17
57,0,01457,Jay Haas,11.00,66,600,+0.05
58,0,01473,Todd Hamilton,11.02,122,1107,+0.15
59,0,20121,Todd Fischer,11.03,149,1351,+0.28
60,0,01619,Skip Kendall,11.05,120,1086,+0.13
61,0,01139,Olin Browne,11.08,140,1263,+0.08
62,0,20498,Briny Baird,11.15,149,1336,+0.07
62,0,23108,Matt Kuchar,11.15,90,807,+0.11
64,0,10885,Robert Allenby,11.24,124,1103,+0.04
65,0,06573,Brandt Jobe,11.33,139,1227,+0.09
65,0,01599,Steve Jones,11.33,79,697,+0.20
65,0,11032,Frank Lickliter II,11.33,145,1280,+0.15
68,0,10585,Scott McCarron,11.38,108,949,+0.06
69,0,26420,Richard Johnson,11.39,76,667,+0.12
70,0,01948,Tim Petrovic,11.52,143,1241,+0.31
71,0,06575,Dudley Hart,11.54,129,1118,+0.19
72,0,08537,J.P. Hayes,11.57,95,821,+0.08
73,0,01941,Tom Pernice Jr.,11.62,157,1351,+0.01
74,0,21805,Harrison Frazar,11.65,164,1408,+0.10
75,0,25345,Carl Pettersson,11.66,167,1432,+0.07
76,0,24357,K.J. Choi,11.68,93,796,+0.20
77,0,01157,Tom Byrum,11.69,132,1129,+0.25
78,0,02223,Bob Tway,11.70,119,1017,+0.08
79,0,01666,Bernhard Langer,11.72,83,708,-0.04
80,0,20382,Stephen Leaney,11.75,137,1166,+0.15
81,0,01927,Dennis Paulson,11.76,103,876,+0.13
82,0,20691,Greg Owen,11.80,125,1059,+0.09
