RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,01381,Fred Funk,76.92,953,1239,-0.10
2,0,01487,Jeff Hart,76.09,646,849,-0.03
3,0,08385,Omar Uresti,75.47,843,1117,-0.14
4,0,01142,Bart Bryant,74.35,861,1158,-0.16
5,0,01139,Olin Browne,74.03,935,1263,-0.15
6,0,20623,Gavin Coles,73.65,721,979,-0.08
7,0,21753,Brian Davis,72.64,717,987,-0.17
8,0,19972,José Coceres,72.28,545,754,-0.10
9,0,12826,Paul Claxton,72.18,755,1046,-0.13
10,0,06621,Joe Durant,71.99,753,1046,-0.13
11,0,01724,Jeff Maggert,71.97,642,892,-0.13
12,0,02239,Scott Verplank,71.96,721,1002,-0.20
13,0,19881,Robert Damron,71.35,884,1239,-0.11
14,0,22293,Heath Slocum,71.32,945,1325,-0.13
15,0,10425,Jay Williamson,71.31,527,739,-0.12
16,0,01619,Skip Kendall,70.63,767,1086,-0.08
17,0,01766,Billy Mayfair,70.52,1062,1506,-0.18
18,0,01157,Tom Byrum,70.33,794,1129,-0.10
19,0,08123,Jeff Brehaut,70.03,652,931,-0.17
20,0,01219,John Cook,69.97,643,919,-0.13
21,0,02246,Duffy Waldorf,69.67,758,1088,-0.16
22,0,22295,Darron Stiles,69.65,739,1061,-0.16
23,0,01823,Larry Mize,69.36,464,669,-0.10
24,0,02214,Kirk Triplett,69.30,465,671,-0.10
25,0,23108,Matt Kuchar,69.27,559,807,-0.09
26,0,10809,Jim Furyk,68.99,761,1103,-0.23
26,0,26758,David Hearn,68.99,634,919,-0.15
28,0,08075,Jerry Kelly,68.96,813,1179,-0.14
29,0,20382,Stephen Leaney,68.87,803,1166,-0.14
30,0,20099,Doug Barron,68.78,672,977,-0.14
31,0,02101,Joey Sindelar,68.76,997,1450,-0.18
32,0,20548,Hidemichi Tanaka,68.66,975,1420,-0.13
33,0,01132,Mark Brooks,68.52,666,972,-0.06
33,0,26420,Richard Johnson,68.52,457,667,-0.21
35,0,01175,Jim Carter,68.46,573,837,-0.05
36,0,02010,Loren Roberts,68.40,487,712,-0.15
37,0,20127,Chris Riley,68.38,493,721,-0.08
38,0,01127,Danny Briggs,68.18,647,949,-0.05
39,0,02104,Jeff Sluman,68.10,871,1279,-0.16
40,0,01928,Corey Pavin,67.98,654,962,-0.13
41,0,19846,Brian Gay,67.95,937,1379,-0.12
42,0,01161,Mark Calcavecchia,67.89,774,1140,-0.17
43,0,20472,Alex Cejka,67.82,725,1069,-0.12
44,0,24024,Zach Johnson,67.53,805,1192,-0.18
45,0,20628,Arron Oberholser,67.45,516,765,-0.13
46,0,21878,Mark Wilson,67.42,656,973,-0.15
47,0,01388,Robert Gamez,67.37,832,1235,-0.17
48,0,10962,Bradley Hughes,67.36,487,723,-0.10
49,0,20498,Briny Baird,67.29,899,1336,-0.14
49,0,01599,Steve Jones,67.29,469,697,-0.08
51,0,01313,Steve Elkington,67.24,550,818,-0.17
52,0,01035,Tommy Armour III,66.79,919,1376,-0.16
53,0,21951,Joey Snyder III,66.72,912,1367,-0.13
54,0,01797,Rocco Mediate,66.56,637,957,-0.15
55,0,21806,Paul Gow,66.51,687,1033,-0.13
56,0,20645,John Senden,66.35,915,1379,-0.19
57,0,20812,Tjaart van der Walt,66.28,517,780,-0.14
58,0,23135,Tim Clark,66.23,655,989,-0.19
59,0,12652,Cameron Beckman,65.83,842,1279,-0.16
59,0,01457,Jay Haas,65.83,395,600,-0.14
61,0,20474,Phillip Price,65.81,668,1015,-0.17
62,0,10733,Kent Jones,65.68,886,1349,-0.14
63,0,20094,Jonathan Kaye,65.65,627,955,-0.18
64,0,02206,David Toms,65.46,614,938,-0.25
65,0,12602,Dean Wilson,65.36,781,1195,-0.16
66,0,12454,Mario Tiziani,65.30,591,905,-0.11
67,0,01320,Bob Estes,65.24,762,1168,-0.18
68,0,06595,Kevin Sutherland,65.23,756,1159,-0.17
69,0,24357,K.J. Choi,65.20,519,796,-0.19
70,0,19824,Craig Barlow,65.12,661,1015,-0.18
71,0,10423,Mike Weir,65.11,474,728,-0.10
72,0,01945,Kenny Perry,65.10,580,891,-0.18
73,0,23983,Luke Donald,65.04,400,615,-0.18
74,0,28088,Matt Davidson,64.99,479,737,-0.10
75,0,01677,Tom Lehman,64.97,497,765,-0.17
76,0,20121,Todd Fischer,64.84,876,1351,-0.14
77,0,08725,Tom Gillis,64.78,677,1045,-0.12
78,0,23325,Vaughn Taylor,64.73,859,1327,-0.20
79,0,01685,J.L. Lewis,64.72,809,1250,-0.16
80,0,26287,Roland Thatcher,64.70,658,1017,-0.15
81,0,07457,Steve Flesch,64.69,623,963,-0.14
82,0,10860,Justin Leonard,64.67,551,852,-0.20
83,0,22913,John Rollins,64.44,801,1243,-0.19
84,0,23349,Charles Warren,64.41,780,1211,-0.15
85,0,12645,Brent Geiberger,64.36,511,794,-0.16
86,0,22405,Justin Rose,64.05,848,1324,-0.15
87,0,01024,Billy Andrade,63.98,721,1127,-0.20
88,0,21959,Ted Purdy,63.97,964,1507,-0.15
89,0,25240,D.A. Points,63.82,801,1255,-0.15
89,0,02223,Bob Tway,63.82,649,1017,-0.21
89,0,20396,Lee Westwood,63.82,321,503,-0.12
