RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
92,0,10201,Matt Gogel,63.77,676,1060,-0.12
93,0,23036,Chris Anderson,63.70,551,865,-0.12
94,0,24290,D.J. Brigman,63.65,604,949,-0.08
95,0,20433,Mark Hensby,63.52,465,732,-0.17
96,0,21805,Harrison Frazar,63.49,894,1408,-0.23
97,0,11032,Frank Lickliter II,63.36,811,1280,-0.20
98,0,22621,Ben Curtis,63.32,485,766,-0.10
98,0,20378,Mathias Grönberg,63.32,511,807,-0.19
100,0,01941,Tom Pernice Jr.,63.29,855,1351,-0.18
101,0,10885,Robert Allenby,63.28,698,1103,-0.18
102,0,06034,Marco Dawson,63.07,719,1140,-0.19
103,0,21949,Joe Ogilvie,63.06,746,1183,-0.17
104,0,21407,Arjun Atwal,62.83,551,877,-0.22
105,0,20691,Greg Owen,62.80,665,1059,-0.17
106,0,01707,Steve Lowery,62.78,823,1311,-0.19
107,0,06515,Shaun Micheel,62.72,619,987,-0.16
108,0,20634,Peter Lonard,62.67,628,1002,-0.17
109,0,01473,Todd Hamilton,62.60,693,1107,-0.16
110,0,08931,Glen Day,62.56,680,1087,-0.12
110,0,25396,Kevin Na,62.56,732,1170,-0.13
112,0,01553,John Huston,62.51,747,1195,-0.18
113,0,08545,Glen Hnatiuk,62.48,478,765,-0.12
114,0,24507,Jason Bohn,62.37,754,1209,-0.20
115,0,06575,Dudley Hart,62.34,697,1118,-0.19
115,0,23623,Bo Van Pelt,62.34,884,1418,-0.21
117,0,01418,Bill Glasson,62.33,417,669,-0.12
118,0,12782,Tim Herron,62.26,734,1179,-0.21
119,0,24912,Will MacKenzie,62.24,633,1017,-0.17
120,0,20160,Charlie Wi,62.18,564,907,-0.13
121,0,07223,Brian Bateman,62.15,811,1305,-0.16
121,0,20502,Michael Long,62.15,606,975,-0.14
123,0,23788,D.J. Trahan,62.14,668,1075,-0.19
124,0,24140,Sean O'Hair,62.10,788,1269,-0.18
125,0,08537,J.P. Hayes,62.00,509,821,-0.18
126,0,24781,Hunter Mahan,61.95,853,1377,-0.19
127,0,12680,Shigeki Maruyama,61.81,759,1228,-0.19
128,0,12510,Chad Campbell,61.76,672,1088,-0.21
129,0,23353,J.J. Henry,61.65,823,1335,-0.20
130,0,06004,Stephen Ames,61.45,558,908,-0.18
131,0,25345,Carl Pettersson,61.38,879,1432,-0.20
132,0,21498,Hideto Tanihara,61.32,409,667,-0.12
133,0,01042,Paul Azinger,61.25,547,893,-0.18
134,0,20229,Stewart Cink,61.11,649,1062,-0.20
134,0,24138,Ian Poulter,61.11,341,558,-0.12
136,0,20098,Stuart Appleby,61.04,564,924,-0.20
137,0,06567,Vijay Singh,61.01,795,1303,-0.26
138,0,07867,Woody Austin,61.00,818,1341,-0.16
139,0,25900,Lucas Glover,60.97,714,1171,-0.20
140,0,24361,Pat Perez,60.83,688,1131,-0.15
141,0,26679,Kevin Stadler,60.81,779,1281,-0.20
142,0,22548,Patrick Sheehan,60.72,895,1474,-0.16
143,0,22046,Geoff Ogilvy,60.71,686,1130,-0.20
144,0,01887,Mark O'Meara,60.65,507,836,-0.07
145,0,25847,Rob Rashell,60.59,515,850,-0.10
146,0,06251,Chris DiMarco,60.57,533,880,-0.20
147,0,01329,Brad Faxon,60.51,547,904,-0.12
148,0,02106,Chris Smith,60.45,781,1292,-0.22
149,0,20572,Rod Pampling,60.30,609,1010,-0.22
150,0,01761,Len Mattiace,60.21,687,1141,-0.05
151,0,10585,Scott McCarron,60.06,570,949,-0.17
152,0,24925,Jonathan Byrd,59.93,830,1385,-0.20
153,0,23320,Ryan Palmer,59.87,746,1246,-0.23
154,0,24227,Justin Bolli,59.86,525,877,-0.17
155,0,27095,Nick Watney,59.77,743,1243,-0.20
156,0,21633,Steve Allan,59.53,778,1307,-0.14
157,0,06332,Neal Lancaster,59.47,788,1325,-0.17
158,0,06373,José María Olazábal,59.40,357,601,-0.20
159,0,20157,Retief Goosen,59.21,373,630,-0.22
160,0,24604,Hunter Haas,59.11,652,1103,-0.15
161,0,21350,Ryuji Imada,58.99,610,1034,-0.18
162,0,01810,Phil Mickelson,58.59,474,809,-0.25
163,0,01706,Davis Love III,58.51,512,875,-0.23
164,0,24980,Scott Gutschewski,58.49,637,1089,-0.23
165,0,01361,Dan Forsman,58.47,404,691,-0.23
166,0,21961,Charles Howell III,58.42,635,1087,-0.22
167,0,01577,Lee Janzen,58.28,542,930,-0.17
168,0,12823,Carlos Franco,58.21,553,950,-0.20
169,0,07749,Brett Quigley,58.10,728,1253,-0.23
169,0,24502,Adam Scott,58.10,423,728,-0.19
171,0,23614,Rich Beem,58.03,437,753,-0.17
172,0,10117,Bob Heintz,57.97,542,935,-0.15
173,0,12660,Jesper Parnevik,57.90,612,1057,-0.18
174,0,12662,Thomas Levet,57.80,315,545,-0.06
175,0,21209,Sergio Garcia,57.76,439,760,-0.21
176,0,08993,Franklin Langham,57.67,684,1186,-0.14
177,0,06573,Brandt Jobe,57.62,707,1227,-0.22
178,0,01666,Bernhard Langer,57.34,406,708,-0.15
179,0,23541,Ben Crane,57.32,556,970,-0.21
180,0,01723,Andrew Magee,57.22,622,1087,-0.17
181,0,23322,Brett Wetterich,57.03,588,1031,-0.19
182,0,01948,Tim Petrovic,56.97,707,1241,-0.22
183,0,21731,Freddie Jacobson,56.69,483,852,-0.20
184,0,20850,Daniel Chopra,56.06,795,1418,-0.15
185,0,23725,Brendan Jones,56.02,619,1105,-0.14
186,0,01226,Fred Couples,56.00,406,725,-0.23
187,0,01927,Dennis Paulson,55.37,485,876,-0.13
187,0,23621,Rory Sabbatini,55.37,510,921,-0.16
189,0,23497,Tag Ridings,55.24,701,1269,-0.25
190,0,06197,Michael Allen,54.99,645,1173,-0.20
191,0,20766,Padraig Harrington,54.93,323,588,-0.23
192,0,10912,Craig Perks,54.24,492,907,-0.11
193,0,08793,Tiger Woods,53.80,439,816,-0.35
194,0,06599,John Elliott,53.66,418,779,-0.15
195,0,23409,James Driscoll,53.60,514,959,-0.18
196,0,22371,Aaron Baddeley,53.41,611,1144,-0.21
197,0,06527,Steve Stricker,52.25,452,865,-0.21
198,0,01249,John Daly,51.38,446,868,-0.20
199,0,20663,Brenden Pappas,50.91,363,713,-0.31
200,0,23552,Hank Kuehne,50.13,560,1117,-0.17
201,0,23540,Jason Allred,46.90,462,985,-0.13
202,0,23063,Scott Hend,45.11,447,991,-0.17
