RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,01098,Jay Don Blake,100.00,17,17
1,0,09011,David Duval,100.00,11,11
1,0,01320,Bob Estes,100.00,11,11
1,0,21209,Sergio Garcia,100.00,13,13
1,0,10201,Matt Gogel,100.00,14,14
1,0,20574,Mathew Goggin,100.00,10,10
1,0,06643,Paul Goydos,100.00,11,11
1,0,01577,Lee Janzen,100.00,13,13
1,0,06573,Brandt Jobe,100.00,12,12
1,0,12680,Shigeki Maruyama,100.00,12,12
1,0,10585,Scott McCarron,100.00,16,16
1,0,08553,Lee Porter,100.00,12,12
1,0,07749,Brett Quigley,100.00,18,18
1,0,06078,Esteban Toledo,100.00,10,10
1,0,23322,Brett Wetterich,100.00,13,13
1,0,20436,Garrett Willis,100.00,15,15
17,0,02206,David Toms,96.30,27,26
18,0,02239,Scott Verplank,95.00,20,19
19,0,01706,Davis Love III,94.74,19,18
19,0,01766,Billy Mayfair,94.74,19,18
19,0,23623,Bo Van Pelt,94.74,19,18
22,0,07721,Pat Bates,94.44,18,17
22,0,12652,Cameron Beckman,94.44,18,17
22,0,06567,Vijay Singh,94.44,18,17
25,0,22046,Geoff Ogilvy,94.12,17,16
26,0,06197,Michael Allen,93.75,16,15
26,0,12826,Paul Claxton,93.75,16,15
26,0,12782,Tim Herron,93.75,16,15
26,0,08375,Paul Stankowski,93.75,16,15
30,0,10912,Craig Perks,92.86,14,13
30,0,02214,Kirk Triplett,92.86,14,13
30,0,08793,Tiger Woods,92.86,14,13
33,0,23125,Brad Elder,92.31,13,12
33,0,10809,Jim Furyk,92.31,13,12
33,0,01887,Mark O'Meara,92.31,13,12
33,0,06613,Tommy Tolles,92.31,13,12
37,0,01042,Paul Azinger,91.67,12,11
37,0,08339,Spike McRoy,91.67,12,11
37,0,06498,Matt Peterson,91.67,12,11
40,0,08123,Jeff Brehaut,90.91,11,10
40,0,21949,Joe Ogilvie,90.91,11,10
40,0,02106,Chris Smith,90.91,11,10
40,0,12663,Phil Tataurangi,90.91,11,10
44,0,20645,John Senden,90.48,21,19
44,0,02245,Grant Waite,90.48,21,19
46,0,01329,Brad Faxon,90.00,10,9
46,0,23800,Bryce Molder,90.00,10,9
48,0,20548,Hidemichi Tanaka,89.66,29,26
49,0,07003,David Berganio Jr.,88.89,18,16
49,0,22293,Heath Slocum,88.89,18,16
51,0,21961,Charles Howell III,88.57,35,31
52,0,12510,Chad Campbell,88.46,26,23
53,0,06621,Joe Durant,88.24,17,15
53,0,01797,Rocco Mediate,88.24,17,15
55,0,01035,Tommy Armour III,87.50,16,14
55,0,08545,Glen Hnatiuk,87.50,24,21
55,0,01527,Scott Hoch,87.50,16,14
55,0,01685,J.L. Lewis,87.50,24,21
55,0,01810,Phil Mickelson,87.50,16,14
55,0,01945,Kenny Perry,87.50,16,14
61,0,01175,Jim Carter,86.67,15,13
61,0,06332,Neal Lancaster,86.67,15,13
61,0,10107,Deane Pappas,86.67,15,13
64,0,19846,Brian Gay,86.36,22,19
64,0,06515,Shaun Micheel,86.36,22,19
66,0,20094,Jonathan Kaye,85.71,28,24
66,0,10860,Justin Leonard,85.71,21,18
68,0,07867,Woody Austin,85.00,20,17
68,0,12823,Carlos Franco,85.00,20,17
68,0,23108,Matt Kuchar,85.00,20,17
68,0,01920,Craig Parry,85.00,20,17
