RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,01226,Fred Couples,257
2,0,01385,Jim Gallagher Jr.,291
3,0,01042,Paul Azinger,307
4,0,01677,Tom Lehman,312
5,0,01968,Nick Price,325
6,0,01724,Jeff Maggert,327
7,0,01132,Mark Brooks,331
8,0,01355,Raymond Floyd,337
9,0,01200,Keith Clearwater,367
10,0,01313,Steve Elkington,375
11,0,01633,Tom Kite,381
12,0,01887,Mark O'Meara,389
13,0,02246,Duffy Waldorf,406
14,0,01706,Davis Love III,407
15,0,02146,Payne Stewart,418
16,0,02049,Gene Sauers,438
17,0,01361,Dan Forsman,443
18,0,01766,Billy Mayfair,447
19,0,01457,Jay Haas,451
20,0,01928,Corey Pavin,466
21,0,01072,Chip Beck,469
22,0,02104,Jeff Sluman,474
23,0,01331,Rick Fehr,477
24,0,01690,Bruce Lietzke,479
25,0,01837,Gil Morgan,494
26,0,01723,Andrew Magee,496
27,0,01014,Fulton Allem,501
28,0,01203,Russ Cochran,503
29,0,01414,Bob Gilder,507
30,0,01938,David Peoples,509
31,0,01553,John Huston,510
32,0,01306,David Edwards,517
33,0,01219,John Cook,519
34,0,02010,Loren Roberts,525
35,0,01577,Lee Janzen,538
36,0,01876,Greg Norman,548
37,0,02135,Mike Standly,549
38,0,01161,Mark Calcavecchia,554
39,0,06090,Jim McGovern,559
40,0,01823,Larry Mize,564
41,0,02101,Joey Sindelar,565
41,0,02225,Howard Twitty,565
43,0,02067,Ted Schulz,576
44,0,01323,Brad Fabel,581
45,0,01510,Nolan Henke,584
46,0,02321,Fuzzy Zoeller,592
47,0,01261,Jay Delsing,599
48,0,01143,Brad Bryant,603
49,0,02190,Doug Tewell,605
50,0,01771,Blaine McCallister,614
51,0,01550,Ed Humenik,617
52,0,02322,Richard Zokol,624
53,0,01353,Bruce Fleisher,633
54,0,01444,Ken Green,634
55,0,01682,Wayne Levi,646
56,0,01196,Brian Claar,647
57,0,01797,Rocco Mediate,649
58,0,06284,Jim Hallet,651
59,0,01129,Bill Britton,656
60,0,01408,Kelly Gibson,657
61,0,01958,Dan Pohl,669
62,0,02133,Craig Stadler,676
63,0,01946,Peter Persons,681
64,0,01549,Mike Hulbert,686
65,0,01378,David Frost,688
66,0,01388,Robert Gamez,696
67,0,01960,Don Pooley,697
68,0,01945,Kenny Perry,700
69,0,01235,Ben Crenshaw,719
70,0,01093,Ronnie Black,722
70,0,01926,Steve Pate,722
72,0,01381,Fred Funk,725
73,0,06332,Neal Lancaster,727
74,0,02267,D.A. Weibring,732
75,0,06124,Patrick Burke,734
75,0,01475,Donnie Hammond,734
77,0,01783,Mark McCumber,736
78,0,06128,Steve Lamontagne,742
79,0,02242,Lanny Wadkins,750
80,0,01098,Jay Don Blake,754
81,0,01288,Ed Dougherty,756
82,0,01284,Mike Donald,759
83,0,01006,John Adams,760
84,0,01249,John Daly,767
85,0,02159,Curtis Strange,772
86,0,01096,Phil Blackmar,778
87,0,06575,Dudley Hart,782
87,0,02167,Mike Sullivan,782
89,0,06044,Scott Gump,792
90,0,01569,Peter Jacobsen,794
90,0,01736,Roger Maltbie,794
92,0,02111,Mike Smith,804
93,0,01975,Tom Purtzer,806
94,0,02033,Dave Rummells,807
95,0,02099,Scott Simpson,812
96,0,06034,Marco Dawson,817
97,0,02206,David Toms,821
98,0,01133,Billy Ray Brown,830
99,0,07569,Mark Carnevale,848
100,0,01320,Bob Estes,855
101,0,01468,Gary Hallberg,861
102,0,02303,Robert Wrenn,863
103,0,01060,Dave Barr,866
