RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,1,34363,Tyrrell Hatton,27.09,298,11
2,-1,25396,Kevin Na,27.25,545,20
3,0,47128,Richy Werenski,27.31,437,16
4,0,30911,Tommy Fleetwood,27.36,301,11
5,1,27349,Alex Noren,27.56,441,16
6,1,46550,Brandon Hagy,27.60,414,15
7,2,23108,Matt Kuchar,27.63,442,16
7,1,35891,Cameron Smith,27.63,525,19
9,1,29221,Webb Simpson,27.71,388,14
10,2,27649,Brandt Snedeker,27.75,444,16
11,5,29478,Kevin Kisner,27.86,585,21
12,2,31560,Brian Stuard,27.88,669,24
13,2,23325,Vaughn Taylor,27.89,530,19
14,2,40009,Dominic Bozzelli,28.00,336,12
14,2,37455,Si Woo Kim,28.00,616,22
14,2,29926,Danny Lee,28.00,560,20
17,4,20229,Stewart Cink,28.07,393,14
18,4,24502,Adam Scott,28.10,281,10
19,4,34046,Jordan Spieth,28.12,478,17
19,5,30927,Brendon Todd,28.12,703,25
21,-5,28237,Rory McIlroy,28.13,422,15
21,3,34256,Andrew Putnam,28.13,450,16
21,7,46046,Scottie Scheffler,28.13,647,23
24,3,40058,Zac Blair,28.14,619,22
25,4,01810,Phil Mickelson,28.19,451,16
26,4,40098,Matt Fitzpatrick,28.20,423,15
26,4,33597,Harry Higgs,28.20,705,25
28,4,32757,Patton Kizzire,28.21,536,19
29,4,48887,Matt Wallace,28.23,367,13
30,4,27064,Jhonattan Vegas,28.25,452,16
31,10,35310,Lanto Griffin,28.27,735,26
32,-8,40026,Daniel Berger,28.29,481,17
33,2,31420,Anirban Lahiri,28.31,368,13
34,2,32618,Rhein Gibson,28.33,425,15
34,2,25572,Graeme McDowell,28.33,425,15
34,2,25349,Tim Wilkinson,28.33,425,15
37,11,34360,Patrick Reed,28.35,567,20
37,3,23621,Rory Sabbatini,28.35,567,20
39,2,27644,Brian Harman,28.36,624,22
40,3,24138,Ian Poulter,28.38,369,13
41,3,28679,Fabián Gómez,28.39,511,18
41,3,49771,J.T. Poston,28.39,653,23
43,3,27554,Scott Harrington,28.41,625,22
43,3,37189,Harold Varner III,28.41,625,22
45,3,33413,Ben Martin,28.42,341,12
45,3,39324,J.J. Spaun,28.42,540,19
47,4,32102,Rickie Fowler,28.43,398,14
47,4,35461,Beau Hossler,28.43,597,21
47,4,47993,Denny McCarthy,28.43,597,21
50,4,25493,Nick Taylor,28.44,512,18
51,5,34076,Joel Dahmen,28.45,626,22
51,5,34466,Peter Malnati,28.45,569,20
51,5,32150,Michael Thompson,28.45,569,20
54,-18,30925,Dustin Johnson,28.46,370,13
54,5,35732,Wes Roach,28.46,370,13
54,5,32139,Danny Willett,28.46,370,13
57,4,35449,Adam Long,28.48,712,25
57,29,50525,Collin Morikawa,28.48,598,21
59,3,22371,Aaron Baddeley,28.50,456,16
59,3,35230,Nelson Ledesma,28.50,456,16
61,3,29268,Bronson Burgoon,28.53,485,17
61,3,45157,Cam Davis,28.53,542,19
63,3,46442,Maverick McNealy,28.55,628,22
63,3,33667,Carlos Ortiz,28.55,628,22
65,4,25818,Scott Piercy,28.58,543,19
66,-12,47959,Bryson DeChambeau,28.59,486,17
67,3,28307,Matt Every,28.60,429,15
68,20,48081,Xander Schauffele,28.61,515,18
69,1,39971,Sungjae Im,28.62,744,26
69,3,26300,Matt Jones,28.62,601,21
69,3,33410,Andrew Landry,28.62,601,21
72,25,23320,Ryan Palmer,28.63,544,19
73,1,48045,Michael Gellerman,28.64,401,14
74,1,34021,Bud Cauley,28.67,516,18
74,1,29970,Dylan Frittelli,28.67,688,24
76,1,34098,Russell Henley,28.68,545,19
76,12,35506,Mackenzie Hughes,28.68,631,22
78,1,26329,Louis Oosthuizen,28.69,373,13
79,22,34099,Harris English,28.70,574,20
80,0,37275,Sam Ryder,28.71,689,24
81,0,32333,Kevin Tway,28.72,517,18
82,0,19846,Brian Gay,28.73,632,22
82,19,48822,Sebastián Muñoz,28.73,747,26
82,0,36699,Patrick Rodgers,28.73,747,26
82,0,27963,Chris Stroud,28.73,431,15
86,-1,46717,Viktor Hovland,28.75,575,20
86,0,34213,Grayson Murray,28.75,345,12
88,0,39977,Max Homa,28.76,604,21
89,3,33948,Byeong Hun An,28.77,633,22
89,3,32366,Kevin Chappell,28.77,374,13
91,3,36801,Mark Hubbard,28.78,662,23
92,-15,29725,Tony Finau,28.80,576,20
93,2,28775,Nate Lashley,28.82,490,17
94,3,35450,Patrick Cantlay,28.83,346,12
94,3,34314,Sebastian Cappelen,28.83,519,18
94,3,35532,Tom Hoge,28.83,692,24
94,-6,33448,Justin Thomas,28.83,519,18
98,3,45526,Abraham Ancer,28.85,577,20
98,6,27942,Rob Oppenheim,28.85,577,20
100,5,29479,Scott Brown,28.86,635,22
100,5,32640,Troy Merritt,28.86,606,21
102,6,32254,Xinjun Zhang,28.88,722,25
103,6,33486,Roger Sloan,28.89,549,19
104,6,33141,Keegan Bradley,28.90,578,20
104,6,51766,Wyndham Clark,28.90,607,21
106,7,29420,Billy Horschel,28.91,636,22
106,6,27974,Sung Kang,28.91,636,22
108,5,39546,Keith Mitchell,28.95,608,21
108,5,35617,Martin Trainer,28.95,579,20
110,6,45609,Tyler Duncan,29.00,725,25
110,6,46402,Talor Gooch,29.00,667,23
110,6,24024,Zach Johnson,29.00,522,18
110,6,26851,Marc Leishman,29.00,493,17
110,6,30692,Scott Stallings,29.00,551,19
110,6,34431,Robert Streb,29.00,522,18
110,6,27330,Josh Teater,29.00,406,14
110,6,31323,Gary Woodland,29.00,493,17
118,6,47504,Sam Burns,29.06,523,18
118,6,23788,D.J. Trahan,29.06,465,16
120,6,40042,Tyler McCumber,29.12,495,17
121,6,26499,Rafa Cabrera Bello,29.13,466,16
121,9,45486,Joaquin Niemann,29.13,670,23
121,6,27214,Kevin Streelman,29.13,670,23
121,6,25632,Jimmy Walker,29.13,466,16
125,5,33122,Russell Knox,29.14,612,21
125,5,26596,Ryan Moore,29.14,408,14
127,6,52372,Cameron Champ,29.15,583,20
128,5,46435,Austin Cook,29.16,554,19
128,5,29518,Brendan Steele,29.16,554,19
130,6,32791,K.H. Lee,29.17,700,24
131,6,26476,Chez Reavie,29.18,642,22
132,6,31646,Emiliano Grillo,29.19,613,21
133,6,56762,Will Gordon,29.20,292,10
133,-28,46970,Jon Rahm,29.20,438,15
135,5,22056,Cameron Percy,29.21,409,14
136,5,26758,David Hearn,29.22,526,18
137,5,29484,Peter Uihlein,29.23,380,13
138,5,49960,Sepp Straka,29.24,731,25
139,5,33120,Mark Anderson,29.27,439,15
140,5,32662,Michael Gligic,29.29,498,17
140,5,25900,Lucas Glover,29.29,615,21
142,5,28252,Seamus Power,29.30,293,10
143,5,28089,Jason Day,29.31,469,16
144,5,24361,Pat Perez,29.33,440,15
145,5,30163,Henrik Norlander,29.35,675,23
146,5,51894,Vince Whaley,29.38,382,13
147,5,25364,Paul Casey,29.40,441,15
147,5,27095,Nick Watney,29.40,441,15
149,5,34255,Joseph Bramlett,29.41,500,17
150,5,47347,Adam Schenk,29.43,677,23
151,5,25804,Bubba Watson,29.45,589,20
152,5,29535,Brice Garnett,29.47,560,19
152,5,39953,Chase Seiffert,29.47,501,17
154,5,56278,Matthew Wolff,29.48,619,21
155,5,34563,Chesson Hadley,29.50,531,18
155,5,33449,Zack Sucher,29.50,354,12
157,5,33490,Bo Hoag,29.52,620,21
158,5,30944,Jason Kokrak,29.53,561,19
159,6,12716,Charley Hoffman,29.58,562,19
160,6,33419,Cameron Tringale,29.59,503,17
161,7,27129,Luke List,29.64,652,22
162,7,21961,Charles Howell III,29.65,593,20
162,7,27556,Ted Potter Jr.,29.65,504,17
164,7,29974,Branden Grace,29.67,445,15
165,7,10809,Jim Furyk,29.69,386,13
166,1,32839,Hideki Matsuyama,29.70,594,20
167,6,30110,Kyle Stanley,29.74,565,19
168,6,19803,Ryan Armour,29.75,595,20
169,6,49298,Kramer Hickok,29.76,506,17
169,6,49964,Aaron Wise,29.76,506,17
171,6,36689,Brooks Koepka,29.77,387,13
172,6,25686,Jason Dufner,29.79,566,19
173,6,31557,Jim Herman,29.81,626,21
174,6,21209,Sergio Garcia,29.83,358,12
175,6,29908,C.T. Pan,29.84,567,19
176,6,33204,Shane Lowry,29.85,388,13
177,6,32448,James Hahn,29.92,359,12
177,6,53165,Doc Redman,29.92,718,24
177,6,22405,Justin Rose,29.92,389,13
180,6,23623,Bo Van Pelt,29.94,479,16
181,6,39997,Corey Conners,29.95,659,22
182,6,24924,Bill Haas,30.00,420,14
182,6,33399,Adam Hadwin,30.00,510,17
182,6,27936,Martin Laird,30.00,360,12
182,6,46441,Robby Shelton,30.00,690,23
182,6,48119,Ben Taylor,30.00,480,16
187,8,35658,Kris Ventura,30.07,451,15
188,8,49766,Hank Lebioda,30.11,572,19
189,8,21407,Arjun Atwal,30.18,332,11
190,8,36871,Matthew NeSmith,30.23,665,22
191,8,33404,Chris Baker,30.25,484,16
192,8,28420,Ryan Brehm,30.31,485,16
193,8,52375,Doug Ghim,30.67,460,15
