RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
1,0,49964,Aaron Wise,.93,42,45
2,0,28307,Matt Every,.89,40,45
3,0,45157,Cam Davis,.86,50,58
4,1,21407,Arjun Atwal,.81,25,31
5,1,33204,Shane Lowry,.80,35,44
5,1,35617,Martin Trainer,.80,37,46
7,1,35732,Wes Roach,.78,31,40
8,1,24924,Bill Haas,.77,34,44
8,1,27936,Martin Laird,.77,30,39
10,1,25686,Jason Dufner,.76,47,62
10,1,48045,Michael Gellerman,.76,32,42
12,1,34213,Grayson Murray,.75,27,36
13,1,34255,Joseph Bramlett,.74,39,53
14,1,28420,Ryan Brehm,.72,36,50
14,1,34563,Chesson Hadley,.72,42,58
14,1,40042,Tyler McCumber,.72,38,53
17,1,33404,Chris Baker,.71,35,49
17,1,49766,Hank Lebioda,.71,39,55
17,1,27330,Josh Teater,.71,29,41
20,1,52372,Cameron Champ,.70,49,70
20,1,31557,Jim Herman,.70,42,60
22,1,31420,Anirban Lahiri,.69,24,35
22,1,33449,Zack Sucher,.69,25,36
24,1,52375,Doug Ghim,.68,27,40
24,1,27556,Ted Potter Jr.,.68,30,44
26,1,32662,Michael Gligic,.67,32,48
26,1,39546,Keith Mitchell,.67,43,64
26,1,23623,Bo Van Pelt,.67,29,43
29,2,21209,Sergio Garcia,.66,29,44
29,2,56762,Will Gordon,.66,21,32
29,-2,45486,Joaquin Niemann,.66,50,76
29,2,51894,Vince Whaley,.66,25,38
33,1,30911,Tommy Fleetwood,.65,26,40
33,1,31646,Emiliano Grillo,.65,42,65
33,1,46550,Brandon Hagy,.65,30,46
33,1,27554,Scott Harrington,.65,44,68
33,1,49298,Kramer Hickok,.65,32,49
33,1,29926,Danny Lee,.65,45,69
33,1,47347,Adam Schenk,.65,48,74
40,1,33948,Byeong Hun An,.64,48,75
40,1,27974,Sung Kang,.64,47,73
40,1,27129,Luke List,.64,44,69
43,2,25900,Lucas Glover,.63,42,67
43,2,30944,Jason Kokrak,.63,39,62
45,2,34314,Sebastian Cappelen,.62,33,53
45,2,27942,Rob Oppenheim,.62,38,61
45,2,30110,Kyle Stanley,.62,33,53
48,2,29970,Dylan Frittelli,.61,50,82
48,2,29974,Branden Grace,.61,25,41
48,2,32839,Hideki Matsuyama,.61,45,74
48,2,29518,Brendan Steele,.61,39,64
52,2,36689,Brooks Koepka,.60,24,40
52,2,48119,Ben Taylor,.60,25,42
52,2,23788,D.J. Trahan,.60,28,47
52,2,32139,Danny Willett,.60,24,40
56,2,29479,Scott Brown,.59,38,64
56,2,32366,Kevin Chappell,.59,24,41
58,3,23621,Rory Sabbatini,.58,38,66
58,3,32254,Xinjun Zhang,.58,45,77
60,4,33120,Mark Anderson,.57,27,47
60,4,25632,Jimmy Walker,.57,26,46
60,4,27095,Nick Watney,.57,25,44
63,-2,50525,Collin Morikawa,.56,45,80
63,4,22056,Cameron Percy,.56,25,45
63,-5,48081,Xander Schauffele,.56,39,70
63,4,27064,Jhonattan Vegas,.56,28,50
67,3,19803,Ryan Armour,.55,32,58
67,3,40058,Zac Blair,.55,36,66
67,3,39997,Corey Conners,.55,41,74
67,3,46435,Austin Cook,.55,33,60
71,4,51766,Wyndham Clark,.54,33,61
71,4,32618,Rhein Gibson,.54,27,50
71,4,35532,Tom Hoge,.54,40,74
71,4,26300,Matt Jones,.54,41,76
71,4,33122,Russell Knox,.54,34,63
71,4,25572,Graeme McDowell,.54,26,48
71,4,39953,Chase Seiffert,.54,29,54
78,4,33141,Keegan Bradley,.53,36,68
78,4,24361,Pat Perez,.53,29,55
78,4,28252,Seamus Power,.53,17,32
78,4,22405,Justin Rose,.53,20,38
78,4,33486,Roger Sloan,.53,27,51
83,5,33410,Andrew Landry,.52,33,63
83,5,29908,C.T. Pan,.52,29,56
83,-13,46046,Scottie Scheffler,.52,43,82
83,5,46441,Robby Shelton,.52,37,71
83,5,48887,Matt Wallace,.52,23,44
88,5,45609,Tyler Duncan,.51,42,83
88,5,21961,Charles Howell III,.51,35,69
88,5,32791,K.H. Lee,.51,37,72
88,5,30163,Henrik Norlander,.51,38,74
88,5,37275,Sam Ryder,.51,36,70
88,5,27214,Kevin Streelman,.51,37,73
88,5,33419,Cameron Tringale,.51,32,63
95,22,40026,Daniel Berger,.50,32,64
95,6,40009,Dominic Bozzelli,.50,18,36
95,-2,35310,Lanto Griffin,.50,46,92
95,6,37455,Si Woo Kim,.50,37,74
95,6,28775,Nate Lashley,.50,26,52
95,6,26329,Louis Oosthuizen,.50,24,48
95,-7,23320,Ryan Palmer,.50,34,68
95,6,39324,J.J. Spaun,.50,29,58
95,6,34431,Robert Streb,.50,25,50
95,6,35658,Kris Ventura,.50,22,44
105,3,10809,Jim Furyk,.49,19,39
105,-23,26851,Marc Leishman,.49,30,61
105,3,46442,Maverick McNealy,.49,37,76
108,4,25364,Paul Casey,.48,27,56
108,4,28237,Rory McIlroy,.48,29,60
108,0,48822,Sebastián Muñoz,.48,40,84
108,4,30692,Scott Stallings,.48,32,67
108,4,32333,Kevin Tway,.48,23,48
113,4,26499,Rafa Cabrera Bello,.47,25,53
113,4,26758,David Hearn,.47,24,51
113,-5,30925,Dustin Johnson,.47,23,49
113,4,35449,Adam Long,.47,41,88
113,4,49960,Sepp Straka,.47,33,70
113,4,37189,Harold Varner III,.47,35,74
119,6,35450,Patrick Cantlay,.46,21,46
119,6,12716,Charley Hoffman,.46,27,59
119,6,27963,Chris Stroud,.46,21,46
119,6,56278,Matthew Wolff,.46,34,74
123,6,32102,Rickie Fowler,.45,20,44
123,6,28679,Fabián Gómez,.45,25,55
123,6,26596,Ryan Moore,.45,20,44
123,-11,30927,Brendon Todd,.45,39,86
127,5,32640,Troy Merritt,.44,30,68
127,5,36871,Matthew NeSmith,.44,30,68
127,5,53165,Doc Redman,.44,36,82
127,-10,35891,Cameron Smith,.44,28,64
131,6,22371,Aaron Baddeley,.43,20,47
131,6,34076,Joel Dahmen,.43,34,79
131,6,34098,Russell Henley,.43,27,63
131,6,33490,Bo Hoag,.43,29,67
131,6,33667,Carlos Ortiz,.43,31,72
131,6,47128,Richy Werenski,.43,24,56
137,7,29268,Bronson Burgoon,.42,22,53
137,24,29725,Tony Finau,.42,30,72
137,7,34466,Peter Malnati,.42,24,57
137,7,33413,Ben Martin,.42,15,36
137,0,25396,Kevin Na,.42,30,71
137,7,24138,Ian Poulter,.42,20,48
137,7,25493,Nick Taylor,.42,25,59
137,-5,33448,Justin Thomas,.42,28,66
137,7,32150,Michael Thompson,.42,26,62
146,4,25804,Bubba Watson,.41,27,66
147,4,35230,Nelson Ledesma,.40,16,40
147,4,26476,Chez Reavie,.40,31,77
147,4,34046,Jordan Spieth,.40,25,62
147,4,29484,Peter Uihlein,.40,17,43
151,0,47959,Bryson DeChambeau,.39,24,62
151,5,33597,Harry Higgs,.39,32,83
151,5,39977,Max Homa,.39,27,70
151,5,39971,Sungjae Im,.39,37,94
151,5,34256,Andrew Putnam,.39,18,46
151,5,25349,Tim Wilkinson,.39,18,46
157,14,45526,Abraham Ancer,.38,28,74
157,4,28089,Jason Day,.38,20,53
157,4,19846,Brian Gay,.38,24,63
157,4,29478,Kevin Kisner,.38,28,73
157,4,47993,Denny McCarthy,.38,29,77
157,4,27349,Alex Noren,.38,21,56
163,6,33399,Adam Hadwin,.37,24,65
164,7,47504,Sam Burns,.36,21,58
164,7,32448,James Hahn,.36,13,36
164,5,46717,Viktor Hovland,.36,27,74
164,7,24024,Zach Johnson,.36,22,61
168,7,20229,Stewart Cink,.35,18,51
168,7,36801,Mark Hubbard,.35,30,86
168,7,01810,Phil Mickelson,.35,18,51
168,7,25818,Scott Piercy,.35,23,66
168,7,31323,Gary Woodland,.35,22,62
173,10,29420,Billy Horschel,.34,27,79
173,2,35506,Mackenzie Hughes,.34,24,70
173,9,34360,Patrick Reed,.34,25,74
176,7,34021,Bud Cauley,.33,20,61
