RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
1,0,27936,Martin Laird,71.94,141,55
2,0,24358,Robert Garrigus,71.76,155,61
3,0,08793,Tiger Woods,71.62,106,42
4,0,25562,Andres Romero,69.29,97,43
5,0,23497,Tag Ridings,67.80,80,38
6,0,24781,Hunter Mahan,65.91,145,75
7,0,27095,Nick Watney,65.45,144,76
8,0,27770,Camilo Villegas,65.08,123,66
9,0,23788,D.J. Trahan,65.04,160,86
10,0,25804,Bubba Watson,64.89,122,66
11,0,01810,Phil Mickelson,64.67,97,53
12,0,23621,Rory Sabbatini,64.56,133,73
13,0,29718,Anthony Kim,63.33,114,66
14,0,21209,Sergio Garcia,63.28,81,47
15,0,21805,Harrison Frazar,63.27,155,90
16,0,20848,Ángel Cabrera,62.96,68,40
17,0,31323,Gary Woodland,62.62,67,40
18,0,24502,Adam Scott,62.50,80,48
19,0,25818,Scott Piercy,62.40,156,94
20,0,30925,Dustin Johnson,62.25,127,77
21,0,26289,Boo Weekley,62.23,117,71
22,0,24925,Jonathan Byrd,62.07,162,99
23,0,12716,Charley Hoffman,61.96,171,105
24,0,23320,Ryan Palmer,61.82,136,84
25,0,24140,Sean O'Hair,61.76,105,65
26,0,01706,Davis Love III,61.44,145,91
27,0,01707,Steve Lowery,61.25,147,93
28,0,28780,Nicholas Thompson,60.87,168,108
29,0,20574,Mathew Goggin,60.54,112,73
30,0,20850,Daniel Chopra,60.46,159,104
31,0,26596,Ryan Moore,60.17,139,92
32,0,28118,Peter Tomasulo,60.00,87,58
33,0,28158,Steve Marino,59.76,147,99
34,0,23623,Bo Van Pelt,59.52,150,102
35,0,06567,Vijay Singh,59.46,88,60
36,0,23349,Charles Warren,59.20,103,71
37,0,25900,Lucas Glover,59.05,137,95
38,0,06522,Ernie Els,59.04,98,68
39,0,20691,Greg Owen,58.92,142,99
40,0,20070,Matt Bettencourt,58.36,157,112
40,0,26695,Michael Letzig,58.36,157,112
42,0,27141,J.B. Holmes,58.16,114,82
43,0,24912,Will MacKenzie,58.03,112,81
44,0,26300,Matt Jones,57.64,83,61
45,0,01226,Fred Couples,57.38,70,52
46,0,27120,Troy Matteson,57.25,154,115
47,0,22913,John Rollins,57.14,148,111
48,0,24663,Y.E. Yang,56.94,123,93
49,0,20645,John Senden,56.74,160,122
50,0,26951,Johnson Wagner,56.44,127,98
51,0,21959,Ted Purdy,56.34,151,117
52,0,20572,Rod Pampling,56.31,116,90
53,0,24924,Bill Haas,56.25,144,112
54,0,21961,Charles Howell III,55.91,142,112
55,0,24490,George McNeill,55.75,126,100
56,0,27214,Kevin Streelman,55.56,140,112
57,0,27933,John Merrick,55.39,113,91
58,0,25632,Jimmy Walker,55.10,108,88
59,0,22371,Aaron Baddeley,55.00,99,81
59,0,28089,Jason Day,55.00,88,72
61,0,26851,Marc Leishman,54.92,134,110
62,0,22892,Jason Gore,54.50,103,86
63,0,24846,Ricky Barnes,54.23,77,65
64,0,23548,Bill Lunde,54.17,117,99
64,0,24361,Pat Perez,54.17,104,88
66,0,23638,Brendon de Jonge,54.00,135,115
67,0,28475,Jeff Overton,53.42,125,109
68,0,28087,Kris Blanks,53.19,75,66
69,0,27963,Chris Stroud,52.89,119,106
70,0,10585,Scott McCarron,52.85,130,116
71,0,01945,Kenny Perry,52.73,116,104
72,0,26301,James Nitties,52.47,117,106
73,0,10885,Robert Allenby,52.44,86,78
74,0,22046,Geoff Ogilvy,52.20,95,87
75,0,12782,Tim Herron,51.93,121,112
76,0,20229,Stewart Cink,51.79,87,81
77,0,20593,Greg Chalmers,51.69,107,100
78,0,06595,Kevin Sutherland,51.67,124,116
