RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
1,0,20157,Retief Goosen,19.7,71683.000,101
2,0,24781,Hunter Mahan,20.3,129882.000,178
3,0,01226,Fred Couples,20.5,57625.000,78
4,0,01706,Davis Love III,20.6,126911.000,171
4,0,24140,Sean O'Hair,20.6,94885.000,128
4,0,20645,John Senden,20.6,134988.000,182
7,0,26289,Boo Weekley,20.7,107859.000,145
8,0,20766,Padraig Harrington,21.1,69133.000,91
8,0,06527,Steve Stricker,21.1,72294.000,95
10,0,25900,Lucas Glover,21.6,122676.000,158
10,0,25396,Kevin Na,21.6,104118.000,134
12,0,23135,Tim Clark,21.7,55556.000,71
12,0,06567,Vijay Singh,21.7,85866.000,110
14,0,10423,Mike Weir,22.0,65777.000,83
15,0,01320,Bob Estes,22.2,73683.000,92
16,0,10885,Robert Allenby,22.3,82811.000,103
16,0,26596,Ryan Moore,22.3,141098.000,176
16,0,27095,Nick Watney,22.3,141150.000,176
19,0,20104,Ken Duke,22.4,89709.000,111
19,0,27141,J.B. Holmes,22.4,121527.000,151
19,0,24361,Pat Perez,22.4,103042.000,128
22,0,27963,Chris Stroud,22.5,116081.000,143
23,0,26851,Marc Leishman,22.6,136951.000,168
23,0,01810,Phil Mickelson,22.6,100825.000,124
23,0,22046,Geoff Ogilvy,22.6,95338.000,117
23,0,01945,Kenny Perry,22.6,114533.000,141
23,0,25818,Scott Piercy,22.6,152449.000,187
23,0,25632,Jimmy Walker,22.6,104182.000,128
29,0,20848,Ángel Cabrera,22.7,71082.000,87
29,0,24358,Robert Garrigus,22.7,157155.000,192
29,0,23353,J.J. Henry,22.7,126102.000,154
29,0,26300,Matt Jones,22.7,80957.000,99
33,0,24924,Bill Haas,22.8,147061.000,179
33,0,27683,Leif Olson,22.8,64892.000,79
35,0,24507,Jason Bohn,23.0,95841.000,116
35,0,20574,Mathew Goggin,23.0,113323.000,137
37,0,22371,Aaron Baddeley,23.1,96445.000,116
37,0,22295,Darron Stiles,23.1,47352.000,57
39,0,27214,Kevin Streelman,23.2,150012.000,180
40,0,24024,Zach Johnson,23.3,109796.000,131
40,0,28118,Peter Tomasulo,23.3,87405.000,104
40,0,31323,Gary Woodland,23.3,77877.000,93
43,0,23778,Brad Adamonis,23.4,86921.000,103
43,0,06004,Stephen Ames,23.4,93673.000,111
43,0,20472,Alex Cejka,23.4,98561.000,117
43,0,27120,Troy Matteson,23.4,154072.000,183
43,0,01766,Billy Mayfair,23.4,106806.000,127
43,0,24490,George McNeill,23.4,122741.000,146
43,0,02239,Scott Verplank,23.4,106181.000,126
50,0,01577,Lee Janzen,23.5,72760.000,86
50,0,08075,Jerry Kelly,23.5,103333.000,122
50,0,23800,Bryce Molder,23.5,53209.000,63
50,0,20691,Greg Owen,23.5,149192.000,176
50,0,21959,Ted Purdy,23.5,160795.000,190
50,0,08793,Tiger Woods,23.5,105933.000,125
56,0,26695,Michael Letzig,23.6,159796.000,188
56,0,24138,Ian Poulter,23.6,66205.000,78
56,0,08845,Scott Sterling,23.6,41667.000,49
56,0,06595,Kevin Sutherland,23.6,124898.000,147
60,0,06621,Joe Durant,23.7,64096.000,75
60,0,01313,Steve Elkington,23.7,92151.000,108
60,0,12602,Dean Wilson,23.7,69099.000,81
60,0,24663,Y.E. Yang,23.7,125298.000,147
64,0,23623,Bo Van Pelt,23.8,156142.000,182
64,0,27770,Camilo Villegas,23.8,121904.000,142
66,0,12716,Charley Hoffman,23.9,188269.000,219
66,0,23108,Matt Kuchar,23.9,102503.000,119
66,0,28475,Jeff Overton,23.9,132354.000,154
69,0,30925,Dustin Johnson,24.0,145303.000,168
69,0,27936,Martin Laird,24.0,151915.000,176
69,0,23621,Rory Sabbatini,24.0,144101.000,167
72,0,21878,Mark Wilson,24.1,117851.000,136
73,0,06522,Ernie Els,24.2,105456.000,121
73,0,21209,Sergio Garcia,24.2,84675.000,97
73,0,23788,D.J. Trahan,24.2,176212.000,202
73,0,26951,Johnson Wagner,24.2,133314.000,153
77,0,28089,Jason Day,24.3,93738.000,107
77,0,10809,Jim Furyk,24.3,81360.000,93
77,0,24912,Will MacKenzie,24.3,116150.000,133
77,0,10585,Scott McCarron,24.3,139063.000,159
77,0,23320,Ryan Palmer,24.3,143623.000,164
82,0,24925,Jonathan Byrd,24.4,181801.000,207
82,0,12705,Cliff Kresge,24.4,76348.000,87
82,0,07749,Brett Quigley,24.4,116994.000,133
82,0,26498,Matt Weibring,24.4,83384.000,95
86,0,29718,Anthony Kim,24.5,143115.000,162
87,0,23614,Rich Beem,24.8,90261.000,101
87,0,23541,Ben Crane,24.8,114239.000,128
87,0,23983,Luke Donald,24.8,70493.000,79
87,0,24503,Jeff Klauk,24.8,114168.000,128
87,0,25240,D.A. Points,24.8,136413.000,153
