RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,20157,Retief Goosen,245.7,893323.000,101
2,0,01226,Fred Couples,246.3,691523.000,78
3,0,06527,Steve Stricker,248.5,849895.000,95
4,0,01035,Tommy Armour III,249.9,710677.000,79
5,0,23135,Tim Clark,250.2,639475.000,71
6,0,27770,Camilo Villegas,251.0,1283334.000,142
7,0,23983,Luke Donald,251.6,715665.000,79
8,0,08845,Scott Sterling,252.1,444666.000,49
9,0,10423,Mike Weir,252.3,753774.000,83
10,0,25804,Bubba Watson,252.4,1435442.000,158
11,0,01706,Davis Love III,252.6,1554794.000,171
11,0,28158,Steve Marino,252.6,1537089.000,169
13,0,20229,Stewart Cink,252.7,937093.000,103
13,0,24358,Robert Garrigus,252.7,1746593.000,192
13,0,20574,Mathew Goggin,252.7,1246513.000,137
16,0,06197,Michael Allen,252.8,891891.000,98
17,0,27933,John Merrick,253.7,1214484.000,133
18,0,01320,Bob Estes,253.8,840650.000,92
18,0,25900,Lucas Glover,253.8,1443667.000,158
18,0,06595,Kevin Sutherland,253.8,1343140.000,147
21,0,27095,Nick Watney,254.0,1609382.000,176
22,0,20104,Ken Duke,254.1,1015278.000,111
23,0,21961,Charles Howell III,254.3,1510764.000,165
23,0,12705,Cliff Kresge,254.3,796383.000,87
25,0,24502,Adam Scott,254.8,843841.000,92
25,0,22295,Darron Stiles,254.8,522771.000,57
27,0,01945,Kenny Perry,255.0,1294542.000,141
28,0,21209,Sergio Garcia,255.2,891106.000,97
29,0,22293,Heath Slocum,255.3,1176336.000,128
30,0,20645,John Senden,255.5,1674310.000,182
31,0,20766,Padraig Harrington,255.6,837441.000,91
32,0,22046,Geoff Ogilvy,255.7,1076994.000,117
32,0,28475,Jeff Overton,255.7,1417475.000,154
34,0,27060,John Mallinger,255.9,958263.000,104
35,0,23778,Brad Adamonis,256.2,949875.000,103
35,0,23108,Matt Kuchar,256.2,1097700.000,119
37,0,10885,Robert Allenby,256.4,950912.000,103
37,0,20850,Daniel Chopra,256.4,1762991.000,191
37,0,25686,Jason Dufner,256.4,1236965.000,134
40,0,22371,Aaron Baddeley,256.5,1071153.000,116
40,0,26420,Richard Johnson,256.5,738581.000,80
40,0,24781,Hunter Mahan,256.5,1643751.000,178
43,0,26695,Michael Letzig,256.6,1736439.000,188
44,0,26289,Boo Weekley,256.7,1339763.000,145
45,0,24361,Pat Perez,256.8,1183260.000,128
46,0,24138,Ian Poulter,256.9,721497.000,78
47,0,01142,Bart Bryant,257.2,490802.000,53
48,0,28087,Kris Blanks,257.3,796605.000,86
48,0,27120,Troy Matteson,257.3,1695170.000,183
48,0,23623,Bo Van Pelt,257.3,1686124.000,182
51,0,06621,Joe Durant,257.4,694903.000,75
52,0,12652,Cameron Beckman,257.6,1112617.000,120
52,0,20848,Ángel Cabrera,257.6,806676.000,87
52,0,29221,Webb Simpson,257.6,1205568.000,130
55,0,20498,Briny Baird,257.7,1103969.000,119
55,0,08793,Tiger Woods,257.7,1159726.000,125
57,0,30925,Dustin Johnson,257.8,1559113.000,168
57,0,28620,Aron Price,257.8,992958.000,107
59,0,06004,Stephen Ames,257.9,1030389.000,111
60,0,24024,Zach Johnson,258.0,1216735.000,131
60,0,24490,George McNeill,258.0,1356138.000,146
62,0,27649,Brandt Snedeker,258.1,808484.000,87
63,0,27214,Kevin Streelman,258.3,1674031.000,180
64,0,20472,Alex Cejka,258.4,1088475.000,117
64,0,23541,Ben Crane,258.4,1190537.000,128
64,0,02239,Scott Verplank,258.4,1171985.000,126
67,0,27141,J.B. Holmes,258.5,1405167.000,151
67,0,27963,Chris Stroud,258.5,1331006.000,143
67,0,23788,D.J. Trahan,258.5,1880136.000,202
70,0,27936,Martin Laird,258.6,1638644.000,176
70,0,25632,Jimmy Walker,258.6,1191480.000,128
72,0,30927,Brendon Todd,258.7,391116.000,42
72,0,24663,Y.E. Yang,258.7,1369229.000,147
74,0,21805,Harrison Frazar,258.8,1723406.000,185
74,0,23800,Bryce Molder,258.8,587033.000,63
76,0,24507,Jason Bohn,258.9,1081118.000,116
76,0,01473,Todd Hamilton,258.9,848206.000,91
76,0,06567,Vijay Singh,258.9,1025363.000,110
79,0,01577,Lee Janzen,259.0,801862.000,86
79,0,20572,Rod Pampling,259.0,1165343.000,125
79,0,25818,Scott Piercy,259.0,1743762.000,187
79,0,02206,David Toms,259.0,1174777.000,126
79,0,26498,Matt Weibring,259.0,885640.000,95
