RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,0,22293,Heath Slocum,31' 2",47946.000,1540,Under
2,0,20623,Gavin Coles,31' 7",24904.250,788,Under
3,0,23135,Tim Clark,32' 2",42054.250,1307,Under
4,0,12510,Chad Campbell,32' 8",49898.917,1526,Under
4,0,10860,Justin Leonard,32' 8",42628.917,1304,Under
6,0,06004,Stephen Ames,32' 9",38688.083,1182,Under
6,0,02239,Scott Verplank,32' 9",38138.500,1164,Under
8,0,22348,Nick O'Hern,32' 10",41768.583,1272,Under
9,0,01553,John Huston,32' 11",28866.417,878,Under
10,0,19846,Brian Gay,33' 1",51016.667,1543,Under
10,0,26476,Chez Reavie,33' 1",53284.167,1609,Under
12,0,10505,Shane Bertsch,33' 2",53463.500,1611,Under
12,0,01142,Bart Bryant,33' 2",39837.833,1201,Under
14,0,06522,Ernie Els,33' 3",21488.583,646,Even
15,0,01035,Tommy Armour III,33' 5",39533.750,1183,Over
15,0,10425,Jay Williamson,33' 5",47841.667,1432,Over
17,0,20498,Briny Baird,33' 6",57690.667,1723,Under
17,0,01139,Olin Browne,33' 6",41854.333,1249,Over
17,0,01945,Kenny Perry,33' 6",55281.000,1649,Under
20,0,24024,Zach Johnson,33' 7",42665.500,1271,Under
20,0,22548,Patrick Sheehan,33' 7",63135.500,1879,Under
20,0,08845,Scott Sterling,33' 7",44647.833,1329,Under
23,0,01388,Robert Gamez,33' 8",42891.917,1275,Over
24,0,25190,Jeff Quinney,33' 9",44059.667,1307,Under
24,0,10649,Tom Scherrer,33' 9",26622.750,788,Over
26,0,06197,Michael Allen,33' 10",47221.667,1394,Under
26,0,06090,Jim McGovern,33' 10",38160.417,1127,Over
26,0,22046,Geoff Ogilvy,33' 10",29680.250,877,Under
26,0,23320,Ryan Palmer,33' 10",36399.167,1076,Under
30,0,01161,Mark Calcavecchia,33' 11",32751.667,966,Over
31,0,12652,Cameron Beckman,34' 0",45087.500,1327,Under
31,0,12602,Dean Wilson,34' 0",56733.083,1667,Under
33,0,07457,Steve Flesch,34' 1",49301.917,1447,Under
34,0,20472,Alex Cejka,34' 2",36727.083,1074,Over
34,0,10733,Kent Jones,34' 2",33789.833,988,Under
34,0,22806,Doug LaBelle II,34' 2",31142.750,912,Even
34,0,02002,John Riegger,34' 2",39087.333,1144,Under
34,0,23325,Vaughn Taylor,34' 2",57454.167,1680,Under
34,0,10423,Mike Weir,34' 2",40524.333,1186,Under
34,0,19913,Ron Whittaker,34' 2",25181.250,737,Over
41,0,25364,Paul Casey,34' 3",22082.250,645,Over
41,0,06012,Greg Kraft,34' 3",30696.667,896,Over
41,0,06567,Vijay Singh,34' 3",38718.000,1131,Under
41,0,02206,David Toms,34' 3",34315.417,1003,Under
41,0,02223,Bob Tway,34' 3",34949.250,1021,Under
46,0,10809,Jim Furyk,34' 4",46276.417,1349,Under
46,0,23108,Matt Kuchar,34' 4",43138.500,1256,Under
48,0,22621,Ben Curtis,34' 5",38670.250,1124,Under
48,0,08931,Glen Day,34' 5",34587.250,1005,Under
48,0,20105,Jeff Gove,34' 5",27073.417,787,Under
48,0,22378,Trevor Immelman,34' 5",33310.667,968,Over
48,0,01577,Lee Janzen,34' 5",46098.833,1341,Over
48,0,24781,Hunter Mahan,34' 5",44429.833,1291,Under
48,0,24140,Sean O'Hair,34' 5",41861.417,1215,Under
55,0,20443,Jin Park,34' 6",43327.583,1255,Over
56,0,19803,Ryan Armour,34' 7",47013.667,1360,Over
56,0,07547,Craig Kanada,34' 7",34182.250,989,Over
56,0,01941,Tom Pernice Jr.,34' 7",60756.583,1757,Under
59,0,07867,Woody Austin,34' 8",54689.583,1578,Under
59,0,06621,Joe Durant,34' 8",49167.250,1417,Over
59,0,01320,Bob Estes,34' 8",53497.333,1543,Under
59,0,25900,Lucas Glover,34' 8",51603.333,1489,Under
59,0,20645,John Senden,34' 8",50821.167,1467,Under
59,0,23788,D.J. Trahan,34' 8",48397.333,1396,Under
59,0,26289,Boo Weekley,34' 8",39740.667,1146,Under
66,0,10885,Robert Allenby,34' 9",53563.417,1541,Under
66,0,24227,Justin Bolli,34' 9",45512.000,1309,Over
66,0,24663,Y.E. Yang,34' 9",49524.750,1425,Over
69,0,06034,Marco Dawson,34' 10",33542.500,963,Over
69,0,22892,Jason Gore,34' 10",53077.417,1523,Under
69,0,27060,John Mallinger,34' 10",52370.750,1502,Under
69,0,01928,Corey Pavin,34' 10",34988.500,1004,Under
69,0,23621,Rory Sabbatini,34' 10",39402.833,1131,Under
69,0,27963,Chris Stroud,34' 10",41102.333,1180,Over
69,0,08385,Omar Uresti,34' 10",39248.917,1128,Under
76,0,20766,Padraig Harrington,34' 11",19904.833,570,Under
76,0,06573,Brandt Jobe,34' 11",29395.167,842,Over
76,0,08075,Jerry Kelly,34' 11",46377.750,1327,Under
76,0,27770,Camilo Villegas,34' 11",39271.750,1126,Under
80,0,01024,Billy Andrade,35' 0",38743.667,1108,Over
80,0,23541,Ben Crane,35' 0",46922.583,1342,Under
80,0,01313,Steve Elkington,35' 0",45856.833,1310,Under
80,0,21731,Freddie Jacobson,35' 0",40124.750,1146,Under
80,0,06527,Steve Stricker,35' 0",36296.750,1036,Under
85,0,21805,Harrison Frazar,35' 1",38832.333,1106,Over
85,0,06643,Paul Goydos,35' 1",42176.500,1202,Over
85,0,28158,Steve Marino,35' 1",65479.583,1865,Under
88,0,20229,Stewart Cink,35' 2",40375.500,1148,Under
88,0,12716,Charley Hoffman,35' 2",54048.083,1537,Under
88,0,27649,Brandt Snedeker,35' 2",42258.500,1203,Under
91,0,23614,Rich Beem,35' 3",49992.333,1417,Under
91,0,01226,Fred Couples,35' 3",32245.750,915,Under
91,0,24912,Will MacKenzie,35' 3",36013.750,1021,Over
91,0,20160,Charlie Wi,35' 3",55611.833,1576,Under
95,0,20382,Stephen Leaney,35' 4",28313.667,802,Over
95,0,11032,Frank Lickliter II,35' 4",63158.250,1786,Over
