RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND
1,0,06567,Vijay Singh,18,4,5
2,0,10809,Jim Furyk,15,2,1,1
3,0,08793,Tiger Woods,12,5,2
4,0,01706,Davis Love III,11,4,1,1
4,0,01945,Kenny Perry,11,3,1,1
6,0,06251,Chris DiMarco,10,1,2
6,0,08075,Jerry Kelly,10,1
6,0,10423,Mike Weir,10,3,4
9,0,10885,Robert Allenby,9,1
9,0,12510,Chad Campbell,9,1,3
9,0,07457,Steve Flesch,9,1
9,0,01381,Fred Funk,9,1,1
9,0,20157,Retief Goosen,9,1,1,3
14,0,01329,Brad Faxon,8,3,1
14,0,01457,Jay Haas,8,2
14,0,20094,Jonathan Kaye,8,1,1
14,0,02239,Scott Verplank,8,1,1
18,0,20498,Briny Baird,7,1,1
18,0,06522,Ernie Els,7,2
18,0,01810,Phil Mickelson,7,1
18,0,22046,Geoff Ogilvy,7,1,1
18,0,20127,Chris Riley,7,2,1
18,0,02206,David Toms,7,2,1
18,0,02223,Bob Tway,7,1,2,1
25,0,24357,K.J. Choi,6,1
25,0,20229,Stewart Cink,6,2
25,0,01320,Bob Estes,6,1,1
25,0,12782,Tim Herron,6,2,2
25,0,21961,Charles Howell III,6,2
25,0,01685,J.L. Lewis,6,1,1
25,0,01968,Nick Price,6,2,1
32,0,20098,Stuart Appleby,5,1,3
32,0,24925,Jonathan Byrd,5,1
32,0,19825,Darren Clarke,5,1
32,0,01797,Rocco Mediate,5,2
32,0,20572,Rod Pampling,5,1
32,0,20663,Brenden Pappas,5,1,1
32,0,22913,John Rollins,5,1
32,0,23621,Rory Sabbatini,5,1
32,0,02214,Kirk Triplett,5,1,1
41,0,06004,Stephen Ames,4
41,0,07867,Woody Austin,4,1
41,0,20472,Alex Cejka,4,1
41,0,01226,Fred Couples,4,1
41,0,06621,Joe Durant,4,1
41,0,01361,Dan Forsman,4
41,0,21805,Harrison Frazar,4,1
41,0,21731,Freddie Jacobson,4,1
41,0,23552,Hank Kuehne,4,1,1
41,0,10860,Justin Leonard,4,1,1
41,0,12680,Shigeki Maruyama,4,1,1
41,0,06515,Shaun Micheel,4,1
41,0,01941,Tom Pernice Jr.,4,1
41,0,01948,Tim Petrovic,4,1,1
41,0,08375,Paul Stankowski,4
41,0,02170,Hal Sutton,4,1
41,0,20548,Hidemichi Tanaka,4
58,0,01024,Billy Andrade,3
58,0,22371,Aaron Baddeley,3,1
58,0,19824,Craig Barlow,3
58,0,01161,Mark Calcavecchia,3,1
58,0,23135,Tim Clark,3,1
58,0,23541,Ben Crane,3,1
58,0,08931,Glen Day,3
58,0,10201,Matt Gogel,3,1
58,0,20766,Padraig Harrington,3,1
58,0,01569,Peter Jacobsen,3,1
58,0,12705,Cliff Kresge,3
58,0,11032,Frank Lickliter II,3,1,1
58,0,20634,Peter Lonard,3
58,0,01723,Andrew Magee,3
58,0,01766,Billy Mayfair,3
58,0,26950,John Morgan,3
58,0,02010,Loren Roberts,3,1
58,0,02104,Jeff Sluman,3,1
58,0,06595,Kevin Sutherland,3
58,0,02246,Duffy Waldorf,3,1
78,0,21633,Steve Allan,2,1
78,0,23614,Rich Beem,2,1
78,0,20029,Notah Begay III,2
78,0,08123,Jeff Brehaut,2
78,0,25364,Paul Casey,2
78,0,19881,Robert Damron,2
78,0,06034,Marco Dawson,2
78,0,23983,Luke Donald,2
78,0,20585,Niclas Fasth,2
78,0,20121,Todd Fischer,2,1
78,0,01378,David Frost,2
78,0,01388,Robert Gamez,2,1,1
78,0,21209,Sergio Garcia,2
78,0,23338,David Gossett,2,1
78,0,06643,Paul Goydos,2
78,0,07941,Mike Grob,2
78,0,08545,Glen Hnatiuk,2
78,0,01527,Scott Hoch,2,1
78,0,01553,John Huston,2,1,1
78,0,01577,Lee Janzen,2,1
78,0,26420,Richard Johnson,2,1
78,0,01619,Skip Kendall,2
78,0,01666,Bernhard Langer,2
78,0,20382,Stephen Leaney,2,1
78,0,01677,Tom Lehman,2,1
78,0,01707,Steve Lowery,2,1,1
78,0,01724,Jeff Maggert,2
78,0,01761,Len Mattiace,2,1
78,0,10585,Scott McCarron,2,1
78,0,20628,Arron Oberholser,2
78,0,06373,José María Olazábal,2
78,0,01927,Dennis Paulson,2,1
78,0,24361,Pat Perez,2
78,0,07749,Brett Quigley,2
78,0,22405,Justin Rose,2,1
78,0,24502,Adam Scott,2,1,1
78,0,22293,Heath Slocum,2,1
78,0,12602,Dean Wilson,2
116,0,23036,Chris Anderson,1
116,0,01035,Tommy Armour III,1,1
116,0,21739,Aaron Barber,1
116,0,07721,Pat Bates,1
116,0,12652,Cameron Beckman,1
116,0,10944,Thomas Bjørn,1,1
116,0,06214,Guy Boros,1
116,0,20593,Greg Chalmers,1
116,0,12388,Michael Clark II,1
116,0,19972,José Coceres,1
116,0,01203,Russ Cochran,1
116,0,22621,Ben Curtis,1,1
116,0,01249,John Daly,1
116,0,21753,Brian Davis,1
116,0,19906,Gary Evans,1
116,0,01326,Nick Faldo,1
116,0,12823,Carlos Franco,1
116,0,06064,Jeff Gallagher,1
116,0,20473,Ignacio Garrido,1
116,0,19846,Brian Gay,1
116,0,12645,Brent Geiberger,1,1
116,0,08725,Tom Gillis,1
116,0,21806,Paul Gow,1
116,0,06575,Dudley Hart,1
116,0,08537,J.P. Hayes,1
116,0,23353,J.J. Henry,1
116,0,22378,Trevor Immelman,1
116,0,10821,Toshi Izawa,1
116,0,06573,Brandt Jobe,1
116,0,08633,Per-Ulrik Johansson,1
116,0,06332,Neal Lancaster,1
116,0,19904,Paul Lawrie,1
116,0,20573,Scott Laycock,1
116,0,12662,Thomas Levet,1
116,0,08547,John Maginnes,1
116,0,08339,Spike McRoy,1
116,0,01887,Mark O'Meara,1
116,0,22400,Hennie Otto,1
116,0,12660,Jesper Parnevik,1
116,0,01926,Steve Pate,1
116,0,01938,David Peoples,1
116,0,25345,Carl Pettersson,1,1
116,0,20474,Phillip Price,1
116,0,10213,Dicky Pride,1
116,0,02049,Gene Sauers,1
116,0,02101,Joey Sindelar,1,1
116,0,02106,Chris Smith,1
116,0,11011,Mike Sposa,1
116,0,02133,Craig Stadler,1,1
116,0,06581,David Sutherland,1
116,0,12663,Phil Tataurangi,1
116,0,06078,Esteban Toledo,1
116,0,25450,Ty Tryon,1
116,0,27095,Nick Watney,1
116,0,10425,Jay Williamson,1,1
116,0,21878,Mark Wilson,1
