RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,25900,Lucas Glover,1650.000
2,0,20229,Stewart Cink,1291.096
3,0,08793,Tiger Woods,1286.163
4,0,01810,Phil Mickelson,873.530
5,0,01945,Kenny Perry,734.943
6,0,02256,Tom Watson,732.603
7,0,12510,Chad Campbell,681.113
8,0,24846,Ricky Barnes,559.830
8,0,09011,David Duval,559.830
10,0,24781,Hunter Mahan,527.417
11,0,27933,John Merrick,393.446
12,0,06527,Steve Stricker,337.530
13,0,24140,Sean O'Hair,293.621
14,0,10809,Jim Furyk,287.712
15,0,07457,Steve Flesch,283.201
16,0,30925,Dustin Johnson,235.700
17,0,29718,Anthony Kim,209.788
18,0,01473,Todd Hamilton,174.185
19,0,24024,Zach Johnson,172.204
20,0,10860,Justin Leonard,161.222
21,0,20070,Matt Bettencourt,154.600
21,0,26596,Ryan Moore,154.600
23,0,27095,Nick Watney,152.794
24,0,25804,Bubba Watson,129.558
25,0,06595,Kevin Sutherland,126.654
26,0,28475,Jeff Overton,123.253
27,0,26289,Boo Weekley,114.601
28,0,22621,Ben Curtis,113.123
29,0,06197,Michael Allen,81.760
29,0,01928,Corey Pavin,81.760
31,0,27141,J.B. Holmes,71.833
32,0,01677,Tom Lehman,59.422
33,0,01766,Billy Mayfair,56.787
34,0,10585,Scott McCarron,53.113
34,0,22913,John Rollins,53.113
36,0,27060,John Mallinger,48.319
37,0,01161,Mark Calcavecchia,47.794
37,0,01249,John Daly,47.794
37,0,01706,Davis Love III,47.794
40,0,01797,Rocco Mediate,46.609
41,0,01823,Larry Mize,46.575
42,0,20104,Ken Duke,38.625
43,0,07867,Woody Austin,31.736
43,0,01226,Fred Couples,31.736
45,0,02206,David Toms,31.736
46,0,28158,Steve Marino,31.176
47,0,06643,Paul Goydos,29.353
48,0,31323,Gary Woodland,27.409
49,0,23800,Bryce Molder,25.539
50,0,06575,Dudley Hart,25.500
50,0,23788,D.J. Trahan,25.500
52,0,23614,Rich Beem,21.113
52,0,23541,Ben Crane,21.113
52,0,25396,Kevin Na,21.113
55,0,08123,Jeff Brehaut,20.630
56,0,01381,Fred Funk,19.921
57,0,01887,Mark O'Meara,15.547
58,0,02223,Bob Tway,15.525
59,0,23353,J.J. Henry,14.550
60,0,29664,Gregory Bisconti,13.600
61,0,01320,Bob Estes,13.300
61,0,33545,Grant Sturgeon,13.300
