RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,06527,Steve Stricker,+2.18,69.19,71.37
2,0,08793,Tiger Woods,+2.08,69.88,71.96
3,0,21528,Henrik Stenson,+1.77,69.94,71.71
4,0,22405,Justin Rose,+1.70,69.97,71.67
5,0,24502,Adam Scott,+1.66,70.25,71.91
6,0,23108,Matt Kuchar,+1.48,70.01,71.49
7,0,21209,Sergio Garcia,+1.40,70.40,71.80
8,0,27649,Brandt Snedeker,+1.35,70.19,71.54
9,0,01810,Phil Mickelson,+1.33,70.09,71.42
10,0,28089,Jason Day,+1.31,70.43,71.74
10,0,26331,Charl Schwartzel,+1.31,70.46,71.77
12,0,34046,Jordan Spieth,+1.30,69.98,71.28
13,0,33141,Keegan Bradley,+1.27,70.01,71.28
13,0,10809,Jim Furyk,+1.27,70.47,71.74
15,0,23983,Luke Donald,+1.23,70.64,71.87
16,0,29221,Webb Simpson,+1.16,70.26,71.42
17,0,24924,Bill Haas,+1.13,70.38,71.51
18,0,24781,Hunter Mahan,+1.07,70.62,71.69
19,0,28237,Rory McIlroy,+.98,71.11,72.09
20,0,25686,Jason Dufner,+.97,70.55,71.52
20,0,24024,Zach Johnson,+.97,70.42,71.39
20,0,25804,Bubba Watson,+.97,70.70,71.67
23,0,27436,Graham DeLaet,+.95,70.20,71.15
24,0,20396,Lee Westwood,+.94,71.00,71.94
25,0,32102,Rickie Fowler,+.93,70.88,71.81
25,0,21961,Charles Howell III,+.93,70.07,71.00
27,0,30925,Dustin Johnson,+.92,70.76,71.68
27,0,30926,Chris Kirk,+.92,70.01,70.93
29,0,25632,Jimmy Walker,+.91,70.40,71.31
30,0,23638,Brendon de Jonge,+.86,70.01,70.87
30,0,26300,Matt Jones,+.86,70.17,71.03
32,0,21731,Freddie Jacobson,+.82,70.87,71.69
33,0,29420,Billy Horschel,+.79,70.49,71.28
34,0,24357,K.J. Choi,+.75,70.79,71.54
35,0,23320,Ryan Palmer,+.74,70.32,71.06
36,0,01320,Bob Estes,+.73,70.42,71.15
37,0,27214,Kevin Streelman,+.69,70.60,71.29
38,0,24138,Ian Poulter,+.66,71.17,71.83
39,0,27963,Chris Stroud,+.65,70.52,71.17
40,0,12716,Charley Hoffman,+.64,70.80,71.44
41,0,06522,Ernie Els,+.60,71.23,71.83
42,0,32200,Roberto Castro,+.59,70.35,70.94
43,0,34099,Harris English,+.58,70.46,71.04
44,0,23800,Bryce Molder,+.53,70.26,70.79
45,0,08075,Jerry Kelly,+.51,70.55,71.06
45,0,25572,Graeme McDowell,+.51,71.35,71.86
47,0,27770,Camilo Villegas,+.48,70.55,71.03
48,0,20229,Stewart Cink,+.47,71.15,71.62
48,0,22792,Peter Hanson,+.47,71.30,71.77
50,0,34098,Russell Henley,+.46,70.91,71.37
50,0,26679,Kevin Stadler,+.46,70.35,70.81
52,0,33419,Cameron Tringale,+.45,70.64,71.09
53,0,26851,Marc Leishman,+.44,71.13,71.57
53,0,23621,Rory Sabbatini,+.44,70.26,70.70
55,0,21753,Brian Davis,+.43,70.77,71.20
55,0,27095,Nick Watney,+.43,70.97,71.40
57,0,26758,David Hearn,+.41,70.75,71.16
57,0,27933,John Merrick,+.41,70.72,71.13
59,0,24361,Pat Perez,+.40,70.84,71.24
59,0,26476,Chez Reavie,+.40,70.57,70.97
61,0,25834,Daniel Summerhays,+.39,70.64,71.03
62,0,23409,James Driscoll,+.38,70.97,71.35
62,0,28500,Martin Flores,+.38,70.45,70.83
62,0,27556,Ted Potter Jr.,+.38,71.02,71.40
65,0,34174,John Huh,+.37,71.18,71.55
66,0,31323,Gary Woodland,+.34,70.80,71.14
67,0,35139,Richard Lee,+.33,70.81,71.14
68,0,26289,Boo Weekley,+.32,70.71,71.03
69,0,22913,John Rollins,+.31,70.62,70.93
70,0,33461,Morgan Hoffmann,+.29,70.41,70.70
70,0,26596,Ryan Moore,+.29,71.24,71.53
72,0,32366,Kevin Chappell,+.28,71.06,71.34
72,0,21099,David Lynn,+.28,71.41,71.69
72,0,27330,Josh Teater,+.28,71.22,71.50
75,0,27408,Martin Kaymer,+.27,71.52,71.79
76,0,20098,Stuart Appleby,+.26,70.69,70.95
76,0,10860,Justin Leonard,+.26,70.80,71.06
78,0,28475,Jeff Overton,+.25,70.69,70.94
79,0,34360,Patrick Reed,+.22,70.72,70.94
79,0,31560,Brian Stuard,+.22,70.86,71.08
81,0,30944,Jason Kokrak,+.21,70.79,71.00
81,0,20645,John Senden,+.21,71.46,71.67
83,0,23135,Tim Clark,+.20,70.98,71.18
84,0,28780,Nicholas Thompson,+.19,70.91,71.10
85,0,24358,Robert Garrigus,+.18,71.32,71.50
85,0,27936,Martin Laird,+.18,71.76,71.94
85,0,24490,George McNeill,+.18,70.93,71.11
85,0,21878,Mark Wilson,+.18,71.08,71.26
89,0,20848,Ángel Cabrera,+.17,71.32,71.49
89,0,23325,Vaughn Taylor,+.17,70.87,71.04
91,0,28307,Matt Every,+.16,70.85,71.01
92,0,23353,J.J. Henry,+.14,71.07,71.21
92,0,34409,David Lingmerth,+.14,71.29,71.43
94,0,31202,William McGirt,+.13,70.87,71.00
94,0,23623,Bo Van Pelt,+.13,71.56,71.69
96,0,23541,Ben Crane,+.09,70.93,71.02
97,0,29518,Brendan Steele,+.07,71.04,71.11
98,0,29740,Brad Fritsch,+.06,70.97,71.03
99,0,32448,James Hahn,+.05,71.09,71.14
100,0,29479,Scott Brown,+.04,71.46,71.50
101,0,35539,Luke Guthrie,+.03,71.40,71.43
102,0,24494,Erik Compton,+.02,70.96,70.98
102,0,06567,Vijay Singh,+.02,71.57,71.59
104,0,24507,Jason Bohn,+.01,70.96,70.97
105,0,02206,David Toms,E,71.18,71.18
106,0,20104,Ken Duke,-.01,71.24,71.23
107,0,22056,Cameron Percy,-.03,70.88,70.85
107,0,30692,Scott Stallings,-.03,71.44,71.41
109,0,20593,Greg Chalmers,-.04,71.04,71.00
109,0,23452,Nicolas Colsaerts,-.04,72.06,72.02
109,0,25444,Justin Hicks,-.04,71.33,71.29
109,0,25240,D.A. Points,-.04,71.45,71.41
113,0,31557,Jim Herman,-.07,71.13,71.06
113,0,06573,Brandt Jobe,-.07,71.41,71.34
113,0,25562,Andres Romero,-.07,71.19,71.12
116,0,20766,Padraig Harrington,-.08,71.88,71.80
116,0,23497,Tag Ridings,-.08,71.06,70.98
118,0,28092,D.H. Lee,-.09,70.89,70.80
119,0,28259,Sangmoon Bae,-.10,71.19,71.09
120,0,27895,Jonas Blixt,-.11,71.38,71.27
120,0,34431,Robert Streb,-.11,70.89,70.78
120,0,20160,Charlie Wi,-.11,71.06,70.95
123,0,27644,Brian Harman,-.12,71.19,71.07
124,0,12510,Chad Campbell,-.13,70.88,70.75
125,0,28679,Fabián Gómez,-.15,71.08,70.93
126,0,01724,Jeff Maggert,-.17,70.87,70.70
127,0,34261,Scott Langley,-.18,71.35,71.17
127,0,25345,Carl Pettersson,-.18,71.58,71.40
129,0,19846,Brian Gay,-.20,71.08,70.88
129,0,25818,Scott Piercy,-.20,71.55,71.35
129,0,33418,Shawn Stefani,-.20,71.16,70.96
132,0,22371,Aaron Baddeley,-.23,71.58,71.35
132,0,30163,Henrik Norlander,-.23,71.09,70.86
134,0,34021,Bud Cauley,-.25,71.63,71.38
134,0,22806,Doug LaBelle II,-.25,71.20,70.95
136,0,25274,Steven Bowditch,-.26,70.97,70.71
137,0,24846,Ricky Barnes,-.27,71.14,70.87
137,0,22378,Trevor Immelman,-.27,71.72,71.45
137,0,32150,Michael Thompson,-.27,71.88,71.61
140,0,22621,Ben Curtis,-.28,72.28,72.00
141,0,27503,Steve LeBrun,-.29,71.13,70.84
142,0,10213,Dicky Pride,-.30,71.01,70.71
143,0,30852,Ryo Ishikawa,-.34,71.64,71.30
144,0,25900,Lucas Glover,-.36,71.94,71.58
144,0,36884,Ben Kohles,-.36,71.41,71.05
146,0,19970,Robert Karlsson,-.37,71.87,71.50
147,0,23788,D.J. Trahan,-.38,70.93,70.55
148,0,22046,Geoff Ogilvy,-.39,72.28,71.89
149,0,29289,S.Y. Noh,-.44,71.69,71.25
150,0,12782,Tim Herron,-.45,71.64,71.19
150,0,24663,Y.E. Yang,-.45,71.66,71.21
152,0,10423,Mike Weir,-.47,71.83,71.36
153,0,20691,Greg Owen,-.49,71.41,70.92
154,0,26497,Casey Wittenberg,-.51,71.77,71.26
155,0,06004,Stephen Ames,-.55,71.08,70.53
156,0,30110,Kyle Stanley,-.59,72.10,71.51
157,0,32334,Charlie Beljan,-.62,71.89,71.27
157,0,20443,Jin Park,-.62,71.60,70.98
159,0,08725,Tom Gillis,-.63,71.69,71.06
160,0,28135,Aaron Watkins,-.64,71.30,70.66
