RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,35891,Cameron Smith,27.76,2276,82,18
2,0,34360,Patrick Reed,27.81,2169,78,24
3,0,24138,Ian Poulter,27.86,2006,72,23
4,0,25396,Kevin Na,27.91,2428,87,21
5,0,34046,Jordan Spieth,28.05,2468,88,21
6,0,27644,Brian Harman,28.16,2816,100,23
7,0,33597,Harry Higgs,28.19,2255,80,23
8,0,35532,Tom Hoge,28.20,2707,96,22
9,0,32757,Patton Kizzire,28.21,2877,102,23
10,0,31420,Anirban Lahiri,28.25,1921,68,23
10,0,34466,Peter Malnati,28.25,2260,80,21
12,0,23325,Vaughn Taylor,28.26,2204,78,23
13,0,22371,Aaron Baddeley,28.28,1527,54,24
14,0,34099,Harris English,28.29,2603,92,24
14,0,27349,Alex Noren,28.29,2320,82,22
16,0,34363,Tyrrell Hatton,28.32,1586,56,24
17,0,39977,Max Homa,28.40,2442,86,23
17,0,33419,Cameron Tringale,28.40,2613,92,22
19,0,46441,Robby Shelton,28.45,2276,80,23
20,0,28237,Rory McIlroy,28.46,2106,74,23
20,0,46442,Maverick McNealy,28.46,2220,78,23
22,0,29725,Tony Finau,28.47,2562,90,24
22,0,29221,Webb Simpson,28.47,2107,74,24
22,0,35617,Martin Trainer,28.47,1680,59,23
25,0,33448,Justin Thomas,28.48,2392,84,23
26,0,30925,Dustin Johnson,28.50,2052,72,23
27,0,47504,Sam Burns,28.51,2395,84,21
27,0,45157,Cam Davis,28.51,2680,94,21
27,0,23320,Ryan Palmer,28.51,2110,74,24
30,0,30927,Brendon Todd,28.53,2454,86,24
30,0,25632,Jimmy Walker,28.53,2111,74,23
32,0,45526,Abraham Ancer,28.54,2797,98,24
32,0,19846,Brian Gay,28.54,1998,70,23
32,0,32618,Rhein Gibson,28.54,1598,56,20
32,0,27942,Rob Oppenheim,28.54,2112,74,23
36,0,32139,Danny Willett,28.55,1342,47,24
37,0,33399,Adam Hadwin,28.58,2515,88,23
37,0,46717,Viktor Hovland,28.58,2372,83,21
37,0,27649,Brandt Snedeker,28.58,2401,84,22
40,0,29974,Branden Grace,28.62,2318,81,22
41,0,51766,Wyndham Clark,28.64,2234,78,23
41,0,47959,Bryson DeChambeau,28.64,2291,80,23
43,0,46046,Scottie Scheffler,28.65,2808,98,23
44,0,35506,Mackenzie Hughes,28.66,2579,90,24
44,0,32791,K.H. Lee,28.66,3038,106,23
44,0,26329,Louis Oosthuizen,28.66,2121,74,23
44,0,28252,Seamus Power,28.66,1662,58,23
48,0,46402,Talor Gooch,28.67,2580,90,24
49,0,34431,Robert Streb,28.68,2352,82,22
50,0,12716,Charley Hoffman,28.69,2840,99,23
50,0,47993,Denny McCarthy,28.69,2697,94,23
52,0,24781,Hunter Mahan,28.70,1636,57,22
52,0,48081,Xander Schauffele,28.70,2181,76,24
54,0,35310,Lanto Griffin,28.71,2584,90,22
54,0,37455,Si Woo Kim,28.71,2699,94,24
54,0,35449,Adam Long,28.71,2412,84,21
54,0,51894,Vince Whaley,28.71,2297,80,23
58,0,25493,Nick Taylor,28.73,2586,90,24
59,0,34076,Joel Dahmen,28.74,2357,82,23
59,0,30926,Chris Kirk,28.74,2472,86,22
59,0,32839,Hideki Matsuyama,28.74,2673,93,23
59,0,49771,J.T. Poston,28.74,2414,84,23
63,0,27141,J.B. Holmes,28.75,1380,48,23
63,0,36801,Mark Hubbard,28.75,2760,96,20
63,0,39971,Sungjae Im,28.75,3507,122,23
63,0,33667,Carlos Ortiz,28.75,2645,92,21
63,0,40006,Erik van Rooyen,28.75,2099,73,23
68,0,35450,Patrick Cantlay,28.76,2243,78,23
68,0,40098,Matt Fitzpatrick,28.76,1898,66,22
68,0,26300,Matt Jones,28.76,2934,102,22
71,0,34314,Sebastian Cappelen,28.78,1554,54,21
71,0,26758,David Hearn,28.78,1842,64,22
71,0,27556,Ted Potter Jr.,28.78,1957,68,20
74,0,29479,Scott Brown,28.79,2303,80,23
74,0,34563,Chesson Hadley,28.79,2073,72,24
74,0,36689,Brooks Koepka,28.79,1900,66,24
74,0,24361,Pat Perez,28.79,2764,96,24
78,0,48119,Ben Taylor,28.80,1440,50,24
79,0,29478,Kevin Kisner,28.81,2247,78,25
79,0,39546,Keith Mitchell,28.81,2420,84,23
79,0,25818,Scott Piercy,28.81,2276,79,24
79,0,31560,Brian Stuard,28.81,2996,104,23
83,0,32102,Rickie Fowler,28.83,2249,78,23
83,0,47128,Richy Werenski,28.83,2479,86,23
85,0,48822,Sebastián Muñoz,28.84,2942,102,23
86,0,28679,Fabián Gómez,28.85,1558,54,23
86,0,35461,Beau Hossler,28.85,2539,88,22
86,0,22405,Justin Rose,28.85,1558,54,24
89,0,29420,Billy Horschel,28.86,2482,86,21
90,0,32640,Troy Merritt,28.87,2829,98,22
90,0,32254,Xinjun Zhang,28.87,1963,68,23
92,0,40026,Daniel Berger,28.88,2426,84,23
92,0,23621,Rory Sabbatini,28.88,2166,75,23
94,0,46435,Austin Cook,28.89,2080,72,23
94,0,23108,Matt Kuchar,28.89,1907,66,24
96,0,35658,Kris Ventura,28.90,2023,70,24
97,0,19803,Ryan Armour,28.92,2256,78,22
97,0,27554,Scott Harrington,28.92,2285,79,23
97,0,45486,Joaquin Niemann,28.92,2950,102,24
97,0,49960,Sepp Straka,28.92,2776,96,25
97,0,32150,Michael Thompson,28.92,2140,74,22
102,0,24502,Adam Scott,28.94,2084,72,22
103,0,24924,Bill Haas,28.95,1274,44,23
104,0,27770,Camilo Villegas,28.96,2230,77,19
105,0,46550,Brandon Hagy,28.97,2144,74,22
105,0,46970,Jon Rahm,28.97,2231,77,23
107,0,29535,Brice Garnett,28.98,2666,92,23
107,0,48887,Matt Wallace,28.98,1536,53,25
109,0,24024,Zach Johnson,28.99,2435,84,23
109,0,34256,Andrew Putnam,28.99,2580,89,25
109,0,53165,Doc Redman,28.99,2203,76,23
112,0,33948,Byeong Hun An,29.00,2436,84,23
112,0,52375,Doug Ghim,29.00,2494,86,23
112,0,33410,Andrew Landry,29.00,1914,66,24
112,0,50525,Collin Morikawa,29.00,2262,78,23
112,0,31323,Gary Woodland,29.00,2030,70,23
117,0,30944,Jason Kokrak,29.02,2554,88,23
118,0,24357,K.J. Choi,29.04,1510,52,25
118,0,32816,Satoshi Kodaira,29.04,2207,76,24
118,0,27330,Josh Teater,29.04,1394,48,23
121,0,32448,James Hahn,29.06,2034,70,22
122,0,49766,Hank Lebioda,29.08,2094,72,24
122,0,29518,Brendan Steele,29.08,2210,76,24
124,0,26851,Marc Leishman,29.09,2211,76,24
124,0,56278,Matthew Wolff,29.09,1600,55,24
126,0,25900,Lucas Glover,29.10,2794,96,23
127,0,33120,Mark Anderson,29.11,1630,56,24
127,0,47347,Adam Schenk,29.11,2969,102,21
129,0,32070,Rafael Campos,29.13,1748,60,23
129,0,28775,Nate Lashley,29.13,2214,76,24
129,0,39953,Chase Seiffert,29.13,2272,78,21
129,0,27214,Kevin Streelman,29.13,2796,96,23
133,0,34098,Russell Henley,29.15,2449,84,22
133,0,35230,Nelson Ledesma,29.15,1399,48,23
135,0,26499,Rafa Cabrera Bello,29.16,2158,74,25
135,0,33413,Ben Martin,29.16,1458,50,22
137,0,28089,Jason Day,29.17,1896,65,25
138,0,20396,Lee Westwood,29.18,1809,62,23
139,0,29908,C.T. Pan,29.19,2335,80,25
140,0,20229,Stewart Cink,29.22,2630,90,23
140,0,34174,John Huh,29.22,1695,58,24
140,0,37275,Sam Ryder,29.22,2513,86,24
140,0,26331,Charl Schwartzel,29.22,2513,86,24
144,0,01810,Phil Mickelson,29.23,2163,74,21
145,0,29970,Dylan Frittelli,29.24,2105,72,23
145,0,37189,Harold Varner III,29.24,2632,90,24
147,0,25364,Paul Casey,29.25,2106,72,25
148,0,21961,Charles Howell III,29.26,2048,70,23
148,0,30692,Scott Stallings,29.26,2224,76,22
148,0,32333,Kevin Tway,29.26,1814,62,23
151,0,39997,Corey Conners,29.27,3044,104,23
151,0,25686,Jason Dufner,29.27,2517,86,23
151,0,30911,Tommy Fleetwood,29.27,1756,60,23
