RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,32070,Rafael Campos,.05,3,60
1,0,34363,Tyrrell Hatton,.05,3,56
1,0,49964,Aaron Wise,.05,4,80
4,0,33120,Mark Anderson,.04,2,56
4,0,21209,Sergio Garcia,.04,3,74
4,0,48045,Michael Gellerman,.04,2,47
4,0,28679,Fabián Gómez,.04,2,54
8,0,32102,Rickie Fowler,.03,2,78
8,0,25900,Lucas Glover,.03,3,96
8,0,31557,Jim Herman,.03,2,66
8,0,49298,Kramer Hickok,.03,2,69
8,0,28775,Nate Lashley,.03,2,76
8,0,29926,Danny Lee,.03,2,59
8,0,40042,Tyler McCumber,.03,2,68
8,0,29908,C.T. Pan,.03,2,80
8,0,27556,Ted Potter Jr.,.03,2,68
8,0,47347,Adam Schenk,.03,3,102
18,0,33948,Byeong Hun An,.02,2,84
18,0,47504,Sam Burns,.02,2,84
18,0,34076,Joel Dahmen,.02,2,82
18,0,25686,Jason Dufner,.02,2,86
18,0,30911,Tommy Fleetwood,.02,1,60
18,0,26758,David Hearn,.02,1,64
18,0,27141,J.B. Holmes,.02,1,48
18,0,34174,John Huh,.02,1,58
18,0,27974,Sung Kang,.02,2,86
18,0,36689,Brooks Koepka,.02,1,66
18,0,35230,Nelson Ledesma,.02,1,48
18,0,48822,Sebastián Muñoz,.02,2,102
18,0,34213,Grayson Murray,.02,1,49
18,0,24361,Pat Perez,.02,2,96
18,0,34256,Andrew Putnam,.02,2,89
18,0,34264,Hudson Swafford,.02,2,82
18,0,23788,D.J. Trahan,.02,1,66
18,0,35617,Martin Trainer,.02,1,59
36,0,19803,Ryan Armour,.01,1,78
36,0,33141,Keegan Bradley,.01,1,86
36,0,52372,Cameron Champ,.01,1,75
36,0,51766,Wyndham Clark,.01,1,78
36,0,39997,Corey Conners,.01,1,104
36,0,45157,Cam Davis,.01,1,94
36,0,47959,Bryson DeChambeau,.01,1,80
36,0,34099,Harris English,.01,1,92
36,0,29535,Brice Garnett,.01,1,92
36,0,19846,Brian Gay,.01,1,70
36,0,32662,Michael Gligic,.01,1,80
36,0,46402,Talor Gooch,.01,1,90
36,0,33399,Adam Hadwin,.01,1,88
36,0,27644,Brian Harman,.01,1,100
36,0,34098,Russell Henley,.01,1,84
36,0,33597,Harry Higgs,.01,1,80
36,0,12716,Charley Hoffman,.01,1,99
36,0,35532,Tom Hoge,.01,1,96
36,0,39977,Max Homa,.01,1,86
36,0,36801,Mark Hubbard,.01,1,96
36,0,39975,Michael Kim,.01,1,69
36,0,37455,Si Woo Kim,.01,1,94
36,0,32757,Patton Kizzire,.01,1,102
36,0,32816,Satoshi Kodaira,.01,1,76
36,0,30944,Jason Kokrak,.01,1,88
36,0,27936,Martin Laird,.01,1,80
36,0,49766,Hank Lebioda,.01,1,72
36,0,35104,Tom Lewis,.01,1,80
36,0,27129,Luke List,.01,1,89
36,0,33204,Shane Lowry,.01,1,76
36,0,47993,Denny McCarthy,.01,1,94
36,0,46442,Maverick McNealy,.01,1,78
36,0,32640,Troy Merritt,.01,1,98
36,0,01810,Phil Mickelson,.01,1,74
36,0,39546,Keith Mitchell,.01,1,84
36,0,30163,Henrik Norlander,.01,1,84
36,0,22056,Cameron Percy,.01,1,77
36,0,25818,Scott Piercy,.01,1,79
36,0,49771,J.T. Poston,.01,1,84
36,0,24138,Ian Poulter,.01,1,72
36,0,26476,Chez Reavie,.01,1,84
36,0,36699,Patrick Rodgers,.01,1,102
36,0,23621,Rory Sabbatini,.01,1,75
36,0,46046,Scottie Scheffler,.01,1,98
36,0,26331,Charl Schwartzel,.01,1,86
36,0,24502,Adam Scott,.01,1,72
36,0,39953,Chase Seiffert,.01,1,78
36,0,27649,Brandt Snedeker,.01,1,84
36,0,34046,Jordan Spieth,.01,1,88
36,0,30110,Kyle Stanley,.01,1,90
36,0,29518,Brendan Steele,.01,1,76
36,0,31560,Brian Stuard,.01,1,104
36,0,25493,Nick Taylor,.01,1,90
36,0,23325,Vaughn Taylor,.01,1,78
36,0,33448,Justin Thomas,.01,1,84
36,0,30927,Brendon Todd,.01,1,86
36,0,23623,Bo Van Pelt,.01,1,72
36,0,37189,Harold Varner III,.01,1,90
36,0,35658,Kris Ventura,.01,1,70
36,0,47483,Will Zalatoris,.01,1,87
