RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,01444,Ken Green,.06,3,53
2,0,01014,Fulton Allem,.05,3,62
3,0,10837,Kevin Burton,.04,3,74
3,0,01771,Blaine McCallister,.04,3,85
3,0,01864,Larry Nelson,.04,2,54
3,0,10213,Dicky Pride,.04,3,76
7,0,01011,Rafael Alarcon,.03,2,79
7,0,01139,Olin Browne,.03,3,101
7,0,01306,David Edwards,.03,2,70
7,0,06575,Dudley Hart,.03,2,79
7,0,01487,Jeff Hart,.03,2,79
7,0,01599,Steve Jones,.03,2,78
7,0,01887,Mark O'Meara,.03,2,77
7,0,02226,Tray Tyner,.03,2,74
15,0,07867,Woody Austin,.02,2,87
15,0,07363,Craig Bowden,.02,1,55
15,0,06124,Patrick Burke,.02,1,65
15,0,01161,Mark Calcavecchia,.02,2,97
15,0,01226,Fred Couples,.02,1,57
15,0,01353,Bruce Fleisher,.02,1,61
15,0,01374,Robin Freeman,.02,1,65
15,0,01381,Fred Funk,.02,2,115
15,0,10809,Jim Furyk,.02,2,98
15,0,01388,Robert Gamez,.02,2,82
15,0,01408,Kelly Gibson,.02,3,121
15,0,01510,Nolan Henke,.02,2,82
15,0,07465,Hideki Kase,.02,2,85
15,0,08075,Jerry Kelly,.02,2,92
15,0,11032,Frank Lickliter II,.02,2,85
15,0,07235,John Morse,.02,2,92
15,0,10457,Frank Nobilo,.02,1,64
15,0,01926,Steve Pate,.02,2,83
15,0,01943,Chris Perry,.02,2,106
15,0,02010,Loren Roberts,.02,2,82
15,0,02049,Gene Sauers,.02,1,53
15,0,06567,Vijay Singh,.02,2,83
15,0,02135,Mike Standly,.02,2,86
15,0,02159,Curtis Strange,.02,1,63
15,0,06527,Steve Stricker,.02,1,59
15,0,02214,Kirk Triplett,.02,2,88
15,0,02256,Tom Watson,.02,1,52
15,0,02321,Fuzzy Zoeller,.02,1,52
43,0,20098,Stuart Appleby,.01,1,78
43,0,01040,Emlyn Aubrey,.01,1,72
43,0,20099,Doug Barron,.01,1,103
43,0,01072,Chip Beck,.01,1,71
43,0,07003,David Berganio Jr.,.01,1,83
43,0,06214,Guy Boros,.01,1,79
43,0,01185,Brandel Chamblee,.01,1,79
43,0,19881,Robert Damron,.01,1,98
43,0,01261,Jay Delsing,.01,1,84
43,0,10875,Todd Demsey,.01,1,74
43,0,07267,Allen Doyle,.01,1,85
43,0,09011,David Duval,.01,1,98
43,0,01307,Joel Edwards,.01,1,92
43,0,01378,David Frost,.01,1,69
43,0,12645,Brent Geiberger,.01,1,93
43,0,06643,Paul Goydos,.01,1,100
43,0,01475,Donnie Hammond,.01,1,68
43,0,08537,J.P. Hayes,.01,1,95
43,0,01553,John Huston,.01,1,75
43,0,01577,Lee Janzen,.01,1,99
43,0,10207,Jimmy Johnston,.01,1,85
43,0,01619,Skip Kendall,.01,1,102
43,0,06332,Neal Lancaster,.01,1,101
43,0,01677,Tom Lehman,.01,1,72
43,0,10860,Justin Leonard,.01,1,101
43,0,01707,Steve Lowery,.01,1,99
43,0,01723,Andrew Magee,.01,1,102
43,0,08339,Spike McRoy,.01,1,68
43,0,01810,Phil Mickelson,.01,1,76
43,0,01823,Larry Mize,.01,1,69
43,0,05466,Jack O'Keefe,.01,1,75
43,0,08553,Lee Porter,.01,1,81
43,0,07749,Brett Quigley,.01,1,111
43,0,02008,Lee Rinker,.01,1,95
43,0,07087,Hugh Royer III,.01,1,83
43,0,02104,Jeff Sluman,.01,1,98
43,0,02170,Hal Sutton,.01,1,96
43,0,06613,Tommy Tolles,.01,1,89
43,0,02223,Bob Tway,.01,1,93
43,0,08385,Omar Uresti,.01,1,101
43,0,02245,Grant Waite,.01,1,102
43,0,02246,Duffy Waldorf,.01,1,89
43,0,02279,Mark Wiebe,.01,1,77
