RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
1,0,29221,Webb Simpson,-.189
2,0,28089,Jason Day,-.170
3,0,06527,Steve Stricker,-.165
4,0,27095,Nick Watney,-.163
5,0,23983,Luke Donald,-.158
6,0,22371,Aaron Baddeley,-.153
7,0,23108,Matt Kuchar,-.146
8,0,24781,Hunter Mahan,-.138
9,0,27936,Martin Laird,-.129
10,0,12716,Charley Hoffman,-.128
11,0,02206,David Toms,-.125
12,0,22405,Justin Rose,-.124
12,0,20645,John Senden,-.124
14,0,31323,Gary Woodland,-.123
15,0,24024,Zach Johnson,-.122
16,0,30926,Chris Kirk,-.120
17,0,10885,Robert Allenby,-.119
18,0,21961,Charles Howell III,-.118
19,0,30925,Dustin Johnson,-.117
19,0,27649,Brandt Snedeker,-.117
21,0,01810,Phil Mickelson,-.116
21,0,23623,Bo Van Pelt,-.116
23,0,23638,Brendon de Jonge,-.110
24,0,24357,K.J. Choi,-.109
24,0,24924,Bill Haas,-.109
24,0,25818,Scott Piercy,-.109
27,0,25562,Andres Romero,-.108
27,0,25804,Bubba Watson,-.108
29,0,24925,Jonathan Byrd,-.107
29,0,08075,Jerry Kelly,-.107
29,0,24502,Adam Scott,-.107
32,0,23800,Bryce Molder,-.106
32,0,26331,Charl Schwartzel,-.106
34,0,26758,David Hearn,-.105
34,0,01706,Davis Love III,-.105
36,0,25396,Kevin Na,-.104
37,0,22913,John Rollins,-.103
37,0,27214,Kevin Streelman,-.103
39,0,26596,Ryan Moore,-.102
40,0,21878,Mark Wilson,-.101
41,0,07867,Woody Austin,-.100
42,0,06573,Brandt Jobe,-.098
42,0,27466,Spencer Levin,-.098
44,0,20498,Briny Baird,-.097
44,0,06522,Ernie Els,-.097
44,0,32102,Rickie Fowler,-.097
44,0,25900,Lucas Glover,-.097
48,0,19970,Robert Karlsson,-.096
49,0,12510,Chad Campbell,-.095
49,0,21753,Brian Davis,-.095
51,0,20848,Ángel Cabrera,-.093
51,0,25345,Carl Pettersson,-.093
53,0,26476,Chez Reavie,-.091
53,0,30110,Kyle Stanley,-.091
55,0,21731,Freddie Jacobson,-.090
56,0,10809,Jim Furyk,-.089
56,0,06567,Vijay Singh,-.089
58,0,24507,Jason Bohn,-.088
58,0,25632,Jimmy Walker,-.088
60,0,27933,John Merrick,-.086
60,0,23621,Rory Sabbatini,-.086
62,0,28087,Kris Blanks,-.085
62,0,22293,Heath Slocum,-.085
62,0,29518,Brendan Steele,-.085
65,0,25686,Jason Dufner,-.084
65,0,28158,Steve Marino,-.084
67,0,25240,D.A. Points,-.083
68,0,29910,Blake Adams,-.082
68,0,20593,Greg Chalmers,-.082
68,0,26851,Marc Leishman,-.082
68,0,31193,Jim Renner,-.082
72,0,27141,J.B. Holmes,-.081
73,0,20572,Rod Pampling,-.080
74,0,19846,Brian Gay,-.079
75,0,30750,Tommy Gainey,-.078
75,0,23548,Bill Lunde,-.078
75,0,32150,Michael Thompson,-.078
75,0,27770,Camilo Villegas,-.078
79,0,20229,Stewart Cink,-.077
79,0,11123,Chris Couch,-.077
79,0,23541,Ben Crane,-.077
79,0,21209,Sergio Garcia,-.077
79,0,33413,Ben Martin,-.077
79,0,22046,Geoff Ogilvy,-.077
79,0,08375,Paul Stankowski,-.077
79,0,23325,Vaughn Taylor,-.077
87,0,21407,Arjun Atwal,-.076
87,0,25572,Graeme McDowell,-.076
89,0,24358,Robert Garrigus,-.075
90,0,31557,Jim Herman,-.074
90,0,24361,Pat Perez,-.074
90,0,23497,Tag Ridings,-.074
93,0,20766,Padraig Harrington,-.073
93,0,28475,Jeff Overton,-.073
93,0,27330,Josh Teater,-.073
93,0,23788,D.J. Trahan,-.073
97,0,27120,Troy Matteson,-.072
98,0,27974,Sung Kang,-.071
99,0,20157,Retief Goosen,-.070
99,0,26289,Boo Weekley,-.070
101,0,24138,Ian Poulter,-.069
101,0,20160,Charlie Wi,-.069
103,0,33141,Keegan Bradley,-.068
103,0,20436,Garrett Willis,-.068
105,0,33419,Cameron Tringale,-.067
106,0,28620,Aron Price,-.066
106,0,30692,Scott Stallings,-.066
108,0,06251,Chris DiMarco,-.065
108,0,24604,Hunter Haas,-.065
108,0,29420,Billy Horschel,-.065
108,0,01766,Billy Mayfair,-.065
108,0,22348,Nick O'Hern,-.065
113,0,24980,Scott Gutschewski,-.064
114,0,29718,Anthony Kim,-.063
114,0,31202,William McGirt,-.063
114,0,01948,Tim Petrovic,-.063
114,0,12602,Dean Wilson,-.063
118,0,01313,Steve Elkington,-.062
118,0,26679,Kevin Stadler,-.062
120,0,23353,J.J. Henry,-.061
120,0,12782,Tim Herron,-.061
120,0,26287,Roland Thatcher,-.061
123,0,21949,Joe Ogilvie,-.060
124,0,10505,Shane Bertsch,-.058
124,0,21350,Ryuji Imada,-.058
124,0,20127,Chris Riley,-.058
