RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,23623,Bo Van Pelt,+.338,222,+75.00
2,0,10809,Jim Furyk,+.365,137,+50.00
3,0,08793,Tiger Woods,+.369,84,+31.00
4,0,01945,Kenny Perry,+.371,170,+63.00
5,0,01313,Steve Elkington,+.373,201,+75.00
6,0,23718,Nathan Green,+.376,234,+88.00
7,0,07363,Craig Bowden,+.379,182,+69.00
8,0,06527,Steve Stricker,+.380,142,+54.00
9,0,23621,Rory Sabbatini,+.385,182,+70.00
10,0,24138,Ian Poulter,+.388,129,+50.00
10,0,22293,Heath Slocum,+.388,196,+76.00
12,0,01941,Tom Pernice Jr.,+.389,229,+89.00
13,0,20104,Ken Duke,+.398,266,+106.00
14,0,23108,Matt Kuchar,+.400,185,+74.00
14,0,22348,Nick O'Hern,+.400,155,+62.00
16,0,22913,John Rollins,+.403,233,+94.00
17,0,06595,Kevin Sutherland,+.406,160,+65.00
18,0,12602,Dean Wilson,+.410,212,+87.00
19,0,10860,Justin Leonard,+.411,209,+86.00
20,0,20628,Arron Oberholser,+.413,160,+66.00
21,0,27060,John Mallinger,+.416,262,+109.00
22,0,24357,K.J. Choi,+.417,180,+75.00
23,0,20127,Chris Riley,+.418,134,+56.00
24,0,06515,Shaun Micheel,+.419,186,+78.00
24,0,27649,Brandt Snedeker,+.419,215,+90.00
26,0,22371,Aaron Baddeley,+.424,191,+81.00
27,0,06643,Paul Goydos,+.425,153,+65.00
27,0,25396,Kevin Na,+.425,226,+96.00
29,0,07867,Woody Austin,+.427,192,+82.00
29,0,20623,Gavin Coles,+.427,225,+96.00
31,0,01142,Bart Bryant,+.428,166,+71.00
31,0,01810,Phil Mickelson,+.428,152,+65.00
33,0,08075,Jerry Kelly,+.431,188,+81.00
34,0,21731,Freddie Jacobson,+.434,166,+72.00
34,0,25345,Carl Pettersson,+.434,244,+106.00
36,0,01928,Corey Pavin,+.437,215,+94.00
37,0,24449,Parker McLachlin,+.439,221,+97.00
37,0,21878,Mark Wilson,+.439,198,+87.00
39,0,06567,Vijay Singh,+.442,217,+96.00
40,0,08931,Glen Day,+.443,194,+86.00
41,0,02214,Kirk Triplett,+.444,162,+72.00
42,0,24140,Sean O'Hair,+.445,200,+89.00
43,0,23983,Luke Donald,+.446,139,+62.00
44,0,20766,Padraig Harrington,+.447,141,+63.00
44,0,21350,Ryuji Imada,+.447,235,+105.00
44,0,02206,David Toms,+.447,141,+63.00
47,0,01948,Tim Petrovic,+.448,252,+113.00
47,0,10425,Jay Williamson,+.448,125,+56.00
49,0,20645,John Senden,+.449,178,+80.00
50,0,26596,Ryan Moore,+.450,189,+85.00
51,0,01132,Mark Brooks,+.451,102,+46.00
51,0,28158,Steve Marino,+.451,235,+106.00
53,0,01035,Tommy Armour III,+.453,137,+62.00
53,0,20850,Daniel Chopra,+.453,258,+117.00
53,0,20382,Stephen Leaney,+.453,170,+77.00
53,0,22046,Geoff Ogilvy,+.453,172,+78.00
57,0,27933,John Merrick,+.454,194,+88.00
58,0,08123,Jeff Brehaut,+.455,123,+56.00
59,0,20472,Alex Cejka,+.456,158,+72.00
59,0,25900,Lucas Glover,+.456,195,+89.00
59,0,24024,Zach Johnson,+.456,149,+68.00
59,0,22212,Craig Lile,+.456,204,+93.00
63,0,28475,Jeff Overton,+.457,127,+58.00
64,0,26881,Jarrod Lyle,+.458,179,+82.00
65,0,12782,Tim Herron,+.459,207,+95.00
66,0,24925,Jonathan Byrd,+.461,154,+71.00
66,0,23135,Tim Clark,+.461,128,+59.00
68,0,01766,Billy Mayfair,+.462,169,+78.00
69,0,22378,Trevor Immelman,+.466,133,+62.00
69,0,11032,Frank Lickliter II,+.466,232,+108.00
71,0,01707,Steve Lowery,+.467,180,+84.00
71,0,27095,Nick Watney,+.467,184,+86.00
73,0,20160,Charlie Wi,+.468,205,+96.00
74,0,01381,Fred Funk,+.469,113,+53.00
75,0,07547,Craig Kanada,+.471,240,+113.00
75,0,12680,Shigeki Maruyama,+.471,223,+105.00
75,0,23497,Tag Ridings,+.471,136,+64.00
78,0,08881,Tripp Isenhour,+.472,212,+100.00
79,0,20157,Retief Goosen,+.473,91,+43.00
79,0,21949,Joe Ogilvie,+.473,275,+130.00
81,0,23933,Michael Boyd,+.475,141,+67.00
82,0,12652,Cameron Beckman,+.476,191,+91.00
82,0,22892,Jason Gore,+.476,189,+90.00
84,0,21753,Brian Davis,+.477,197,+94.00
84,0,19846,Brian Gay,+.477,241,+115.00
86,0,06251,Chris DiMarco,+.478,161,+77.00
86,0,26882,Michael Sim,+.478,136,+65.00
88,0,06004,Stephen Ames,+.479,144,+69.00
