RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,01201,Lennie Clements,35,8,3,11,1994030
1,0,06128,Steve Lamontagne,35,0,2,1,1994390
3,0,06197,Michael Allen,32,2,3,6,1994430
3,0,01475,Donnie Hammond,32,2,2,2,1994400
5,0,01701,Bob Lohr,29,0,1,8,1994080
6,0,01690,Bruce Lietzke,28,3,1,6,1994100
6,0,02101,Joey Sindelar,28,2,2,8,1994120
8,0,01926,Steve Pate,26,0,2,7,1994320
9,0,01284,Mike Donald,25,1,3,14,1994410
9,0,01723,Andrew Magee,25,0,2,6,1994090
9,0,02321,Fuzzy Zoeller,25,4,2,8,1994410
12,0,01824,Yoshinori Mizumaki,24,1,4,4,1994310
12,0,01938,David Peoples,24,0,1,3,1994070
12,0,02100,Tim Simpson,24,6,2,18,1994395
12,0,02170,Hal Sutton,24,4,3,9,1994410
12,0,02267,D.A. Weibring,24,1,1,4,1994360
17,0,01132,Mark Brooks,23,0,2,13,1994360
17,0,01143,Brad Bryant,23,1,2,1,1994390
17,0,10809,Jim Furyk,23,1,3,17,1994430
17,0,01468,Gary Hallberg,23,0,1,1,1994410
17,0,01527,Scott Hoch,23,6,3,9,1994430
17,0,01559,Hale Irwin,23,4,2,17,1994180
17,0,01629,Eddie Kirby,23,0,1,18,1994320
17,0,01810,Phil Mickelson,23,0,5,5,1994430
17,0,01986,Joey Rassett,23,0,1,3,1994320
17,0,02094,Tony Sills,23,0,1,3,1994360
27,0,06214,Guy Boros,22,0,4,15,1994050
27,0,01157,Tom Byrum,22,3,2,10,1994250
27,0,01385,Jim Gallagher Jr.,22,9,3,2,1994260
27,0,01435,Wayne Grady,22,0,1,15,1994030
27,0,01771,Blaine McCallister,22,1,3,6,1994040
27,0,07235,John Morse,22,4,3,16,1994300
27,0,01968,Nick Price,22,0,3,15,1994100
34,0,01060,Dave Barr,21,3,1,18,1994430
34,0,12661,Todd Barranger,21,0,3,17,1994070
34,0,01266,Clark Dennis,21,1,3,6,1994070
34,0,01306,David Edwards,21,0,1,18,1994430
34,0,01418,Bill Glasson,21,7,1,4,1994050
34,0,01553,John Huston,21,2,2,9,1994020
34,0,01725,John Mahaffey,21,0,3,13,1994410
34,0,06567,Vijay Singh,21,1,1,5,1994050
