RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,27895,Jonas Blixt,43.81,552,1260
2,0,33448,Justin Thomas,43.67,621,1422
3,0,32102,Rickie Fowler,43.64,597,1368
4,0,27770,Camilo Villegas,43.29,561,1296
5,0,28089,Jason Day,43.27,514,1188
6,0,34409,David Lingmerth,43.19,583,1350
7,0,25191,Gonzalo Fernandez-Castaño,43.06,434,1008
8,0,48084,Wesley Bryan,42.98,704,1638
9,0,25572,Graeme McDowell,42.96,433,1008
10,0,37454,Whee Kim,42.67,553,1296
11,0,33399,Adam Hadwin,42.52,750,1764
12,0,25892,Steve Wheatcroft,42.43,359,846
13,0,25720,Chad Collins,42.29,472,1116
13,0,36689,Brooks Koepka,42.29,609,1440
13,0,28252,Seamus Power,42.29,609,1440
16,0,20593,Greg Chalmers,42.25,540,1278
17,0,27644,Brian Harman,42.22,760,1800
17,0,29223,Sam Saunders,42.22,532,1260
19,0,34466,Peter Malnati,42.03,643,1530
20,0,19846,Brian Gay,42.02,590,1404
21,0,34360,Patrick Reed,42.00,756,1800
22,0,26331,Charl Schwartzel,41.94,453,1080
23,0,35891,Cameron Smith,41.80,617,1476
24,0,24024,Zach Johnson,41.77,579,1386
25,0,31420,Anirban Lahiri,41.74,541,1296
26,0,23983,Luke Donald,41.55,359,864
26,0,35532,Tom Hoge,41.55,344,828
28,0,06522,Ernie Els,41.45,388,936
28,0,34046,Jordan Spieth,41.45,582,1404
30,0,25345,Carl Pettersson,41.34,439,1062
31,0,01810,Phil Mickelson,41.18,593,1440
32,0,27649,Brandt Snedeker,41.11,370,900
33,0,29479,Scott Brown,41.09,673,1638
33,0,24138,Ian Poulter,41.09,503,1224
35,0,46443,Brian Campbell,41.07,377,918
36,0,24361,Pat Perez,40.99,664,1620
37,0,37278,Nicholas Lindheim,40.97,413,1008
38,0,22371,Aaron Baddeley,40.94,420,1026
39,0,25349,Tim Wilkinson,40.90,427,1044
40,0,24846,Ricky Barnes,40.88,677,1656
41,0,28237,Rory McIlroy,40.74,352,864
41,0,29289,S.Y. Noh,40.74,638,1566
41,0,29221,Webb Simpson,40.74,726,1782
44,0,27958,Ryan Blaum,40.57,701,1728
44,0,27141,J.B. Holmes,40.57,555,1368
44,0,32839,Hideki Matsuyama,40.57,555,1368
47,0,39975,Michael Kim,40.56,657,1620
48,0,33461,Morgan Hoffmann,40.53,642,1584
49,0,29222,Billy Hurley III,40.49,583,1440
50,0,39954,Cody Gribble,40.48,561,1386
50,0,23325,Vaughn Taylor,40.48,612,1512
52,0,40009,Dominic Bozzelli,40.43,473,1170
53,0,23800,Bryce Molder,40.39,538,1332
54,0,28307,Matt Every,40.32,508,1260
55,0,25396,Kevin Na,40.31,595,1476
56,0,30852,Ryo Ishikawa,40.28,406,1008
57,0,49771,J.T. Poston,40.23,630,1566
