RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,48081,Xander Schauffele,30,540,5.6
2,0,40058,Zac Blair,27,583,4.6
2,0,29725,Tony Finau,27,627,4.3
2,0,39954,Cody Gribble,27,501,5.4
5,0,35506,Mackenzie Hughes,25,680,3.7
5,0,36689,Brooks Koepka,25,522,4.8
7,0,20229,Stewart Cink,24,578,4.2
7,0,27129,Luke List,24,566,4.2
9,0,34098,Russell Henley,23,597,3.9
9,0,34466,Peter Malnati,23,559,4.1
11,0,35545,Blayne Barber,22,482,4.6
11,0,33461,Morgan Hoffmann,22,606,3.6
11,0,24361,Pat Perez,22,533,4.1
11,0,46970,Jon Rahm,22,476,4.6
11,0,31560,Brian Stuard,22,488,4.5
16,0,24846,Ricky Barnes,21,563,3.7
16,0,12510,Chad Campbell,21,545,3.9
16,0,29420,Billy Horschel,21,493,4.3
16,0,29478,Kevin Kisner,21,559,3.8
16,0,23108,Matt Kuchar,21,559,3.8
16,0,29476,Kyle Reifers,21,472,4.4
16,0,34046,Jordan Spieth,21,506,4.2
16,0,30110,Kyle Stanley,21,636,3.3
24,0,33141,Keegan Bradley,20,627,3.2
24,0,29222,Billy Hurley III,20,500,4.0
24,0,26851,Marc Leishman,20,526,3.8
27,0,27895,Jonas Blixt,19,462,4.1
27,0,34099,Harris English,19,508,3.7
27,0,25900,Lucas Glover,19,572,3.3
27,0,27974,Sung Kang,19,581,3.3
27,0,27466,Spencer Levin,19,471,4.0
27,0,29461,Jamie Lovemark,19,585,3.2
27,0,24140,Sean O'Hair,19,487,3.9
27,0,26476,Chez Reavie,19,593,3.2
27,0,36699,Patrick Rodgers,19,442,4.3
27,0,25834,Daniel Summerhays,19,572,3.3
27,0,23325,Vaughn Taylor,19,547,3.5
27,0,32333,Kevin Tway,19,545,3.5
39,0,40026,Daniel Berger,18,497,3.6
39,0,28420,Ryan Brehm,18,432,4.2
39,0,25364,Paul Casey,18,499,3.6
39,0,20472,Alex Cejka,18,423,4.3
39,0,27644,Brian Harman,18,662,2.7
39,0,26758,David Hearn,18,503,3.6
39,0,21961,Charles Howell III,18,469,3.8
39,0,34174,John Huh,18,539,3.3
39,0,29926,Danny Lee,18,561,3.2
39,0,22046,Geoff Ogilvy,18,454,4.0
39,0,22405,Justin Rose,18,357,5.0
39,0,28132,Tyrone Van Aswegen,18,540,3.3
51,0,48084,Wesley Bryan,17,603,2.8
51,0,20593,Greg Chalmers,17,518,3.3
51,0,23541,Ben Crane,17,466,3.6
51,0,28089,Jason Day,17,433,3.9
51,0,28500,Martin Flores,17,423,4.0
51,0,19846,Brian Gay,17,527,3.2
51,0,33399,Adam Hadwin,17,606,2.8
51,0,12716,Charley Hoffman,17,652,2.6
51,0,36801,Mark Hubbard,17,401,4.2
51,0,25396,Kevin Na,17,488,3.5
51,0,29289,S.Y. Noh,17,560,3.0
51,0,25240,D.A. Points,17,379,4.5
51,0,28252,Seamus Power,17,512,3.3
51,0,27770,Camilo Villegas,17,484,3.5
65,0,29479,Scott Brown,16,567,2.8
65,0,47959,Bryson DeChambeau,16,511,3.1
65,0,27436,Graham DeLaet,16,457,3.5
65,0,30925,Dustin Johnson,16,419,3.8
65,0,30926,Chris Kirk,16,479,3.3
65,0,30944,Jason Kokrak,16,538,3.0
65,0,34409,David Lingmerth,16,538,3.0
65,0,33413,Ben Martin,16,473,3.4
65,0,23800,Bryce Molder,16,469,3.4
65,0,34360,Patrick Reed,16,650,2.5
65,0,33448,Justin Thomas,16,518,3.1
65,0,27095,Nick Watney,16,416,3.8
77,0,28307,Matt Every,15,443,3.4
77,0,32102,Rickie Fowler,15,501,3.0
77,0,29720,Andres Gonzales,15,406,3.7
77,0,27141,J.B. Holmes,15,458,3.3
77,0,34213,Grayson Murray,15,617,2.4
77,0,26329,Louis Oosthuizen,15,363,4.1
77,0,29223,Sam Saunders,15,464,3.2
77,0,29518,Brendan Steele,15,491,3.1
77,0,33418,Shawn Stefani,15,405,3.7
77,0,34431,Robert Streb,15,600,2.5
77,0,32150,Michael Thompson,15,327,4.6
77,0,25892,Steve Wheatcroft,15,312,4.8
89,0,25274,Steven Bowditch,14,324,4.3
89,0,32366,Kevin Chappell,14,516,2.7
89,0,24358,Robert Garrigus,14,405,3.5
89,0,28679,Fabián Gómez,14,363,3.9
89,0,31646,Emiliano Grillo,14,441,3.2
89,0,24924,Bill Haas,14,485,2.9
89,0,32757,Patton Kizzire,14,512,2.7
89,0,27936,Martin Laird,14,512,2.7
89,0,25198,Francesco Molinari,14,411,3.4
89,0,29221,Webb Simpson,14,612,2.3
89,0,39324,J.J. Spaun,14,481,2.9
89,0,34264,Hudson Swafford,14,492,2.8
89,0,37189,Harold Varner III,14,569,2.5
89,0,27064,Jhonattan Vegas,14,464,3.0
89,0,31323,Gary Woodland,14,459,3.1
104,0,19803,Ryan Armour,13,311,4.2
104,0,35450,Patrick Cantlay,13,317,4.1
104,0,24357,K.J. Choi,13,392,3.3
104,0,25686,Jason Dufner,13,522,2.5
104,0,46440,Smylie Kaufman,13,449,2.9
104,0,33122,Russell Knox,13,363,3.6
104,0,32640,Troy Merritt,13,496,2.6
104,0,01810,Phil Mickelson,13,516,2.5
104,0,46601,Trey Mullinax,13,484,2.7
104,0,46501,Ollie Schniederjans,13,560,2.3
104,0,35891,Cameron Smith,13,544,2.4
104,0,33419,Cameron Tringale,13,481,2.7
104,0,26289,Boo Weekley,13,372,3.5
117,0,27958,Ryan Blaum,12,597,2.0
117,0,24507,Jason Bohn,12,410,2.9
117,0,23353,J.J. Henry,12,441,2.7
117,0,31557,Jim Herman,12,427,2.8
117,0,24024,Zach Johnson,12,515,2.3
117,0,39975,Michael Kim,12,610,2.0
117,0,26596,Ryan Moore,12,457,2.6
117,0,48822,Sebastián Muñoz,12,279,4.3
117,0,24138,Ian Poulter,12,410,2.9
117,0,23497,Tag Ridings,12,359,3.3
117,0,23621,Rory Sabbatini,12,365,3.3
117,0,27649,Brandt Snedeker,12,313,3.8
117,0,25493,Nick Taylor,12,562,2.1
117,0,26951,Johnson Wagner,12,379,3.2
117,0,25804,Bubba Watson,12,369,3.3
117,0,47128,Richy Werenski,12,421,2.9
133,0,31416,Derek Fathauer,11,451,2.4
133,0,29740,Brad Fritsch,11,279,3.9
133,0,10809,Jim Furyk,11,301,3.7
133,0,46550,Brandon Hagy,11,494,2.2
