RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,08793,Tiger Woods,75.00,648,864,-188.00
2,0,25804,Bubba Watson,74.73,686,918,-198.00
3,0,06527,Steve Stricker,74.59,725,972,-213.00
4,0,24140,Sean O'Hair,74.34,1017,1368,-256.00
5,0,26329,Louis Oosthuizen,74.26,655,882,-176.00
6,0,33122,Russell Knox,74.21,748,1008,-171.00
6,0,22405,Justin Rose,74.21,708,954,-179.00
8,0,27770,Camilo Villegas,74.12,974,1314,-212.00
9,0,24358,Robert Garrigus,74.10,987,1332,-266.00
10,0,22621,Ben Curtis,74.07,640,864,-170.00
11,0,20396,Lee Westwood,74.03,533,720,-144.00
12,0,23353,J.J. Henry,73.94,945,1278,-190.00
13,0,22293,Heath Slocum,73.93,998,1350,-191.00
14,0,25686,Jason Dufner,73.87,851,1152,-236.00
14,0,24781,Hunter Mahan,73.87,851,1152,-197.00
16,0,23638,Brendon de Jonge,73.86,1356,1836,-357.00
17,0,26289,Boo Weekley,73.85,771,1044,-149.00
18,0,29221,Webb Simpson,73.74,876,1188,-267.00
19,0,06036,Scott Dunlap,73.67,610,828,-114.00
20,0,28237,Rory McIlroy,73.61,530,720,-175.00
21,0,10809,Jim Furyk,73.59,861,1170,-216.00
22,0,25457,Alexandre Rocha,73.56,662,900,-125.00
23,0,30110,Kyle Stanley,73.41,925,1260,-219.00
24,0,32334,Charlie Beljan,73.39,568,774,-137.00
24,0,20645,John Senden,73.39,819,1116,-220.00
26,0,29420,Billy Horschel,73.38,634,864,-159.00
27,0,28455,Will Claxton,73.13,1132,1548,-276.00
28,0,33141,Keegan Bradley,73.08,934,1278,-267.00
29,0,12782,Tim Herron,73.03,999,1368,-223.00
30,0,23548,Bill Lunde,72.97,880,1206,-212.00
31,0,26679,Kevin Stadler,72.94,919,1260,-194.00
32,0,32200,Roberto Castro,72.81,983,1350,-228.00
32,0,25572,Graeme McDowell,72.81,498,684,-130.00
34,0,23204,Gary Christian,72.67,981,1350,-225.00
35,0,25892,Steve Wheatcroft,72.49,548,756,-110.00
36,0,27933,John Merrick,72.45,939,1296,-216.00
37,0,25240,D.A. Points,72.43,1043,1440,-259.00
37,0,06567,Vijay Singh,72.43,1056,1458,-264.00
39,0,24846,Ricky Barnes,72.22,1066,1476,-226.00
40,0,28475,Jeff Overton,72.16,1195,1656,-325.00
41,0,26331,Charl Schwartzel,72.08,519,720,-143.00
42,0,06522,Ernie Els,72.05,843,1170,-180.00
43,0,30926,Chris Kirk,72.03,1102,1530,-281.00
44,0,27095,Nick Watney,72.00,985,1368,-255.00
45,0,20691,Greg Owen,71.93,997,1386,-224.00
45,0,33419,Cameron Tringale,71.93,997,1386,-231.00
47,0,12510,Chad Campbell,71.92,945,1314,-206.00
48,0,01706,Davis Love III,71.90,673,936,-178.00
49,0,27330,Josh Teater,71.89,1074,1494,-257.00
50,0,21961,Charles Howell III,71.79,995,1386,-239.00
51,0,25834,Daniel Summerhays,71.73,878,1224,-197.00
52,0,24502,Adam Scott,71.68,529,738,-148.00
53,0,34021,Bud Cauley,71.67,1174,1638,-284.00
54,0,29476,Kyle Reifers,71.62,954,1332,-204.00
55,0,26287,Roland Thatcher,71.59,567,792,-121.00
56,0,25818,Scott Piercy,71.58,1108,1548,-322.00
57,0,34099,Harris English,71.52,1120,1566,-272.00
58,0,29910,Blake Adams,71.46,1132,1584,-278.00
59,0,28307,Matt Every,71.44,823,1152,-218.00
60,0,27214,Kevin Streelman,71.43,990,1386,-240.00
61,0,20574,Mathew Goggin,71.41,707,990,-153.00
62,0,29479,Scott Brown,71.35,655,918,-153.00
63,0,21209,Sergio Garcia,71.34,565,792,-164.00
63,0,26758,David Hearn,71.34,1130,1584,-252.00
65,0,24357,K.J. Choi,71.33,719,1008,-166.00
65,0,23135,Tim Clark,71.33,642,900,-151.00
67,0,29289,S.Y. Noh,71.24,1090,1530,-275.00
68,0,27436,Graham DeLaet,71.21,910,1278,-217.00
68,0,26476,Chez Reavie,71.21,846,1188,-179.00
70,0,30925,Dustin Johnson,71.17,679,954,-201.00
71,0,24507,Jason Bohn,71.13,845,1188,-191.00
71,0,12716,Charley Hoffman,71.13,973,1368,-237.00
73,0,34174,John Huh,71.11,1088,1530,-276.00
74,0,24361,Pat Perez,71.10,883,1242,-222.00
75,0,23325,Vaughn Taylor,71.09,819,1152,-202.00
76,0,23718,Nathan Green,71.05,729,1026,-184.00
77,0,26951,Johnson Wagner,70.98,971,1368,-240.00
78,0,35139,Richard Lee,70.96,728,1026,-185.00
79,0,23623,Bo Van Pelt,70.94,830,1170,-251.00
80,0,22582,Kyle Thompson,70.87,472,666,-86.00
81,0,02206,David Toms,70.83,561,792,-128.00
82,0,27302,Garth Mulroy,70.77,586,828,-152.00
83,0,31202,William McGirt,70.75,1006,1422,-222.00
84,0,23983,Luke Donald,70.72,611,864,-176.00
85,0,26596,Ryan Moore,70.71,1031,1458,-287.00
86,0,30944,Jason Kokrak,70.69,878,1242,-195.00
87,0,27936,Martin Laird,70.68,687,972,-187.00
88,0,31323,Gary Woodland,70.65,674,954,-162.00
89,0,27064,Jhonattan Vegas,70.61,877,1242,-205.00
90,0,30692,Scott Stallings,70.59,864,1224,-206.00
91,0,29518,Brendan Steele,70.49,812,1152,-155.00
92,0,24924,Bill Haas,70.40,773,1098,-192.00
93,0,28087,Kris Blanks,70.37,760,1080,-162.00
93,0,23108,Matt Kuchar,70.37,836,1188,-226.00
93,0,01724,Jeff Maggert,70.37,988,1404,-226.00
96,0,10885,Robert Allenby,70.29,835,1188,-168.00
97,0,24024,Zach Johnson,70.27,936,1332,-270.00
97,0,23800,Bryce Molder,70.27,898,1278,-221.00
99,0,32698,Bobby Gates,70.25,961,1368,-209.00
100,0,20104,Ken Duke,70.12,1136,1620,-299.00
101,0,01116,Michael Bradley,70.10,694,990,-140.00
102,0,29926,Danny Lee,70.06,744,1062,-181.00
103,0,22913,John Rollins,70.03,895,1278,-219.00
104,0,21528,Henrik Stenson,69.97,529,756,-124.00
105,0,32150,Michael Thompson,69.91,818,1170,-194.00
106,0,27060,John Mallinger,69.84,792,1134,-176.00
